Jugador,Pais,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Min,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado,jugador_id
Diogo Dalot,POR,Defensa,Manchester Utd,24,1999.0,17.4,13.0,1225.4,0.6,0.8,1.4,3.4,0.0,0.8400000000000001,1.04,"40,00 mill. €",753
Diogo Jota,POR,Delantero,Liverpool,26,1996.0,24.4,17.2,1505.0,8.4,1.8,10.2,2.8,0.2,8.74,2.58,"50,00 mill. €",754
Dion Lopy,SEN,Centrocampista,Almería,21,2002.0,12.0,10.0,839.0,0.0,0.0,0.0,1.0,0.0,0.1,0.3,"6,00 mill. €",755
Dion Ruffo Luci,ITA,Centrocampista,Bologna,18,2001.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,756
Divin Mubama,ENG,Delantero,West Ham,19,2004.0,2.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800 mil €,757
Divock Origi,BEL,Delantero,Nott'ham Forest,28,1995.0,15.4,3.8,430.8,1.8,0.4,2.2,0.6,0.0,1.3199999999999998,0.4800000000000001,"6,00 mill. €",758
Djavan Anderson,NED,Defensa,Lazio,25,1995.0,4.5,1.5,119.5,0.0,0.0,0.0,0.5,0.0,0.05,0.0,275 mil €,759
Djed Spence,ENG,Delantero,Tottenham,21,2000.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"8,00 mill. €",760
Djené,TOG,Defensa,Getafe,31,1991.0,31.142857142857142,30.857142857142858,2718.5714285714284,0.1428571428571428,0.4285714285714285,0.5714285714285714,9.0,1.0,0.3857142857142857,0.3142857142857142,"4,00 mill. €",761
Djibril Sidibé,FRA,Defensa,Everton,27,1992.0,25.0,18.0,1824.0,0.0,4.0,4.0,3.0,0.0,0.4,2.3,"2,00 mill. €",762
Djibril Sow,SUI,Centrocampista,Sevilla,26,1997.0,10.0,8.0,627.0,1.0,1.0,2.0,2.0,0.0,1.0,0.6,"22,00 mill. €",763
Dodi Lukebakio,BEL,Delantero,Sevilla,26,1997.0,10.0,7.0,617.0,2.0,1.0,3.0,0.0,0.0,2.1,0.2,"15,00 mill. €",764
Dodô,BRA,Defensa,Fiorentina,25,1998.0,19.0,16.0,1299.5,0.5,1.5,2.0,2.5,0.5,0.3999999999999999,1.4500000000000002,"20,00 mill. €",765
Domagoj Bradarić,CRO,Defensa,Salernitana,23,1999.0,22.0,17.0,1595.5,0.0,2.0,2.0,4.0,0.0,0.2,1.25,"7,00 mill. €",766
Domen Črnigoj,SVN,Centrocampista,Salernitana,26,1995.0,20.5,13.0,1088.5,1.5,0.5,2.0,2.0,0.0,1.15,0.6000000000000001,"1,50 mill. €",767
Domenico Berardi,ITA,Delantero,Sassuolo,29,1994.0,26.2,24.6,2125.8,13.0,8.0,21.0,6.0,0.2,10.56,6.339999999999999,"20,00 mill. €",768
Domingos André Ribeiro Almeida,POR,Centrocampista,Valencia,23,2000.0,21.0,17.5,1509.0,1.0,2.5,3.5,1.5,0.0,0.7999999999999999,2.05,"20,00 mill. €",769
Domingos Duarte,POR,Defensa,Granada,28,1995.0,25.0,23.4,2067.4,1.0,0.6,1.6,7.0,0.8,1.1,0.38,"3,00 mill. €",770
Domingos Quina,POR,Centrocampista,Watford,24,1999.0,6.0,1.75,162.75,0.5,0.0,0.5,1.0,0.25,0.125,0.15,"1,80 mill. €",771
Dominic Ballard,ENG,Delantero,Southampton,17,2005.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300 mil €,772
Dominic Calvert-Lewin,ENG,Delantero,Everton,26,1997.0,22.6,20.0,1720.2,7.8,0.8,8.6,3.4,0.0,9.46,1.22,"25,00 mill. €",773
Dominic Solanke,ENG,Delantero,Bournemouth,26,1997.0,26.0,20.666666666666668,1889.6666666666667,5.0,3.0,8.0,1.3333333333333333,0.0,6.566666666666666,2.0333333333333337,"20,00 mill. €",774
Dominic Thompson,ENG,Defensa,Brentford,21,2000.0,2.0,2.0,146.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,"1,50 mill. €",775
Dominik Greif,SVK,PO,Mallorca,25,1997.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,50 mill. €",776
Dominik Szoboszlai,HUN,Centrocampista,Liverpool,23,2000.0,13.0,13.0,1126.0,1.0,2.0,3.0,1.0,0.0,0.9,3.9,"70,00 mill. €",777
Donny van de Beek,NED,Defensa,Manchester Utd,26,1997.0,8.4,2.2,250.4,0.6,0.2,0.8,0.4,0.0,0.42,0.32,"10,00 mill. €",778
Dor Peretz,ISR,Centrocampista,Venezia,26,1995.0,18.0,4.0,585.0,0.0,1.0,1.0,2.0,0.0,0.8,0.1,"1,20 mill. €",779
Douglas Costa,BRA,Centrocampista,Juventus,29,1990.0,12.5,3.5,422.0,0.5,2.0,2.5,0.5,0.0,0.35,1.95,"1,50 mill. €",780
Douglas Luiz,BRA,Centrocampista,Aston Villa,25,1998.0,27.285714285714285,22.0,1992.4285714285716,2.2857142857142856,2.142857142857143,4.428571428571429,6.428571428571429,0.2857142857142857,2.014285714285714,1.757142857142857,"55,00 mill. €",781
Dries Mertens,BEL,Delantero,Napoli,34,1987.0,30.0,17.333333333333332,1510.6666666666667,9.666666666666666,5.333333333333333,15.0,3.0,0.0,5.1000000000000005,4.333333333333333,"2,60 mill. €",782
Drissa Camara,CIV,Centrocampista,Parma,18,2002.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,20 mill. €",783
Duccio Degl'Innocenti,ITA,Centrocampista,Empoli,19,2003.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,784
Duje Ćaleta-Car,CRO,Defensa,Southampton,25,1996.0,13.0,9.0,946.0,1.0,0.0,1.0,2.0,0.0,0.8,0.0,"9,00 mill. €",785
Duje Čop,CRO,Delantero,Valladolid,28,1990.0,18.0,6.0,687.0,0.0,0.0,0.0,2.0,0.0,2.2,1.4,150 mil €,786
Duván Zapata,COL,Delantero,Torino,32,1991.0,21.0,16.833333333333332,1397.1666666666667,7.833333333333333,3.6666666666666665,11.5,0.8333333333333334,0.0,8.5,2.966666666666667,"8,00 mill. €",787
Dušan Vlahović,SRB,Delantero,Juventus,23,2000.0,23.5,18.166666666666668,1656.1666666666667,11.0,1.5,12.5,2.0,0.1666666666666666,9.6,1.45,"70,00 mill. €",788
Dwight Gayle,ENG,Delantero,Newcastle Utd,30,1990.0,15.333333333333334,4.666666666666667,467.3333333333333,1.6666666666666667,1.0,2.6666666666666665,1.0,0.0,2.6,0.4666666666666666,600 mil €,789
Dwight McNeil,ENG,Centrocampista,Everton,24,1999.0,31.6,28.8,2553.0,2.2,3.2,5.4,2.4,0.0,2.08,5.38,"20,00 mill. €",790
Dyego Sousa,POR,Delantero,Almería,32,1989.0,20.0,3.0,527.0,0.0,1.0,1.0,1.0,0.0,1.2,1.0,800 mil €,791
Dylan Bronn,TUN,Defensa,Salernitana,28,1995.0,12.5,9.5,843.5,0.0,0.0,0.0,2.5,0.5,0.35,0.2,"2,50 mill. €",792
Dávid Strelec,SVK,Delantero,Spezia,21,2001.0,8.5,4.0,335.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,"1,10 mill. €",793
Ebenezer Annan,GHA,Defensa,Bologna,18,2002.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 mil €,794
Eberechi Eze,ENG,Centrocampista,Crystal Palace,25,1998.0,23.75,18.5,1649.5,4.25,3.0,7.25,2.25,0.0,3.3,2.75,"48,00 mill. €",795
Ebrima Colley,GAM,Delantero,Spezia,21,2000.0,13.0,2.333333333333333,403.3333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.9666666666666668,0.8666666666666667,"2,60 mill. €",796
Ebrima Darboe,GAM,Centrocampista,Roma,20,2001.0,3.0,2.5,193.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,"1,80 mill. €",797
Eddie Nketiah,ENG,Delantero,Arsenal,24,1999.0,18.8,7.4,754.8,3.6,0.6,4.2,1.6,0.2,4.12,0.9399999999999998,"30,00 mill. €",798
Eddie Salcedo,ITA,Centrocampista,Spezia,19,2001.0,16.666666666666668,6.333333333333333,621.3333333333334,1.0,0.0,1.0,1.3333333333333333,0.0,2.3666666666666667,0.7000000000000001,"2,50 mill. €",799
Ederson,BRA,PO,Manchester City,30,1993.0,31.0,31.0,2774.2,0.0,0.4,0.4,2.8,0.2,0.0,0.14,"40,00 mill. €",800
Edgar Sevikyan,ARM,Centrocampista,Levante,18,2001.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900 mil €,801
Edgaras Dubickas,LTU,Defensa,Lecce,21,1998.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250 mil €,802
Edin Džeko,BIH,Delantero,Inter,36,1986.0,32.75,24.0,2219.75,11.25,4.75,16.0,2.75,0.0,14.175,3.75,"4,00 mill. €",803
Edinson Cavani,URU,Delantero,Manchester Utd,35,1987.0,22.0,13.333333333333334,1196.6666666666667,5.666666666666667,2.0,7.666666666666667,3.333333333333333,0.0,5.8,1.7000000000000002,"2,50 mill. €",804
Edo Kayembe,COD,Centrocampista,Watford,23,1998.0,13.0,9.0,799.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,"4,00 mill. €",805
Edoardo Bove,ITA,Centrocampista,Roma,21,2002.0,11.25,4.25,439.25,0.5,0.5,1.0,0.75,0.0,0.4,0.325,"10,00 mill. €",806
Edoardo Goldaniga,ITA,Defensa,Cagliari,30,1993.0,11.2,8.8,810.6,0.2,0.2,0.4,3.2,0.0,0.4599999999999999,0.26,700 mil €,807
Edoardo Vergani,ITA,Delantero,Salernitana,20,2001.0,3.5,0.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450 mil €,808
Edouard Mendy,SEN,PO,Chelsea,30,1992.0,25.0,24.666666666666668,2220.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"10,00 mill. €",809
Edson Álvarez,MEX,Centrocampista,West Ham,26,1997.0,11.0,10.0,821.0,0.0,1.0,1.0,6.0,0.0,0.4,0.1,"35,00 mill. €",810
Edu Expósito,ESP,Centrocampista,La Coruña,25,1996.0,24.25,16.0,1506.75,1.5,1.5,3.0,2.75,0.25,1.725,1.725,"4,00 mill. €",811
Eduardo Camavinga,FRA,Centrocampista,Real Madrid,21,2002.0,25.33333333333333,14.333333333333334,1331.6666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,5.666666666666667,0.0,0.7666666666666666,0.9666666666666668,"90,00 mill. €",812
Eduardo Henrique,BRA,Centrocampista,Crotone,25,1995.0,18.0,8.0,924.0,1.0,0.0,1.0,4.0,0.0,0.9,0.2,"1,00 mill. €",813
El Bilal Touré,MLI,Delantero,Almería,20,2001.0,21.0,15.0,1264.0,7.0,2.0,9.0,0.0,0.0,6.3,1.3,"20,00 mill. €",814
Eldor Shomurodov,UZB,Delantero,Cagliari,28,1995.0,18.0,6.6,738.2,2.4,1.4,3.8,1.0,0.0,2.72,1.5,"6,00 mill. €",815
Elia Caprile,ITA,PO,Empoli,22,2001.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"6,00 mill. €",816
Eliaquim Mangala,FRA,Defensa,Valencia,29,1991.0,7.5,6.0,497.0,0.0,0.0,0.0,2.0,0.5,0.15,0.0,700 mil €,817
Elif Elmas,MKD,Delantero,Napoli,24,1999.0,28.2,8.8,1072.0,2.8,1.8,4.6,3.8,0.0,2.02,1.12,"26,00 mill. €",818
Elijah Adebayo,ENG,Delantero,Luton Town,25,1998.0,13.0,4.0,405.0,2.0,0.0,2.0,1.0,0.0,1.4,0.3,"6,00 mill. €",819
Elio Capradossi,ITA,Defensa,Spezia,24,1996.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,750 mil €,820
Eliseo Falcon,ESP,Defensa,Levante,22,1997.0,1.0,1.0,73.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,150 mil €,821
Elliot Anderson,SCO,Centrocampista,Newcastle Utd,21,2002.0,10.666666666666666,2.333333333333333,275.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.5666666666666667,0.7333333333333334,"13,00 mill. €",822
Ellis Simms,ENG,Delantero,Everton,21,2001.0,6.0,1.5,144.5,0.5,0.0,0.5,0.0,0.0,0.45,0.05,"6,00 mill. €",823
Elseid Hysaj,ALB,Defensa,Lazio,29,1994.0,23.0,17.6,1536.4,0.6,1.0,1.6,2.2,0.0,0.3,0.9,"5,00 mill. €",824
Emanuel Aiwum,AUT,Defensa,Cremonese,21,2000.0,23.0,17.0,1653.0,0.0,0.0,0.0,3.0,0.0,0.2,0.4,0.00,825
Emanuel Cecchini,ARG,Centrocampista,Málaga,20,1996.0,2.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,350 mil €,826
Emanuel Vignato,ITA,Centrocampista,Bologna,21,2000.0,17.0,4.0,524.0,0.5,1.5,2.0,1.75,0.0,0.525,1.5750000000000002,"1,40 mill. €",827
Emanuele Ndoj,ALB,Centrocampista,Brescia,22,1996.0,18.0,6.0,555.0,0.0,0.0,0.0,2.0,0.0,1.5,0.2,600 mil €,828
Emanuele Valeri,ITA,Defensa,Cremonese,23,1998.0,37.0,31.0,2785.0,2.0,3.0,5.0,3.0,0.0,2.2,4.6,"2,70 mill. €",829
Emerson,BRA,Defensa,Tottenham,24,1999.0,20.428571428571427,17.142857142857142,1525.571428571429,1.1428571428571428,1.7142857142857142,2.857142857142857,4.142857142857143,0.2857142857142857,0.9714285714285714,1.542857142857143,"12,00 mill. €",830
Emerson Palmieri,ITA,Defensa,West Ham,29,1994.0,10.4,8.2,703.8,0.2,0.2,0.4,2.2,0.0,0.44,0.78,"12,00 mill. €",831
Emi Buendía,ARG,Centrocampista,Aston Villa,25,1996.0,36.333333333333336,25.666666666666668,2258.333333333333,3.333333333333333,5.0,8.333333333333334,2.333333333333333,0.3333333333333333,3.9666666666666655,6.1000000000000005,"28,00 mill. €",832
Emil Audero,ITA,PO,Sampdoria,25,1997.0,31.75,31.75,2845.0,0.0,0.25,0.25,1.0,0.0,0.0,0.175,"6,00 mill. €",833
Emil Bohinen,NOR,Centrocampista,Salernitana,24,1999.0,15.333333333333334,7.666666666666667,669.6666666666666,0.0,0.3333333333333333,0.3333333333333333,2.0,0.0,0.1,0.4333333333333333,"3,40 mill. €",834
Emil Ceide,NOR,Centrocampista,Sassuolo,22,2001.0,9.666666666666666,1.6666666666666667,223.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3,0.4666666666666667,"2,50 mill. €",835
Emil Holm,SWE,Defensa,Atalanta,23,2000.0,13.0,9.0,764.5,0.5,0.5,1.0,2.5,0.0,0.65,0.65,"7,00 mill. €",836
Emil Krafth,SWE,Defensa,Newcastle Utd,29,1994.0,11.0,8.6,788.8,0.2,0.4,0.6,1.8,0.0,0.18,0.4,"3,00 mill. €",837
Emile Smith Rowe,ENG,Centrocampista,Arsenal,23,2000.0,14.2,8.2,747.4,2.4,1.8,4.2,0.2,0.0,1.78,1.2399999999999998,"30,00 mill. €",838
Emiliano Marcondes,DEN,Centrocampista,Bournemouth,27,1995.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,50 mill. €",839
Emiliano Martínez,ARG,PO,Aston Villa,31,1992.0,22.666666666666668,22.5,2016.6666666666667,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0666666666666666,"28,00 mill. €",840
Emiliano Rigoni,ARG,Centrocampista,Elche,27,1993.0,15.5,8.0,785.0,0.5,1.0,1.5,3.5,0.0,1.85,1.3,"3,00 mill. €",841
Emiliano Velázquez,URU,Defensa,Rayo Vallecano,24,1994.0,18.0,14.0,1277.0,0.0,2.0,2.0,8.0,0.0,1.0,0.8,"1,00 mill. €",842
Emirhan İlkhan,TUR,Centrocampista,Torino,18,2004.0,6.0,0.5,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,"3,50 mill. €",843
Emmanuel Agyemang-Badu,GHA,Centrocampista,Hellas Verona,28,1990.0,10.0,2.0,230.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.00,844
Emmanuel Amankwaa Akurugu,GHA,Defensa,Getafe,19,2001.0,2.0,0.5,62.0,0.0,0.5,0.5,0.0,0.0,0.0,0.05,200 mil €,845
Emmanuel Apeh,NGA,Delantero,Celta Vigo,21,1996.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450 mil €,846
Emmanuel Boateng,GHA,Delantero,Levante,22,1996.0,20.5,8.5,987.5,3.5,0.0,3.5,3.5,0.0,4.15,0.7000000000000001,700 mil €,847
Emmanuel Dennis,NGA,Delantero,Nott'ham Forest,24,1997.0,26.0,18.0,1650.5,6.0,4.0,10.0,6.0,0.5,4.6,2.35,"7,00 mill. €",848
Emmanuel Ekong,SWE,Delantero,Empoli,21,2002.0,1.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250 mil €,849
Emmanuel Gyasi,GHA,Delantero,Empoli,29,1994.0,29.5,26.25,2252.75,3.25,1.5,4.75,7.0,0.0,4.3,1.925,"2,00 mill. €",850
Emre Can,GER,Centrocampista,Juventus,25,1994.0,8.0,2.0,284.0,0.0,0.0,0.0,2.0,0.0,1.2,0.1,"14,00 mill. €",851
Emre Mor,TUR,Delantero,Celta Vigo,23,1997.0,14.666666666666666,4.666666666666667,511.3333333333333,0.3333333333333333,0.6666666666666666,1.0,2.333333333333333,0.0,0.6,0.8666666666666667,"3,30 mill. €",852
Emre Çolak,TUR,Centrocampista,La Coruña,26,1991.0,26.0,17.0,1449.0,1.0,1.0,2.0,4.0,0.0,1.2,4.0,100 mil €,853
Enda Stevens,IRL,Defensa,Sheffield Utd,30,1990.0,34.0,34.0,3022.5,1.0,2.5,3.5,6.5,0.0,1.3,3.45,600 mil €,854
Enes Ünal,TUR,Delantero,Villarreal,25,1997.0,28.285714285714285,21.142857142857142,1900.142857142857,7.428571428571429,2.0,9.428571428571429,4.285714285714286,0.0,7.285714285714286,1.8285714285714287,"25,00 mill. €",855
Enis Bardhi,MKD,Centrocampista,Levante,26,1995.0,29.6,21.2,1982.6,4.6,2.4,7.0,5.2,0.0,3.68,2.54,"6,00 mill. €",856
Enric Franquesa,ESP,Defensa,Levante,24,1997.0,16.0,6.0,625.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,"1,00 mill. €",857
Enric Gallego,ESP,Delantero,Huesca,33,1986.0,15.0,9.0,847.25,2.0,0.75,2.75,2.75,0.25,2.4,0.9,600 mil €,858
Enric Saborit,ESP,Defensa,Athletic Club,25,1992.0,19.0,16.0,1428.0,0.0,1.0,1.0,5.0,0.0,0.2,0.5,800 mil €,859
Enrico Alfonso,ITA,PO,Brescia,31,1988.0,4.0,4.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150 mil €,860
Enzo Barrenechea,ARG,Centrocampista,Frosinone,22,2001.0,8.0,7.5,576.5,0.0,0.0,0.0,2.0,0.0,0.2,0.1,"3,00 mill. €",861
Enzo Ebosse,CMR,Defensa,Udinese,24,1999.0,10.5,4.5,469.0,0.0,0.0,0.0,1.5,0.0,0.05,0.0,"4,50 mill. €",862
Enzo Fernández,ARG,Centrocampista,Chelsea,22,2001.0,15.0,15.0,1266.5,0.0,1.0,1.0,3.0,0.0,1.6,1.75,"80,00 mill. €",863
Enzo Loiodice,FRA,Centrocampista,Las Palmas,23,2000.0,14.0,9.0,862.0,0.0,0.0,0.0,1.0,0.0,0.3,0.4,"2,50 mill. €",864
Enzo Roco,CHI,Defensa,Elche,29,1992.0,26.0,24.0,2102.0,0.5,0.0,0.5,8.5,0.5,0.95,0.05,"1,50 mill. €",865
Enzo Zidane,ESP,Centrocampista,Alavés,22,1995.0,2.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250 mil €,866
Eray Cömert,SUI,Defensa,Valencia,24,1998.0,15.5,12.0,1040.0,0.5,0.0,0.5,3.5,0.5,0.45,0.05,"3,50 mill. €",867
Eric Bailly,CIV,Defensa,Manchester Utd,27,1994.0,6.666666666666667,4.666666666666667,427.6666666666667,0.0,0.0,0.0,1.3333333333333333,0.0,0.0333333333333333,0.0,"4,00 mill. €",868
Eric Curbelo,ESP,Defensa,Las Palmas,29,1994.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,00 mill. €",869
Eric Dier,ENG,Defensa,Tottenham,29,1994.0,23.4,22.0,1980.0,0.4,0.6,1.0,2.4,0.0,0.98,0.5999999999999999,"18,00 mill. €",870
Eric García,ESP,Defensa,Manchester City,22,2001.0,13.333333333333334,9.666666666666666,909.8333333333334,0.3333333333333333,0.0,0.3333333333333333,1.8333333333333333,0.1666666666666666,0.6000000000000001,0.0833333333333333,"12,00 mill. €",871
Erick Cabaco,URU,Defensa,Levante,26,1995.0,13.333333333333334,10.666666666666666,912.8333333333334,0.3333333333333333,0.1666666666666666,0.5,5.5,0.5,0.5499999999999999,0.1,"1,00 mill. €",872
Erick Pulgar,CHI,Centrocampista,Fiorentina,27,1994.0,24.666666666666668,19.0,1764.3333333333333,2.6666666666666665,3.333333333333333,6.0,6.333333333333333,0.0,2.833333333333333,3.1666666666666665,"6,00 mill. €",873
Erik Botheim,NOR,Delantero,Salernitana,23,2000.0,17.5,6.5,591.0,0.5,1.5,2.0,1.5,0.0,0.35,0.9,"3,50 mill. €",874
Erik Expósito,ESP,Delantero,Las Palmas,21,1996.0,10.0,4.0,467.0,1.0,0.0,1.0,0.0,0.0,0.8,0.2,"1,80 mill. €",875
Erik Morán,ESP,Centrocampista,Leganés,26,1991.0,6.0,2.0,228.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,400 mil €,876
Erik Pieters,NED,Defensa,Burnley,32,1988.0,18.666666666666668,14.0,1291.3333333333333,0.0,2.0,2.0,1.3333333333333333,0.0,0.3,1.3,350 mil €,877
Erling Haaland,NOR,Delantero,Manchester City,23,2000.0,24.0,23.0,1941.0,25.0,5.5,30.5,2.5,0.0,20.9,4.0,"180,00 mill. €",878
Ermedin Demirović,BIH,Delantero,Alavés,19,1998.0,3.0,2.0,182.0,1.0,1.0,2.0,0.0,0.0,1.7,0.0,"14,00 mill. €",879
Ernesto Torregrossa,VEN,Delantero,Sampdoria,29,1992.0,13.666666666666666,7.666666666666667,710.0,2.6666666666666665,1.0,3.6666666666666665,3.0,0.0,2.833333333333333,1.0666666666666669,"1,20 mill. €",880
Ervin Zukanović,BIH,Defensa,SPAL,32,1987.0,3.0,2.0,204.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,150 mil €,881
Esteban Burgos,ARG,Defensa,Eibar,28,1992.0,14.5,11.5,1115.0,2.0,0.5,2.5,4.0,0.0,1.95,0.45,700 mil €,882
Esteban Rolón,ARG,Centrocampista,Málaga,22,1995.0,8.0,6.0,418.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,300 mil €,883
Esteban Saveljich,MNE,Defensa,Rayo Vallecano,31,1991.0,11.0,10.5,850.5,0.0,0.0,0.0,2.5,0.0,0.3,0.0,500 mil €,884
Ethan Ampadu,WAL,Defensa,Sheffield Utd,21,2000.0,28.33333333333333,26.666666666666668,2336.6666666666665,0.0,1.3333333333333333,1.3333333333333333,8.666666666666666,1.0,0.5666666666666668,1.3,"12,00 mill. €",885
Ethan Pinnock,JAM,Defensa,Brentford,30,1993.0,25.0,25.0,2188.0,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,0.0,1.8333333333333333,1.0333333333333332,"14,00 mill. €",886
Etrit Berisha,ALB,PO,Empoli,34,1989.0,15.666666666666666,15.666666666666666,1410.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400 mil €,887
Eugeni Valderrama,ESP,Centrocampista,Huesca,26,1994.0,3.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,600 mil €,888
Evan Ferguson,IRL,Delantero,Brighton,19,2004.0,10.666666666666666,6.0,543.3333333333334,4.0,0.6666666666666666,4.666666666666667,0.6666666666666666,0.0,2.7,0.3999999999999999,"65,00 mill. €",889
Ezequiel Muñoz,ARG,Defensa,Leganés,27,1990.0,11.0,9.5,809.0,0.0,0.5,0.5,1.0,0.0,0.25,0.35,100 mil €,890
Ezequiel Ponce,ARG,Delantero,Elche,25,1997.0,23.0,6.5,894.5,2.5,0.0,2.5,1.5,1.0,3.05,0.5,"3,00 mill. €",891
Ezequiel Schelotto,ITA,Defensa,Brighton,30,1989.0,8.0,4.0,361.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,50 mil €,892
Ezequiel Ávila,ARG,Delantero,Huesca,29,1994.0,23.166666666666668,15.333333333333334,1334.5,5.666666666666667,1.5,7.166666666666667,6.0,0.8333333333333334,4.566666666666666,2.0166666666666666,"5,00 mill. €",893
Ezgjan Alioski,MKD,Defensa,Leeds United,28,1992.0,36.0,29.0,2461.0,2.0,3.0,5.0,7.0,0.0,1.6,3.3,"4,00 mill. €",894
Ezri Konsa,ENG,Defensa,Aston Villa,26,1997.0,28.2,27.6,2440.8,1.0,0.4,1.4,4.0,0.4,1.4600000000000002,0.54,"25,00 mill. €",895
Fabian Schär,SUI,Defensa,Newcastle Utd,31,1991.0,23.166666666666668,21.666666666666668,1945.1666666666667,1.3333333333333333,1.1666666666666667,2.5,5.333333333333333,0.1666666666666666,2.083333333333333,0.8666666666666666,"10,00 mill. €",896
Fabiano Parisi,ITA,Defensa,Fiorentina,23,2000.0,22.666666666666668,19.666666666666668,1720.6666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,6.0,0.3333333333333333,0.9666666666666668,1.2,"10,00 mill. €",897
Fabinho,BRA,Centrocampista,Liverpool,28,1993.0,30.75,26.75,2407.75,1.75,1.5,3.25,7.5,0.0,1.325,1.3250000000000002,"38,00 mill. €",898
Fabio Borini,ITA,Centrocampista,Hellas Verona,28,1991.0,8.0,5.0,439.0,1.5,0.0,1.5,1.0,0.5,1.65,0.2,"2,20 mill. €",899
Fabio Carvalho,POR,Centrocampista,Liverpool,19,2002.0,8.5,3.5,301.0,1.5,0.0,1.5,0.0,0.0,1.15,0.25,"16,00 mill. €",900
Fabio Depaoli,ITA,Defensa,Hellas Verona,25,1997.0,13.625,9.0,795.75,0.375,0.5,0.875,2.625,0.0,0.525,0.7000000000000001,"3,00 mill. €",901
Fabio González,ESP,Centrocampista,Las Palmas,20,1997.0,1.0,1.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,600 mil €,902
Fabio Lucioni,ITA,Defensa,Lecce,31,1987.0,36.0,36.0,3132.0,3.0,0.0,3.0,8.0,1.0,1.7,0.1,600 mil €,903
Fabio Miretti,ITA,Centrocampista,Juventus,20,2003.0,14.666666666666666,8.333333333333334,671.3333333333334,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.0,0.9666666666666668,0.7333333333333334,"15,00 mill. €",904
Fabio Vieira,POR,Centrocampista,Arsenal,23,2000.0,15.0,2.5,377.5,1.0,2.0,3.0,0.0,0.5,1.0,1.8,"25,00 mill. €",905
Fabián Balbuena,PAR,Defensa,West Ham,28,1991.0,15.5,13.0,1187.5,1.0,0.0,1.0,1.5,0.5,1.1,0.25,"3,00 mill. €",906
