Jugador,Pais,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Min,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado,jugador_id
Tommy Doyle,ENG,Centrocampista,Wolves,22,2001.0,4.0,0.5,97.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,"7,00 mill. €",2977
Tomás Alarcón,CHI,Centrocampista,Cádiz,23,1999.0,13.5,9.0,824.0,0.0,0.5,0.5,3.5,0.5,0.55,0.6000000000000001,"1,00 mill. €",2978
Tomás Mendes,ESP,Centrocampista,Alavés,19,2004.0,1.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,2979
Tomás Pina Isla,ESP,Centrocampista,Alavés,33,1987.0,28.0,23.8,2018.0,1.0,0.2,1.2,8.4,0.2,0.92,0.92,250 mil €,2980
Tomás Rincón,VEN,Centrocampista,Sampdoria,34,1988.0,25.2,21.6,1886.4,0.4,1.2,1.6,6.4,0.4,0.64,0.94,800 mil €,2981
Tomás Tavares,POR,Centrocampista,Alavés,19,2001.0,3.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,00 mill. €",2982
Tomáš Souček,CZE,Centrocampista,West Ham,28,1995.0,26.8,25.4,2246.4,4.8,1.2,6.0,3.0,0.2,4.880000000000001,1.4,"35,00 mill. €",2983
Tomáš Suslov,SVK,Centrocampista,Hellas Verona,21,2002.0,8.0,4.0,394.0,0.0,0.0,0.0,2.0,0.0,0.2,0.4,"2,00 mill. €",2984
Tomáš Vaclík,CZE,PO,Sevilla,31,1989.0,23.666666666666668,23.666666666666668,2115.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,"1,20 mill. €",2985
Toni Kroos,GER,Centrocampista,Real Madrid,33,1990.0,27.142857142857142,23.571428571428573,2044.571428571429,2.2857142857142856,5.285714285714286,7.571428571428571,3.142857142857143,0.1428571428571428,2.0,4.671428571428572,"15,00 mill. €",2986
Toni Lato,ESP,Defensa,Valencia,26,1997.0,12.571428571428571,6.857142857142857,619.0,0.4285714285714285,0.4285714285714285,0.8571428571428571,2.571428571428572,0.0,0.3142857142857143,0.557142857142857,"2,50 mill. €",2987
Toni Moya,ESP,Centrocampista,Atlético Madrid,23,1998.0,7.75,4.5,370.75,0.0,0.25,0.25,0.5,0.0,0.325,0.45,"1,50 mill. €",2988
Toni Villa,ESP,Centrocampista,Valladolid,27,1995.0,19.2,12.4,1014.2,1.0,1.2,2.2,2.2,0.0,0.96,1.3199999999999998,"2,50 mill. €",2989
Tonny Vilhena,NED,Centrocampista,Espanyol,27,1995.0,25.0,20.0,1596.5,2.5,1.0,3.5,4.5,0.0,1.6,1.3,"3,80 mill. €",2990
Tony Springett,IRL,Centrocampista,Norwich City,18,2002.0,3.0,1.0,141.0,0.0,0.0,0.0,1.0,0.0,0.2,0.5,500 mil €,2991
Tosin Adarabioyo,ENG,Defensa,Fulham,26,1997.0,20.0,18.666666666666668,1680.3333333333333,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.0,0.6,0.2333333333333333,"12,00 mill. €",2992
Toti Gomes,POR,Defensa,Wolves,24,1999.0,10.333333333333334,7.0,673.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.333333333333333,0.0,0.2,0.1999999999999999,"6,00 mill. €",2993
Toño,ESP,Defensa,Levante,30,1989.0,16.25,15.0,1289.5,0.25,1.75,2.0,2.5,0.0,0.375,1.175,250 mil €,2994
Toño Ramírez,ESP,PO,Real Sociedad,30,1986.0,4.0,3.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,2995
Trent Alexander-Arnold,ENG,Defensa,Liverpool,25,1998.0,30.8,29.0,2569.8,2.2,8.4,10.6,3.4,0.0,2.14,9.08,"65,00 mill. €",2996
Trevoh Chalobah,ENG,Defensa,Chelsea,23,1999.0,22.5,17.5,1528.5,1.5,0.5,2.0,3.0,0.0,1.0,0.3,"18,00 mill. €",2997
Trivante Stewart,JAM,Delantero,Salernitana,23,2000.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,100 mil €,2998
Troy Deeney,ENG,Delantero,Watford,33,1988.0,14.5,13.0,1125.0,5.0,1.0,6.0,1.5,0.0,5.3,1.8,400 mil €,2999
Troy Parrott,IRL,Delantero,Tottenham,17,2002.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,00 mill. €",3000
Tyler Adams,USA,Centrocampista,Leeds United,23,1999.0,24.0,24.0,2156.0,0.0,0.0,0.0,6.0,1.0,0.1,1.4,"20,00 mill. €",3001
Tyler Morton,ENG,Centrocampista,Liverpool,18,2002.0,2.0,1.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"7,00 mill. €",3002
Tyler Onyango,ENG,Centrocampista,Everton,20,2003.0,2.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450 mil €,3003
Tyler Roberts,WAL,Centrocampista,Leeds United,22,1999.0,25.0,10.5,1163.5,1.0,1.5,2.5,4.0,0.0,2.1,1.65,"3,00 mill. €",3004
Tyrell Malacia,NED,Defensa,Manchester Utd,22,1999.0,22.0,14.0,1396.0,0.0,0.0,0.0,6.0,0.0,0.2,0.7,"22,00 mill. €",3005
Tyrese Francois,AUS,Delantero,Fulham,22,2000.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,3006
Tyrick Mitchell,ENG,Defensa,Crystal Palace,24,1999.0,21.6,20.6,1809.2,0.4,1.2,1.6,2.0,0.2,0.42,0.8,"22,00 mill. €",3007
Tyrone Mings,ENG,Defensa,Aston Villa,30,1993.0,28.2,28.0,2493.0,1.2,1.8,3.0,6.2,0.2,1.1,0.82,"22,00 mill. €",3008
Tyronne Ebuehi,NGA,Defensa,Empoli,27,1995.0,18.0,13.666666666666666,1264.3333333333333,0.6666666666666666,1.6666666666666667,2.333333333333333,0.3333333333333333,0.3333333333333333,1.3,0.9333333333333332,"2,50 mill. €",3009
Uche Henry Agbo,NGA,Centrocampista,Rayo Vallecano,22,1995.0,6.0,5.0,372.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,375 mil €,3010
Umar Sadiq,NGA,Delantero,Almería,26,1997.0,5.666666666666667,2.6666666666666665,229.33333333333331,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.0,1.2666666666666666,0.1666666666666666,"16,00 mill. €",3011
Unai Bustinza,ESP,Defensa,Leganés,27,1992.0,26.0,24.33333333333333,2114.6666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,8.0,0.3333333333333333,1.0666666666666669,0.9,300 mil €,3012
Unai Dufur,ESP,Defensa,Eibar,22,1999.0,1.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300 mil €,3013
Unai García,ESP,Defensa,Osasuna,30,1992.0,16.0,13.5,1224.75,0.25,0.25,0.5,3.5,0.25,0.3,0.175,"1,50 mill. €",3014
Unai Gómez,ESP,Centrocampista,Athletic Club,20,2003.0,8.0,1.0,124.0,1.0,0.0,1.0,0.0,0.0,0.7,0.0,"1,00 mill. €",3015
Unai López,ESP,Centrocampista,Athletic Club,28,1995.0,22.0,12.833333333333334,1110.6666666666667,1.0,1.3333333333333333,2.333333333333333,4.0,0.0,0.8333333333333335,1.5333333333333332,"3,50 mill. €",3016
Unai Núñez,ESP,Defensa,Athletic Club,26,1997.0,21.285714285714285,19.857142857142858,1816.857142857143,0.4285714285714285,0.1428571428571428,0.5714285714285714,6.0,0.0,1.385714285714286,0.3,"6,00 mill. €",3017
Unai Ropero,ESP,Centrocampista,Alavés,19,2001.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 mil €,3018
Unai Simón,ESP,PO,Athletic Club,26,1997.0,26.166666666666668,26.166666666666668,2336.0,0.0,0.0,0.0,2.0,0.1666666666666666,0.0,0.0,"25,00 mill. €",3019
Unai Vencedor Paris,ESP,Centrocampista,Athletic Club,21,2000.0,18.25,12.25,1087.5,0.0,0.0,0.0,3.25,0.0,0.45,0.275,"5,00 mill. €",3020
Urko González,ESP,Centrocampista,Real Sociedad,22,2001.0,2.0,1.5,74.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"1,50 mill. €",3021
Uroš Račić,SRB,Centrocampista,Valencia,25,1998.0,21.666666666666668,13.333333333333334,1210.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,0.3333333333333333,0.9333333333333332,0.2666666666666666,"5,00 mill. €",3022
Valentin Antov,BUL,Defensa,Monza,21,2000.0,7.0,2.0,269.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,800 mil €,3023
Valentin Carboni,ARG,Centrocampista,Monza,18,2005.0,5.5,0.0,48.5,0.0,0.5,0.5,0.5,0.0,0.2,0.05,"5,00 mill. €",3024
Valentin Eysseric,FRA,Centrocampista,Fiorentina,28,1992.0,8.333333333333334,3.0,374.6666666666667,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.0,0.5,0.3666666666666667,"1,30 mill. €",3025
Valentin Gendrey,FRA,Defensa,Lecce,23,2000.0,25.0,23.5,2091.5,0.0,2.0,2.0,3.5,0.0,0.35,1.7999999999999998,"4,00 mill. €",3026
Valentin Mihaila,ROU,Centrocampista,Atalanta,21,2000.0,10.5,2.0,387.0,1.5,0.0,1.5,1.0,0.0,1.35,0.15,"2,40 mill. €",3027
Valentino Lazaro,AUT,Defensa,Newcastle Utd,27,1996.0,13.5,7.75,749.25,0.25,1.0,1.25,2.0,0.25,0.425,1.25,"5,00 mill. €",3028
Valentino Livramento,ENG,Defensa,Newcastle Utd,21,2002.0,12.333333333333334,8.666666666666666,819.6666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.4666666666666666,0.9333333333333336,"30,00 mill. €",3029
Valentino Scotta,ESP,Defensa,Sevilla,19,2001.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,3030
Valentín Castellanos,ARG,Delantero,Girona,25,1998.0,23.0,19.0,1525.5,7.0,1.0,8.0,5.5,0.0,6.6,1.25,"15,00 mill. €",3031
Valerio Verre,ITA,Centrocampista,Sampdoria,28,1994.0,19.2,10.0,835.8,1.2,1.2,2.4,2.8,0.2,1.94,1.22,"1,40 mill. €",3032
Valery Fernández,ESP,Defensa,Girona,24,1999.0,17.666666666666668,5.666666666666667,683.0,0.0,1.0,1.0,1.0,0.0,0.2666666666666666,0.6333333333333333,"2,50 mill. €",3033
Valon Berisha,KVX,Centrocampista,Lazio,26,1993.0,3.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,50 mill. €",3034
Vanja Milinković-Savić,SRB,PO,Torino,26,1997.0,20.5,20.5,1845.0,0.0,0.0,0.0,2.0,0.25,0.025,0.125,"6,00 mill. €",3035
Varazdat Haroyan,ARM,Defensa,Cádiz,28,1992.0,17.0,16.0,1437.0,1.0,0.0,1.0,9.0,0.0,0.7,0.1,800 mil €,3036
Vasco Regini,ITA,Defensa,Sampdoria,29,1990.0,2.6666666666666665,1.0,104.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333333,150 mil €,3037
Vasilios Zagaritis,GRE,Defensa,Parma,19,2001.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,350 mil €,3038
Vasyl Kravets,UKR,Defensa,Leganés,20,1997.0,6.0,6.0,481.0,0.0,0.0,0.0,2.0,0.0,0.1,0.9,"1,20 mill. €",3039
Vedat Muriqi,KVX,Delantero,Mallorca,29,1994.0,20.2,14.0,1295.8,5.0,1.6,6.6,2.8,0.2,5.4,1.16,"15,00 mill. €",3040
Vicente Esquerdo,ESP,Centrocampista,Valencia,21,1999.0,3.5,1.5,123.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,200 mil €,3041
Vicente Guaita,ESP,PO,Crystal Palace,36,1987.0,27.83333333333333,27.666666666666668,2493.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0333333333333333,"1,00 mill. €",3042
Vicente Iborra,ESP,Centrocampista,Villarreal,33,1988.0,21.5,18.5,1568.75,1.0,1.0,2.0,6.25,0.25,1.75,0.6,600 mil €,3043
Victor Bernth Kristiansen,DEN,Defensa,Leicester City,20,2002.0,11.0,8.5,729.5,0.0,1.0,1.0,2.0,0.0,0.1,1.0,0.00,3044
Victor Gomez,ESP,Defensa,Espanyol,21,2000.0,9.5,7.0,637.0,0.0,0.0,0.0,1.0,0.0,0.1,0.3,"7,00 mill. €",3045
Victor Lindelöf,SWE,Defensa,Manchester Utd,29,1994.0,24.6,22.6,2049.8,0.6,0.8,1.4,2.4,0.0,0.3199999999999999,0.32,"18,00 mill. €",3046
Victor Mollejo,ESP,Delantero,Atlético Madrid,19,2001.0,4.0,0.0,68.5,0.0,0.0,0.0,0.0,0.0,0.05,0.05,"3,00 mill. €",3047
Victor Moses,NGA,Defensa,Inter,28,1990.0,12.0,4.0,420.0,0.0,3.0,3.0,1.0,0.0,0.2,2.0,"2,00 mill. €",3048
Victor Osimhen,NGA,Delantero,Napoli,24,1998.0,23.0,19.0,1691.75,14.0,2.5,16.5,3.25,0.25,12.125,1.9,"120,00 mill. €",3049
Victor Wanyama,KEN,Centrocampista,Tottenham,28,1991.0,2.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"2,50 mill. €",3050
Vid Belec,SVN,PO,Salernitana,31,1990.0,23.0,21.0,1938.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500 mil €,3051
Viktor Kovalenko,UKR,Centrocampista,Empoli,27,1996.0,12.5,5.75,490.25,0.5,0.75,1.25,1.25,0.0,0.575,0.5249999999999999,"1,50 mill. €",3052
Viktor Tsyhankov,UKR,Centrocampista,Girona,26,1997.0,15.5,13.5,1137.0,3.0,4.0,7.0,0.0,0.0,2.7,3.0,"22,00 mill. €",3053
Vincenzo Fiorillo,ITA,PO,Salernitana,32,1990.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200 mil €,3054
Vincenzo Millico,ITA,Delantero,Torino,19,2000.0,7.0,0.0,118.5,0.0,0.0,0.0,0.0,0.0,0.1,0.15,800 mil €,3055
Vinicius Júnior,BRA,Delantero,Real Madrid,23,2000.0,26.666666666666668,19.0,1736.5,6.5,4.0,10.5,4.166666666666667,0.1666666666666666,6.683333333333334,4.716666666666667,"150,00 mill. €",3056
Vinicius Souza,BRA,Centrocampista,Sheffield Utd,24,1999.0,23.5,19.5,1701.0,0.5,0.5,1.0,6.0,0.5,0.5,0.3,"2,50 mill. €",3057
Virgil van Dijk,NED,Defensa,Liverpool,32,1991.0,24.0,24.0,2122.4,2.4,1.0,3.4,1.8,0.2,1.6800000000000002,1.0,"35,00 mill. €",3058
Vitaliy Mykolenko,UKR,Defensa,Everton,24,1999.0,18.666666666666668,17.0,1505.6666666666667,1.0,0.0,1.0,1.6666666666666667,0.0,0.7000000000000001,0.7666666666666666,"25,00 mill. €",3059
Vitaly Janelt,GER,Centrocampista,Brentford,25,1998.0,26.33333333333333,21.33333333333333,1841.0,2.333333333333333,0.6666666666666666,3.0,2.6666666666666665,0.0,1.8,1.6,"20,00 mill. €",3060
Vitinha,POR,Centrocampista,Wolves,20,2000.0,19.0,5.0,520.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6,"45,00 mill. €",3061
Vitinho,BRA,Defensa,Burnley,24,1999.0,7.0,6.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"3,00 mill. €",3062
Vitolo,ESP,Delantero,Las Palmas,31,1989.0,14.666666666666666,6.0,634.3333333333334,0.8333333333333334,0.8333333333333334,1.6666666666666667,1.1666666666666667,0.1666666666666666,1.0333333333333332,0.75,500 mil €,3063
Vitorino Antunes,POR,Defensa,Getafe,32,1987.0,21.0,18.666666666666668,1662.0,0.3333333333333333,1.6666666666666667,2.0,6.333333333333333,0.0,0.9,2.1666666666666665,0.00,3064
Vittorio Parigini,ITA,Centrocampista,Genoa,24,1996.0,4.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 mil €,3065
Vivaldo Semedo,POR,Delantero,Udinese,18,2005.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,500 mil €,3066
Vlad Chiricheș,ROU,Defensa,Cremonese,32,1989.0,19.5,17.75,1456.75,0.5,0.25,0.75,3.0,0.0,0.475,0.1,900 mil €,3067
Vladimir Golemić,SVN,Defensa,Crotone,29,1991.0,30.0,26.0,2341.0,2.0,0.0,2.0,4.0,1.0,1.2,0.5,450 mil €,3068
Vladimír Coufal,CZE,Defensa,West Ham,31,1992.0,25.5,24.0,2141.25,0.0,4.0,4.0,3.75,0.25,0.6000000000000001,2.825,"9,00 mill. €",3069
Vladyslav Supriaha,UKR,Delantero,Sampdoria,21,2000.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,00 mill. €",3070
Víctor Camarasa,ESP,Delantero,Crystal Palace,27,1994.0,12.25,7.25,664.75,0.25,0.25,0.5,0.5,0.0,0.425,0.925,800 mil €,3071
Víctor Campuzano,ESP,Delantero,Espanyol,22,1997.0,20.0,9.0,870.0,0.0,0.0,0.0,2.0,0.0,1.7,0.1,500 mil €,3072
Víctor Chust,ESP,Defensa,Real Madrid,23,2000.0,10.75,8.25,761.25,0.25,0.0,0.25,1.25,0.0,0.4,0.0,"2,00 mill. €",3073
Víctor Díaz,ESP,Defensa,Granada,35,1988.0,19.75,15.0,1343.5,0.5,1.75,2.25,3.25,0.0,0.525,1.225,700 mil €,3074
Víctor García,ESP,Delantero,Valladolid,22,1997.0,2.0,1.0,88.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,150 mil €,3075
Víctor Rodríguez,ESP,Centrocampista,Elche,31,1989.0,16.0,2.0,426.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,225 mil €,3076
Víctor Ruiz,ESP,Defensa,Villarreal,33,1989.0,20.8,19.0,1706.4,0.8,0.2,1.0,6.2,0.2,0.76,0.18,"1,00 mill. €",3077
Wajdi Kechrida,TUN,Defensa,Salernitana,25,1995.0,17.0,10.0,952.0,0.0,1.0,1.0,0.0,0.0,0.2,0.8,800 mil €,3078
Wakaso,GHA,Centrocampista,Alavés,29,1990.0,22.0,15.0,1350.0,0.3333333333333333,0.6666666666666666,1.0,9.333333333333334,0.3333333333333333,0.7666666666666666,0.4666666666666666,400 mil €,3079
Walace,BRA,Centrocampista,Udinese,28,1995.0,27.2,23.6,2089.8,0.4,0.2,0.6,3.8,0.2,0.86,0.9999999999999998,"7,00 mill. €",3080
Waldo Rubio,ESP,Centrocampista,Valladolid,24,1995.0,13.0,6.333333333333333,581.6666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.0,0.9,0.4666666666666667,800 mil €,3081
Walid Cheddira,MAR,Delantero,Frosinone,25,1998.0,11.0,8.0,731.0,1.0,1.0,2.0,0.0,0.0,2.8,1.1,"7,50 mill. €",3082
Walter Montoya,ARG,Delantero,Sevilla,24,1993.0,1.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,500 mil €,3083
Warren Bondo,FRA,Centrocampista,Monza,20,2003.0,4.5,0.5,108.5,0.0,0.0,0.0,0.5,0.0,0.2,0.0,700 mil €,3084
Wataru Endo,JPN,Centrocampista,Liverpool,30,1993.0,8.0,2.0,217.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"13,00 mill. €",3085
Wayne Hennessey,WAL,PO,Nott'ham Forest,35,1987.0,3.0,2.6666666666666665,240.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,400 mil €,3086
Wes Foderingham,ENG,PO,Sheffield Utd,32,1991.0,13.0,13.0,1170.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,700 mil €,3087
Wesley Fofana,FRA,Defensa,Leicester City,21,2000.0,13.0,12.0,1063.75,0.25,0.0,0.25,3.25,0.0,0.55,0.1,"40,00 mill. €",3088
Wesley Hoedt,NED,Defensa,Celta Vigo,26,1994.0,13.5,9.5,922.5,0.0,0.0,0.0,4.5,0.5,0.2,0.25,"2,00 mill. €",3089
Wesley Moraes,BRA,Delantero,Aston Villa,24,1996.0,8.333333333333334,7.0,600.3333333333334,1.6666666666666667,0.3333333333333333,2.0,1.0,0.0,2.1333333333333333,0.3333333333333333,"2,50 mill. €",3090
Weston McKennie,USA,Centrocampista,Leeds United,25,1998.0,20.4,14.6,1306.8,1.8,1.0,2.8,3.0,0.0,1.8400000000000003,1.42,"20,00 mill. €",3091
Wilfred Ndidi,NGA,Centrocampista,Leicester City,25,1996.0,26.0,22.75,2036.75,0.75,1.25,2.0,5.0,0.0,0.8,0.5,"18,00 mill. €",3092
Wilfrid Kaptoum,CMR,Centrocampista,Betis,23,1996.0,7.5,5.5,483.5,0.0,0.0,0.0,1.5,0.0,0.1,0.05,750 mil €,3093
Wilfried Singo,CIV,Defensa,Torino,21,2000.0,24.5,19.25,1659.75,1.75,1.75,3.5,4.25,0.5,1.65,1.85,"15,00 mill. €",3094
Wilfried Zaha,CIV,Delantero,Crystal Palace,29,1992.0,32.0,31.0,2735.0,9.0,2.0,11.0,5.5,0.25,7.325,3.725,"20,00 mill. €",3095
Will Hughes,ENG,Centrocampista,Crystal Palace,28,1995.0,20.75,13.75,1215.25,0.5,0.75,1.25,5.25,0.0,0.725,1.025,"5,00 mill. €",3096
Will Norris,ENG,PO,Burnley,26,1993.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350 mil €,3097
William Carvalho,POR,Centrocampista,Betis,31,1992.0,23.83333333333333,16.833333333333332,1490.5,1.1666666666666667,1.6666666666666667,2.833333333333333,5.166666666666667,0.5,1.4166666666666667,1.0833333333333333,"9,00 mill. €",3098
William Osula,DEN,Delantero,Sheffield Utd,20,2003.0,5.0,3.0,244.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0,"1,00 mill. €",3099
William Saliba,FRA,Defensa,Arsenal,22,2001.0,20.0,20.0,1792.5,1.5,1.0,2.5,2.0,0.0,0.8,0.65,"70,00 mill. €",3100
William Smallbone,IRL,Centrocampista,Southampton,21,2000.0,5.333333333333333,2.6666666666666665,232.66666666666663,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.1666666666666666,0.0666666666666666,"3,50 mill. €",3101
William Thomas Fish,ENG,Delantero,Manchester Utd,17,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,3102
William Troost-Ekong,NGA,Defensa,Watford,28,1993.0,18.666666666666668,16.0,1470.0,0.3333333333333333,0.0,0.3333333333333333,3.0,0.0,0.5333333333333333,0.0666666666666666,"2,50 mill. €",3103
Willian,BRA,Delantero,Fulham,35,1988.0,25.0,20.0,1749.25,4.5,4.25,8.75,1.75,0.0,3.975,4.0,"3,00 mill. €",3104
Willian José,BRA,Delantero,Wolves,32,1991.0,25.375,17.125,1491.625,7.125,2.0,9.125,2.0,0.25,6.225,2.2,"6,00 mill. €",3105
Williot Swedberg,SWE,Centrocampista,Celta Vigo,19,2004.0,5.0,0.0,54.0,0.5,0.0,0.5,0.5,0.0,0.15,0.0,"3,00 mill. €",3106
Willy Boly,CIV,Defensa,Nott'ham Forest,32,1991.0,14.8,14.2,1242.2,0.4,0.6,1.0,1.8,0.2,0.56,0.5200000000000001,"2,50 mill. €",3107
Wilson Manafá,POR,Defensa,Granada,29,1994.0,3.0,2.0,177.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,"1,50 mill. €",3108
Wilson Odobert,FRA,Delantero,Burnley,19,2004.0,5.0,2.0,163.0,1.0,0.0,1.0,1.0,0.0,0.3,0.5,"9,00 mill. €",3109
Wisdom Amey,ITA,Defensa,Bologna,15,2005.0,1.0,0.5,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700 mil €,3110
Wissam Ben Yedder,FRA,Delantero,Sevilla,27,1990.0,30.0,24.5,2256.0,13.5,6.0,19.5,2.5,0.5,15.15,4.75,"12,00 mill. €",3111
Wladimiro Falcone,ITA,PO,Lecce,28,1995.0,15.75,15.5,1406.25,0.0,0.0,0.0,1.25,0.0,0.0,0.05,"5,00 mill. €",3112
Wojciech Szczęsny,POL,PO,Juventus,33,1990.0,26.2,26.2,2340.0,0.0,0.2,0.2,0.6,0.0,0.0,0.02,"10,00 mill. €",3113
Wout Faes,BEL,Defensa,Leicester City,24,1998.0,31.0,31.0,2786.0,1.0,2.0,3.0,6.0,1.0,1.2,0.6,"20,00 mill. €",3114
Wout Weghorst,NED,Delantero,Manchester Utd,29,1992.0,18.5,13.5,1123.5,1.0,2.0,3.0,2.0,0.0,3.4,1.35,"9,00 mill. €",3115
Wu Lei,CHN,Delantero,Espanyol,29,1991.0,24.0,12.333333333333334,1084.6666666666667,2.6666666666666665,0.3333333333333333,3.0,1.3333333333333333,0.0,4.333333333333333,1.4333333333333331,"2,00 mill. €",3116
Wylan Cyprien,FRA,Centrocampista,Parma,25,1995.0,13.0,2.0,410.0,0.0,0.0,0.0,2.0,0.0,0.3,0.2,"1,10 mill. €",3117
Xabier Etxeita,ESP,Defensa,Athletic Club,32,1987.0,16.0,15.0,1345.5,1.25,0.0,1.25,5.5,0.0,0.975,0.175,300 mil €,3118
Xavi Quintillà,ESP,Defensa,Villarreal,22,1996.0,13.0,12.0,1100.0,0.0,1.0,1.0,3.5,0.0,0.15,1.35,600 mil €,3119
Xesc Regis,ESP,Delantero,Eibar,20,1996.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500 mil €,3120
Xherdan Shaqiri,SUI,Centrocampista,Liverpool,28,1991.0,10.5,3.5,370.5,0.5,1.0,1.5,1.0,0.0,0.5,1.35,"3,50 mill. €",3121
Ximo Navarro,ESP,Defensa,Las Palmas,31,1990.0,26.8,24.6,2153.2,0.6,0.8,1.4,7.4,0.2,0.44,0.64,600 mil €,3122
Yacine Adli,FRA,Centrocampista,Milan,23,2000.0,5.5,2.5,219.5,0.0,0.0,0.0,1.0,0.0,0.05,0.2,"8,00 mill. €",3123
Yacine Qasmi,MAR,Delantero,Rayo Vallecano,30,1991.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600 mil €,3124
Yan Brice Eteki,CMR,Centrocampista,Granada,23,1997.0,21.666666666666668,12.0,1054.3333333333333,0.0,0.0,0.0,3.6666666666666665,0.3333333333333333,0.2333333333333333,0.0666666666666666,800 mil €,3125
Yan Couto,BRA,Defensa,Girona,21,2002.0,19.0,10.0,962.0,1.0,2.5,3.5,3.0,0.0,0.6,1.7999999999999998,"8,00 mill. €",3126
Yan Valery,TUN,Defensa,Southampton,23,1999.0,5.0,3.75,324.25,0.0,0.0,0.0,0.25,0.0,0.125,0.3,"2,00 mill. €",3127
Yangel Herrera,VEN,Centrocampista,Huesca,25,1998.0,22.5,18.5,1586.6666666666667,2.0,1.1666666666666667,3.1666666666666665,6.833333333333333,0.1666666666666666,2.0166666666666666,1.0166666666666666,"10,00 mill. €",3128
Yann Aurel Bisseck,GER,Defensa,Inter,23,2000.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"7,00 mill. €",3129
Yann Bodiger,FRA,Centrocampista,Cádiz,25,1995.0,9.0,2.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"1,40 mill. €",3130
