Unnamed: 0,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
261,BRA,Delantero,Betis,30,1991,28,6,731,2,1,3,1,0,2.9,1.3,"6,00 mill. €"
262,ESP,Delantero,Espanyol,32,1990,34,33,2990,16,2,18,2,0,14.5,2.4,"10,00 mill. €"
263,ESP,Delantero,Betis,29,1993,22,9,925,4,0,4,3,0,3.7,0.9,"6,00 mill. €"
264,ESP,Defensa,Girona,31,1991,19,17,1426,1,0,1,3,0,0.5,0.2,"1,50 mill. €"
265,CIV,Delantero,Mallorca,31,1990,5,0,52,0,0,0,0,0,0.0,0.0,900 mil €
266,BRA,Delantero,Real Madrid,22,2000,33,32,2823,10,9,19,10,1,10.5,9.4,"150,00 mill. €"
267,DEN,PO,Villarreal,20,2002,2,2,180,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
268,ZIM,Delantero,Mallorca,26,1996,15,5,542,1,0,1,1,0,1.6,0.6,"3,00 mill. €"
269,BRA,Defensa,Almería,18,2004,13,7,581,0,0,0,5,0,0.1,0.0,"3,00 mill. €"
270,ESP,Delantero,Real Sociedad,19,2002,6,0,93,0,0,0,1,0,0.3,0.3,"3,00 mill. €"
271,BRA,Delantero,Valladolid,26,1996,12,2,275,0,1,1,3,0,0.5,0.6,"1,50 mill. €"
272,CIV,Centrocampista,Barcelona,25,1996,28,7,990,1,1,2,4,0,1.8,0.7,"20,00 mill. €"
273,ESP,Delantero,Osasuna,32,1989,35,7,1021,2,0,2,5,0,4.4,1.1,"16,00 mill. €"
274,NED,Delantero,Valencia,23,1999,26,15,1447,6,0,6,4,0,6.6,2.4,"4,50 mill. €"
275,ESP,Centrocampista,Atlético Madrid,30,1992,33,30,2545,0,3,3,4,0,0.8,1.7,"6,00 mill. €"
276,ITA,Delantero,Espanyol,17,2004,4,0,59,1,0,1,0,0,0.0,0.0,"14,00 mill. €"
277,CTA,Centrocampista,Atlético Madrid,29,1993,20,10,1006,0,2,2,5,0,0.7,0.9,"60,00 mill. €"
278,FRA,Defensa,Barcelona,23,1998,29,28,2426,1,3,4,2,0,1.1,2.8,"15,00 mill. €"
279,GER,Centrocampista,Real Madrid,32,1990,30,25,2155,2,4,6,2,1,1.4,4.4,"14,00 mill. €"
280,ESP,Centrocampista,Almería,30,1992,25,18,1673,1,0,1,6,0,0.4,0.9,"1,20 mill. €"
281,USA,Centrocampista,Celta Vigo,24,1998,28,16,1481,0,2,2,6,0,1.1,1.4,"3,00 mill. €"
282,ARG,Delantero,Sevilla,30,1992,32,20,1844,6,0,6,10,1,5.3,1.4,"7,00 mill. €"
283,CAN,Delantero,Valladolid,27,1995,19,16,1469,8,3,11,4,0,7.5,2.6,"2,50 mill. €"
284,ESP,Delantero,Getafe,21,2001,18,2,448,1,0,1,2,0,1.1,0.6,"35,00 mill. €"
285,ESP,Defensa,Valencia,24,1997,24,9,914,1,0,1,1,0,0.8,0.9,"4,00 mill. €"
286,BRA,Delantero,Almería,20,2002,19,7,716,6,0,6,1,0,4.0,0.8,"5,00 mill. €"
287,ESP,Defensa,Real Sociedad,25,1996,33,31,2796,0,0,0,6,0,1.0,0.1,"10,00 mill. €"
288,FRA,PO,Espanyol,31,1991,10,10,899,0,0,0,1,1,0.0,0.1,"4,00 mill. €"
289,FRA,Defensa,Rayo Vallecano,31,1991,31,31,2565,4,0,4,6,3,2.8,0.3,"3,00 mill. €"
290,ESP,Defensa,Athletic Club,29,1993,20,14,1321,0,1,1,1,0,0.2,0.7,"3,00 mill. €"
292,POL,Delantero,Barcelona,33,1988,34,33,2847,23,7,30,4,1,24.3,6.3,"30,00 mill. €"
293,BRA,Delantero,Valencia,22,1999,38,33,2887,6,1,7,4,0,7.8,2.1,"20,00 mill. €"
294,ESP,Defensa,Elche,24,1997,12,7,628,1,0,1,1,0,0.2,0.7,"2,00 mill. €"
295,ESP,Delantero,Mallorca,19,2002,1,0,17,0,0,0,0,0,0.0,0.0,300 mil €
296,ESP,Centrocampista,Atlético Madrid,27,1995,22,21,1703,1,2,3,5,0,2.1,3.8,"35,00 mill. €"
297,ARG,Centrocampista,Villarreal,26,1996,22,14,1126,2,3,5,3,0,2.5,3.3,"14,00 mill. €"
298,ESP,Defensa,Girona,32,1989,20,19,1652,3,1,4,5,0,1.5,0.6,300 mil €
299,ESP,PO,Rayo Vallecano,40,1981,2,1,96,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
300,ESP,Delantero,Valencia,20,2002,10,5,447,3,1,4,0,0,3.5,1.1,300 mil €
301,ESP,Centrocampista,Rayo Vallecano,26,1995,34,12,1254,1,2,3,2,0,1.3,1.4,"3,50 mill. €"
302,HON,Delantero,Cádiz,29,1993,28,14,1443,1,1,2,6,0,2.7,0.8,"2,00 mill. €"
303,ESP,Centrocampista,Espanyol,22,1999,4,0,17,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
304,ESP,Defensa,Valencia,27,1995,31,31,2709,1,3,4,4,0,1.9,5.5,"30,00 mill. €"
305,ESP,Delantero,Villarreal,35,1987,29,11,1211,7,0,7,2,0,6.5,1.6,"2,50 mill. €"
306,UKR,PO,Real Madrid,23,1999,7,7,630,0,0,0,0,0,0.0,0.0,"1,30 mill. €"
307,AUS,Centrocampista,Cádiz,26,1995,5,1,165,0,0,0,0,0,0.2,0.0,"1,80 mill. €"
308,VEN,Delantero,Valladolid,29,1993,11,7,599,0,1,1,1,0,1.1,2.1,"8,00 mill. €"
309,ESP,Defensa,Mallorca,25,1997,35,34,2975,2,4,6,6,1,1.8,3.0,"6,00 mill. €"
310,ARG,Defensa,Elche,28,1993,14,11,902,0,0,0,0,1,0.6,0.1,"5,00 mill. €"
311,SRB,Centrocampista,Getafe,27,1995,29,26,2053,0,0,0,3,0,1.8,0.6,"3,00 mill. €"
312,ESP,Defensa,Celta Vigo,31,1991,26,26,2163,0,1,1,6,1,1.4,2.6,"1,50 mill. €"
313,MTQ,Centrocampista,Valladolid,26,1995,5,0,69,0,0,0,0,0,0.0,0.0,"30,00 mill. €"
314,GEO,PO,Valencia,21,2000,38,38,3420,0,0,0,3,0,0.0,0.0,"20,00 mill. €"
315,MOZ,Defensa,Atlético Madrid,28,1994,22,22,1857,0,0,0,4,0,0.4,0.5,"2,50 mill. €"
316,ALG,Defensa,Villarreal,30,1991,21,16,1461,0,0,0,1,0,0.1,0.3,"3,00 mill. €"
317,BRA,Defensa,Sevilla,26,1996,5,4,375,0,0,0,2,0,0.0,0.0,"1,50 mill. €"
318,ARG,PO,Celta Vigo,34,1988,19,19,1710,0,0,0,2,0,0.0,0.0,"6,00 mill. €"
319,ESP,Defensa,Athletic Club,33,1989,37,32,2819,1,6,7,7,0,0.4,3.5,"1,80 mill. €"
321,ESP,Centrocampista,Cádiz,34,1987,18,2,397,0,0,0,4,0,0.1,0.3,"35,00 mill. €"
322,URU,Defensa,Atlético Madrid,27,1995,28,26,2423,2,1,3,9,0,2.0,0.6,"3,50 mill. €"
323,DOM,Delantero,Real Madrid,28,1993,9,1,157,0,0,0,2,0,0.6,0.4,"1,50 mill. €"
324,ESP,Centrocampista,Real Sociedad,19,2003,10,3,360,0,0,0,1,0,1.2,0.8,"35,00 mill. €"
325,ESP,PO,Almería,32,1990,1,0,45,0,0,0,0,0,0.0,0.0,300 mil €
326,ESP,Delantero,Elche,31,1991,12,8,655,0,1,1,2,0,0.6,0.7,"2,00 mill. €"
327,ESP,Delantero,Cádiz,31,1991,14,8,639,1,0,1,1,0,2.5,0.5,"2,00 mill. €"
328,ESP,Centrocampista,Real Sociedad,21,2000,3,0,41,0,0,0,0,0,0.0,0.1,"4,00 mill. €"
331,ESP,Centrocampista,Girona,23,1999,24,18,1586,3,3,6,2,0,2.4,2.2,"4,00 mill. €"
332,ESP,Defensa,Girona,19,2003,33,32,2732,3,4,7,11,0,1.9,4.3,"15,00 mill. €"
333,ESP,Defensa,Athletic Club,31,1991,15,15,1338,1,0,1,1,0,0.8,0.3,"8,00 mill. €"
334,ESP,Defensa,Espanyol,18,2004,1,0,7,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
335,ESP,Centrocampista,Elche,29,1993,28,28,2447,0,1,1,6,0,0.4,1.1,"1,00 mill. €"
336,ESP,PO,Valladolid,33,1989,28,28,2507,0,0,0,4,0,0.0,0.0,"1,00 mill. €"
337,ESP,Delantero,Getafe,33,1988,18,5,437,1,1,2,5,0,1.9,1.3,"9,00 mill. €"
338,ESP,Delantero,Getafe,25,1997,35,33,2759,8,2,10,4,0,7.9,2.7,"1,20 mill. €"
339,SEN,Defensa,Cádiz,24,1998,14,7,760,0,0,0,2,0,0.1,0.2,700 mil €
340,ESP,Defensa,Celta Vigo,22,2000,1,0,13,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
341,ESP,Centrocampista,Almería,28,1994,27,24,1855,4,3,7,5,0,3.0,1.8,500 mil €
342,NED,Delantero,Atlético Madrid,28,1994,8,3,270,4,0,4,1,0,3.0,0.5,"14,00 mill. €"
343,NED,Delantero,Barcelona,28,1994,2,2,114,1,0,1,0,0,0.9,0.1,"1,50 mill. €"
344,GNB,Defensa,Almería,24,1998,14,11,886,0,1,1,2,0,0.0,0.3,"14,00 mill. €"
345,ESP,Centrocampista,Real Sociedad,25,1997,34,28,2407,8,4,12,6,0,5.6,3.8,"30,00 mill. €"
346,ESP,Centrocampista,Rayo Vallecano,18,2003,1,0,1,0,0,0,0,0,0.0,0.0,200 mil €
347,FRA,Defensa,Real Madrid,27,1995,18,17,1351,0,1,1,2,0,0.3,0.6,"1,20 mill. €"
348,ESP,Defensa,Cádiz,25,1997,10,6,601,0,0,0,0,0,0.2,0.0,"20,00 mill. €"
349,ESP,Centrocampista,Real Sociedad,26,1996,33,28,2494,2,9,11,5,1,4.3,5.4,"50,00 mill. €"
350,ESP,Centrocampista,Valladolid,33,1989,29,20,1617,2,1,3,11,1,1.4,1.0,"1,80 mill. €"
351,BRA,Defensa,Real Madrid,24,1998,33,30,2703,5,0,5,4,0,2.4,0.6,"70,00 mill. €"
353,ESP,Delantero,Elche,29,1992,31,21,1843,6,1,7,7,0,5.4,1.2,"1,00 mill. €"
354,SRB,Delantero,Almería,18,2003,2,0,15,0,0,0,1,0,0.1,0.0,"3,00 mill. €"
355,ESP,Defensa,Celta Vigo,23,1999,21,13,1284,0,0,0,2,0,0.4,1.4,"3,00 mill. €"
356,ESP,Delantero,Sevilla,25,1997,26,16,1298,6,0,6,1,0,7.4,1.0,"6,00 mill. €"
357,ESP,Defensa,Betis,22,2000,21,16,1472,3,2,5,1,1,2.4,2.9,"2,00 mill. €"
358,SRB,Defensa,Getafe,32,1990,22,18,1680,0,0,0,5,0,0.1,0.0,"9,00 mill. €"
359,CRO,Centrocampista,Real Madrid,36,1985,33,19,1744,4,3,7,7,0,4.2,4.5,"3,00 mill. €"
360,COL,Defensa,Villarreal,29,1992,17,5,642,0,0,0,0,0,0.1,0.9,"10,00 mill. €"
361,COL,Defensa,Elche,29,1992,3,3,270,0,0,0,2,0,0.1,0.3,"12,00 mill. €"
362,ARG,Defensa,Atlético Madrid,24,1998,33,33,2867,4,2,6,7,1,2.6,3.9,"50,00 mill. €"
363,ESP,Centrocampista,Osasuna,24,1998,37,25,2448,1,3,4,6,0,2.0,1.8,"3,00 mill. €"
364,ESP,Centrocampista,Valladolid,22,1999,33,23,2031,3,2,5,10,0,2.5,2.0,"5,00 mill. €"
365,MEX,Defensa,Espanyol,25,1997,20,18,1590,3,0,3,6,0,0.9,0.0,"6,00 mill. €"
366,ARG,Defensa,Sevilla,25,1997,28,17,1524,0,3,3,8,1,0.8,2.1,"12,00 mill. €"
367,ESP,Defensa,Betis,31,1991,6,6,453,0,0,0,1,0,0.0,0.7,900 mil €
368,ESP,Delantero,Atlético Madrid,29,1992,36,23,1900,13,2,15,4,0,11.8,2.0,"20,00 mill. €"
369,ESP,Delantero,Athletic Club,23,1998,10,0,76,0,1,1,0,0,0.1,0.3,"1,50 mill. €"
370,ESP,Defensa,Villarreal,30,1992,24,14,1296,0,1,1,7,0,0.9,1.4,"15,00 mill. €"
372,ESP,Defensa,Osasuna,21,2001,11,7,638,0,0,0,1,0,0.4,0.2,"2,00 mill. €"
373,ESP,Delantero,Villarreal,30,1992,21,14,1230,7,3,10,4,0,8.7,2.7,"15,00 mill. €"
374,ESP,Centrocampista,Elche,25,1996,32,23,2068,4,0,4,5,0,4.2,1.1,"2,50 mill. €"
375,GUI,Centrocampista,Valencia,19,2003,24,10,1011,0,2,2,6,2,1.2,1.0,"4,00 mill. €"
376,ESP,Centrocampista,Villarreal,23,1999,4,2,158,0,0,0,0,1,0.0,0.0,"2,50 mill. €"
377,ESP,Centrocampista,Mallorca,23,1999,12,9,706,1,0,1,3,0,0.3,0.7,"2,50 mill. €"
378,ESP,Delantero,Betis,28,1993,2,0,15,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
379,COL,Defensa,Valencia,18,2004,3,1,145,0,0,0,0,0,0.2,0.0,"2,00 mill. €"
380,GHA,Defensa,Rayo Vallecano,24,1998,16,9,922,0,0,0,2,0,0.4,0.0,"1,50 mill. €"
381,ESP,Centrocampista,Athletic Club,29,1992,30,19,1689,0,3,3,2,0,3.0,3.9,"9,00 mill. €"
382,ESP,Defensa,Real Sociedad,24,1997,23,20,1756,0,1,1,2,0,0.2,0.9,"6,00 mill. €"
384,ESP,Centrocampista,Osasuna,19,2002,8,2,254,0,0,0,0,0,0.1,0.0,"5,00 mill. €"
385,ESP,Centrocampista,Rayo Vallecano,18,2003,2,0,12,0,0,0,0,0,0.0,0.0,50 mil €
386,KVX,Delantero,Mallorca,28,1994,35,34,2937,15,3,18,6,1,12.5,2.1,"15,00 mill. €"
387,USA,Centrocampista,Valencia,19,2002,33,26,2110,0,2,2,10,1,1.8,1.8,"20,00 mill. €"
388,ZAM,Delantero,Cádiz,22,2000,1,0,21,0,0,0,0,0,0.0,0.0,300 mil €
389,ESP,Defensa,Real Madrid,32,1990,27,18,1637,1,1,2,7,0,0.8,0.9,"5,00 mill. €"
390,COL,Centrocampista,Valladolid,27,1995,5,1,148,0,0,0,0,0,0.2,0.0,800 mil €
391,SRB,Defensa,Mallorca,29,1993,14,10,906,1,0,1,3,0,0.5,0.0,"1,50 mill. €"
392,ESP,Centrocampista,Real Sociedad,20,2002,17,1,351,0,0,0,2,0,1.0,1.2,"6,00 mill. €"
394,ESP,Centrocampista,Atlético Madrid,27,1994,31,11,1100,3,1,4,8,0,2.4,0.7,"12,00 mill. €"
395,ESP,Centrocampista,Villarreal,21,2000,3,0,22,0,0,0,0,0,0.1,0.0,"3,00 mill. €"
396,ESP,Defensa,Celta Vigo,25,1997,36,35,3151,0,0,0,8,0,1.2,0.1,"6,00 mill. €"
397,SVN,PO,Atlético Madrid,29,1993,28,28,2492,0,0,0,1,0,0.0,0.0,"35,00 mill. €"
398,URU,Centrocampista,Cádiz,23,1999,18,15,1119,1,1,2,2,0,0.5,1.7,"1,50 mill. €"
399,ARG,Delantero,Sevilla,28,1994,19,11,1165,4,0,4,7,0,4.5,1.4,"12,00 mill. €"
400,ESP,Defensa,Real Madrid,26,1995,3,0,39,0,0,0,0,0,0.2,0.3,"4,00 mill. €"
401,ESP,Centrocampista,Real Sociedad,21,2000,3,0,65,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
402,URU,Defensa,Valladolid,28,1994,23,16,1494,0,1,1,3,0,0.4,1.0,"1,50 mill. €"
403,ESP,Defensa,Espanyol,28,1994,30,29,2403,1,7,8,7,0,0.6,4.3,"6,00 mill. €"
404,BRA,Defensa,Valladolid,22,2000,17,11,931,0,1,1,3,0,0.4,1.0,"1,00 mill. €"
405,ESP,Centrocampista,Sevilla,21,2000,1,0,1,0,0,0,0,0,0.0,0.0,800 mil €
406,ESP,Delantero,Real Sociedad,25,1997,23,14,1214,4,1,5,1,0,4.6,2.2,"40,00 mill. €"
407,TUR,Defensa,Valencia,21,2000,17,14,1365,0,0,0,1,0,0.8,0.2,"5,00 mill. €"
408,ESP,Defensa,Real Sociedad,21,2001,17,12,1193,0,1,1,2,0,0.1,0.1,"2,00 mill. €"
409,POR,Delantero,Celta Vigo,27,1994,25,5,662,2,0,2,2,1,1.9,0.6,"8,00 mill. €"
410,COL,Defensa,Elche,29,1993,24,23,1915,0,0,0,6,0,0.4,0.7,"1,20 mill. €"
411,ESP,Delantero,Rayo Vallecano,27,1994,37,36,2965,9,5,14,4,0,7.7,5.2,"12,00 mill. €"
412,ESP,Defensa,Athletic Club,22,2000,16,9,859,0,0,0,3,0,0.5,0.4,"8,00 mill. €"
413,ESP,Centrocampista,Villarreal,33,1989,37,37,3285,3,4,7,6,0,4.7,4.1,"4,00 mill. €"
414,ESP,Delantero,Getafe,20,2002,1,0,10,0,0,0,0,0,0.0,0.0,300 mil €
415,ESP,Defensa,Cádiz,22,1999,6,4,310,0,0,0,1,0,0.0,0.0,400 mil €
416,ESP,Defensa,Villarreal,19,2003,2,0,10,1,0,1,0,0,0.1,0.0,"2,50 mill. €"
417,ARG,Centrocampista,Elche,33,1989,1,0,5,0,0,0,0,0,0.0,0.0,25 mil €
418,BRA,Defensa,Valencia,31,1990,21,18,1504,1,0,1,4,2,0.7,0.3,"12,00 mill. €"
419,ESP,Defensa,Villarreal,26,1996,26,20,1633,0,3,3,5,0,1.2,2.0,"100,00 mill. €"
420,ESP,Centrocampista,Barcelona,19,2002,26,22,1976,6,1,7,2,0,4.9,5.0,"15,00 mill. €"
421,ESP,Defensa,Espanyol,24,1998,7,2,229,0,0,0,0,0,0.1,0.7,"5,00 mill. €"
422,ESP,PO,Barcelona,23,1999,2,0,73,0,0,0,0,0,0.0,0.0,"4,00 mill. €"
423,ESP,Centrocampista,Cádiz,31,1990,1,1,45,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
424,ESP,Delantero,Betis,29,1993,19,17,1386,3,1,4,3,0,4.6,2.0,"6,00 mill. €"
425,ESP,Centrocampista,Celta Vigo,24,1998,35,23,2144,3,5,8,5,0,2.8,2.0,"5,00 mill. €"
426,ESP,Delantero,Valencia,19,2002,7,0,141,0,0,0,2,0,0.0,0.0,"5,00 mill. €"
427,ESP,Centrocampista,Valladolid,25,1997,36,28,2307,1,2,3,9,0,2.3,2.2,"4,50 mill. €"
428,ESP,Delantero,Cádiz,33,1988,14,5,628,3,0,3,3,0,2.0,0.6,800 mil €
430,ARG,Defensa,Betis,31,1991,31,29,2511,0,0,0,4,3,0.9,0.2,"5,00 mill. €"
431,FRA,Defensa,Espanyol,24,1998,8,2,236,1,0,1,2,1,0.2,0.3,"4,00 mill. €"
432,ESP,Delantero,Valladolid,31,1991,33,22,2038,1,1,2,3,0,2.8,1.6,"2,50 mill. €"
433,ECU,Delantero,Valladolid,21,2000,34,26,2302,1,5,6,1,0,3.7,3.1,"3,00 mill. €"
434,ARG,Delantero,Elche,25,1997,33,8,1122,4,0,4,2,1,3.6,0.7,"1,00 mill. €"
435,ESP,Centrocampista,Almería,32,1990,27,4,722,2,1,3,1,0,0.7,1.0,"5,00 mill. €"
436,ESP,Centrocampista,Getafe,30,1992,34,17,1770,0,3,3,7,1,1.7,1.9,"3,50 mill. €"
438,ESP,Delantero,Valladolid,20,2001,1,0,19,0,0,0,0,0,0.1,0.0,300 mil €
439,ESP,Defensa,Almería,23,1999,30,20,1880,0,3,3,2,0,0.5,3.6,"3,00 mill. €"
440,ESP,Delantero,Mallorca,29,1992,26,2,416,1,1,2,1,0,0.7,1.4,"2,00 mill. €"
441,ESP,Delantero,Espanyol,24,1998,37,25,2340,7,2,9,4,0,7.8,2.6,"8,00 mill. €"
442,ESP,Centrocampista,Almería,21,2001,22,7,763,1,0,1,4,0,1.1,0.5,"2,00 mill. €"
443,POR,Centrocampista,Elche,22,1999,10,2,275,0,0,0,3,1,0.2,0.4,"1,80 mill. €"
444,ESP,Defensa,Mallorca,20,2002,1,0,4,0,0,0,0,0,0.0,0.0,25 mil €
445,ESP,Defensa,Mallorca,30,1991,31,31,2766,2,3,5,11,1,0.6,1.1,"2,50 mill. €"
446,SRB,PO,Mallorca,26,1995,36,36,3240,0,0,0,3,0,0.0,0.5,"10,00 mill. €"
447,CRO,Centrocampista,Sevilla,34,1988,31,21,1788,1,3,4,3,1,3.3,1.9,"4,00 mill. €"
448,BEL,Delantero,Almería,21,2001,33,13,1403,3,1,4,6,0,4.2,1.7,"6,00 mill. €"
449,ESP,Delantero,Cádiz,25,1997,15,7,710,1,0,1,2,0,3.0,0.2,"2,50 mill. €"
450,BRA,Delantero,Barcelona,25,1996,36,25,2072,7,7,14,9,0,9.3,9.8,"60,00 mill. €"
451,ESP,Defensa,Atlético Madrid,25,1996,11,2,309,0,0,0,3,1,0.2,0.4,"10,00 mill. €"
452,ESP,PO,Villarreal,39,1982,22,22,1980,0,0,0,2,0,0.0,0.7,700 mil €
453,BRA,Centrocampista,Girona,20,2002,18,5,647,2,1,3,1,1,1.3,0.6,"2,00 mill. €"
454,NED,Defensa,Sevilla,27,1994,16,15,1181,1,1,2,2,0,0.8,0.1,"4,00 mill. €"
455,ESP,PO,Real Sociedad,27,1995,38,38,3420,0,0,0,1,0,0.0,0.0,"25,00 mill. €"
456,ESP,Defensa,Getafe,22,2000,1,0,1,0,0,0,0,0,0.0,0.0,25 mil €
457,MAR,Centrocampista,Barcelona,19,2003,1,0,2,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
458,ESP,Defensa,Real Sociedad,29,1993,20,18,1646,0,0,0,3,0,0.2,1.5,"18,00 mill. €"
459,ESP,Centrocampista,Girona,22,2000,34,25,2179,4,4,8,1,0,4.0,3.6,"4,00 mill. €"
460,ESP,Defensa,Barcelona,30,1992,23,15,1308,4,1,5,3,0,2.4,0.9,"3,00 mill. €"
461,ARG,Centrocampista,Almería,25,1997,37,34,2843,2,7,9,7,0,2.6,6.6,"7,00 mill. €"
463,CHI,Defensa,Elche,29,1992,22,19,1652,0,0,0,7,1,0.6,0.0,"1,50 mill. €"
464,ESP,Delantero,Betis,22,2000,30,19,1601,2,3,5,0,0,1.4,2.2,"100,00 mill. €"
465,ESP,Delantero,Mallorca,35,1987,17,2,394,1,0,1,1,0,2.8,0.1,"5,00 mill. €"
466,ESP,Centrocampista,Celta Vigo,24,1998,33,19,1775,2,0,2,6,0,3.6,2.2,600 mil €
467,ESP,Centrocampista,Mallorca,34,1988,35,26,2100,3,6,9,8,0,2.4,3.2,"1,20 mill. €"
468,ARG,Centrocampista,Betis,28,1994,34,33,2872,1,0,1,8,0,1.2,0.4,"28,00 mill. €"
469,ESP,Centrocampista,Celta Vigo,19,2003,7,3,252,1,1,2,0,0,0.2,0.1,"100,00 mill. €"
470,BRA,Delantero,Real Madrid,21,2001,34,25,2379,9,8,17,4,0,13.7,7.0,200 mil €
471,ESP,PO,Mallorca,22,2000,1,1,90,0,0,0,0,0,0.0,0.0,500 mil €
473,ESP,Centrocampista,Girona,30,1991,33,33,2950,2,0,2,10,1,1.8,0.9,"5,00 mill. €"
474,ESP,Defensa,Espanyol,21,2001,18,9,888,0,2,2,1,0,0.5,1.5,"80,00 mill. €"
475,GER,Defensa,Real Madrid,29,1993,33,26,2415,1,0,1,1,0,1.8,0.1,"32,00 mill. €"
476,ESP,Defensa,Betis,26,1996,26,15,1454,0,0,0,4,1,0.8,2.1,"5,00 mill. €"
477,ESP,Defensa,Betis,33,1989,10,5,560,0,0,0,0,0,0.1,0.2,"1,00 mill. €"
478,ARG,PO,Villarreal,30,1992,14,14,1260,0,0,0,1,0,0.0,0.0,"10,00 mill. €"
479,ARG,Defensa,Mallorca,27,1994,3,2,145,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
480,SEN,Defensa,Betis,29,1993,23,19,1680,1,1,2,2,0,0.5,0.8,"1,00 mill. €"
481,NGA,Delantero,Almería,25,1997,3,3,240,2,0,2,1,0,1.5,0.2,"16,00 mill. €"
482,NGA,Delantero,Real Sociedad,25,1997,2,1,82,1,0,1,0,0,0.5,0.0,"16,00 mill. €"
483,ESP,Centrocampista,Girona,31,1991,8,1,240,2,0,2,1,0,1.7,0.2,900 mil €
484,ESP,Defensa,Sevilla,20,2002,6,4,368,1,1,2,1,1,0.2,0.2,"1,00 mill. €"
485,ESP,Delantero,Rayo Vallecano,31,1991,24,4,490,0,0,0,2,0,0.8,0.7,"2,20 mill. €"
486,ESP,Centrocampista,Cádiz,25,1997,33,24,1844,0,1,1,14,0,0.3,0.8,"2,50 mill. €"
487,ESP,Centrocampista,Athletic Club,22,2000,36,32,2532,10,2,12,6,1,7.6,4.2,"30,00 mill. €"
489,ESP,Centrocampista,Valladolid,29,1992,25,13,1154,1,1,2,0,0,0.8,1.6,"2,00 mill. €"
490,ESP,Defensa,Valladolid,25,1997,32,28,2392,1,0,1,11,0,0.7,0.1,"2,50 mill. €"
491,ESP,Defensa,Osasuna,21,2000,31,22,2124,0,2,2,3,0,0.8,2.1,500 mil €
492,MNE,Delantero,Rayo Vallecano,31,1991,1,0,1,0,0,0,1,0,0.0,0.0,"8,00 mill. €"
493,MNE,Defensa,Atlético Madrid,31,1991,22,22,1943,0,0,0,4,2,0.2,0.0,"6,00 mill. €"
495,SUI,Delantero,Celta Vigo,30,1992,18,10,887,3,1,4,3,0,1.8,0.5,"2,00 mill. €"
496,ESP,Centrocampista,Getafe,25,1997,16,2,326,0,0,0,1,0,0.1,0.3,"4,00 mill. €"
498,POR,PO,Betis,28,1994,26,26,2340,0,0,0,2,0,0.0,0.0,"8,00 mill. €"
499,ESP,Defensa,Espanyol,17,2005,7,0,148,0,0,0,0,0,0.0,0.0,"25,00 mill. €"
500,ESP,PO,Athletic Club,25,1997,31,31,2745,0,0,0,2,0,0.0,0.0,"70,00 mill. €"
501,ESP,Centrocampista,Cádiz,30,1992,33,28,2465,3,2,5,11,0,4.9,2.3,"2,00 mill. €"
502,ESP,Defensa,Real Sociedad,23,1999,10,3,349,0,0,0,1,0,0.1,0.1,"1,50 mill. €"
503,ARG,Centrocampista,Celta Vigo,30,1992,12,3,262,0,1,1,0,0,0.3,0.2,"3,00 mill. €"
504,ESP,Centrocampista,Valencia,25,1997,3,3,242,1,0,1,0,0,0.9,0.2,"20,00 mill. €"
505,ESP,PO,Getafe,29,1993,38,38,3420,0,0,0,2,0,0.0,0.2,500 mil €
506,ESP,Centrocampista,Celta Vigo,18,2003,1,0,17,0,0,0,0,0,0.0,0.0,"8,00 mill. €"
507,POR,Delantero,Almería,32,1989,20,3,527,0,1,1,1,0,1.2,1.0,800 mil €
508,BRA,Centrocampista,Espanyol,23,1999,34,27,2428,1,1,2,10,1,0.8,0.6,"12,00 mill. €"
509,NOR,Delantero,Celta Vigo,22,2000,32,20,1705,4,4,8,4,0,5.6,2.0,"2,50 mill. €"
510,URU,Delantero,Girona,35,1986,32,8,1090,9,0,9,8,0,9.7,1.3,"2,00 mill. €"
511,URU,Defensa,Getafe,34,1988,28,26,1946,1,1,2,7,0,1.1,1.8,"1,00 mill. €"
512,ESP,Centrocampista,Espanyol,28,1994,18,11,945,0,0,0,2,0,0.5,1.1,"2,50 mill. €"
513,ESP,Centrocampista,Rayo Vallecano,35,1987,2,0,12,0,0,0,0,1,0.0,0.0,"14,00 mill. €"
514,ESP,Centrocampista,Sevilla,28,1993,25,10,1065,2,4,6,1,0,1.1,2.8,"3,00 mill. €"
515,SWE,Centrocampista,Celta Vigo,18,2004,4,0,55,0,0,0,1,0,0.0,0.0,"6,00 mill. €"
516,NOR,Delantero,Real Sociedad,26,1995,34,28,2386,12,3,15,4,0,12.7,4.2,"5,00 mill. €"
