Unnamed: 0,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
1600,ESP,Centrocampista,Valladolid,22,1998,1,0,15,0,0,0,0,0,0.0,0.0,200 mil €
1601,ESP,Centrocampista,Huesca,35,1984,32,27,2183,1,4,5,2,0,2.4,1.3,"1,20 mill. €"
1602,ARG,Centrocampista,Elche,27,1993,23,12,1139,1,1,2,5,0,2.4,1.7,"3,00 mill. €"
1603,ESP,Centrocampista,Alavés,26,1993,35,25,2090,4,2,6,4,0,3.3,2.7,"3,00 mill. €"
1604,ESP,Defensa,Levante,25,1995,19,16,1425,0,1,1,3,1,0.3,0.5,"30,00 mill. €"
1605,ESP,PO,Valladolid,34,1986,13,13,1170,0,0,0,0,1,0.0,0.0,"15,00 mill. €"
1606,ESP,Defensa,Barcelona,28,1992,15,9,946,1,2,3,1,0,0.3,1.8,"4,00 mill. €"
1607,ESP,PO,Betis,30,1990,18,18,1620,0,0,0,2,0,0.0,0.0,900 mil €
1608,ESP,Centrocampista,Levante,29,1991,25,17,1404,0,1,1,5,0,1.4,1.7,700 mil €
1609,ESP,Delantero,Betis,20,2000,15,5,537,0,0,0,0,0,0.2,0.6,"100,00 mill. €"
1610,POR,Defensa,Eibar,26,1994,22,11,1095,1,1,2,1,0,0.8,0.5,"2,20 mill. €"
1611,ESP,Delantero,Getafe,33,1987,33,12,1374,5,0,5,4,0,5.7,0.6,"5,00 mill. €"
1612,ESP,Centrocampista,Sevilla,22,1998,20,4,511,0,0,0,1,0,0.5,1.1,600 mil €
1613,ARG,Centrocampista,Betis,26,1994,35,34,2864,1,0,1,10,0,2.3,0.7,"28,00 mill. €"
1614,ESP,Delantero,Celta Vigo,17,2003,4,0,30,0,0,0,2,0,0.0,0.0,200 mil €
1615,ESP,Centrocampista,Elche,31,1989,16,2,426,0,0,0,1,0,0.0,1.0,225 mil €
1616,BRA,Delantero,Real Madrid,19,2001,22,10,983,1,6,7,0,0,2.0,3.7,"100,00 mill. €"
1617,ARG,Defensa,Osasuna,33,1987,17,14,1232,1,1,2,3,1,0.5,0.5,200 mil €
1618,ESP,PO,Osasuna,36,1984,3,3,187,0,0,0,0,1,0.0,0.0,800 mil €
1619,ESP,Delantero,Valladolid,24,1995,10,5,375,1,0,1,1,0,1.1,0.1,"80,00 mill. €"
1620,ESP,Delantero,Betis,24,1996,28,21,1593,2,2,4,2,0,2.9,2.1,400 mil €
1621,ESP,Centrocampista,Granada,19,2001,1,1,67,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
1622,ESP,Defensa,Betis,31,1989,27,24,2157,2,0,2,9,0,1.5,0.1,"10,00 mill. €"
1623,ARG,PO,Villarreal,28,1992,2,2,180,0,0,0,0,1,0.0,0.0,"2,50 mill. €"
1624,FRA,Defensa,Real Sociedad,21,1999,16,7,622,0,0,0,3,0,0.6,0.3,"5,00 mill. €"
1625,ESP,Centrocampista,Alavés,19,2001,21,2,453,1,0,1,1,0,1.3,0.8,"2,20 mill. €"
1626,ESP,Centrocampista,Cádiz,29,1991,28,25,1933,2,0,2,5,0,2.0,1.5,"2,20 mill. €"
1627,ESP,Centrocampista,Valladolid,23,1997,24,17,1460,0,0,0,7,0,0.1,0.1,"2,00 mill. €"
1628,PAR,Delantero,Betis,24,1996,16,10,932,3,0,3,2,0,5.0,0.1,"10,00 mill. €"
1629,ESP,Delantero,Athletic Club,20,2000,24,11,1035,2,2,4,2,0,2.8,1.2,"30,00 mill. €"
1630,ESP,Defensa,Atlético Madrid,20,2000,1,0,30,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
1631,ESP,Defensa,Granada,33,1986,34,29,2638,3,1,4,11,1,2.3,0.1,200 mil €
1632,ESP,Defensa,Valladolid,23,1997,16,11,921,0,0,0,3,0,0.2,0.1,"2,50 mill. €"
1633,ESP,Defensa,Osasuna,19,2000,16,10,976,0,4,4,4,0,0.1,1.2,"8,00 mill. €"
1634,ESP,Defensa,Atlético Madrid,19,2000,1,1,49,0,1,1,0,0,0.0,0.4,"8,00 mill. €"
1635,ARG,Defensa,Elche,30,1990,9,5,495,0,0,0,2,0,0.0,0.1,200 mil €
1637,ESP,Centrocampista,Osasuna,34,1986,32,24,2084,0,2,2,10,0,1.1,2.2,650 mil €
1638,SRB,Delantero,Cádiz,22,1997,9,3,388,1,0,1,2,0,2.2,0.0,275 mil €
1639,MNE,Defensa,Atlético Madrid,29,1991,33,33,2953,1,0,1,14,0,0.8,0.1,"6,00 mill. €"
1640,ESP,Centrocampista,Huesca,23,1997,29,23,2064,1,1,2,5,0,1.5,1.1,900 mil €
1641,ARM,Centrocampista,Levante,18,2001,1,0,8,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1642,BRA,Defensa,Betis,30,1989,11,7,697,0,0,0,1,0,0.3,0.0,250 mil €
1644,URU,Defensa,Huesca,26,1994,12,6,600,0,0,0,2,0,0.0,0.0,"1,80 mill. €"
1645,POR,PO,Granada,26,1994,32,32,2880,0,0,0,1,0,0.0,0.0,"8,00 mill. €"
1646,ESP,PO,Athletic Club,23,1997,37,37,3330,0,0,0,1,0,0.0,0.0,"25,00 mill. €"
1647,GRE,Defensa,Huesca,31,1988,36,34,3071,2,0,2,5,0,3.1,0.7,450 mil €
1648,ESP,PO,Alavés,23,1996,1,1,71,0,0,0,0,0,0.0,0.0,"1,20 mill. €"
1649,POR,Defensa,Eibar,25,1995,19,12,1134,0,1,1,2,0,0.1,1.8,"1,80 mill. €"
1650,ESP,Centrocampista,Valencia,28,1992,5,0,49,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1651,ESP,Delantero,Cádiz,28,1992,16,11,1113,1,0,1,3,0,2.0,1.0,"2,00 mill. €"
1653,ESP,Delantero,Granada,35,1985,29,16,1438,9,0,9,8,1,5.6,0.6,"1,50 mill. €"
1654,ESP,Centrocampista,Valencia,23,1997,32,31,2735,11,8,19,7,0,9.5,4.7,"20,00 mill. €"
1655,ESP,Defensa,Levante,26,1994,28,10,1106,0,0,0,3,0,0.6,1.2,"35,00 mill. €"
1656,ESP,PO,Getafe,27,1993,28,28,2520,0,0,0,2,0,0.0,0.0,"8,00 mill. €"
1657,ESP,Delantero,Granada,21,1999,15,3,393,1,2,3,1,0,0.7,0.3,"1,50 mill. €"
1658,ESP,Centrocampista,Celta Vigo,16,2003,1,0,1,0,0,0,0,0,0.0,0.0,500 mil €
1659,URU,Defensa,Getafe,32,1988,31,28,2434,1,0,1,13,1,0.3,1.0,"1,00 mill. €"
1660,ESP,Centrocampista,Celta Vigo,26,1994,35,34,2852,0,9,9,10,0,1.1,5.9,"2,50 mill. €"
1661,URU,Delantero,Atlético Madrid,33,1987,32,30,2508,21,3,24,6,0,16.2,3.0,"5,00 mill. €"
1662,ESP,Delantero,Sevilla,26,1993,34,28,2210,3,4,7,2,0,2.1,4.5,"6,00 mill. €"
1663,ESP,Defensa,Alavés,22,1997,12,8,850,0,0,0,5,1,0.4,0.2,"3,00 mill. €"
1665,POR,Centrocampista,Alavés,19,2001,3,0,65,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1666,ESP,Defensa,Eibar,24,1996,2,1,110,0,0,0,1,0,0.0,0.2,"2,70 mill. €"
1667,ESP,Delantero,Betis,28,1991,29,12,1283,5,3,8,2,1,2.7,2.3,"35,00 mill. €"
1668,GER,PO,Barcelona,28,1992,31,31,2790,0,0,0,1,0,0.1,0.0,"15,00 mill. €"
1669,ESP,Centrocampista,Getafe,30,1989,30,15,1395,0,0,0,5,1,0.6,1.2,250 mil €
1670,ESP,Defensa,Levante,30,1989,12,9,726,0,2,2,2,0,0.0,0.5,600 mil €
1671,URU,Centrocampista,Atlético Madrid,24,1996,19,3,518,1,0,1,2,0,0.1,0.5,"6,00 mill. €"
1672,ESP,Centrocampista,Sevilla,25,1994,33,15,1400,0,3,3,2,0,1.1,2.1,"4,00 mill. €"
1673,ESP,Defensa,Villarreal,23,1997,33,33,2970,2,2,4,2,0,1.5,0.8,"1,00 mill. €"
1674,ESP,Centrocampista,Osasuna,31,1989,35,19,1894,7,1,8,0,0,5.9,1.6,"45,00 mill. €"
1675,ESP,Centrocampista,Osasuna,26,1994,25,17,1548,0,1,1,4,0,1.5,0.4,"8,00 mill. €"
1676,ESP,Centrocampista,Villarreal,28,1991,35,30,2527,1,6,7,6,1,2.5,5.0,"2,50 mill. €"
1677,POR,Delantero,Barcelona,20,1999,28,3,706,3,2,5,1,0,2.6,0.4,"11,00 mill. €"
1678,ENG,Defensa,Atlético Madrid,29,1990,28,28,2475,0,6,6,0,0,0.1,3.6,"4,00 mill. €"
1679,FRA,Defensa,Barcelona,26,1993,13,6,645,0,0,0,1,0,0.2,0.0,"12,00 mill. €"
1680,TUR,Delantero,Getafe,23,1997,28,15,1318,4,2,6,4,0,4.8,1.5,"25,00 mill. €"
1681,CZE,PO,Sevilla,31,1989,5,5,450,0,0,0,0,0,0.0,0.0,"1,20 mill. €"
1682,ESP,Centrocampista,Huesca,26,1994,3,1,115,0,0,0,0,0,0.0,0.2,600 mil €
1683,ESP,Defensa,Granada,23,1997,21,15,1348,0,0,0,2,1,0.1,0.1,"2,40 mill. €"
1684,ESP,Delantero,Valencia,23,1997,30,9,950,5,0,5,2,0,4.2,0.8,"35,00 mill. €"
1685,URU,Centrocampista,Real Madrid,22,1998,24,15,1330,3,1,4,0,0,2.3,3.1,"100,00 mill. €"
1686,FRA,Defensa,Real Madrid,27,1993,31,31,2715,2,0,2,2,0,2.8,0.3,"2,00 mill. €"
1687,SVK,Defensa,Huesca,24,1996,11,9,611,0,0,0,1,0,0.3,0.0,"1,00 mill. €"
1688,ARG,Delantero,Sevilla,31,1989,15,1,164,1,0,1,1,0,0.2,0.1,"6,00 mill. €"
1689,ESP,Defensa,Celta Vigo,27,1993,8,5,562,0,0,0,3,0,0.0,0.0,300 mil €
1690,ESP,Defensa,Real Madrid,29,1991,24,21,1848,2,5,7,3,0,1.8,4.1,"3,00 mill. €"
1691,ESP,PO,Levante,24,1995,1,1,90,0,0,0,1,0,0.0,0.0,"1,50 mill. €"
1692,ESP,Centrocampista,Celta Vigo,18,2002,6,1,118,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
1693,ESP,Centrocampista,Athletic Club,19,2000,28,19,1701,0,0,0,6,0,0.3,0.2,"30,00 mill. €"
1694,ESP,Defensa,Elche,31,1988,33,33,2944,0,2,2,11,0,1.6,2.0,"6,00 mill. €"
1695,ESP,Centrocampista,Athletic Club,27,1993,30,20,1722,0,1,1,7,0,1.6,1.1,"2,50 mill. €"
1696,POR,Defensa,Levante,26,1994,32,25,2316,1,0,1,7,0,0.3,0.2,"1,80 mill. €"
1697,ESP,Delantero,Athletic Club,22,1998,3,0,52,0,0,0,0,0,0.0,0.2,"1,50 mill. €"
1698,ESP,Centrocampista,Granada,26,1994,20,9,767,0,0,0,1,0,0.7,1.0,700 mil €
1699,ESP,Defensa,Sevilla,30,1989,12,5,595,0,1,1,2,0,0.0,0.7,"3,00 mill. €"
1700,ESP,Defensa,Osasuna,25,1995,34,25,2348,0,0,0,10,0,0.8,1.6,"1,00 mill. €"
1701,ESP,Centrocampista,Valladolid,25,1995,21,10,969,2,0,2,2,0,0.8,1.1,"2,50 mill. €"
1702,ESP,Delantero,Athletic Club,22,1997,35,16,1589,4,2,6,1,0,4.3,2.3,"2,00 mill. €"
1703,ESP,PO,Celta Vigo,23,1997,21,19,1781,0,0,0,1,0,0.0,0.0,"2,50 mill. €"
1704,ESP,Centrocampista,Atlético Madrid,30,1989,10,3,298,0,0,0,2,0,0.4,0.2,500 mil €
1706,MNE,Centrocampista,Levante,28,1991,13,11,810,0,0,0,4,0,0.3,0.1,600 mil €
1707,DEN,Centrocampista,Valencia,31,1989,35,35,2979,4,1,5,8,0,2.9,2.3,"1,50 mill. €"
1708,ISR,Delantero,Valladolid,24,1996,32,24,2133,6,1,7,3,0,5.6,2.6,"3,00 mill. €"
1709,GHA,Delantero,Athletic Club,26,1994,38,27,2387,6,6,12,1,0,6.2,5.1,"25,00 mill. €"
1710,ESP,Centrocampista,Athletic Club,18,2002,2,0,57,0,0,0,0,0,0.0,0.0,"1,20 mill. €"
1711,MAR,Defensa,Valladolid,28,1992,19,15,1379,0,1,1,6,0,0.6,0.1,600 mil €
1712,ESP,PO,Getafe,26,1993,10,10,900,0,0,0,2,0,0.0,0.0,"40,00 mill. €"
1713,ESP,PO,Eibar,31,1988,4,3,300,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
1714,TUR,Centrocampista,Celta Vigo,26,1994,12,3,462,0,0,0,4,1,0.4,0.3,"3,00 mill. €"
1715,ESP,Defensa,Real Sociedad,28,1992,12,6,639,0,0,0,3,0,0.1,1.0,"2,00 mill. €"
1716,ESP,Centrocampista,Athletic Club,21,1999,5,1,100,0,0,0,0,0,0.1,0.1,"1,50 mill. €"
1717,ESP,Defensa,Real Sociedad,23,1997,24,21,1959,1,1,2,5,0,1.3,0.6,"90,00 mill. €"
1718,ESP,Centrocampista,Real Sociedad,21,1999,31,17,1882,0,0,0,6,0,0.7,0.6,"18,00 mill. €"
1719,NOR,Centrocampista,Real Madrid,21,1998,7,3,234,0,0,0,0,0,0.2,0.4,250 mil €
1721,ESP,Delantero,Athletic Club,38,1981,14,0,208,1,0,1,3,0,1.6,0.0,"1,00 mill. €"
1722,GHA,Defensa,Mallorca,22,1996,23,20,1805,1,0,1,5,1,0.3,1.6,"6,00 mill. €"
1723,GHA,Defensa,Celta Vigo,23,1995,32,27,2502,0,1,1,4,0,1.0,0.7,"40,00 mill. €"
1724,ESP,Defensa,Barcelona,30,1989,27,25,2187,2,5,7,7,0,1.4,4.3,"4,00 mill. €"
1725,ESP,Defensa,Villarreal,33,1985,36,36,3237,1,0,1,9,0,2.3,0.3,"2,50 mill. €"
1726,ESP,Delantero,Villarreal,25,1993,13,11,924,4,1,5,1,0,3.7,1.4,"7,00 mill. €"
1727,ESP,Centrocampista,Valladolid,28,1991,27,20,1927,2,2,4,10,0,1.9,1.0,150 mil €
1728,ESP,Delantero,Mallorca,26,1992,6,0,109,0,0,0,0,0,0.0,0.0,"2,00 mill. €"
1729,ESP,Centrocampista,Barcelona,21,1998,4,2,172,0,0,0,0,0,0.1,0.0,"6,00 mill. €"
1730,ESP,Centrocampista,Betis,21,1998,17,7,735,1,0,1,1,0,1.4,0.1,"6,00 mill. €"
1733,ESP,Defensa,Athletic Club,24,1995,32,32,2810,0,0,0,2,0,1.3,0.8,"12,00 mill. €"
1734,FRA,Centrocampista,Leganés,26,1993,10,9,770,0,0,0,2,0,0.7,0.0,500 mil €
1735,SEN,Centrocampista,Getafe,23,1996,7,0,66,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
1736,ESP,Delantero,Leganés,29,1990,13,9,790,1,0,1,0,0,2.6,0.6,"1,50 mill. €"
1737,ESP,Defensa,Eibar,29,1989,28,27,2360,1,1,2,4,0,0.8,2.8,"11,00 mill. €"
1739,ESP,Defensa,Valladolid,31,1987,15,11,1029,0,0,0,1,0,0.1,0.9,800 mil €
1740,MAR,Centrocampista,Valladolid,24,1995,11,1,189,0,0,0,1,0,0.0,0.0,"6,00 mill. €"
1741,URU,Centrocampista,Getafe,23,1995,35,34,3069,1,1,2,11,1,2.1,2.1,"2,00 mill. €"
1742,MEX,Defensa,Celta Vigo,27,1991,34,32,2888,1,2,3,10,0,1.0,0.8,"10,00 mill. €"
1743,URU,Defensa,Barcelona,20,1999,6,2,238,0,0,0,0,1,0.2,0.0,"70,00 mill. €"
1744,ESP,Defensa,Eibar,32,1987,24,22,2007,1,0,1,5,0,0.7,0.3,400 mil €
1745,FRA,PO,Real Madrid,26,1993,4,4,360,0,0,0,1,0,0.0,0.0,"2,50 mill. €"
1746,COL,Defensa,Atlético Madrid,27,1992,14,11,1076,0,1,1,1,0,0.5,2.1,"2,50 mill. €"
1747,ESP,Delantero,Osasuna,24,1995,14,8,791,2,1,3,2,0,1.4,0.4,"2,50 mill. €"
1748,ESP,Centrocampista,Leganés,24,1995,12,2,337,0,0,0,2,0,0.7,0.5,"25,00 mill. €"
1749,ESP,PO,Villarreal,30,1989,34,34,3060,0,0,0,2,0,0.0,0.0,700 mil €
1750,ESP,Delantero,Real Madrid,23,1996,9,3,336,3,1,4,0,0,1.1,1.4,"5,00 mill. €"
1751,ESP,Delantero,Celta Vigo,31,1987,37,37,3262,14,3,17,9,0,14.6,4.4,400 mil €
1752,CIV,Delantero,Leganés,25,1993,14,2,531,2,1,3,1,0,1.7,1.1,800 mil €
1753,ESP,Centrocampista,Eibar,20,1999,3,0,30,0,0,0,0,0,0.1,0.0,"5,00 mill. €"
1754,ARG,Delantero,Osasuna,25,1994,20,18,1591,9,2,11,6,0,7.7,3.6,300 mil €
1755,ESP,Centrocampista,Leganés,21,1997,9,1,184,1,1,2,1,0,0.6,0.8,"3,50 mill. €"
1757,NGA,Centrocampista,Granada,26,1992,25,14,1361,2,0,2,3,0,2.4,0.3,"2,50 mill. €"
1758,GHA,Centrocampista,Mallorca,23,1996,36,35,2903,0,0,0,6,0,1.0,0.2,"20,00 mill. €"
1759,COL,Delantero,Villarreal,32,1986,19,7,688,2,1,3,1,0,3.4,0.9,450 mil €
1761,WAL,Delantero,Real Madrid,30,1989,16,12,1089,2,2,4,4,1,4.0,1.7,400 mil €
1763,ARG,Centrocampista,Sevilla,31,1988,33,28,2475,3,7,10,10,0,3.2,6.1,"1,80 mill. €"
1764,ITA,Defensa,Valladolid,25,1993,5,5,450,0,0,0,3,0,0.0,0.0,900 mil €
1765,MKD,Centrocampista,Levante,24,1995,30,23,2114,7,2,9,5,0,5.1,3.5,"6,00 mill. €"
1767,ESP,Defensa,Betis,32,1987,12,7,641,0,1,1,3,0,0.1,0.6,"10,00 mill. €"
1768,ESP,Delantero,Real Sociedad,17,2001,17,3,442,1,0,1,1,0,0.9,0.5,"1,50 mill. €"
1769,ESP,Defensa,Betis,28,1991,30,29,2524,3,1,4,8,0,2.5,2.0,"15,00 mill. €"
1770,POR,Centrocampista,Granada,22,1996,12,3,356,0,1,1,1,0,0.3,0.3,"15,00 mill. €"
1771,ESP,Centrocampista,Celta Vigo,20,1999,28,22,1830,1,0,1,2,1,1.5,0.6,"2,50 mill. €"
1772,FRA,Centrocampista,Valladolid,32,1987,5,2,159,0,0,0,1,0,0.1,0.0,"2,00 mill. €"
1774,ESP,Defensa,Athletic Club,29,1990,33,32,2850,2,1,3,7,0,1.5,2.8,900 mil €
1775,ESP,Centrocampista,Getafe,33,1986,2,0,72,0,0,0,2,0,0.1,0.0,"3,00 mill. €"
1776,ESP,Centrocampista,Celta Vigo,21,1997,1,0,5,0,0,0,0,0,0.0,0.0,"1,00 mill. €"
1777,ESP,Defensa,Eibar,28,1990,23,21,1777,3,0,3,2,0,1.2,0.1,200 mil €
1778,ESP,PO,Celta Vigo,24,1995,33,33,2960,0,0,0,4,0,0.0,0.0,"3,00 mill. €"
1779,ARG,Defensa,Eibar,31,1988,30,15,1604,2,3,5,1,0,2.8,2.8,350 mil €
1780,ESP,Centrocampista,Levante,17,2002,1,0,2,0,0,0,0,0,0.0,0.0,300 mil €
1781,MAR,PO,Sevilla,28,1991,6,5,495,0,1,1,1,0,0.0,0.2,700 mil €
1782,CRO,Centrocampista,Celta Vigo,27,1992,14,7,706,0,0,0,2,1,0.3,0.1,"5,00 mill. €"
1783,DEN,Delantero,Barcelona,28,1991,11,4,407,1,0,1,1,0,2.7,0.6,"11,00 mill. €"
1784,DEN,Delantero,Leganés,28,1991,24,21,1934,6,1,7,3,0,7.1,2.2,"5,00 mill. €"
1785,ESP,Delantero,Osasuna,24,1995,8,5,406,0,1,1,4,0,1.3,0.5,"5,00 mill. €"
1786,SRB,Centrocampista,Osasuna,27,1992,31,27,2245,0,1,1,8,0,1.7,1.7,"2,00 mill. €"
1787,CMR,Centrocampista,Granada,21,1997,28,18,1499,0,0,0,4,0,0.4,0.1,800 mil €
1788,CRO,Delantero,Mallorca,28,1991,35,33,2765,13,2,15,12,0,11.1,1.0,"5,00 mill. €"
1789,ARG,Defensa,Eibar,27,1992,15,11,1119,1,0,1,3,0,0.6,0.1,700 mil €
1790,ESP,Centrocampista,Alavés,25,1993,2,0,22,0,0,0,0,0,0.0,0.0,50 mil €
1791,SCO,Centrocampista,Alavés,22,1997,31,14,1429,1,2,3,2,0,2.9,1.6,"2,20 mill. €"
1792,ESP,Centrocampista,Barcelona,31,1988,33,29,2483,2,2,4,9,0,1.3,2.8,"3,50 mill. €"
1793,ESP,Defensa,Leganés,27,1992,33,31,2684,0,1,1,8,0,0.5,1.8,300 mil €
1794,URU,Defensa,Getafe,24,1995,4,3,267,0,0,0,0,0,0.3,0.0,"1,00 mill. €"
1795,URU,Defensa,Levante,24,1995,11,9,809,0,0,0,4,0,0.3,0.1,"1,00 mill. €"
1796,ESP,Centrocampista,Mallorca,30,1988,2,0,37,0,0,0,0,0,0.1,0.0,"2,50 mill. €"
1797,URU,Defensa,Getafe,28,1991,18,18,1530,2,0,2,3,0,1.0,0.4,100 mil €
1798,URU,Defensa,Espanyol,28,1991,17,17,1530,0,1,1,2,0,0.0,0.9,"2,50 mill. €"
1799,ESP,Defensa,Espanyol,23,1995,15,12,1043,0,0,0,4,1,0.0,0.0,"2,50 mill. €"
1800,ARG,Delantero,Espanyol,25,1993,27,20,1811,1,3,4,6,1,4.5,2.6,800 mil €
1801,ESP,Centrocampista,Alavés,25,1994,17,15,1293,0,1,1,1,0,0.3,2.2,"4,00 mill. €"
1802,ESP,Delantero,Atlético Madrid,18,2001,2,0,25,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
1803,ESP,Centrocampista,Levante,26,1993,37,35,3156,2,7,9,4,1,2.4,5.2,"2,50 mill. €"
1805,ESP,Delantero,Espanyol,22,1997,20,9,870,0,0,0,2,0,1.7,0.1,"1,80 mill. €"
1806,ESP,Centrocampista,Betis,28,1991,36,36,3163,6,6,12,5,0,7.5,7.0,"13,00 mill. €"
1807,ESP,Defensa,Athletic Club,27,1992,35,32,2872,3,4,7,10,0,1.2,2.9,"1,40 mill. €"
1808,ESP,Delantero,Osasuna,24,1995,19,9,705,1,2,3,1,0,1.8,1.1,"18,00 mill. €"
1809,BRA,Defensa,Sevilla,26,1993,35,35,3134,2,0,2,7,0,2.3,0.6,"20,00 mill. €"
1810,BEL,Centrocampista,Atlético Madrid,25,1993,15,6,631,1,2,3,2,0,1.2,1.0,500 mil €
1811,POR,Defensa,Sevilla,30,1988,11,10,847,0,0,0,3,0,0.6,0.0,500 mil €
1813,POR,Centrocampista,Betis,27,1992,13,11,892,0,0,0,6,1,0.6,0.8,"9,00 mill. €"
1814,BRA,Centrocampista,Real Madrid,27,1992,35,35,3088,4,3,7,12,0,4.2,1.5,"40,00 mill. €"
1815,ESP,Centrocampista,Villarreal,34,1984,35,29,2450,11,9,20,3,0,8.7,7.4,500 mil €
1816,MAR,Defensa,Villarreal,25,1993,2,2,180,0,0,0,1,0,0.1,0.0,500 mil €
1817,BRA,Delantero,Eibar,35,1984,30,13,1301,6,0,6,8,0,4.6,0.9,300 mil €
1818,ARG,Delantero,Mallorca,31,1988,13,1,209,0,0,0,1,0,0.8,0.1,800 mil €
1819,SEN,Centrocampista,Celta Vigo,21,1997,16,6,599,0,1,1,5,1,0.1,0.5,"20,00 mill. €"
1820,ESP,Defensa,Getafe,27,1992,4,3,309,0,0,0,4,0,0.2,0.0,500 mil €
1821,RUS,Centrocampista,Valencia,28,1990,24,9,926,1,2,3,5,0,3.4,1.5,"1,00 mill. €"
1822,NGA,Delantero,Villarreal,20,1999,37,20,2048,3,2,5,2,0,3.4,4.4,"1,50 mill. €"
1823,ESP,PO,Valladolid,25,1994,3,3,244,0,0,0,0,0,0.0,0.0,"25,00 mill. €"
1824,NED,PO,Valencia,30,1989,24,24,2096,0,1,1,1,0,0.0,0.0,"2,50 mill. €"
1825,ESP,Centrocampista,Atlético Madrid,20,1999,1,0,4,0,0,0,0,0,0.0,0.0,"1,50 mill. €"
1826,ESP,Defensa,Levante,27,1992,23,20,1848,0,2,2,4,0,0.4,2.0,300 mil €
1827,ESP,Defensa,Levante,32,1987,17,11,989,1,0,1,3,0,0.9,0.3,600 mil €
1828,ESP,Delantero,Barcelona,20,1999,1,0,6,0,0,0,0,0,0.0,0.0,"3,00 mill. €"
1829,FRA,Centrocampista,Valencia,28,1991,26,21,1905,0,0,0,8,1,0.4,0.2,"2,50 mill. €"
1830,FRA,Defensa,Espanyol,28,1990,3,3,269,0,0,0,1,0,0.1,1.0,"1,00 mill. €"
1831,ESP,Delantero,Athletic Club,22,1997,24,21,1442,1,4,5,4,0,1.8,1.3,500 mil €
1832,ARG,Centrocampista,Atlético Madrid,24,1995,33,22,2061,5,6,11,5,0,6.4,4.6,"8,00 mill. €"
1833,ESP,Defensa,Eibar,26,1992,12,11,929,0,0,0,3,0,0.2,0.2,"30,00 mill. €"
1834,POR,Defensa,Valencia,20,1999,4,3,259,0,0,0,0,0,0.0,0.1,800 mil €
1835,ESP,Delantero,Granada,19,2000,8,2,181,1,0,1,2,0,0.9,0.2,"2,00 mill. €"
1836,ESP,Delantero,Atlético Madrid,30,1988,23,14,1350,5,4,9,5,0,6.7,2.8,"1,20 mill. €"
1837,ESP,Defensa,Valencia,31,1988,19,15,1389,0,1,1,2,1,0.1,0.5,800 mil €
1838,ESP,Defensa,Celta Vigo,24,1995,6,3,338,0,0,0,1,0,0.1,0.0,"45,00 mill. €"
1839,BEL,PO,Real Madrid,27,1992,34,34,3060,0,0,0,1,0,0.1,0.0,"10,00 mill. €"
1840,URU,Centrocampista,Eibar,25,1993,18,9,877,0,0,0,1,0,0.3,0.3,"1,50 mill. €"
1841,COL,Delantero,Mallorca,20,1999,22,17,1487,5,1,6,5,1,3.8,1.8,"28,00 mill. €"
1842,ESP,Centrocampista,Getafe,21,1998,37,37,3237,1,5,6,9,0,2.2,4.4,"1,80 mill. €"
1843,ESP,PO,Leganés,35,1984,27,27,2429,0,0,0,4,1,0.0,0.0,100 mil €
1844,ISR,Delantero,Sevilla,27,1992,2,0,26,0,0,0,0,0,0.1,0.0,"3,00 mill. €"
1845,ESP,Centrocampista,Espanyol,25,1993,36,29,2658,2,1,3,4,0,3.4,2.7,"16,00 mill. €"
1846,FRA,Delantero,Barcelona,22,1997,5,3,357,1,0,1,1,1,1.3,0.4,"60,00 mill. €"
1847,BRA,Delantero,Getafe,28,1991,5,3,204,0,1,1,2,0,0.6,0.4,"1,00 mill. €"
1848,GUI,Defensa,Valencia,22,1996,21,15,1444,0,0,0,5,0,0.1,0.1,"6,00 mill. €"
1849,ESP,Delantero,Real Madrid,19,1999,6,0,65,0,0,0,1,0,0.2,0.0,"20,00 mill. €"
1850,ESP,Defensa,Granada,31,1988,36,33,2884,1,5,6,4,0,0.9,4.3,700 mil €
1851,FRA,Delantero,Real Sociedad,19,1999,2,0,29,0,1,1,0,0,0.1,0.2,900 mil €
1852,SRB,PO,Eibar,27,1992,35,35,3150,0,0,0,3,0,0.5,0.0,"2,00 mill. €"
1853,ESP,PO,Valencia,28,1990,15,14,1324,0,0,0,1,0,0.0,0.0,"1,00 mill. €"
1854,POR,Defensa,Granada,24,1995,36,34,3087,3,1,4,7,0,1.6,0.1,"3,00 mill. €"
1855,CRC,Defensa,Levante,30,1989,8,5,485,0,0,0,0,0,0.6,0.0,500 mil €
1856,ESP,Defensa,Alavés,23,1995,31,30,2663,0,1,1,11,0,1.1,1.4,"2,50 mill. €"
1857,ESP,Delantero,Getafe,19,1999,12,4,378,1,1,2,3,0,0.5,0.2,"5,00 mill. €"
