,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
1407,Sebastian Prödl,AUT,Defensa,Watford,32,1987,1,1,56,0,0,0,0,0,0.1,0.0,2019-2020
1408,Davy Pröpper,NED,Centrocampista,Brighton,27,1991,35,32,2829,1,2,3,4,0,1.6,2.5,2019-2020
1409,Teemu Pukki,FIN,Delantero,Norwich City,29,1990,36,33,2886,11,3,14,3,0,11.2,3.8,2019-2020
1410,Christian Pulisic,USA,Delantero,Chelsea,20,1998,25,19,1722,9,4,13,0,0,9.0,3.6,2019-2020
1411,Ignacio Pussetto,ARG,Delantero,Watford,23,1995,7,0,74,0,0,0,1,0,0.0,0.0,2019-2020
1412,Domingos Quina,POR,Centrocampista,Watford,19,1999,4,0,22,0,0,0,0,0,0.0,0.0,2019-2020
1413,Aaron Ramsdale,ENG,PO,Bournemouth,21,1998,37,37,3330,0,1,1,0,0,0.0,0.7,2019-2020
1414,Darren Randolph,IRL,PO,West Ham,32,1987,2,2,180,0,0,0,0,0,0.0,0.0,2019-2020
1415,Marcus Rashford,ENG,Delantero,Manchester Utd,21,1997,31,31,2643,17,7,24,3,0,19.2,5.0,2019-2020
1416,Nathan Redmond,ENG,Centrocampista,Southampton,25,1994,32,32,2762,4,4,8,2,0,5.1,3.3,2019-2020
1417,Pepe Reina,ESP,PO,Aston Villa,36,1982,12,12,1080,0,0,0,1,0,0.0,0.0,2019-2020
1418,Declan Rice,ENG,Centrocampista,West Ham,20,1999,38,38,3420,1,3,4,6,0,1.3,1.4,2019-2020
1419,Richarlison,BRA,Delantero,Everton,22,1997,36,36,3070,13,3,16,8,0,9.1,6.7,2019-2020
1420,Diego Rico,ESP,Defensa,Bournemouth,26,1993,27,27,2332,0,4,4,6,0,0.4,3.2,2019-2020
1421,Jaïro Riedewald,NED,Defensa,Crystal Palace,22,1996,17,7,769,0,0,0,0,0,0.1,0.2,2019-2020
1422,Matt Ritchie,SCO,Defensa,Newcastle Utd,29,1989,18,14,1315,2,1,3,4,0,1.7,2.3,2019-2020
1423,Roberto,ESP,PO,West Ham,33,1986,8,7,687,0,0,0,0,0,0.0,0.0,2019-2020
1424,Patrick Roberts,ENG,Delantero,Norwich City,22,1997,3,0,26,0,0,0,0,0,0.0,0.0,2019-2020
1425,Andrew Robertson,SCO,Defensa,Liverpool,25,1994,36,34,3111,2,12,14,2,0,1.8,7.5,2019-2020
1426,Callum Robinson,IRL,Delantero,Sheffield Utd,24,1995,16,9,676,1,1,2,1,0,1.6,0.4,2019-2020
1427,Jack Robinson,ENG,Defensa,Sheffield Utd,25,1993,6,6,504,0,0,0,0,0,0.0,0.2,2019-2020
1428,Rodri,ESP,Centrocampista,Manchester City,23,1996,35,29,2486,3,2,5,8,0,0.9,2.6,2019-2020
1429,Jay Rodriguez,ENG,Delantero,Burnley,30,1989,36,20,2016,8,1,9,1,0,8.8,0.6,2019-2020
1430,Jack Rodwell,ENG,Centrocampista,Sheffield Utd,28,1991,1,0,16,0,0,0,0,0,0.0,0.0,2019-2020
1431,Marcos Rojo,ARG,Defensa,Manchester Utd,29,1990,3,1,122,0,0,0,1,0,0.2,0.0,2019-2020
1432,Oriol Romeu,ESP,Centrocampista,Southampton,27,1991,30,20,1860,0,0,0,5,0,0.2,1.6,2019-2020
1433,Danny Rose,ENG,Defensa,Tottenham,29,1990,12,10,893,0,0,0,5,0,0.1,0.6,2019-2020
1434,Danny Rose,ENG,Defensa,Newcastle Utd,29,1990,11,10,863,0,0,0,2,0,0.0,0.2,2019-2020
1435,Antonio Rüdiger,GER,Defensa,Chelsea,26,1993,20,19,1710,2,0,2,3,0,0.9,0.6,2019-2020
1436,Lukas Rupp,GER,Delantero,Norwich City,28,1991,12,8,695,0,0,0,1,0,0.9,0.9,2019-2020
1437,Mathew Ryan,AUS,PO,Brighton,27,1992,38,38,3420,0,0,0,0,0,0.0,0.0,2019-2020
1438,Allan Saint-Maximin,FRA,Centrocampista,Newcastle Utd,22,1997,26,23,1863,3,4,7,0,0,3.3,3.3,2019-2020
1439,Romain Saïss,MAR,Defensa,Wolves,29,1990,33,31,2705,2,1,3,12,1,3.4,1.3,2019-2020
1440,Bukayo Saka,ENG,Defensa,Arsenal,17,2001,26,19,1753,1,5,6,6,0,1.0,3.3,2019-2020
1441,Mamadou Sakho,FRA,Defensa,Crystal Palace,29,1990,14,11,931,0,0,0,1,1,0.0,0.1,2019-2020
1442,Mohamed Salah,EGY,Delantero,Liverpool,27,1992,34,33,2876,19,10,29,1,0,19.0,7.8,2019-2020
1443,Mbwana Samatta,TAN,Delantero,Aston Villa,26,1992,14,11,943,1,0,1,1,0,2.3,0.6,2019-2020
1444,Carlos Sánchez,COL,Centrocampista,West Ham,33,1986,6,1,117,0,0,0,0,0,0.0,0.0,2019-2020
1445,Davinson Sánchez,COL,Defensa,Tottenham,23,1996,29,27,2431,0,0,0,6,0,0.6,0.0,2019-2020
1446,Leroy Sané,GER,Delantero,Manchester City,23,1996,1,0,12,0,0,0,0,0,0.1,0.0,2019-2020
1447,Ismaila Sarr,SEN,Delantero,Watford,21,1998,28,22,2028,5,4,9,1,0,6.1,4.5,2019-2020
1448,Fabian Schär,SUI,Defensa,Newcastle Utd,27,1991,22,18,1672,2,0,2,5,0,1.4,0.1,2019-2020
1449,Ezequiel Schelotto,ITA,Defensa,Brighton,30,1989,8,4,361,0,0,0,2,0,0.2,0.0,2019-2020
1450,Jeffrey Schlupp,GHA,Delantero,Crystal Palace,26,1992,17,11,1036,3,1,4,2,0,1.7,0.8,2019-2020
1451,Kasper Schmeichel,DEN,PO,Leicester City,32,1986,38,38,3420,0,0,0,2,0,0.0,0.5,2019-2020
1452,Morgan Schneiderlin,FRA,Centrocampista,Everton,29,1989,15,12,1001,0,0,0,6,1,0.2,0.1,2019-2020
1453,Ryan Sessegnon,ENG,Defensa,Tottenham,19,2000,6,4,342,0,0,0,0,0,0.1,0.1,2019-2020
1454,Xherdan Shaqiri,SUI,Delantero,Liverpool,27,1991,7,2,185,1,0,1,0,0,0.5,0.2,2019-2020
1455,Billy Sharp,ENG,Delantero,Sheffield Utd,33,1986,25,10,1051,3,2,5,1,1,3.8,2.3,2019-2020
1456,Luke Shaw,ENG,Defensa,Manchester Utd,24,1995,24,20,1733,0,0,0,7,0,0.7,1.4,2019-2020
1457,Jonjo Shelvey,ENG,Centrocampista,Newcastle Utd,27,1992,26,25,2119,6,2,8,3,0,2.5,3.6,2019-2020
1458,Djibril Sidibé,FRA,Defensa,Everton,27,1992,25,18,1824,0,4,4,3,0,0.4,2.3,2019-2020
1459,Gylfi Sigurðsson,ISL,Centrocampista,Everton,29,1989,35,28,2560,2,3,5,3,0,4.0,4.2,2019-2020
1460,Bernardo Silva,POR,Delantero,Manchester City,24,1994,34,23,2030,6,7,13,5,0,6.0,5.0,2019-2020
1461,David Silva,ESP,Centrocampista,Manchester City,33,1986,27,22,1826,6,10,16,0,0,6.4,6.5,2019-2020
1462,Jack Simpson,ENG,Defensa,Bournemouth,22,1996,4,1,241,0,0,0,0,0,0.0,0.1,2019-2020
1463,Moussa Sissoko,FRA,Centrocampista,Tottenham,29,1989,29,28,2452,2,1,3,8,0,2.2,1.1,2019-2020
1464,Oliver Skipp,ENG,Centrocampista,Tottenham,18,2000,7,1,77,0,0,0,0,0,0.0,0.0,2019-2020
1465,William Smallbone,IRL,Centrocampista,Southampton,19,2000,9,4,393,0,2,2,0,0,0.3,0.2,2019-2020
1466,Adam Smith,ENG,Defensa,Bournemouth,28,1991,24,24,2055,0,1,1,7,0,0.8,1.1,2019-2020
1467,Emile Smith Rowe,ENG,Centrocampista,Arsenal,19,2000,2,1,97,0,0,0,0,0,0.0,0.0,2019-2020
1468,Robert Snodgrass,SCO,Centrocampista,West Ham,31,1987,24,17,1509,5,5,10,4,0,2.5,3.2,2019-2020
1469,Cédric Soares,POR,Centrocampista,Arsenal,27,1991,5,3,249,1,0,1,0,0,0.0,0.0,2019-2020
1470,Cédric Soares,POR,Defensa,Southampton,27,1991,16,16,1306,0,1,1,1,0,0.6,0.7,2019-2020
1471,Dominic Solanke,ENG,Delantero,Bournemouth,21,1997,32,17,1651,3,1,4,1,0,4.6,1.2,2019-2020
1472,Tomáš Souček,CZE,Centrocampista,West Ham,24,1995,13,12,1040,3,0,3,0,0,2.8,0.3,2019-2020
1473,Çağlar Söyüncü,TUR,Defensa,Leicester City,23,1996,34,34,3036,1,1,2,4,1,2.1,0.8,2019-2020
1474,Dennis Srbeny,GER,Centrocampista,Norwich City,25,1994,8,0,47,1,0,1,0,0,0.5,0.0,2019-2020
1475,Jack Stacey,ENG,Defensa,Bournemouth,23,1996,19,17,1549,0,2,2,2,0,0.5,2.2,2019-2020
1476,Junior Stanislas,ENG,Centrocampista,Bournemouth,29,1989,15,7,712,3,0,3,1,0,2.1,0.8,2019-2020
1477,Jed Steer,ENG,PO,Aston Villa,26,1992,1,1,7,0,0,0,0,0,0.0,0.0,2019-2020
1478,Dale Stephens,ENG,Centrocampista,Brighton,30,1989,33,28,2530,0,1,1,8,0,0.6,1.3,2019-2020
1479,Jack Stephens,ENG,Defensa,Southampton,25,1994,28,27,2451,1,3,4,4,1,1.0,1.4,2019-2020
1480,Raheem Sterling,ENG,Delantero,Manchester City,24,1994,33,30,2651,20,1,21,5,0,18.2,6.2,2019-2020
1481,Enda Stevens,IRL,Defensa,Sheffield Utd,29,1990,38,38,3345,2,4,6,7,0,1.3,5.3,2019-2020
1482,Marco Stiepermann,GER,Centrocampista,Norwich City,28,1991,24,14,1180,0,0,0,6,0,1.5,0.8,2019-2020
1483,John Stones,ENG,Defensa,Manchester City,25,1994,16,12,1122,0,0,0,0,0,0.4,0.1,2019-2020
1484,Isaac Success,NGA,Delantero,Watford,23,1996,5,0,70,0,0,0,1,0,0.1,0.1,2019-2020
1485,Ki Sung-yueng,KOR,Centrocampista,Newcastle Utd,30,1989,3,1,137,0,0,0,0,0,0.0,0.1,2019-2020
1486,Andrew Surman,ENG,Centrocampista,Bournemouth,32,1986,5,2,235,0,0,0,1,0,0.0,0.0,2019-2020
1487,Sam Surridge,ENG,Delantero,Bournemouth,21,1998,4,0,27,0,0,0,0,0,0.5,0.1,2019-2020
1488,Japhet Tanganga,ENG,Defensa,Tottenham,20,1999,6,6,525,0,0,0,1,0,0.1,0.1,2019-2020
1489,Matt Targett,ENG,Defensa,Aston Villa,23,1995,28,27,2291,1,2,3,4,0,0.4,2.6,2019-2020
1490,James Tarkowski,ENG,Defensa,Burnley,26,1992,38,38,3420,2,2,4,10,0,2.1,3.1,2019-2020
1491,Charlie Taylor,ENG,Defensa,Burnley,25,1993,24,22,1945,0,1,1,3,0,0.0,0.9,2019-2020
1492,Neil Taylor,WAL,Defensa,Aston Villa,30,1989,14,11,1091,0,0,0,2,0,0.2,0.4,2019-2020
1493,Nathan Tella,NGA,Delantero,Southampton,20,1999,1,0,3,0,0,0,0,0,0.0,0.0,2019-2020
1494,Alexander Tettey,NOR,Centrocampista,Norwich City,33,1986,30,28,2338,1,1,2,5,0,0.8,0.5,2019-2020
1495,Jordan Thomas,ENG,Delantero,Norwich City,18,2001,1,0,1,0,0,0,0,0,0.0,0.0,2019-2020
1496,Luke Thomas,ENG,Centrocampista,Leicester City,18,2001,3,3,267,0,1,1,0,0,0.0,0.6,2019-2020
1497,Max Thompson,ENG,Delantero,Burnley,17,2002,1,0,3,0,0,0,0,0,0.0,0.0,2019-2020
1498,Youri Tielemans,BEL,Centrocampista,Leicester City,22,1997,37,32,2828,3,6,9,2,0,2.7,4.5,2019-2020
1499,Kieran Tierney,SCO,Defensa,Arsenal,22,1997,15,12,989,1,1,2,2,0,0.2,1.0,2019-2020
1500,James Tomkins,ENG,Defensa,Crystal Palace,30,1989,18,18,1582,1,1,2,5,0,1.1,0.1,2019-2020
1501,Fikayo Tomori,ENG,Defensa,Chelsea,21,1997,15,15,1291,1,0,1,3,0,0.4,0.1,2019-2020
1502,Lucas Torreira,URU,Centrocampista,Arsenal,23,1996,29,17,1512,1,1,2,7,0,1.4,0.8,2019-2020
1503,Cenk Tosun,TUR,Delantero,Crystal Palace,28,1991,5,2,177,1,0,1,0,0,0.5,0.6,2019-2020
1504,Cenk Tosun,TUR,Delantero,Everton,28,1991,5,2,291,1,0,1,0,0,1.0,0.2,2019-2020
1505,Andros Townsend,ENG,Delantero,Crystal Palace,28,1991,24,14,1294,1,1,2,0,0,0.4,1.9,2019-2020
1506,Adama Traoré,ESP,Delantero,Wolves,23,1996,37,27,2605,4,9,13,1,0,3.8,6.6,2019-2020
1507,Mark Travers,IRL,PO,Bournemouth,20,1999,1,1,90,0,0,0,0,0,0.0,0.0,2019-2020
1508,Trézéguet,EGY,Delantero,Aston Villa,24,1994,34,20,1950,6,1,7,4,1,4.7,1.0,2019-2020
1509,Leandro Trossard,BEL,Delantero,Brighton,24,1994,31,22,2011,5,3,8,0,0,5.0,3.9,2019-2020
1510,Tom Trybull,GER,Centrocampista,Norwich City,26,1993,16,14,1130,0,0,0,2,0,0.5,0.1,2019-2020
1511,Axel Tuanzebe,ENG,Defensa,Manchester Utd,21,1997,5,2,189,0,0,0,0,0,0.0,0.0,2019-2020
1512,Yan Valery,TUN,Defensa,Southampton,20,1999,11,10,779,0,0,0,1,0,0.3,1.0,2019-2020
1513,Jesús Vallejo,ESP,Defensa,Wolves,22,1997,2,1,163,0,0,0,1,0,0.0,0.0,2019-2020
1514,Virgil van Dijk,NED,Defensa,Liverpool,28,1991,38,38,3420,5,1,6,1,0,2.9,1.3,2019-2020
1515,Jamie Vardy,ENG,Delantero,Leicester City,32,1987,35,34,3033,23,5,28,2,0,19.2,5.9,2019-2020
1516,Indiana Vassilev,USA,Delantero,Aston Villa,18,2001,4,0,51,0,0,0,0,0,0.0,0.0,2019-2020
1517,Jan Vertonghen,BEL,Defensa,Tottenham,32,1987,23,19,1645,1,1,2,2,0,0.4,0.9,2019-2020
1518,Jannik Vestergaard,DEN,Defensa,Southampton,26,1992,19,17,1497,1,0,1,3,0,1.4,0.5,2019-2020
1519,Rúben Vinagre,POR,Centrocampista,Wolves,20,1999,16,6,652,0,0,0,1,0,0.3,0.6,2019-2020
1520,Jake Vokins,ENG,Defensa,Southampton,19,2000,1,1,90,0,0,0,0,0,0.0,0.1,2019-2020
1521,Mario Vrančić,BIH,Centrocampista,Norwich City,30,1989,20,6,636,1,0,1,3,0,1.5,0.9,2019-2020
1522,Matěj Vydra,CZE,Delantero,Burnley,27,1992,19,7,819,2,1,3,0,0,3.8,1.0,2019-2020
1523,Theo Walcott,ENG,Centrocampista,Everton,30,1989,25,17,1287,2,3,5,1,0,3.1,3.7,2019-2020
1524,Kyle Walker,ENG,Defensa,Manchester City,29,1990,29,28,2392,1,4,5,5,0,1.2,1.5,2019-2020
1525,Kyle Walker-Peters,ENG,Defensa,Southampton,22,1997,10,7,703,0,0,0,1,0,0.1,0.6,2019-2020
1526,Kyle Walker-Peters,ENG,Defensa,Tottenham,22,1997,3,3,241,0,0,0,0,0,0.0,0.1,2019-2020
1527,Aaron Wan-Bissaka,ENG,Defensa,Manchester Utd,21,1997,35,34,3070,0,4,4,8,0,0.7,3.0,2019-2020
1528,Victor Wanyama,KEN,Centrocampista,Tottenham,28,1991,2,0,25,0,0,0,1,0,0.0,0.0,2019-2020
1529,Joel Ward,ENG,Defensa,Crystal Palace,29,1989,29,27,2382,0,0,0,4,0,0.3,0.3,2019-2020
1530,James Ward-Prowse,ENG,Centrocampista,Southampton,24,1994,38,38,3420,5,3,8,9,0,7.3,6.8,2019-2020
1531,Kelland Watts,ENG,Defensa,Newcastle Utd,19,1999,1,0,17,0,0,0,0,0,0.0,0.0,2019-2020
1532,Adam Webster,ENG,Defensa,Brighton,24,1995,31,31,2668,3,1,4,4,0,1.3,1.3,2019-2020
1533,Danny Welbeck,ENG,Delantero,Watford,28,1990,18,8,822,2,0,2,0,0,3.9,0.2,2019-2020
1534,Ashley Westwood,ENG,Centrocampista,Burnley,29,1990,35,35,3150,2,6,8,9,0,1.1,6.2,2019-2020
1535,Connor Wickham,ENG,Delantero,Crystal Palace,26,1993,6,0,96,1,1,2,0,0,1.4,0.6,2019-2020
1536,Georginio Wijnaldum,NED,Centrocampista,Liverpool,28,1990,37,35,2935,4,0,4,0,0,2.6,0.8,2019-2020
1537,Jetro Willems,NED,Defensa,Newcastle Utd,25,1994,19,18,1493,2,2,4,0,0,0.6,0.9,2019-2020
1538,Brandon Williams,ENG,Defensa,Manchester Utd,18,2000,17,11,1006,1,0,1,6,0,1.0,0.6,2019-2020
1539,Neco Williams,WAL,Defensa,Liverpool,18,2001,6,3,230,0,0,0,1,0,0.3,0.1,2019-2020
1540,Willian,BRA,Delantero,Chelsea,30,1988,36,29,2600,9,7,16,4,0,7.6,7.7,2019-2020
1541,Joe Willock,ENG,Centrocampista,Arsenal,19,1999,29,8,857,1,1,2,2,0,1.6,1.1,2019-2020
1542,Jack Wilshere,ENG,Centrocampista,West Ham,27,1992,8,2,215,0,0,0,0,0,0.0,0.0,2019-2020
1543,Callum Wilson,ENG,Delantero,Bournemouth,27,1992,35,32,2908,8,1,9,10,0,9.9,2.8,2019-2020
1544,Harry Wilson,WAL,Centrocampista,Bournemouth,22,1997,31,20,1646,7,0,7,2,0,4.0,2.4,2019-2020
1545,Harry Winks,ENG,Centrocampista,Tottenham,23,1996,31,26,2221,0,0,0,9,0,0.5,1.0,2019-2020
1546,Chris Wood,NZL,Delantero,Burnley,27,1991,32,29,2437,14,1,15,1,0,15.7,1.8,2019-2020
1547,Granit Xhaka,SUI,Centrocampista,Arsenal,26,1992,31,30,2586,1,2,3,10,0,0.5,1.0,2019-2020
1548,Andriy Yarmolenko,UKR,Centrocampista,West Ham,29,1989,23,10,991,5,1,6,2,0,2.4,3.5,2019-2020
1549,DeAndre Yedlin,USA,Defensa,Newcastle Utd,26,1993,16,10,938,1,0,1,3,0,0.8,0.3,2019-2020
1550,Maya Yoshida,JPN,Defensa,Southampton,30,1988,8,6,560,0,0,0,1,0,0.7,0.0,2019-2020
1551,Ashley Young,ENG,Defensa,Manchester Utd,34,1985,12,10,955,0,0,0,5,0,0.1,1.5,2019-2020
1552,Pablo Zabaleta,ARG,Defensa,West Ham,34,1985,10,6,592,0,0,0,2,0,0.0,0.4,2019-2020
1553,Wilfried Zaha,CIV,Delantero,Crystal Palace,26,1992,38,37,3280,4,3,7,5,0,5.2,4.0,2019-2020
1554,Christoph Zimmermann,GER,Defensa,Norwich City,26,1993,17,16,1430,0,1,1,3,0,0.4,0.1,2019-2020
1555,Oleksandr Zinchenko,UKR,Defensa,Manchester City,22,1996,19,13,1276,0,0,0,2,1,0.5,1.5,2019-2020
1556,Richairo Živković,CUW,Delantero,Sheffield Utd,22,1996,5,0,112,0,0,0,0,0,0.1,0.1,2019-2020
1557,Kurt Zouma,FRA,Defensa,Chelsea,24,1994,28,25,2344,0,0,0,6,0,1.2,0.2,2019-2020
1558,Patrick van Aanholt,NED,Defensa,Crystal Palace,29,1990,22,20,1777,0,1,1,2,0,1.4,0.7,2020-2021
1559,Tammy Abraham,ENG,Delantero,Chelsea,22,1997,22,12,1040,6,1,7,0,0,5.9,0.7,2020-2021
1560,Che Adams,SCO,Delantero,Southampton,24,1996,36,30,2667,9,5,14,1,0,9.8,5.0,2020-2021
1561,Tosin Adarabioyo,ENG,Defensa,Fulham,22,1997,33,33,2953,0,0,0,1,0,1.1,0.3,2020-2021
1562,Adrián,ESP,PO,Liverpool,33,1987,3,3,270,0,0,0,0,0,0.0,0.0,2020-2021
1563,Sergio Agüero,ARG,Delantero,Manchester City,32,1988,12,7,559,4,1,5,0,0,3.5,1.2,2020-2021
1564,Ola Aina,NGA,Defensa,Fulham,23,1996,31,31,2664,2,1,3,3,0,1.2,1.5,2020-2021
1565,Rayan Aït Nouri,ALG,Defensa,Wolves,19,2001,21,16,1404,1,1,2,1,0,0.6,0.6,2020-2021
1566,Semi Ajayi,NGA,Defensa,West Brom,26,1993,33,31,2780,2,0,2,3,1,1.9,0.5,2020-2021
1567,Nathan Aké,NED,Defensa,Manchester City,25,1995,10,9,797,1,0,1,4,0,0.3,0.0,2020-2021
1568,Marc Albrighton,ENG,Defensa,Leicester City,30,1989,31,17,1746,1,5,6,2,0,1.2,3.5,2020-2021
1569,Thiago Alcántara,ESP,Centrocampista,Liverpool,29,1991,24,20,1854,1,0,1,4,0,1.2,2.3,2020-2021
1570,Toby Alderweireld,BEL,Defensa,Tottenham,31,1989,25,25,2240,1,0,1,2,0,0.7,0.7,2020-2021
1571,Rúnar Alex Rúnarsson,ISL,PO,Arsenal,25,1995,1,0,16,0,0,0,0,0,0.0,0.0,2020-2021
1572,Trent Alexander-Arnold,ENG,Defensa,Liverpool,21,1998,36,34,3031,2,7,9,2,0,2.6,8.6,2020-2021
1573,Ezgjan Alioski,MKD,Defensa,Leeds United,28,1992,36,29,2461,2,3,5,7,0,1.6,3.3,2020-2021
1574,Alisson,BRA,PO,Liverpool,27,1992,33,33,2970,1,0,1,1,0,0.1,0.0,2020-2021
1575,Allan,BRA,Centrocampista,Everton,29,1991,24,23,2051,0,0,0,6,0,0.3,0.8,2020-2021
1576,Dele Alli,ENG,Centrocampista,Tottenham,24,1996,15,7,620,0,1,1,0,0,2.0,1.2,2020-2021
1577,Miguel Almirón,PAR,Centrocampista,Newcastle Utd,26,1994,34,28,2429,4,1,5,3,0,3.2,2.9,2020-2021
1578,Marcos Alonso,ESP,Defensa,Chelsea,29,1990,13,11,960,2,0,2,2,0,1.8,1.3,2020-2021
1579,Steven Alzate,COL,Centrocampista,Brighton,21,1998,15,10,896,1,0,1,2,0,0.8,0.6,2020-2021
1580,Daniel Amartey,GHA,Defensa,Leicester City,25,1994,12,8,722,1,0,1,3,0,0.4,0.0,2020-2021
1581,Ethan Ampadu,WAL,Defensa,Sheffield Utd,19,2000,25,23,2089,0,0,0,3,0,0.3,1.2,2020-2021
1582,Joachim Andersen,DEN,Defensa,Fulham,24,1996,31,30,2730,1,1,2,7,1,1.2,0.4,2020-2021
1583,Elliot Anderson,SCO,Centrocampista,Newcastle Utd,17,2002,1,0,4,0,0,0,0,0,0.0,0.0,2020-2021
1584,Felipe Anderson,BRA,Delantero,West Ham,27,1993,2,0,3,0,0,0,0,0,0.0,0.0,2020-2021
1585,Michail Antonio,JAM,Delantero,West Ham,30,1990,26,24,1974,10,5,15,3,0,12.9,3.0,2020-2021
1586,Alphonse Areola,FRA,PO,Fulham,27,1993,36,36,3240,0,0,0,2,0,0.0,0.0,2020-2021
1587,Stuart Armstrong,SCO,Centrocampista,Southampton,28,1992,33,32,2764,4,5,9,3,0,2.7,2.6,2020-2021
1588,Kepa Arrizabalaga,ESP,PO,Chelsea,25,1994,7,6,585,0,0,0,1,0,0.0,0.0,2020-2021
1589,Pierre-Emerick Aubameyang,GAB,Delantero,Arsenal,31,1989,29,26,2332,10,3,13,2,0,10.2,2.4,2020-2021
1590,Serge Aurier,CIV,Defensa,Tottenham,27,1992,19,19,1605,2,3,5,0,0,1.1,3.4,2020-2021
1591,Charlie Austin,ENG,Delantero,West Brom,31,1989,5,0,138,0,0,0,0,0,0.4,0.0,2020-2021
1592,Jordan Ayew,GHA,Delantero,Crystal Palace,28,1991,33,23,2096,1,3,4,4,0,2.2,0.7,2020-2021
1593,Luke Ayling,ENG,Defensa,Leeds United,28,1991,38,38,3399,0,0,0,7,0,1.7,3.2,2020-2021
1594,César Azpilicueta,ESP,Defensa,Chelsea,30,1989,26,24,2188,1,2,3,5,1,0.7,2.5,2020-2021
1595,Eric Bailly,CIV,Defensa,Manchester Utd,26,1994,12,10,916,0,0,0,3,0,0.1,0.0,2020-2021
1596,Fabián Balbuena,PAR,Defensa,West Ham,28,1991,14,13,1198,1,0,1,1,1,0.7,0.0,2020-2021
1597,George Baldock,GRE,Defensa,Sheffield Utd,27,1993,32,32,2787,0,2,2,7,0,1.2,2.9,2020-2021
1598,Gareth Bale,WAL,Delantero,Tottenham,31,1989,20,10,920,11,2,13,1,0,5.8,1.8,2020-2021
1599,Patrick Bamford,ENG,Delantero,Leeds United,26,1993,38,37,3050,17,7,24,3,0,18.2,3.5,2020-2021
1600,Phil Bardsley,SCO,Defensa,Burnley,35,1985,4,3,274,0,0,0,2,0,0.1,0.0,2020-2021
1601,Ross Barkley,ENG,Centrocampista,Aston Villa,26,1993,24,18,1531,3,1,4,0,0,3.1,4.2,2020-2021
1602,Ross Barkley,ENG,Delantero,Chelsea,26,1993,2,0,42,0,0,0,0,0,0.0,0.1,2020-2021
1603,Ashley Barnes,ENG,Delantero,Burnley,30,1989,22,15,1331,3,0,3,4,0,4.1,0.8,2020-2021
1604,Harvey Barnes,ENG,Delantero,Leicester City,22,1997,25,22,1945,9,4,13,0,0,5.9,1.6,2020-2021
1605,Kyle Bartley,ENG,Defensa,West Brom,29,1991,30,28,2584,3,1,4,4,0,2.5,1.4,2020-2021
1606,Chris Basham,ENG,Defensa,Sheffield Utd,32,1988,31,31,2576,0,1,1,5,0,0.7,0.9,2020-2021
1607,Michy Batshuayi,BEL,Delantero,Crystal Palace,26,1993,18,7,728,2,1,3,0,0,1.6,1.6,2020-2021
1608,Jan Bednarek,POL,Defensa,Southampton,24,1996,36,36,3100,1,1,2,5,1,0.7,0.6,2020-2021
1609,Donny van de Beek,NED,Centrocampista,Manchester Utd,23,1997,19,4,524,1,1,2,1,0,0.4,0.9,2020-2021
1610,Héctor Bellerín,ESP,Defensa,Arsenal,25,1995,25,24,2089,1,2,3,8,0,0.8,2.4,2020-2021
1611,Saïd Benrahma,ALG,Delantero,West Ham,24,1995,30,14,1391,1,6,7,0,0,2.6,4.1,2020-2021
1612,Josh Benson,ENG,Centrocampista,Burnley,20,1999,6,2,264,0,0,0,0,0,0.2,0.0,2020-2021
1613,Christian Benteke,BEL,Delantero,Crystal Palace,29,1990,30,21,1816,10,1,11,3,1,8.3,0.9,2020-2021
1614,Gaetano Berardi,SUI,Defensa,Leeds United,31,1988,2,1,113,0,0,0,0,0,0.1,0.0,2020-2021
1615,Jóhann Berg Guðmundsson,ISL,Centrocampista,Burnley,29,1990,22,16,1363,2,0,2,2,0,1.2,0.5,2020-2021
1616,Sander Berge,NOR,Centrocampista,Sheffield Utd,22,1998,15,13,1120,1,1,2,4,0,1.2,1.1,2020-2021
1617,Steven Bergwijn,NED,Delantero,Tottenham,22,1997,21,13,1208,1,3,4,3,0,2.0,0.9,2020-2021
1618,Bernard,BRA,Centrocampista,Everton,27,1992,12,3,455,1,0,1,2,0,0.3,0.6,2020-2021
1619,Bernardo,BRA,Defensa,Brighton,25,1995,3,2,206,0,0,0,0,0,0.4,0.1,2020-2021
1620,Ryan Bertrand,ENG,Defensa,Southampton,30,1989,29,29,2598,0,1,1,5,0,0.4,1.3,2020-2021
1621,Yves Bissouma,MLI,Centrocampista,Brighton,23,1996,36,35,3111,1,0,1,8,1,1.4,0.9,2020-2021
1622,Jayden Bogle,ENG,Defensa,Sheffield Utd,20,2000,16,12,1110,2,0,2,2,0,1.9,0.2,2020-2021
1623,Willy Boly,CIV,Defensa,Wolves,29,1991,21,21,1879,1,1,2,2,0,1.1,0.3,2020-2021
1624,Jarrod Bowen,ENG,Delantero,West Ham,23,1996,38,30,2562,8,5,13,0,0,7.1,5.0,2020-2021
1625,Robbie Brady,IRL,Centrocampista,Burnley,28,1992,19,12,1052,1,1,2,3,0,0.8,0.9,2020-2021
1626,Rhian Brewster,ENG,Delantero,Sheffield Utd,20,2000,27,12,1128,0,0,0,1,0,1.8,1.6,2020-2021
