,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
1627,Nathan Broadhead,WAL,Delantero,Everton,22,1998,1,0,3,0,0,0,0,0,0.0,0.0,2020-2021
1628,Josh Brownhill,ENG,Centrocampista,Burnley,24,1995,33,32,2813,0,1,1,2,0,1.9,0.7,2020-2021
1629,Joe Bryan,ENG,Defensa,Fulham,26,1993,16,7,669,1,0,1,2,0,0.6,0.3,2020-2021
1630,Kean Bryan,ENG,Defensa,Sheffield Utd,23,1996,13,12,1004,1,0,1,1,0,0.9,0.6,2020-2021
1631,Oliver Burke,SCO,Delantero,Sheffield Utd,23,1997,25,14,1269,1,1,2,2,0,2.1,2.2,2020-2021
1632,Dan Burn,ENG,Defensa,Brighton,28,1992,27,23,2061,1,0,1,5,0,1.5,0.8,2020-2021
1633,Jack Butland,ENG,PO,Crystal Palace,27,1993,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1634,David Button,ENG,PO,West Brom,31,1989,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1635,Oskar Buur,DEN,Defensa,Wolves,22,1998,1,0,22,0,0,0,0,0,0.0,0.0,2020-2021
1636,Willy Caballero,ARG,PO,Chelsea,38,1981,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1637,Gary Cahill,ENG,Defensa,Crystal Palace,34,1985,20,20,1800,1,1,2,3,0,0.7,0.6,2020-2021
1638,Tom Cairney,SCO,Centrocampista,Fulham,29,1991,10,9,759,1,1,2,2,0,0.5,1.1,2020-2021
1639,Dominic Calvert-Lewin,ENG,Delantero,Everton,23,1997,33,32,2871,16,0,16,3,0,16.3,2.0,2020-2021
1640,João Cancelo,POR,Defensa,Manchester City,26,1994,28,27,2299,2,3,5,5,1,1.6,4.6,2020-2021
1641,Ian Carlo Poveda,ENG,Centrocampista,Leeds United,20,2000,14,0,355,0,0,0,0,0,0.3,1.1,2020-2021
1642,Andy Carroll,ENG,Delantero,Newcastle Utd,31,1989,18,4,392,1,0,1,1,0,0.8,0.1,2020-2021
1643,Scott Carson,ENG,PO,Manchester City,34,1985,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1644,Fabio Carvalho,POR,Centrocampista,Fulham,17,2002,4,3,255,1,0,1,0,0,1.2,0.4,2020-2021
1645,Matty Cash,POL,Defensa,Aston Villa,22,1997,28,28,2372,0,2,2,8,1,0.3,1.7,2020-2021
1646,Kiko Casilla,ESP,PO,Leeds United,33,1986,3,3,270,0,0,0,0,0,0.0,0.0,2020-2021
1647,Timothy Castagne,BEL,Defensa,Leicester City,24,1995,27,27,2345,2,3,5,1,0,1.1,2.2,2020-2021
1648,Jonny Castro,ESP,Centrocampista,Wolves,26,1994,7,7,495,0,0,0,0,0,0.1,0.1,2020-2021
1649,Ivan Cavaleiro,POR,Delantero,Fulham,26,1993,36,27,2472,3,0,3,2,0,6.4,2.7,2020-2021
1650,Edinson Cavani,URU,Delantero,Manchester Utd,33,1987,26,13,1375,10,3,13,4,0,8.0,2.2,2020-2021
1651,Dani Ceballos,ESP,Centrocampista,Arsenal,23,1996,25,17,1615,0,3,3,4,0,0.6,2.6,2020-2021
1652,Calum Chambers,ENG,Defensa,Arsenal,25,1995,10,8,753,0,2,2,0,0,0.4,1.1,2020-2021
1653,Ben Chilwell,ENG,Defensa,Chelsea,23,1996,27,27,2286,3,5,8,3,0,2.4,2.4,2020-2021
1654,Hamza Choudhury,ENG,Centrocampista,Leicester City,22,1997,10,4,316,0,0,0,1,0,0.4,0.0,2020-2021
1655,Andreas Christensen,DEN,Defensa,Chelsea,24,1996,17,15,1371,0,0,0,2,1,0.1,0.3,2020-2021
1656,Carney Chukwuemeka,ENG,Centrocampista,Aston Villa,16,2003,2,0,20,0,0,0,0,0,0.0,0.0,2020-2021
1657,Ciaran Clark,IRL,Defensa,Newcastle Utd,30,1989,22,21,1891,1,0,1,3,0,0.7,0.1,2020-2021
1658,Nathaniel Clyne,ENG,Defensa,Crystal Palace,29,1991,13,13,1145,0,1,1,2,0,0.2,0.2,2020-2021
1659,Conor Coady,ENG,Defensa,Wolves,27,1993,37,37,3303,1,0,1,5,0,1.0,0.2,2020-2021
1660,Séamus Coleman,IRL,Defensa,Everton,31,1988,25,18,1613,0,3,3,0,0,0.9,1.8,2020-2021
1661,Aaron Connolly,IRL,Delantero,Brighton,20,2000,17,9,791,2,1,3,0,0,4.0,0.2,2020-2021
1662,Liam Cooper,SCO,Defensa,Leeds United,28,1991,25,25,2185,1,0,1,4,1,1.8,0.0,2020-2021
1663,Theo Corbeanu,CAN,Delantero,Wolves,18,2002,1,0,9,0,0,0,0,0,0.0,0.0,2020-2021
1664,Jack Cork,ENG,Centrocampista,Burnley,31,1989,16,15,1350,0,0,0,2,0,0.2,0.6,2020-2021
1665,Hélder Costa,ANG,Centrocampista,Leeds United,26,1994,22,13,1156,3,3,6,0,0,2.2,0.6,2020-2021
1666,Vladimír Coufal,CZE,Defensa,West Ham,27,1992,34,34,3054,0,7,7,3,0,1.3,5.5,2020-2021
1667,Aaron Cresswell,ENG,Defensa,West Ham,30,1989,36,36,3170,0,8,8,3,0,1.0,6.5,2020-2021
1668,Patrick Cutrone,ITA,Delantero,Wolves,22,1998,2,0,25,0,0,0,0,0,0.1,0.0,2020-2021
1669,Stuart Dallas,NIR,Centrocampista,Leeds United,29,1991,38,38,3409,8,2,10,7,0,4.2,1.8,2020-2021
1670,Scott Dann,ENG,Defensa,Crystal Palace,33,1987,15,15,1350,1,0,1,1,0,0.3,0.0,2020-2021
1671,Karl Darlow,ENG,PO,Newcastle Utd,29,1990,25,25,2250,0,0,0,3,0,0.0,0.0,2020-2021
1672,Ben Davies,WAL,Defensa,Tottenham,27,1993,20,14,1346,0,1,1,1,0,0.2,0.6,2020-2021
1673,Tom Davies,ENG,Centrocampista,Everton,22,1998,25,17,1423,0,1,1,3,0,0.2,0.9,2020-2021
1674,Keinan Davis,ENG,Delantero,Aston Villa,22,1998,15,1,277,1,1,2,0,0,1.5,0.6,2020-2021
1675,Leif Davis,ENG,Defensa,Leeds United,20,2000,2,0,33,0,0,0,0,0,0.0,0.0,2020-2021
1676,Craig Dawson,ENG,Defensa,West Ham,30,1990,22,22,1925,3,0,3,5,1,1.9,0.1,2020-2021
1677,Kevin De Bruyne,BEL,Centrocampista,Manchester City,29,1991,25,23,1997,6,12,18,1,0,9.3,8.0,2020-2021
1678,Liam Delap,ENG,Delantero,Manchester City,17,2003,1,0,40,0,0,0,0,0,0.0,0.0,2020-2021
1679,Fabian Delph,ENG,Centrocampista,Everton,30,1989,8,2,266,0,0,0,1,0,0.0,0.1,2020-2021
1680,Leander Dendoncker,BEL,Centrocampista,Wolves,25,1995,33,28,2503,1,0,1,4,0,3.1,0.7,2020-2021
1681,Mbaye Diagne,SEN,Delantero,West Brom,28,1991,16,14,1189,3,2,5,2,0,6.6,1.0,2020-2021
1682,Amad Diallo,CIV,Delantero,Manchester Utd,18,2002,3,2,166,0,1,1,0,0,0.0,0.5,2020-2021
1683,Ibrahima Diallo,FRA,Centrocampista,Southampton,21,1999,22,10,1020,0,0,0,3,0,0.5,0.6,2020-2021
1684,Grady Diangana,COD,Centrocampista,West Brom,22,1998,20,15,1235,1,0,1,0,0,1.1,0.2,2020-2021
1685,Rúben Dias,POR,Defensa,Manchester City,23,1997,32,32,2843,1,0,1,4,0,1.9,0.1,2020-2021
1686,Eric Dier,ENG,Defensa,Tottenham,26,1994,28,28,2520,0,0,0,3,0,1.2,0.3,2020-2021
1687,Lucas Digne,FRA,Defensa,Everton,27,1993,30,30,2681,0,7,7,2,1,0.5,5.2,2020-2021
1688,Issa Diop,FRA,Defensa,West Ham,23,1997,18,15,1381,2,0,2,3,0,0.5,0.0,2020-2021
1689,Moussa Djenepo,MLI,Centrocampista,Southampton,22,1998,27,15,1240,1,0,1,5,0,0.8,0.4,2020-2021
1690,Matt Doherty,IRL,Defensa,Tottenham,28,1992,17,13,1240,0,2,2,4,1,0.4,0.7,2020-2021
1691,Gabriel Dos Santos,BRA,Defensa,Arsenal,22,1997,23,22,1996,2,0,2,4,1,1.3,0.1,2020-2021
1692,Abdoulaye Doucouré,MLI,Centrocampista,Everton,27,1993,29,29,2443,2,3,5,6,0,2.3,2.0,2020-2021
1693,Martin Dúbravka,SVK,PO,Newcastle Utd,31,1989,13,13,1170,0,0,0,0,0,0.0,0.0,2020-2021
1694,Paul Dummett,WAL,Defensa,Newcastle Utd,28,1991,15,14,1255,1,0,1,2,0,0.3,0.2,2020-2021
1695,Lewis Dunk,ENG,Defensa,Brighton,28,1991,33,33,2931,5,0,5,5,2,2.2,1.2,2020-2021
1696,Jimmy Dunne,IRL,Defensa,Burnley,22,1997,3,3,270,1,0,1,1,0,0.5,0.1,2020-2021
1697,Ederson,BRA,PO,Manchester City,26,1993,36,36,3240,0,1,1,3,0,0.0,0.3,2020-2021
1698,Kyle Edwards,ENG,Centrocampista,West Brom,22,1998,5,1,118,0,0,0,0,0,0.1,0.0,2020-2021
1699,John Egan,IRL,Defensa,Sheffield Utd,27,1992,31,30,2629,0,1,1,7,1,0.8,0.6,2020-2021
1700,Anthony Elanga,SWE,Delantero,Manchester Utd,18,2002,2,2,155,1,0,1,0,0,0.4,0.0,2020-2021
1701,Ahmed Elmohamady,EGY,Defensa,Aston Villa,32,1987,14,8,839,0,0,0,2,0,0.4,1.0,2020-2021
1702,Mohamed Elneny,EGY,Centrocampista,Arsenal,28,1992,23,17,1544,1,0,1,3,0,0.4,0.2,2020-2021
1703,Jonny Evans,NIR,Defensa,Leicester City,32,1988,28,28,2473,2,2,4,7,0,1.7,0.4,2020-2021
1704,Eberechi Eze,ENG,Centrocampista,Crystal Palace,22,1998,34,29,2559,4,6,10,3,0,2.2,3.9,2020-2021
1705,Łukasz Fabiański,POL,PO,West Ham,35,1985,35,35,3150,0,0,0,2,0,0.0,0.0,2020-2021
1706,Fabinho,BRA,Defensa,Liverpool,26,1993,30,28,2567,0,0,0,6,0,0.3,0.3,2020-2021
1707,Bruno Fernandes,POR,Centrocampista,Manchester Utd,25,1994,37,35,3099,18,12,30,6,0,16.1,11.4,2020-2021
1708,Federico Fernández,ARG,Defensa,Newcastle Utd,31,1989,24,24,2079,0,0,0,4,0,0.3,0.6,2020-2021
1709,Fernandinho,BRA,Centrocampista,Manchester City,35,1985,21,12,1188,0,2,2,6,0,0.7,1.3,2020-2021
1710,Sam Field,ENG,Centrocampista,West Brom,22,1998,3,0,62,0,0,0,0,0,0.0,0.0,2020-2021
1711,Roberto Firmino,BRA,Delantero,Liverpool,28,1991,36,33,2838,9,7,16,2,0,11.3,5.6,2020-2021
1712,John Fleck,SCO,Centrocampista,Sheffield Utd,28,1991,31,29,2575,0,2,2,4,0,0.6,2.9,2020-2021
1713,Phil Foden,ENG,Delantero,Manchester City,20,2000,28,17,1616,9,5,14,0,0,5.0,3.6,2020-2021
1714,Wesley Fofana,FRA,Defensa,Leicester City,19,2000,28,27,2262,0,0,0,7,0,1.0,0.3,2020-2021
1715,Pablo Fornals,ESP,Delantero,West Ham,24,1996,33,31,2572,5,4,9,3,0,6.0,2.3,2020-2021
1716,Fraser Forster,ENG,PO,Southampton,32,1988,8,8,720,0,0,0,0,0,0.0,0.0,2020-2021
1717,Timothy Fosu-Mensah,NED,Defensa,Manchester Utd,22,1998,1,1,80,0,0,0,1,0,0.0,0.3,2020-2021
1718,Tyrese Francois,AUS,Defensa,Fulham,20,2000,1,0,15,0,0,0,0,0,0.0,0.0,2020-2021
1719,Ryan Fraser,SCO,Delantero,Newcastle Utd,26,1994,18,9,928,0,2,2,2,1,0.9,2.0,2020-2021
1720,Fred,BRA,Centrocampista,Manchester Utd,27,1993,30,27,2390,1,0,1,5,0,1.8,1.9,2020-2021
1721,Ryan Fredericks,ENG,Defensa,West Ham,27,1992,14,6,569,1,1,2,2,0,0.3,1.2,2020-2021
1722,Christian Fuchs,AUT,Defensa,Leicester City,34,1986,9,8,702,0,0,0,4,0,0.1,0.0,2020-2021
1723,Darnell Furlong,ENG,Defensa,West Brom,24,1995,35,32,2932,1,3,4,5,0,2.0,1.9,2020-2021
1724,Conor Gallagher,ENG,Centrocampista,West Brom,20,2000,30,28,2531,2,2,4,11,0,1.5,1.8,2020-2021
1725,Eric García,ESP,Defensa,Manchester City,19,2001,6,3,383,0,0,0,0,0,0.1,0.0,2020-2021
1726,Dwight Gayle,ENG,Delantero,Newcastle Utd,29,1990,18,4,514,1,1,2,0,0,2.9,0.3,2020-2021
1727,Jean-Philippe Gbamin,CIV,Centrocampista,Everton,24,1995,1,0,12,0,0,0,0,0,0.0,0.0,2020-2021
1728,David de Gea,ESP,PO,Manchester Utd,29,1990,26,26,2295,0,0,0,0,0,0.0,0.0,2020-2021
1729,Anwar El Ghazi,NED,Delantero,Aston Villa,25,1995,28,17,1613,10,0,10,2,0,8.4,1.8,2020-2021
1730,Kieran Gibbs,ENG,Defensa,West Brom,30,1989,10,9,809,0,0,0,1,1,0.1,0.4,2020-2021
1731,Morgan Gibbs-White,ENG,Centrocampista,Wolves,20,2000,11,4,414,1,0,1,1,0,0.8,0.4,2020-2021
1732,Billy Gilmour,SCO,Centrocampista,Chelsea,19,2001,5,3,261,0,0,0,0,0,0.1,0.2,2020-2021
1733,Olivier Giroud,FRA,Delantero,Chelsea,33,1986,17,8,748,4,0,4,1,0,4.2,1.1,2020-2021
1734,Ben Godfrey,ENG,Defensa,Everton,22,1998,31,29,2685,0,2,2,4,0,1.0,0.8,2020-2021
1735,André Gomes,POR,Centrocampista,Everton,27,1993,28,17,1570,0,1,1,3,0,0.5,1.0,2020-2021
1736,Joe Gomez,ENG,Defensa,Liverpool,23,1997,7,6,590,0,0,0,0,0,0.0,0.0,2020-2021
1737,Anthony Gordon,ENG,Delantero,Everton,19,2001,3,1,88,0,0,0,0,0,0.0,0.0,2020-2021
1738,Karlan Grant,ENG,Delantero,West Brom,22,1997,21,14,1127,1,0,1,1,0,1.8,0.2,2020-2021
1739,Demarai Gray,JAM,Delantero,Leicester City,24,1996,1,0,19,0,0,0,0,0,0.1,0.0,2020-2021
1740,Jack Grealish,ENG,Delantero,Aston Villa,24,1995,26,24,2185,6,10,16,6,0,4.6,7.4,2020-2021
1741,Mason Greenwood,ENG,Delantero,Manchester Utd,18,2001,31,21,1822,7,2,9,2,0,6.0,2.2,2020-2021
1742,Pascal Groß,GER,Centrocampista,Brighton,29,1991,34,27,2484,3,8,11,3,0,4.9,5.2,2020-2021
1743,Kamil Grosicki,POL,Centrocampista,West Brom,32,1988,3,2,148,0,1,1,0,0,0.1,0.3,2020-2021
1744,Vicente Guaita,ESP,PO,Crystal Palace,33,1987,37,37,3330,0,0,0,2,0,0.0,0.0,2020-2021
1745,İlkay Gündoğan,GER,Centrocampista,Manchester City,29,1990,28,23,2029,13,2,15,1,0,9.0,3.5,2020-2021
1746,Antwoine Hackford,ENG,Defensa,Sheffield Utd,16,2004,1,0,11,0,0,0,0,0,0.1,0.0,2020-2021
1747,Sébastien Haller,CIV,Delantero,West Ham,26,1994,16,10,937,3,0,3,0,0,2.9,1.4,2020-2021
1748,Rekeem Harper,ENG,Centrocampista,West Brom,20,2000,2,0,32,0,0,0,0,0,0.0,0.0,2020-2021
1749,Jack Harrison,ENG,Centrocampista,Leeds United,23,1996,36,34,2847,8,8,16,2,0,5.8,6.5,2020-2021
1750,Kortney Hause,ENG,Defensa,Aston Villa,25,1995,7,7,630,1,0,1,2,0,1.0,0.0,2020-2021
1751,Kai Havertz,GER,Centrocampista,Chelsea,21,1999,27,18,1520,4,3,7,2,0,5.5,1.3,2020-2021
1752,Isaac Hayden,ENG,Centrocampista,Newcastle Utd,25,1995,24,22,1942,0,0,0,8,0,0.7,0.3,2020-2021
1753,Michael Hector,JAM,Defensa,Fulham,28,1992,4,3,263,0,0,0,2,0,0.1,0.0,2020-2021
1754,Ahmed Hegazi,EGY,Defensa,West Brom,29,1991,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1755,Dean Henderson,ENG,PO,Manchester Utd,23,1997,13,12,1125,0,0,0,3,0,0.0,0.0,2020-2021
1756,Jordan Henderson,ENG,Centrocampista,Liverpool,30,1990,21,20,1704,1,1,2,0,0,1.3,1.5,2020-2021
1757,Jeff Hendrick,IRL,Centrocampista,Newcastle Utd,28,1992,22,17,1422,2,1,3,3,1,1.1,1.1,2020-2021
1758,Pablo Hernández,ESP,Centrocampista,Leeds United,35,1985,16,3,427,0,2,2,1,0,1.1,0.7,2020-2021
1759,Son Heung-min,KOR,Delantero,Tottenham,28,1992,37,36,3114,17,10,27,0,0,9.7,8.4,2020-2021
1760,Ki-Jana Hoever,NED,Defensa,Wolves,18,2002,12,5,577,0,0,0,1,0,0.0,0.2,2020-2021
1761,Rob Holding,ENG,Defensa,Arsenal,24,1995,30,28,2558,0,1,1,2,0,1.0,0.2,2020-2021
1762,Mason Holgate,ENG,Defensa,Everton,23,1996,28,26,2287,1,0,1,9,0,1.0,0.7,2020-2021
1763,Conor Hourihane,IRL,Centrocampista,Aston Villa,29,1991,4,3,225,1,1,2,0,0,0.7,0.6,2020-2021
1764,Callum Hudson-Odoi,ENG,Delantero,Chelsea,19,2000,23,10,1059,2,3,5,0,0,1.3,2.8,2020-2021
1765,Niall Huggins,WAL,Defensa,Leeds United,19,2000,1,0,38,0,0,0,0,0,0.0,0.0,2020-2021
1766,Pierre Højbjerg,DEN,Centrocampista,Tottenham,24,1995,38,38,3420,2,4,6,9,0,1.1,1.6,2020-2021
1767,Odion Ighalo,NGA,Delantero,Manchester Utd,31,1989,1,0,10,0,0,0,0,0,0.0,0.0,2020-2021
1768,Kelechi Iheanacho,NGA,Delantero,Leicester City,23,1996,25,16,1459,12,2,14,1,0,8.2,3.7,2020-2021
1769,Danny Ings,ENG,Delantero,Southampton,28,1992,29,26,2173,12,4,16,1,0,8.5,2.1,2020-2021
1770,Branislav Ivanović,SRB,Defensa,West Brom,36,1984,13,8,767,0,0,0,2,0,0.5,0.1,2020-2021
1771,Alex Iwobi,NGA,Delantero,Everton,24,1996,30,17,1542,1,2,3,0,0,0.9,1.9,2020-2021
1772,José Izquierdo,COL,Defensa,Brighton,28,1992,1,0,9,0,0,0,0,0,0.0,0.0,2020-2021
1773,Phil Jagielka,ENG,Defensa,Sheffield Utd,37,1982,10,6,526,0,0,0,1,1,0.0,0.0,2020-2021
1774,Alireza Jahanbakhsh,IRN,Delantero,Brighton,26,1993,21,6,528,0,1,1,3,0,1.5,3.0,2020-2021
1775,Daniel James,WAL,Delantero,Manchester Utd,22,1997,15,11,910,3,1,4,3,0,2.2,0.9,2020-2021
1776,Reece James,ENG,Defensa,Chelsea,20,1999,32,25,2373,1,2,3,3,0,1.6,3.5,2020-2021
1777,Alexandre Jankewitz,SUI,Centrocampista,Southampton,18,2001,2,1,3,0,0,0,0,1,0.0,0.0,2020-2021
1778,Daniel Jebbison,ENG,Delantero,Sheffield Utd,16,2003,4,3,284,1,0,1,0,0,1.1,0.0,2020-2021
1779,Gabriel Jesus,BRA,Delantero,Manchester City,23,1997,29,22,2063,9,4,13,2,0,8.7,2.7,2020-2021
1780,Raúl Jiménez,MEX,Delantero,Wolves,29,1991,10,10,823,4,0,4,0,0,2.4,0.3,2020-2021
1781,Joelinton,BRA,Delantero,Newcastle Utd,23,1996,31,23,1983,4,2,6,3,0,5.4,2.4,2020-2021
1782,Ben Johnson,ENG,Defensa,West Ham,20,2000,14,5,523,1,0,1,1,0,0.4,0.4,2020-2021
1783,Sam Johnstone,ENG,PO,West Brom,27,1993,37,37,3330,0,1,1,1,0,0.0,0.2,2020-2021
1784,Curtis Jones,ENG,Centrocampista,Liverpool,19,2001,24,13,1179,1,2,3,2,0,1.7,1.5,2020-2021
1785,Jorginho,ITA,Centrocampista,Chelsea,28,1991,28,23,2010,7,1,8,2,0,7.3,1.7,2020-2021
1786,Willian José,BRA,Delantero,Wolves,28,1991,17,12,1110,1,0,1,0,0,1.6,1.2,2020-2021
1787,Diogo Jota,POR,Delantero,Liverpool,23,1996,19,12,1112,9,0,9,2,0,6.4,1.6,2020-2021
1788,James Justin,ENG,Defensa,Leicester City,22,1998,23,23,2070,2,1,3,4,0,2.2,2.0,2020-2021
1789,Ozan Kabak,TUR,Defensa,Liverpool,20,2000,9,9,801,0,0,0,3,0,0.1,0.0,2020-2021
1790,Aboubakar Kamara,MTN,Delantero,Fulham,25,1995,11,2,315,0,0,0,1,1,0.5,0.3,2020-2021
1791,Harry Kane,ENG,Delantero,Tottenham,27,1993,35,35,3082,23,14,37,1,0,20.1,7.1,2020-2021
1792,N'Golo Kanté,FRA,Centrocampista,Chelsea,29,1991,30,24,2146,0,2,2,7,0,0.6,1.3,2020-2021
1793,Moise Kean,ITA,Delantero,Everton,20,2000,2,0,15,0,0,0,0,0,0.0,0.0,2020-2021
1794,Michael Keane,ENG,Defensa,Everton,27,1993,35,33,2991,3,1,4,4,0,1.5,1.1,2020-2021
1795,Neeskens Kebano,COD,Delantero,Fulham,28,1992,5,1,119,0,0,0,0,0,0.3,0.0,2020-2021
1796,Naby Keïta,GUI,Centrocampista,Liverpool,25,1995,10,7,520,0,0,0,1,0,0.4,0.6,2020-2021
1797,Caoimhín Kelleher,IRL,PO,Liverpool,21,1998,2,2,180,0,0,0,0,0,0.0,0.0,2020-2021
1798,Martin Kelly,ENG,Defensa,Crystal Palace,30,1990,1,0,2,0,0,0,0,0,0.0,0.0,2020-2021
1799,Jonjoe Kenny,ENG,Defensa,Everton,23,1997,4,1,79,0,0,0,0,0,0.0,0.0,2020-2021
1800,Reda Khadra,GER,Centrocampista,Brighton,19,2001,1,0,5,0,0,0,0,0,0.0,0.0,2020-2021
1801,Max Kilman,ENG,Defensa,Wolves,23,1997,18,14,1310,0,1,1,4,0,0.8,0.5,2020-2021
1802,Joshua King,NOR,Centrocampista,Everton,28,1992,11,0,148,0,0,0,0,0,0.6,0.0,2020-2021
1803,Mateusz Klich,POL,Centrocampista,Leeds United,30,1990,35,28,2393,4,5,9,6,0,3.0,3.4,2020-2021
1804,Robin Koch,GER,Defensa,Leeds United,24,1996,17,13,1132,0,0,0,1,0,0.7,0.1,2020-2021
1805,Sead Kolašinac,BIH,Defensa,Arsenal,27,1993,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1806,Terence Kongolo,NED,Defensa,Fulham,26,1994,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1807,Ezri Konsa,ENG,Defensa,Aston Villa,22,1997,36,35,3196,2,0,2,3,0,2.4,0.1,2020-2021
1808,Cheikhou Kouyaté,SEN,Defensa,Crystal Palace,30,1989,36,35,3121,1,0,1,4,0,0.7,1.0,2020-2021
1809,Mateo Kovačić,CRO,Centrocampista,Chelsea,26,1994,27,21,1815,0,1,1,4,0,1.0,1.7,2020-2021
1810,Emil Krafth,SWE,Defensa,Newcastle Utd,25,1994,16,14,1288,1,0,1,4,0,0.3,0.4,2020-2021
1811,Filip Krovinović,CRO,Centrocampista,West Brom,24,1995,11,5,546,0,0,0,0,0,0.3,0.2,2020-2021
1812,Alexandre Lacazette,FRA,Delantero,Arsenal,29,1991,31,22,1923,13,2,15,3,0,11.7,2.2,2020-2021
1813,Adam Lallana,ENG,Centrocampista,Brighton,32,1988,30,16,1596,1,1,2,0,0,1.6,2.6,2020-2021
1814,Érik Lamela,ARG,Delantero,Tottenham,28,1992,23,5,717,1,0,1,6,1,1.1,1.0,2020-2021
1815,Tariq Lamptey,GHA,Defensa,Brighton,19,2000,11,11,886,1,1,2,4,1,0.7,0.8,2020-2021
1816,Manuel Lanzini,ARG,Centrocampista,West Ham,27,1993,17,5,566,1,1,2,1,0,1.0,0.9,2020-2021
1817,Aymeric Laporte,ESP,Defensa,Manchester City,26,1994,16,14,1344,0,0,0,1,0,0.8,0.4,2020-2021
1818,Jamaal Lascelles,ENG,Defensa,Newcastle Utd,26,1993,19,19,1625,2,0,2,4,0,1.3,0.1,2020-2021
1819,Maxime Le Marchand,FRA,Defensa,Fulham,30,1989,2,1,123,0,0,0,2,0,0.0,0.0,2020-2021
1820,Mario Lemina,GAB,Centrocampista,Fulham,26,1993,28,19,1703,1,0,1,5,0,0.7,0.8,2020-2021
1821,Bernd Leno,GER,PO,Arsenal,28,1992,35,35,3131,0,0,0,0,1,0.0,0.0,2020-2021
1822,Khanya Leshabela,RSA,Centrocampista,Leicester City,20,1999,1,0,10,0,0,0,0,0,0.0,0.0,2020-2021
1823,Jamal Lewis,NIR,Defensa,Newcastle Utd,22,1998,24,20,1837,0,1,1,4,0,0.1,1.0,2020-2021
1824,Victor Lindelöf,SWE,Defensa,Manchester Utd,26,1994,29,29,2585,1,1,2,0,0,0.6,0.3,2020-2021
1825,Jesse Lingard,ENG,Centrocampista,West Ham,27,1992,16,16,1421,9,4,13,3,0,4.5,2.1,2020-2021
1826,Jake Livermore,ENG,Centrocampista,West Brom,30,1989,18,15,1242,0,0,0,2,1,0.3,0.2,2020-2021
1827,Diego Llorente,ESP,Defensa,Leeds United,26,1993,15,14,1204,1,0,1,1,0,0.8,0.5,2020-2021
1828,Hugo Lloris,FRA,PO,Tottenham,33,1986,38,38,3420,0,0,0,0,0,0.0,0.0,2020-2021
1829,Giovani Lo Celso,ARG,Centrocampista,Tottenham,24,1996,18,11,945,1,1,2,5,0,1.4,1.0,2020-2021
1830,Ruben Loftus-Cheek,ENG,Delantero,Chelsea,24,1996,1,1,60,0,0,0,0,0,0.0,0.0,2020-2021
1831,Ruben Loftus-Cheek,ENG,Centrocampista,Fulham,24,1996,30,21,1909,1,0,1,3,0,3.4,1.2,2020-2021
1832,Kevin Long,IRL,Defensa,Burnley,29,1990,8,7,637,0,0,0,2,0,0.4,0.0,2020-2021
1833,Shane Long,IRL,Delantero,Southampton,33,1987,11,1,210,0,0,0,0,0,0.1,0.0,2020-2021
1834,Matthew Longstaff,ENG,Centrocampista,Newcastle Utd,20,2000,5,4,377,0,0,0,0,0,0.0,0.2,2020-2021
1835,Sean Longstaff,ENG,Centrocampista,Newcastle Utd,22,1997,22,15,1412,0,1,1,2,0,1.4,1.0,2020-2021
1836,Ademola Lookman,NGA,Delantero,Fulham,22,1997,34,31,2747,4,4,8,5,0,6.3,5.2,2020-2021
1837,Max Lowe,ENG,Defensa,Sheffield Utd,23,1997,8,7,550,0,0,0,1,0,0.1,0.1,2020-2021
1838,Matthew Lowton,ENG,Defensa,Burnley,31,1989,34,34,3060,1,1,2,5,0,0.8,3.1,2020-2021
1839,David Luiz,BRA,Defensa,Arsenal,33,1987,20,17,1396,1,0,1,1,1,0.9,0.5,2020-2021
1840,Douglas Luiz,BRA,Centrocampista,Aston Villa,22,1998,33,32,2781,0,2,2,10,1,1.2,1.6,2020-2021
1841,John Lundstram,ENG,Centrocampista,Sheffield Utd,26,1994,28,23,2032,0,2,2,8,1,1.9,1.3,2020-2021
1842,Alexis Mac Allister,ARG,Centrocampista,Brighton,21,1998,21,13,1115,1,1,2,1,0,1.3,1.5,2020-2021
1843,James Maddison,ENG,Centrocampista,Leicester City,23,1996,31,24,2099,8,5,13,4,0,3.8,5.1,2020-2021
1844,Harry Maguire,ENG,Defensa,Manchester Utd,27,1993,34,34,3047,2,1,3,11,0,2.3,0.3,2020-2021
1845,Riyad Mahrez,ALG,Delantero,Manchester City,29,1991,27,23,1949,9,6,15,0,0,4.7,5.0,2020-2021
1846,Ainsley Maitland-Niles,ENG,Centrocampista,Arsenal,22,1997,11,5,490,0,0,0,0,0,0.1,0.1,2020-2021
