Unnamed: 0,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
233,Samuel Lino,BRA,Defensa,Atlético Madrid,23,1999,9,5,474,2,2,4,1,0,1.0,2.2,"30,00 mill. €"
234,Javier Llabrés,ESP,Centrocampista,Mallorca,21,2002,6,0,93,0,0,0,1,0,0.1,0.1,"35,00 mill. €"
235,Marcos Llorente,ESP,Centrocampista,Atlético Madrid,28,1995,13,9,790,2,1,3,2,0,0.6,2.2,300 mil €
236,Enzo Loiodice,FRA,Centrocampista,Las Palmas,23,2000,14,9,862,0,0,0,1,0,0.3,0.4,"2,50 mill. €"
237,David López,ESP,Defensa,Girona,34,1989,11,11,913,2,0,2,3,0,1.3,0.1,"3,00 mill. €"
238,Diego López,ESP,Delantero,Valencia,21,2002,14,12,1011,2,0,2,1,0,1.7,1.4,300 mil €
239,Fermin López,ESP,Centrocampista,Barcelona,20,2003,9,5,429,1,0,1,1,0,2.2,0.2,"8,00 mill. €"
240,Javi López,ESP,Defensa,Alavés,21,2002,10,5,600,0,3,3,1,0,0.1,1.6,200 mil €
241,Unai López,ESP,Centrocampista,Rayo Vallecano,28,1995,12,10,711,1,2,3,3,0,0.4,1.2,"3,50 mill. €"
242,Dion Lopy,SEN,Centrocampista,Almería,21,2002,12,10,839,0,0,0,1,0,0.1,0.3,"6,00 mill. €"
243,Anthony Lozano,HON,Centrocampista,Getafe,30,1993,5,0,81,0,0,0,1,0,0.2,0.0,"2,00 mill. €"
244,Lucas,BRA,Defensa,Cádiz,22,2001,8,4,462,1,0,1,2,0,0.5,0.1,"45,00 mill. €"
245,José Luis Gayà,ESP,Defensa,Valencia,28,1995,12,12,938,1,0,1,1,0,0.4,1.3,"30,00 mill. €"
246,José Luis Morales,ESP,Delantero,Villarreal,36,1987,9,3,387,3,0,3,0,0,2.6,0.0,"15,00 mill. €"
247,Dodi Lukebakio,BEL,Delantero,Sevilla,26,1997,10,7,617,2,1,3,0,0,2.1,0.2,"2,50 mill. €"
248,Andriy Lunin,UKR,PO,Real Madrid,24,1999,4,4,360,0,0,0,0,0,0.0,0.0,"5,00 mill. €"
249,Darwin Machís,VEN,Centrocampista,Cádiz,30,1993,11,7,546,3,0,3,0,1,1.3,0.6,"30,00 mill. €"
250,Pablo Maffeo,ESP,Defensa,Mallorca,26,1997,10,7,616,0,0,0,1,1,0.5,0.3,"3,00 mill. €"
251,Nemanja Maksimović,SRB,Centrocampista,Getafe,28,1995,14,14,1254,1,0,1,2,0,2.5,0.5,"6,00 mill. €"
252,Giorgi Mamardashvili,GEO,PO,Valencia,23,2000,14,14,1260,0,0,0,1,0,0.0,0.0,"8,00 mill. €"
253,Wilson Manafá,POR,Defensa,Granada,29,1994,3,2,177,0,0,0,1,0,0.0,0.3,"1,50 mill. €"
254,Aïssa Mandi,ALG,Defensa,Villarreal,32,1991,7,5,466,0,0,0,2,0,0.0,0.7,"1,80 mill. €"
255,Óscar de Marcos,ESP,Defensa,Athletic Club,34,1989,12,12,1023,1,3,4,3,0,0.6,2.2,300 mil €
256,José Mari,ESP,Centrocampista,Cádiz,35,1987,3,0,14,0,0,0,1,0,0.0,0.0,"35,00 mill. €"
257,José María Giménez,URU,Defensa,Atlético Madrid,28,1995,8,3,369,0,0,0,2,0,0.2,0.1,"3,50 mill. €"
258,Mariano,DOM,Delantero,Sevilla,30,1993,4,2,169,0,0,0,0,0,0.6,0.0,"3,00 mill. €"
259,Rafa Marín,ESP,Defensa,Alavés,21,2002,11,7,637,0,0,0,1,0,0.1,0.1,"35,00 mill. €"
260,Diego Mariño,ESP,PO,Almería,33,1990,1,1,90,0,0,0,0,0,0.0,0.0,"2,50 mill. €"
261,Mika Màrmol,ESP,Defensa,Las Palmas,21,2002,12,12,1038,0,0,0,4,1,0.0,0.0,"2,50 mill. €"
262,Roger Martí,ESP,Delantero,Cádiz,32,1991,12,10,813,1,2,3,1,0,1.9,2.1,"2,00 mill. €"
263,Iván Martín,ESP,Centrocampista,Girona,24,1999,13,12,962,3,0,3,3,0,1.9,0.5,"15,00 mill. €"
264,Arnau Martinez,ESP,Defensa,Girona,20,2003,10,9,703,0,2,2,3,0,0.2,1.3,"8,00 mill. €"
265,Iñigo Martínez,ESP,Defensa,Barcelona,32,1991,8,6,543,0,0,0,2,0,0.2,0.0,"4,00 mill. €"
266,Marvin,ESP,Delantero,Las Palmas,23,2000,10,4,475,0,1,1,1,0,0.4,0.7,700 mil €
267,Omar Mascarell,ESP,Centrocampista,Mallorca,30,1993,8,5,406,0,0,0,5,1,0.1,0.0,"6,00 mill. €"
268,Jaime Mata,ESP,Delantero,Getafe,35,1988,13,8,554,0,0,0,5,1,0.3,0.3,"1,20 mill. €"
269,Luís Maximiano,POR,PO,Almería,24,1999,11,11,990,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
270,Borja Mayoral,ESP,Delantero,Getafe,26,1997,14,13,1080,8,1,9,2,0,6.3,0.6,"9,00 mill. €"
271,Mamadou Mbaye,SEN,Defensa,Cádiz,25,1998,1,0,56,0,0,0,0,0,0.0,0.0,800 mil €
272,Óscar Melendo,ESP,Centrocampista,Granada,26,1997,12,10,756,0,0,0,2,0,0.2,0.4,"1,00 mill. €"
273,Gonzalo Melero,ESP,Centrocampista,Almería,29,1994,13,7,626,0,1,1,2,0,0.6,0.7,"1,50 mill. €"
274,Memphis,NED,Delantero,Atlético Madrid,29,1994,5,2,148,2,0,2,0,0,2.4,0.2,"3,00 mill. €"
275,Houboulang Mendes,GNB,Defensa,Almería,25,1998,6,4,369,0,0,0,0,0,0.0,0.0,"14,00 mill. €"
276,Tomás Mendes,ESP,Centrocampista,Alavés,19,2004,1,0,6,0,0,0,0,0,0.0,0.0,"30,00 mill. €"
277,Brais Méndez,ESP,Centrocampista,Real Sociedad,26,1997,13,12,1084,2,3,5,5,0,1.4,1.3,100 mil €
278,Diego Méndez,ESP,Centrocampista,Rayo Vallecano,20,2003,1,0,5,0,0,0,0,0,0.0,0.0,"50,00 mill. €"
279,Ferland Mendy,FRA,Defensa,Real Madrid,28,1995,7,6,498,0,0,0,2,0,0.0,0.4,"1,20 mill. €"
280,Jorge Meré,ESP,Defensa,Cádiz,26,1997,6,4,328,0,0,0,0,0,0.1,0.0,"20,00 mill. €"
281,Mikel Merino,ESP,Centrocampista,Real Sociedad,27,1996,11,9,828,0,1,1,4,0,0.4,0.7,800 mil €
282,Omenuke Mfulu,COD,Centrocampista,Las Palmas,29,1994,4,1,69,0,0,0,1,0,0.0,0.0,200 mil €
283,Miguel,ESP,Delantero,Alavés,24,1999,3,1,65,0,0,0,0,0,0.1,0.0,"70,00 mill. €"
284,Éder Militão,BRA,Defensa,Real Madrid,25,1998,1,1,49,0,0,0,0,0,0.0,0.0,"32,00 mill. €"
285,Luis Milla,ESP,Centrocampista,Getafe,29,1994,4,2,222,0,0,0,0,0,0.1,0.1,"1,00 mill. €"
286,Marko Milovanović,SRB,Delantero,Almería,20,2003,2,0,28,0,0,0,0,0,0.0,0.0,-
287,Óscar Mingueza,ESP,Defensa,Celta Vigo,24,1999,14,13,1180,1,1,2,1,0,1.8,1.6,"1,40 mill. €"
288,Ignasi Miquel,ESP,Defensa,Granada,31,1992,14,14,1215,0,1,1,3,0,0.6,0.9,"3,00 mill. €"
289,Rafa Mir,ESP,Delantero,Sevilla,26,1997,9,2,193,1,0,1,1,0,0.6,0.3,"6,00 mill. €"
290,Juan Miranda,ESP,Defensa,Betis,23,2000,10,9,738,0,1,1,3,0,0.7,1.0,"9,00 mill. €"
291,Stefan Mitrović,SRB,Defensa,Getafe,33,1990,9,9,677,1,0,1,3,0,0.1,0.3,"3,00 mill. €"
292,Luka Modrić,CRO,Centrocampista,Real Madrid,38,1985,12,5,508,0,2,2,1,0,0.4,2.2,"5,00 mill. €"
293,Johan Mojica,COL,Defensa,Osasuna,31,1992,10,7,668,0,1,1,0,0,0.8,1.2,"2,00 mill. €"
294,Alberto Moleiro,ESP,Centrocampista,Las Palmas,20,2003,5,2,233,1,1,2,0,0,0.3,0.1,"10,00 mill. €"
