Unnamed: 0,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor Mercado
2897,Coke,ESP,Defensa,Levante,30,1987,17,16,1383,3,0,3,5,1,1.9,0.4,"2,50 mill. €"
2898,Emre Çolak,TUR,Centrocampista,La Coruña,26,1991,26,17,1449,1,1,2,4,0,1.2,4.0,300 mil €
2899,Francis Coquelin,FRA,Centrocampista,Valencia,26,1991,9,7,657,1,0,1,2,0,0.3,0.1,"2,50 mill. €"
2900,Sébastien Corchia,FRA,Defensa,Sevilla,26,1990,12,9,821,0,1,1,4,0,0.3,0.5,"1,00 mill. €"
2901,Iñigo Córdoba,ESP,Delantero,Athletic Club,20,1997,30,18,1459,1,1,2,3,0,1.5,1.9,"1,80 mill. €"
2902,Ángel Correa,ARG,Centrocampista,Atlético Madrid,22,1995,37,27,2253,8,4,12,4,1,5.9,2.7,"12,00 mill. €"
2903,Joaquín Correa,ARG,Delantero,Sevilla,22,1994,21,15,1193,1,1,2,5,0,2.4,2.0,"30,00 mill. €"
2904,Diego Costa,ESP,Delantero,Atlético Madrid,28,1988,15,13,1041,3,3,6,7,1,3.6,2.4,"2,00 mill. €"
2905,Jaume Costa,ESP,Defensa,Villarreal,29,1988,30,29,2536,0,0,0,14,1,0.5,1.7,"1,20 mill. €"
2906,Philippe Coutinho,BRA,Centrocampista,Barcelona,25,1992,18,16,1296,8,5,13,1,0,3.6,4.2,"9,00 mill. €"
2907,Juan Cruz,ESP,Delantero,Málaga,17,2000,1,0,7,0,0,0,0,0,0.0,0.0,100 mil €
2908,Iván Cuéllar,ESP,PO,Leganés,33,1984,35,35,3150,0,0,0,4,0,0.0,0.1,225 mil €
2909,Sergi Darder,ESP,Centrocampista,Espanyol,23,1993,35,32,2782,1,2,3,7,0,1.1,2.4,"16,00 mill. €"
2910,Salem Al-Dawsari,KSA,Centrocampista,Villarreal,25,1991,1,0,34,0,0,0,1,0,0.0,0.0,"2,00 mill. €"
2911,Ousmane Dembélé,FRA,Delantero,Barcelona,20,1997,17,12,925,3,6,9,2,0,2.1,3.7,"60,00 mill. €"
2912,Ermedin Demirović,BIH,Delantero,Alavés,19,1998,3,2,182,1,1,2,0,0,1.7,0.0,"10,00 mill. €"
2913,Gerard Deulofeu,ESP,Centrocampista,Barcelona,23,1994,10,5,503,1,1,2,1,0,1.2,1.5,"14,00 mill. €"
2914,Adrián Diéguez,ESP,Defensa,Alavés,21,1996,6,6,435,0,0,0,5,0,0.1,0.0,"15,00 mill. €"
2915,Lucas Digne,FRA,Defensa,Barcelona,24,1993,12,8,704,0,2,2,2,0,0.3,1.8,"2,00 mill. €"
2916,Marko Dmitrović,SRB,PO,Eibar,25,1992,36,36,3240,0,0,0,1,0,0.0,0.0,"1,00 mill. €"
2917,Jaume Doménech,ESP,PO,Valencia,26,1990,5,5,450,0,0,0,2,0,0.0,0.0,600 mil €
2918,Mauro dos Santos,ARG,Defensa,Leganés,28,1989,14,10,983,0,0,0,3,0,0.1,0.0,100 mil €
2919,Cheick Doukouré,CIV,Centrocampista,Levante,24,1992,19,12,1022,1,0,1,4,0,1.1,0.3,600 mil €
2920,Óscar Duarte,CRC,Defensa,Espanyol,28,1989,11,11,990,0,0,0,1,0,0.6,0.0,500 mil €
2921,Rubén Duarte,ESP,Defensa,Alavés,21,1995,24,24,2138,0,2,2,9,1,0.8,1.6,300 mil €
2922,Riza Durmisi,DEN,Defensa,Betis,23,1994,24,23,2080,2,3,5,4,0,1.9,2.6,"2,50 mill. €"
2923,Hugo Duro,ESP,Delantero,Getafe,17,1999,2,0,19,0,0,0,0,0,0.3,0.0,"5,00 mill. €"
