Jugador,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Rômulo,32,1987.0,11.5,9.5,871.5,0.5,1.5,2.0,1.5,0.0,1.2,0.7
Rúben Dias,26,1997.0,24.5,22.75,2039.75,0.75,1.0,1.75,3.0,0.0,1.6,0.9750000000000001
Rúben Neves,25,1997.0,35.5,32.5,2852.75,4.25,1.5,5.75,9.5,0.0,3.35,2.2
Rúben Semedo,24,1994.0,7.5,6.0,540.5,0.0,0.0,0.0,2.0,0.0,0.3,0.1
Rúben Vezo,27,1994.0,21.833333333333332,19.166666666666668,1739.3333333333333,0.6666666666666666,0.16666666666666666,0.8333333333333334,3.8333333333333335,0.16666666666666666,0.5666666666666667,0.43333333333333335
Rúben Vinagre,23,1999.0,6.666666666666667,2.3333333333333335,283.6666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.09999999999999999,0.2333333333333333
Rúnar Alex Rúnarsson,25,1995.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Răzvan Marin,27,1996.0,29.0,25.75,2253.5,1.25,3.75,5.0,4.75,0.25,1.25,4.075
Saba Sazonov,21,2002.0,3.0,1.0,130.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Sabin Merino,27,1992.0,9.0,2.3333333333333335,249.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0666666666666667,0.10000000000000002
Sabit Abdulai,21,1999.0,3.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sadio Mané,29,1992.0,34.666666666666664,31.333333333333332,2792.0,15.0,5.333333333333333,20.333333333333332,3.6666666666666665,0.0,14.833333333333334,6.266666666666666
Saidy Janko,24,1995.0,19.0,14.0,1220.0,0.0,1.0,1.0,4.0,0.0,0.5,0.5
Salem Al-Dawsari,25,1991.0,1.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Salomón Rondón,32,1989.0,13.5,4.5,449.5,0.5,0.5,1.0,1.5,0.5,1.3,0.44999999999999996
Salva Sevilla,37,1984.0,31.5,24.0,2037.5,5.0,3.0,8.0,6.0,0.5,4.3,3.9499999999999997
Salvador Ferrer,24,1998.0,16.666666666666668,9.333333333333334,940.3333333333334,0.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,0.10000000000000002,0.8666666666666667
Salvatore Bocchetti,32,1986.0,5.0,3.0,303.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Salvatore Esposito,21,2000.0,15.0,10.0,971.0,1.0,0.0,1.0,5.0,1.0,0.7,1.5
Salvatore Molina,30,1992.0,17.0,14.5,1272.0,0.5,2.0,2.5,1.0,0.0,0.35,1.2
Salvatore Sirigu,35,1987.0,26.5,26.5,2385.0,0.0,0.0,0.0,1.0,0.0,0.0,0.025
Salvi,32,1991.0,19.0,11.5,961.5,1.0,0.25,1.25,2.5,0.25,1.3499999999999999,0.8500000000000001
Sam Beukema,25,1998.0,12.0,12.0,1080.0,0.0,1.0,1.0,2.0,0.0,0.4,0.7
Sam Byram,27,1993.0,16.0,13.0,1160.0,0.0,0.0,0.0,3.5,0.0,1.0,0.30000000000000004
Sam Field,22,1998.0,3.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Greenwood,20,2002.0,12.5,2.0,330.5,0.5,2.0,2.5,0.5,0.0,0.5,0.65
Sam Johnstone,30,1993.0,19.666666666666668,19.666666666666668,1770.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.06666666666666667
Sam Lammers,25,1997.0,12.5,6.0,578.0,1.0,0.5,1.5,0.25,0.0,1.525,0.575
Sam Surridge,24,1998.0,12.0,0.5,175.0,0.5,0.0,0.5,1.0,0.0,1.15,0.1
Saman Ghoddos,30,1993.0,13.333333333333334,1.6666666666666667,282.3333333333333,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,0.0,0.2333333333333333,0.6666666666666666
Sami Khedira,32,1987.0,12.0,9.0,681.0,0.0,1.0,1.0,3.0,0.0,1.2,0.8
Samir Handanović,38,1984.0,30.75,30.75,2738.5,0.0,0.0,0.0,1.0,0.0,0.0,0.025
Samir Santos,26,1994.0,21.75,19.0,1714.0,0.5,0.0,0.5,4.5,0.0,0.825,0.275
Samir Ujkani,34,1988.0,1.0,0.6666666666666666,62.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samu Castillejo,28,1995.0,19.833333333333332,12.333333333333334,1038.6666666666667,2.1666666666666665,1.3333333333333333,3.5,3.3333333333333335,0.16666666666666666,2.4,2.0999999999999996
Samu Costa,23,2000.0,23.0,16.5,1529.5,1.0,1.0,2.0,3.5,0.0,1.2,0.6
Samu García,27,1990.0,9.0,2.0,184.0,0.0,0.5,0.5,1.0,0.5,0.1,0.15000000000000002
Samu Pérez,22,1997.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Amo-Ameyaw,16,2006.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Chukwueze,24,1999.0,27.333333333333332,15.833333333333334,1528.8333333333333,3.5,2.5,6.0,1.5,0.0,3.766666666666667,3.016666666666667
Samuel Di Carmine,33,1988.0,9.4,5.8,466.4,1.6,0.0,1.6,1.2,0.0,1.7399999999999998,0.13999999999999999
Samuel Edozie,19,2003.0,17.0,5.0,567.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4
Samuel Iling-Junior,20,2003.0,8.0,0.5,217.0,0.5,1.0,1.5,0.5,0.0,0.44999999999999996,0.1
Samuel Kalu,23,1997.0,4.0,2.0,222.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1
Samuel Lino,23,1999.0,23.5,19.0,1680.5,4.0,1.5,5.5,2.5,0.0,4.4,2.1500000000000004
Samuel Mráz,24,1997.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Ntanda,17,2005.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Samuel Omorodion,19,2004.0,6.5,3.0,315.5,2.5,0.0,2.5,1.0,0.0,3.0,0.25
Samuel Sáiz,31,1991.0,9.0,1.5,272.5,1.5,0.0,1.5,1.5,0.0,1.0,0.15000000000000002
Samuel Umtiti,28,1993.0,15.166666666666666,13.0,1195.8333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,4.5,0.0,0.31666666666666665,0.15
Samuele Birindelli,24,1999.0,22.0,9.0,962.0,0.0,1.0,1.0,5.5,0.0,0.75,2.0
Samuele Longo,26,1992.0,15.0,6.0,556.0,1.0,2.0,3.0,4.0,0.0,1.8,1.7
Samuele Mulattieri,23,2000.0,9.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1
Samuele Perisan,26,1997.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuele Ricci,22,2001.0,17.75,14.75,1276.25,0.75,1.0,1.75,2.25,0.25,0.675,0.8500000000000001
Samuele Vignato,19,2004.0,7.0,1.5,196.5,0.5,0.5,1.0,1.0,0.0,0.9,0.25
Sander Berge,25,1998.0,14.0,11.666666666666666,981.0,0.6666666666666666,1.0,1.6666666666666667,2.0,0.0,0.9,0.7999999999999999
Sandi Lovrić,25,1998.0,24.0,17.0,1472.5,2.5,3.0,5.5,2.5,0.5,3.05,2.2
Sandro Ramírez,28,1995.0,19.166666666666668,11.833333333333334,1033.0,1.8333333333333333,0.5,2.3333333333333335,2.5,0.0,2.4833333333333334,1.1166666666666667
Sandro Tonali,23,2000.0,27.6,23.4,2019.0,1.8,3.2,5.0,5.6,0.2,1.7599999999999998,3.5800000000000005
Sanjin Prcić,24,1993.0,10.0,6.0,532.0,0.0,0.0,0.0,3.0,0.0,0.2,0.0
Santi Cazorla,34,1984.0,35.0,29.5,2548.5,7.5,9.5,17.0,2.5,0.0,6.55,7.1
Santi Comesaña,27,1996.0,26.0,21.75,1871.25,1.25,1.25,2.5,7.0,0.25,1.7750000000000001,1.2
Santi Mina,25,1995.0,32.6,24.0,2025.8,8.8,3.2,12.0,4.0,0.0,8.059999999999999,2.68
Santiago Arias,29,1992.0,17.0,11.666666666666666,1096.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.0,0.5333333333333333,1.2666666666666668
Santiago Arzamendia,24,1998.0,13.0,5.0,476.0,0.5,0.0,0.5,1.0,0.0,0.2,0.25
Santiago Ascacíbar,25,1997.0,13.0,7.0,727.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4
Santiago Bueno,25,1998.0,17.5,17.5,1550.0,0.0,0.5,0.5,3.5,0.5,0.65,0.55
Santiago Cáseres,21,1997.0,23.0,17.0,1588.0,0.0,1.0,1.0,10.0,0.0,0.5,1.1
Sardar Azmoun,28,1995.0,8.0,0.0,107.0,1.0,0.0,1.0,1.0,0.0,0.4,0.1
Sasa Kalajdzic,26,1997.0,5.0,1.0,104.5,1.0,0.0,1.0,0.0,0.0,0.7000000000000001,0.5
Saïd Benrahma,28,1995.0,26.75,16.5,1523.0,3.75,4.0,7.75,0.25,0.0,3.7499999999999996,3.4250000000000003
Saúl Coco,24,1999.0,11.0,8.0,759.0,1.0,0.0,1.0,2.0,0.0,0.6,0.0
Saúl García,26,1994.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saúl Ñíguez,29,1994.0,24.25,18.625,1702.375,2.125,1.375,3.5,6.25,0.0,2.3874999999999997,1.3875
Saša Lukić,27,1996.0,21.285714285714285,15.857142857142858,1414.7142857142858,1.5714285714285714,0.8571428571428571,2.4285714285714284,4.142857142857143,0.14285714285714285,1.4285714285714286,1.257142857142857
Scott Carson,34,1985.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Dann,33,1987.0,15.5,14.5,1308.0,0.5,0.5,1.0,0.5,0.0,0.55,0.2
Scott McKenna,27,1996.0,12.5,12.0,993.5,0.0,0.0,0.0,2.0,0.0,0.15000000000000002,0.6
Scott McTominay,26,1996.0,24.6,17.8,1611.4,2.6,0.6,3.2,4.4,0.0,1.7200000000000002,0.96
Sead Kolašinac,30,1993.0,10.5,8.0,711.75,0.25,0.5,0.75,1.75,0.0,0.25,0.375
Sean Longstaff,26,1997.0,22.8,16.0,1516.8,1.0,1.6,2.6,2.2,0.2,1.72,1.44
Sebastian Giovinco,34,1987.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Prödl,32,1987.0,1.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Sebastian Walukiewicz,23,2000.0,11.8,9.4,842.2,0.0,0.2,0.2,1.0,0.0,0.3,0.15999999999999998
Sebastiano Esposito,17,2002.0,7.0,2.0,199.0,1.0,0.0,1.0,2.0,0.0,1.8,0.1
Sebastiano Luperto,27,1996.0,21.0,19.6,1734.2,0.4,0.2,0.6,3.8,0.8,0.45999999999999996,0.3
Sebastien De Maio,34,1987.0,12.666666666666666,9.333333333333334,844.3333333333334,0.0,0.0,0.0,0.6666666666666666,0.0,0.5666666666666668,0.06666666666666667
Sebastián Cristóforo,25,1993.0,11.333333333333334,4.666666666666667,472.3333333333333,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.09999999999999999,0.3333333333333333
Seko Fofana,24,1995.0,32.0,24.0,2249.0,3.0,7.0,10.0,4.0,0.0,3.4,3.7
Sekou Mara,20,2002.0,22.0,4.0,555.0,1.0,2.0,3.0,1.0,0.0,1.0,0.8
Selim Amallah,27,1996.0,8.0,4.0,320.5,1.0,1.0,2.0,3.0,1.0,0.6,0.25
Semi Ajayi,26,1993.0,33.0,31.0,2780.0,2.0,0.0,2.0,3.0,1.0,1.9,0.5
Senad Lulić,34,1986.0,18.0,14.0,1145.5,0.0,1.0,1.0,3.5,0.0,0.8,1.0
Serdar Gürler,26,1991.0,13.0,5.0,482.0,0.0,1.0,1.0,2.0,0.0,0.7,0.2
Serge Aurier,30,1992.0,21.2,18.2,1600.2,0.8,2.2,3.0,2.4,0.2,0.6599999999999999,1.9400000000000002
Sergej Milinković-Savić,27,1995.0,35.5,34.25,2974.25,8.75,7.75,16.5,7.25,0.25,6.9,6.075
Sergi Altimira,22,2001.0,3.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Canós,26,1997.0,14.333333333333334,9.333333333333334,823.6666666666666,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.1333333333333333,0.6666666666666666
Sergi Cardona,24,1999.0,14.0,11.0,1104.0,0.0,0.0,0.0,5.0,0.0,0.4,1.3
Sergi Darder,29,1993.0,31.833333333333332,29.166666666666668,2574.6666666666665,2.6666666666666665,3.3333333333333335,6.0,4.666666666666667,0.16666666666666666,2.3000000000000003,3.9499999999999993
Sergi Enrich,30,1990.0,27.75,19.5,1795.25,3.5,2.25,5.75,3.25,0.0,6.2,1.75
Sergi García,21,1999.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergi Guardiola,32,1991.0,19.125,13.625,1183.125,2.875,0.875,3.75,2.125,0.0,3.5249999999999995,1.1625
Sergi Gómez,30,1992.0,24.5,22.666666666666668,1990.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.5,0.6666666666666669,0.46666666666666673
Sergi Roberto,31,1992.0,20.0,14.857142857142858,1356.5714285714287,1.4285714285714286,2.857142857142857,4.285714285714286,2.7142857142857144,0.2857142857142857,0.9571428571428571,1.8571428571428574
Sergi Samper,22,1995.0,2.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Agüero,33,1988.0,13.333333333333334,9.0,720.6666666666666,7.0,1.3333333333333333,8.333333333333334,0.3333333333333333,0.0,6.333333333333333,1.2
Sergio Akieme,25,1997.0,14.0,13.333333333333334,1155.6666666666667,1.0,0.3333333333333333,1.3333333333333333,2.0,0.0,0.8666666666666667,1.0333333333333334
Sergio Araujo,25,1992.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Sergio Arribas,22,2001.0,8.0,2.6666666666666665,332.0,1.6666666666666667,0.0,1.6666666666666667,0.3333333333333333,0.0,1.5,0.13333333333333333
Sergio Asenjo,33,1989.0,23.5,23.5,2115.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0
Sergio Benito,21,1999.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Bermejo,21,1997.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Busquets,34,1988.0,33.5,30.833333333333332,2640.8333333333335,0.8333333333333334,2.6666666666666665,3.5,9.333333333333334,0.16666666666666666,0.6666666666666666,2.3333333333333335
Sergio Camello,22,2001.0,13.0,8.0,745.75,1.75,1.5,3.25,0.75,0.0,2.3249999999999997,0.6749999999999999
Sergio Canales,31,1991.0,33.333333333333336,29.166666666666668,2572.8333333333335,5.666666666666667,5.0,10.666666666666666,4.666666666666667,0.3333333333333333,5.283333333333332,6.0
Sergio Carreira,19,2000.0,3.0,3.0,259.0,1.0,0.0,1.0,0.0,0.0,0.8,0.1
Sergio Cubero Ezcurra,20,1999.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Escudero,32,1989.0,19.666666666666668,15.166666666666666,1348.0,0.8333333333333334,0.6666666666666666,1.5,5.333333333333333,0.16666666666666666,0.9166666666666666,1.15
Sergio Floccari,37,1981.0,24.0,9.0,942.0,1.0,0.0,1.0,3.0,0.0,1.3,0.5
Sergio García,35,1983.0,31.0,15.5,1563.5,2.0,3.5,5.5,3.5,0.0,3.65,3.0999999999999996
Sergio González,23,1997.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Sergio Gómez,23,2000.0,14.333333333333334,2.0,385.6666666666667,0.0,1.0,1.0,0.3333333333333333,0.0,0.4000000000000001,0.9666666666666667
Sergio Herrera,30,1993.0,23.2,22.8,2072.4,0.0,0.0,0.0,2.4,0.2,0.0,0.04
Sergio León,33,1989.0,25.2,11.0,1074.0,4.0,0.6,4.6,1.6,0.2,4.2,0.6799999999999999
Sergio Mora,37,1979.0,26.0,6.0,813.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2
Sergio Moreno,19,1999.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Sergio Postigo,32,1988.0,22.8,20.0,1743.8,0.6,0.4,1.0,4.6,0.2,0.4,0.48
Sergio Ramos,37,1986.0,21.8,21.8,1899.6,4.6,0.4,5.0,6.4,0.8,5.58,0.6599999999999999
Sergio Reguilón,26,1996.0,18.666666666666668,15.833333333333334,1392.5,0.6666666666666666,2.0,2.6666666666666665,4.0,0.16666666666666666,1.1166666666666667,1.9666666666666666
Sergio Rico,27,1993.0,19.0,18.5,1708.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sergio Romero,34,1987.0,16.0,16.0,1440.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Sergio Ruiz,28,1994.0,12.0,7.0,632.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3
Sergio Santos,20,2001.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Sergio Sánchez,31,1986.0,2.0,1.0,101.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Sergio Álvarez,32,1989.0,16.0,12.333333333333334,1101.6666666666667,0.0,0.0,0.0,2.3333333333333335,0.0,0.13333333333333333,0.10000000000000002
Sergiño Dest,21,2000.0,19.666666666666668,14.0,1250.0,0.6666666666666666,1.3333333333333333,2.0,1.0,0.0,1.0333333333333332,1.633333333333333
Seydou Doumbia,30,1987.0,17.0,5.0,541.0,2.0,0.0,2.0,2.0,0.0,2.7,0.0
Seydou Fini,17,2006.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shandon Baptiste,25,1998.0,15.666666666666666,4.333333333333333,522.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3666666666666667,0.5333333333333333
Shane Duffy,30,1992.0,14.0,9.0,898.0,0.6666666666666666,0.0,0.6666666666666666,3.0,0.0,0.7999999999999999,0.13333333333333333
Shane Long,34,1987.0,16.666666666666668,6.333333333333333,637.6666666666666,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,1.9333333333333333,0.8333333333333334
Shaquell Moore,20,1996.0,6.0,5.0,424.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1
Shea Charles,18,2003.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shinji Okazaki,34,1986.0,25.0,14.0,1128.0,1.0,1.0,2.0,1.0,0.0,2.1,0.2
Shkodran Mustafi,29,1992.0,9.666666666666666,7.0,637.3333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.13333333333333333
Shola Shoretire,17,2004.0,1.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shon Weissman,27,1996.0,17.0,10.0,978.3333333333334,2.3333333333333335,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.0,2.6333333333333333,0.9333333333333335
Sidnei,30,1989.0,17.5,15.5,1348.0,0.75,0.25,1.0,2.5,0.0,0.6749999999999999,0.15
Sidnei Tavares,18,2001.0,2.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Siebe Van Der Heyden,25,1998.0,4.0,3.0,230.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Silvan Hefti,26,1997.0,10.5,7.5,694.5,0.0,0.0,0.0,0.5,0.0,0.1,0.35
Silvi Clúa,18,2005.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simeon Nwankwo,31,1992.0,19.333333333333332,13.666666666666666,1273.3333333333333,7.0,1.0,8.0,0.3333333333333333,0.0,7.433333333333334,0.5333333333333333
Simo,17,2005.0,7.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Adingra,21,2002.0,12.0,8.0,756.0,3.0,1.0,4.0,2.0,0.0,1.4,1.5
Simon Francis,34,1985.0,15.0,10.0,969.0,0.0,0.0,0.0,5.0,1.0,0.1,0.2
Simon Kjær,34,1989.0,16.0,14.25,1201.25,0.25,0.25,0.5,2.625,0.0,0.625,0.2625
Simon Moore,29,1990.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon Skrabb,24,1995.0,10.0,3.0,257.0,0.0,0.0,0.0,1.0,0.0,0.1,0.5
Simon Sohm,19,2001.0,18.0,8.0,899.0,1.0,0.0,1.0,1.0,0.0,0.6,0.2
Simone Bastoni,27,1996.0,19.25,15.25,1289.75,1.5,3.5,5.0,4.75,0.25,0.95,2.325
Simone Colombi,29,1991.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Edera,23,1997.0,7.5,2.0,225.0,0.5,0.5,1.0,2.0,0.5,0.65,0.5
Simone Iacoponi,33,1987.0,26.0,23.5,2123.0,1.0,0.0,1.0,5.0,0.5,0.7000000000000001,0.1
Simone Missiroli,33,1986.0,34.0,31.0,2798.0,1.0,0.0,1.0,7.0,0.0,0.7,1.2
Simone Muratore,21,1998.0,4.0,2.0,165.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Simone Pafundi,17,2006.0,3.3333333333333335,0.0,38.666666666666664,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333
Simone Perilli,27,1995.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simone Pinna,21,1997.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1
Simone Rabbi,18,2001.0,4.0,0.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Simone Romagnoli,33,1990.0,12.333333333333334,9.333333333333334,835.6666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.5666666666666667,0.26666666666666666
Simone Scuffet,27,1996.0,3.5,3.5,315.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Simone Trimboli,19,2002.0,5.0,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4
Simone Verdi,31,1992.0,18.166666666666668,11.0,944.6666666666666,2.3333333333333335,1.8333333333333333,4.166666666666667,2.6666666666666665,0.0,2.233333333333333,2.183333333333333
Simone Zaza,30,1991.0,24.0,13.5,1334.25,6.25,0.5,6.75,5.25,0.25,6.275,1.4249999999999998
Sinan Gümüş,25,1994.0,3.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Siriki Dembélé,25,1996.0,6.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3
Siriki Sanogo,18,2001.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofian Chakla,26,1993.0,4.666666666666667,3.6666666666666665,363.3333333333333,0.0,0.0,0.0,2.0,0.0,0.16666666666666666,0.03333333333333333
Sofian Kiyine,23,1997.0,26.0,14.0,1239.0,1.0,0.0,1.0,8.0,1.0,1.5,2.0
Sofiane Boufal,25,1993.0,27.5,16.5,1424.5,1.5,2.5,4.0,4.0,0.0,2.2,3.25
Sofyan Amrabat,27,1996.0,24.6,19.4,1726.8,0.4,0.4,0.8,7.2,0.4,0.6,0.8800000000000001
Sokratis Papastathopoulos,31,1988.0,19.0,19.0,1696.0,2.0,0.0,2.0,6.0,0.0,1.1,0.3
Solly March,29,1994.0,22.2,17.0,1566.0,2.4,2.4,4.8,1.2,0.0,2.88,2.82
Son,27,1994.0,27.0,16.0,1538.5,0.5,0.0,0.5,4.0,0.5,0.75,1.25
Son Heung-min,31,1992.0,30.2,29.0,2510.0,13.8,6.8,20.6,0.8,0.4,9.860000000000001,6.4399999999999995
Sonny Perkins,17,2004.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sory Kaba,28,1995.0,11.0,6.0,526.0,1.0,1.0,2.0,2.0,0.0,1.4,0.2
Soualiho Meïté,28,1994.0,23.5,16.5,1518.75,0.25,1.25,1.5,3.0,0.0,0.675,0.8
Srđan Babić,27,1996.0,17.5,17.0,1544.0,1.5,0.0,1.5,2.5,0.0,0.6,0.15
Stanislav Lobotka,29,1994.0,23.625,19.125,1717.25,0.25,0.375,0.625,1.5,0.0,0.325,0.5249999999999999
Steeve-Mike Ebongue,19,2001.0,3.0,0.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4
Stefan Bajcetic,17,2004.0,11.0,6.0,526.0,1.0,0.0,1.0,2.0,0.0,0.8,0.4
Stefan Mitrović,33,1990.0,21.0,19.333333333333332,1674.6666666666667,0.3333333333333333,0.0,0.3333333333333333,5.333333333333333,0.3333333333333333,0.13333333333333333,0.09999999999999999
Stefan Ortega,31,1992.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Posch,26,1997.0,19.5,18.5,1567.0,3.0,1.0,4.0,4.0,0.0,1.8499999999999999,1.1
Stefan Savić,32,1991.0,22.571428571428573,22.142857142857142,1944.2857142857142,0.14285714285714285,0.2857142857142857,0.42857142857142855,7.0,0.42857142857142855,0.5714285714285714,0.1571428571428571
Stefan Strandberg,31,1990.0,11.0,11.0,933.0,0.0,0.0,0.0,2.0,1.0,0.4,0.3
Stefan de Vrij,31,1992.0,27.0,23.8,2129.0,1.2,0.6,1.8,2.8,0.0,1.64,0.32
Stefano Denswil,27,1993.0,15.5,13.0,1177.5,0.0,0.5,0.5,3.5,0.5,0.6,0.3
Stefano Okaka,31,1989.0,19.0,15.0,1308.6666666666667,4.0,1.3333333333333333,5.333333333333333,4.333333333333333,0.0,3.8333333333333335,0.8666666666666666
Stefano Piccinini,16,2002.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefano Sabelli,30,1993.0,18.0,17.333333333333332,1468.0,0.0,1.0,1.0,3.3333333333333335,0.0,0.26666666666666666,1.8666666666666665
Stefano Sensi,28,1995.0,13.333333333333334,7.5,647.3333333333334,1.1666666666666667,0.5,1.6666666666666667,2.0,0.16666666666666666,0.9166666666666666,0.9833333333333334
Stefano Sturaro,28,1993.0,14.25,12.25,971.5,0.5,0.5,1.0,6.25,0.0,0.7250000000000001,0.625
Stefano Turati,22,2001.0,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephan El Shaarawy,31,1992.0,19.0,8.25,915.0,3.25,0.75,4.0,1.25,0.0,2.6500000000000004,1.6
Stephane Keller,18,2001.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Aldo One,22,1995.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Cook,31,1991.0,20.5,19.5,1692.5,0.5,0.0,0.5,5.0,0.5,0.39999999999999997,0.55
Steven Alzate,22,1998.0,14.333333333333334,9.0,829.3333333333334,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.7000000000000001,0.5
Steven Bergwijn,23,1997.0,20.0,8.333333333333334,825.6666666666666,2.3333333333333335,1.6666666666666667,4.0,2.0,0.0,1.8333333333333333,0.9
Steven Nzonzi,28,1988.0,27.0,26.0,2214.0,1.0,2.0,3.0,2.0,0.0,2.0,1.0
Steven Shpendi,20,2003.0,6.0,2.0,209.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
