Jugador,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Lluís Sastre,32,1986.0,4.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loren Morón,28,1993.0,19.142857142857142,9.714285714285714,945.8571428571429,3.5714285714285716,0.42857142857142855,4.0,1.7142857142857142,0.14285714285714285,3.5714285714285716,1.0000000000000002
Lorenzo Amatucci,19,2004.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Andrenacci,24,1995.0,6.0,5.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Colombo,21,2002.0,12.25,7.25,606.75,2.0,0.75,2.75,1.25,0.0,2.3249999999999997,0.475
Lorenzo De Silvestri,35,1988.0,22.4,18.2,1558.2,1.4,0.4,1.8,2.8,0.0,1.38,1.06
Lorenzo Del Pinto,30,1990.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Insigne,30,1991.0,34.666666666666664,31.666666666666668,2655.0,12.666666666666666,7.333333333333333,20.0,1.6666666666666667,0.3333333333333333,14.466666666666667,7.133333333333333
Lorenzo Lucca,23,2000.0,13.0,7.0,657.0,2.0,1.0,3.0,0.0,0.0,3.0,0.5
Lorenzo Malagrida,18,2003.0,6.0,0.0,109.0,0.0,0.0,0.0,2.0,0.0,0.2,0.1
Lorenzo Montipò,27,1996.0,30.25,30.25,2722.5,0.0,0.0,0.0,1.25,0.0,0.0,0.0
Lorenzo Pellegrini,27,1996.0,25.2,23.2,1980.4,4.4,4.6,9.0,6.6,0.4,5.5200000000000005,6.1
Lorenzo Pirola,21,2002.0,12.666666666666666,11.0,930.3333333333334,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,0.0,0.6,0.13333333333333333
Lorenzo Tonelli,32,1990.0,11.75,9.5,843.25,0.25,0.0,0.25,4.75,0.25,0.65,0.075
Lorenzo Venuti,28,1995.0,17.4,12.2,1035.4,0.0,0.6,0.6,2.6,0.0,0.2,0.7
Losada,17,2001.0,2.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.3,0.0
Loum Tchaouna,20,2003.0,8.0,2.0,243.0,0.0,1.0,1.0,0.0,0.0,0.1,0.2
Loïc Bade,23,2000.0,15.0,13.0,1167.5,0.5,0.5,1.0,2.5,0.5,0.44999999999999996,0.15000000000000002
Loïc Rémy,30,1987.0,11.5,6.0,611.5,4.0,0.0,4.0,2.0,0.5,2.8,0.1
Luca Caldirola,32,1991.0,22.666666666666668,18.666666666666668,1666.3333333333333,1.6666666666666667,0.3333333333333333,2.0,5.0,0.6666666666666666,0.7666666666666667,0.39999999999999997
Luca Ceppitelli,31,1989.0,19.666666666666668,15.666666666666666,1385.3333333333333,1.0,0.3333333333333333,1.3333333333333333,3.6666666666666665,0.0,0.43333333333333335,0.16666666666666666
Luca Cigarini,34,1986.0,18.0,16.0,1263.5,0.0,2.0,2.0,6.5,1.0,0.5,2.4
Luca D'Andrea,17,2004.0,5.0,5.0,316.0,0.0,1.0,1.0,0.0,0.0,0.3,0.8
Luca Falbo,19,2000.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Fiordilino,25,1996.0,15.0,5.0,661.0,0.0,0.0,0.0,2.0,0.0,0.2,0.4
Luca Gagliano,21,2000.0,2.0,0.5,32.5,0.5,0.5,1.0,0.0,0.0,0.35,0.0
Luca Garritano,29,1994.0,8.0,2.0,274.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3
Luca Gemello,23,2000.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Koleosho,19,2004.0,6.0,3.6666666666666665,307.6666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.5333333333333333,0.39999999999999997
Luca Lezzerini,26,1995.0,6.0,6.0,495.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Luca Marrone,32,1990.0,11.5,10.0,861.5,0.0,0.0,0.0,4.0,0.0,0.25,0.0
Luca Mazzitelli,28,1995.0,6.0,5.5,459.0,1.0,0.0,1.0,2.0,0.5,0.45,0.05
Luca Mora,32,1988.0,4.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Luca Pellegrini,24,1999.0,13.2,9.0,802.4,0.0,1.4,1.4,4.8,0.0,0.26,1.1800000000000002
Luca Ranieri,24,1999.0,11.5,9.0,816.5,0.25,0.0,0.25,4.25,0.25,0.19999999999999998,0.35000000000000003
Luca Rossettini,34,1985.0,26.0,25.0,2261.0,0.0,2.0,2.0,5.0,0.0,0.2,0.9
Luca Sangalli,24,1995.0,14.5,8.5,685.5,0.5,2.0,2.5,0.0,0.0,1.0,0.9
Luca Siligardi,32,1988.0,6.0,1.0,140.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2333333333333333,0.16666666666666666
Luca Stanga,19,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Tremolada,27,1991.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luca Vignali,25,1996.0,11.5,10.0,837.5,0.0,0.0,0.0,2.0,0.5,0.05,0.35
Luca Zanimacchia,24,1998.0,8.5,5.0,433.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5
Luca Zidane,23,1998.0,3.3333333333333335,3.3333333333333335,275.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
Luca de la Torre,25,1998.0,20.0,13.0,1174.5,0.0,2.0,2.0,4.5,0.5,0.9,1.2
Lucas,22,2001.0,8.0,4.0,462.0,1.0,0.0,1.0,2.0,0.0,0.5,0.1
Lucas Beltrán,22,2001.0,11.0,6.0,438.0,0.0,1.0,1.0,1.0,0.0,0.3,0.5
Lucas Biglia,33,1986.0,14.0,8.0,685.0,0.0,1.0,1.0,4.0,0.0,0.3,0.3
Lucas Boyé,27,1996.0,23.2,19.0,1591.0,4.8,1.8,6.6,4.8,0.6,4.28,1.4
Lucas Castro,30,1989.0,11.0,6.0,515.5,1.0,0.0,1.0,1.0,0.0,0.7,0.6000000000000001
Lucas Digne,30,1993.0,21.0,19.0,1645.142857142857,0.14285714285714285,3.142857142857143,3.2857142857142856,3.5714285714285716,0.14285714285714285,0.5285714285714286,3.0714285714285716
Lucas Felippe,19,2000.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Hernández,22,1996.0,20.5,18.5,1616.5,0.5,0.5,1.0,6.0,0.5,0.7,0.55
Lucas Leiva,34,1987.0,30.666666666666668,24.0,1878.6666666666667,0.0,0.3333333333333333,0.3333333333333333,9.666666666666666,0.3333333333333333,0.3333333333333333,0.7999999999999999
Lucas Martínez Quarta,27,1996.0,19.75,16.75,1518.75,1.25,0.25,1.5,5.0,0.25,1.55,0.525
Lucas Moura,29,1992.0,28.5,14.5,1395.25,2.5,3.5,6.0,2.0,0.25,2.675,2.625
Lucas Ocampos,29,1994.0,25.6,21.2,1925.8,6.0,2.4,8.4,6.0,0.2,7.139999999999999,2.7
Lucas Olaza,28,1994.0,17.5,16.0,1450.8333333333333,0.5,1.5,2.0,3.1666666666666665,0.0,0.46666666666666673,1.5666666666666667
Lucas Oliveira Rosa,22,2000.0,17.0,11.0,931.0,0.0,1.0,1.0,3.0,0.0,0.4,1.0
Lucas Paquetá,26,1997.0,21.333333333333332,17.0,1438.3333333333333,2.0,1.6666666666666667,3.6666666666666665,5.666666666666667,0.0,3.0,2.0333333333333337
Lucas Pérez,33,1988.0,24.0,18.5,1667.6666666666667,5.166666666666667,3.0,8.166666666666666,2.0,0.0,5.8,4.7
Lucas Robertone,26,1997.0,24.0,22.0,1792.5,1.0,5.5,6.5,5.5,0.0,1.5,3.9
Lucas Torreira,25,1996.0,26.333333333333332,15.333333333333334,1408.3333333333333,2.3333333333333335,0.6666666666666666,3.0,6.333333333333333,0.3333333333333333,2.2666666666666666,1.1333333333333335
Lucas Torró,29,1994.0,25.5,22.5,1898.0,0.5,0.25,0.75,6.75,0.0,1.325,0.325
Lucas Vázquez,32,1991.0,24.0,13.285714285714286,1291.142857142857,2.2857142857142856,2.5714285714285716,4.857142857142857,2.5714285714285716,0.14285714285714285,2.1285714285714286,3.0142857142857147
Luciano Vietto,23,1993.0,10.0,4.5,398.5,1.0,0.5,1.5,1.0,0.0,0.8500000000000001,0.85
Lucien Agoume,21,2002.0,5.333333333333333,3.0,291.0,0.0,0.0,0.0,1.0,0.0,0.03333333333333333,0.06666666666666667
Ludwig Augustinsson,28,1994.0,8.666666666666666,3.6666666666666665,334.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.16666666666666666,0.26666666666666666
Luigi Canotto,29,1994.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luigi Samele,19,2002.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
Luigi Sepe,31,1991.0,25.75,25.75,2305.5,0.0,0.0,0.0,1.5,0.0,0.0,0.175
Luigi Vitale,31,1987.0,2.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Abram,25,1996.0,8.0,6.0,560.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Luis Advíncula,28,1990.0,28.0,27.0,2389.0,1.0,3.0,4.0,6.0,2.0,1.1,2.4
Luis Alberto,31,1992.0,30.2,27.0,2307.0,5.8,6.8,12.6,4.8,0.0,4.34,7.1
Luis Binks,19,2001.0,15.0,7.0,646.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Luis Díaz,26,1997.0,14.0,10.0,877.0,3.6666666666666665,1.6666666666666667,5.333333333333333,0.6666666666666666,0.0,2.966666666666667,1.6000000000000003
Luis Hernández,34,1989.0,23.5,23.0,2074.5,0.25,0.25,0.5,6.0,0.25,0.5,0.45
Luis Javier Suárez,25,1997.0,23.25,19.5,1672.5,5.25,2.25,7.5,4.25,0.25,6.4750000000000005,1.9
Luis Milla,29,1994.0,20.25,17.75,1526.0,1.0,1.75,2.75,2.75,0.25,1.1749999999999998,1.7999999999999998
Luis Muriel,32,1991.0,24.428571428571427,10.285714285714286,1033.4285714285713,8.571428571428571,3.142857142857143,11.714285714285714,1.1428571428571428,0.2857142857142857,6.6000000000000005,3.3285714285714283
Luis Perea,21,1997.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Pérez,27,1995.0,20.0,15.0,1255.0,0.0,0.5,0.5,1.5,0.0,0.1,0.65
Luis Rioja,30,1993.0,28.5,23.25,1984.0,1.5,2.0,3.5,3.25,0.0,2.05,3.1
Luis Rojas,18,2002.0,7.0,0.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luis Sinisterra,24,1999.0,12.5,6.5,509.0,3.0,0.0,3.0,1.5,0.5,2.4000000000000004,0.35
Luis Suárez,34,1987.0,32.2,27.0,2413.4,18.8,6.2,25.0,6.2,0.0,17.080000000000002,4.84
Luisinho,35,1985.0,14.0,12.333333333333334,1102.6666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,5.666666666666667,0.0,0.19999999999999998,0.9666666666666667
Luismi,28,1996.5,6.5,1.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luiz Felipe,26,1997.0,19.6,17.6,1509.4,0.2,0.2,0.4,4.8,0.8,0.38,0.27999999999999997
Luiz Henrique,22,2001.0,20.5,12.0,1051.0,0.5,2.5,3.0,3.5,0.0,1.8,1.7
Luka Bogdan,25,1996.0,6.0,4.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Jović,25,1997.0,15.0,5.2,558.2,1.8,1.4,3.2,1.2,0.0,2.84,0.8
Luka Lochoshvili,24,1998.0,25.0,22.0,1839.0,1.0,2.0,3.0,4.0,0.0,0.6,1.1
Luka Milivojević,31,1991.0,23.75,17.25,1539.5,1.0,0.5,1.5,5.75,0.25,1.425,1.1749999999999998
Luka Modrić,38,1985.0,28.428571428571427,22.428571428571427,1941.5714285714287,2.5714285714285716,5.0,7.571428571428571,4.571428571428571,0.14285714285714285,2.2,3.9714285714285715
Luka Romero,19,2004.0,4.75,0.25,82.75,0.25,0.0,0.25,0.25,0.0,0.25,0.025
Lukas Lerager,27,1993.0,18.5,14.0,1273.0,0.5,1.0,1.5,2.5,0.0,0.7,1.0
Lukas Rupp,30,1991.0,15.5,7.5,732.0,0.0,0.0,0.0,0.5,0.0,0.8,1.15
Luke Ayling,30,1991.0,31.0,28.666666666666668,2575.0,1.3333333333333333,1.0,2.3333333333333335,4.666666666666667,0.3333333333333333,2.0333333333333337,2.3333333333333335
Luke Berry,31,1992.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Cundle,19,2002.0,4.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Luke Freeman,27,1992.0,11.0,3.0,366.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2
Luke Harris,18,2005.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
Luke Shaw,28,1995.0,22.0,20.4,1759.0,0.4,2.0,2.4,6.4,0.0,0.5,3.14
Luke Thomas,22,2001.0,13.2,11.2,1000.8,0.2,0.4,0.6,1.8,0.0,0.2,0.6799999999999999
Lukáš Haraslín,24,1996.0,12.5,3.0,358.5,0.5,0.0,0.5,1.0,0.5,0.85,0.35
Lukáš Vorlický,20,2002.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lumor Agbenyenu,22,1996.0,23.0,20.0,1805.0,1.0,0.0,1.0,5.0,1.0,0.3,1.6
Luuk de Jong,30,1990.0,30.0,14.666666666666666,1327.0,5.333333333333333,0.3333333333333333,5.666666666666667,2.0,0.0,6.266666666666666,1.5
Luís Maximiano,24,1999.0,15.666666666666666,15.666666666666666,1377.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0
Lyanco,25,1997.0,19.0,14.0,1306.5,0.25,0.25,0.5,4.75,0.0,0.5,0.325
Lyle Foster,23,2000.0,7.0,7.0,607.0,3.0,2.0,5.0,0.0,1.0,1.6,1.2
Lys Mousset,25,1996.0,15.666666666666666,5.0,565.3333333333334,2.0,1.6666666666666667,3.6666666666666665,1.0,0.0,2.1999999999999997,1.2333333333333334
Lázaro,21,2002.0,13.5,4.5,454.0,3.0,0.0,3.0,0.5,0.0,2.25,0.45
Léo Baptistão,31,1992.0,23.75,18.75,1534.5,4.25,1.5,5.75,4.25,0.0,5.4,1.2999999999999998
Léo Duarte,24,1996.0,3.5,2.0,212.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0
Léo Sena,24,1995.0,16.0,8.0,885.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
M'Bala Nzola,27,1996.0,22.5,16.75,1582.5,6.75,2.0,8.75,3.75,0.0,6.0,1.6999999999999997
Mads Bech Sørensen,23,1999.0,7.5,4.5,428.0,0.0,0.0,0.0,1.5,0.0,0.05,0.2
Mads Bidstrup,20,2001.0,4.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mads Juel Andersen,25,1997.0,6.0,4.0,372.0,1.0,0.0,1.0,1.0,0.0,0.3,0.0
Mads Roerslev,24,1999.0,17.0,9.333333333333334,923.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.26666666666666666,0.6666666666666666
Magnus Warming,21,2000.0,4.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahmoud Dahoud,27,1996.0,8.0,5.0,407.0,0.0,1.0,1.0,1.0,1.0,0.1,0.9
Maksym Koval,24,1992.0,2.0,2.0,120.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Malang Sarr,22,1999.0,8.0,6.0,546.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4
Malcolm Ebiowei,18,2003.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malcom,21,1997.0,15.0,6.0,614.0,1.0,2.0,3.0,0.0,0.0,1.4,1.7
Malick Thiaw,22,2001.0,15.5,13.0,1143.0,0.0,0.0,0.0,4.0,0.5,0.45,0.15000000000000002
Malo Gusto,20,2003.0,9.0,6.0,541.0,0.0,2.0,2.0,1.0,1.0,0.3,0.6
Mamadou Coulibaly,24,1999.0,5.333333333333333,3.6666666666666665,331.6666666666667,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.10000000000000002
Mamadou Fall,19,2002.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamadou Mbaye,25,1998.0,8.0,4.0,453.0,0.0,0.0,0.0,1.5,0.0,0.05,0.1
Mamadou Sakho,30,1990.0,9.0,7.0,603.5,0.0,0.0,0.0,0.5,0.5,0.05,0.05
Mamadou Sylla,29,1994.0,9.0,1.6666666666666667,221.66666666666666,0.0,0.0,0.0,1.0,0.0,0.5,0.13333333333333333
Mamady Diarra,22,2000.0,2.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Mamor Niang,18,2002.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Manolo Gabbiadini,30,1991.0,25.5,19.0,1599.75,6.75,1.75,8.5,3.0,0.0,5.550000000000001,3.0250000000000004
Manolo Portanova,21,2000.0,9.666666666666666,6.0,486.0,0.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.0,1.1666666666666667,0.19999999999999998
Manolo Reina,36,1985.0,28.5,28.5,2565.0,0.0,0.0,0.0,4.5,0.5,0.0,0.0
Manor Solomon,24,1999.0,12.0,3.0,385.5,2.0,1.0,3.0,0.5,0.0,0.8,0.6000000000000001
Manu García,34,1988.4,28.6,18.8,1787.4,0.8,0.4,1.2,7.6,0.4,1.8199999999999998,0.74
Manu Gyabuaa,18,2001.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manu Morlanes,24,1999.0,12.166666666666666,6.0,539.1666666666666,0.5,0.6666666666666666,1.1666666666666667,2.0,0.3333333333333333,0.2333333333333333,0.5833333333333334
Manu Sánchez,23,2000.0,16.166666666666668,11.666666666666666,1084.1666666666667,0.16666666666666666,1.8333333333333333,2.0,2.5,0.0,0.23333333333333336,1.1166666666666667
Manu Trigueros,32,1991.0,26.285714285714285,19.0,1635.5714285714287,1.7142857142857142,2.7142857142857144,4.428571428571429,4.285714285714286,0.42857142857142855,2.242857142857143,2.6714285714285717
Manu Vallejo,25,1997.0,13.6,3.2,408.4,1.6,0.4,2.0,1.0,0.0,1.4400000000000002,0.4
Manuel Akanji,28,1995.0,19.5,17.0,1593.0,1.0,0.5,1.5,2.5,0.5,0.8500000000000001,0.30000000000000004
Manuel De Luca,24,1998.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Garrido,18,2000.0,4.0,2.0,115.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
Manuel Gasparini,18,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Iturra,34,1984.0,11.5,9.5,828.5,0.0,0.0,0.0,3.5,0.0,0.2,0.35
Manuel Lanzini,29,1993.0,20.25,10.0,995.75,1.75,1.5,3.25,1.0,0.0,1.85,1.425
Manuel Lazzari,30,1993.0,26.2,21.0,1873.2,1.0,2.4,3.4,4.2,0.2,0.9400000000000001,1.9600000000000002
Manuel Locatelli,25,1998.0,28.6,25.4,2233.4,1.6,2.6,4.2,7.0,0.0,1.8399999999999999,2.1799999999999997
Manuel Pozo,20,2001.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Manuel Sebastián,18,2004.0,2.0,2.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Marash Kumbulla,22,2000.0,17.5,14.25,1149.25,0.5,0.0,0.5,5.5,0.5,0.8500000000000001,0.19999999999999998
Marc Albrighton,32,1989.0,18.5,9.5,995.5,0.75,2.5,3.25,1.75,0.0,0.6,2.1500000000000004
Marc Bartra,32,1991.0,20.666666666666668,20.5,1797.3333333333333,1.0,0.3333333333333333,1.3333333333333333,4.5,0.0,1.0666666666666667,0.65
Marc Baró,20,1999.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Marc Cardona,28,1995.0,11.75,4.75,417.0,1.5,0.75,2.25,0.75,0.0,1.7000000000000002,0.47500000000000003
Marc Cucurella,25,1998.0,24.571428571428573,23.142857142857142,2027.5714285714287,0.8571428571428571,1.7142857142857142,2.5714285714285716,5.428571428571429,0.0,1.1714285714285713,2.1142857142857143
Marc Guiu,17,2006.0,1.0,0.0,12.0,1.0,0.0,1.0,1.0,0.0,0.2,0.0
Marc Guéhi,23,2000.0,28.333333333333332,28.333333333333332,2543.3333333333335,1.0,0.3333333333333333,1.3333333333333333,4.333333333333333,0.0,1.5333333333333332,0.6333333333333333
Marc Muniesa,26,1992.0,16.0,14.0,1266.5,0.0,0.5,0.5,4.5,0.0,0.3,0.3
Marc Navarro,24,1995.0,11.5,6.5,664.0,0.5,0.0,0.5,2.0,0.0,0.44999999999999996,0.4
Marc Pedraza,32,1987.0,3.0,2.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Roca,27,1996.0,24.6,22.6,1939.6,1.2,1.2,2.4,5.0,0.0,1.48,2.08
Marc Tenas,20,2001.0,3.0,0.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2
Marc-André ter Stegen,31,1992.0,32.142857142857146,32.142857142857146,2882.4285714285716,0.0,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.0,0.014285714285714287,0.1571428571428571
Marcel Sabitzer,28,1994.0,11.0,7.0,627.0,0.0,1.0,1.0,1.0,0.0,0.7,0.9
Marcelo,33,1988.0,18.8,15.8,1396.8,1.0,2.8,3.8,2.8,0.2,0.8800000000000001,2.7399999999999998
Marcelo Brozović,29,1992.0,32.0,28.25,2497.25,2.5,4.5,7.0,8.25,0.25,2.0,2.9749999999999996
Marcelo Saracchi,23,1998.0,4.0,2.0,186.0,0.0,1.0,1.0,2.0,0.0,0.0,0.2
Marciano Sanca,19,2004.0,6.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Listkowski,24,1998.0,5.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Marco Asensio,26,1996.0,28.0,16.0,1500.1666666666667,5.666666666666667,3.1666666666666665,8.833333333333334,1.5,0.0,4.55,3.9
Marco Ballarini,18,2001.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Benassi,27,1994.0,10.6,5.2,522.2,0.2,0.2,0.4,0.8,0.0,0.66,0.4800000000000001
Marco Bertini,19,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Brescianini,23,2000.0,6.5,1.5,234.0,0.5,0.5,1.0,0.5,0.0,0.1,0.2
Marco Calderoni,30,1989.0,26.0,24.0,2064.0,3.0,2.0,5.0,7.0,0.0,0.7,2.4
Marco Carnesecchi,23,2000.0,16.0,16.0,1440.0,0.0,0.5,0.5,0.5,0.0,0.0,0.1
Marco D'Alessandro,31,1991.0,11.5,6.5,535.5,1.0,0.0,1.0,1.0,0.5,0.35,0.65
Marco Festa,28,1992.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Mancosu,35,1988.0,18.0,15.5,1296.0,7.0,1.0,8.0,1.5,0.0,8.35,1.55
Marco Modolo,32,1989.0,6.0,4.0,392.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0
Marco Olivieri,20,1999.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Parolo,35,1985.0,23.5,12.0,1176.5,0.5,1.0,1.5,6.5,0.0,0.65,0.65
Marco Sau,32,1987.0,24.0,9.0,785.0,4.0,2.0,6.0,1.0,1.0,2.4,1.8
Marco Silvestri,32,1991.0,31.0,31.0,2790.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Marco Sportiello,31,1992.0,8.6,7.8,751.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Marco Stiepermann,28,1991.0,24.0,14.0,1180.0,0.0,0.0,0.0,6.0,0.0,1.5,0.8
Marcos Acuña,32,1991.0,24.5,19.75,1728.25,1.25,1.75,3.0,6.75,0.75,0.8750000000000001,2.5250000000000004
Marcos Alonso,32,1990.0,17.4,12.8,1178.2,2.2,1.2,3.4,3.4,0.0,1.64,1.8400000000000003
Marcos André,25,1996.0,23.0,7.333333333333333,865.6666666666666,2.0,1.3333333333333333,3.3333333333333335,2.6666666666666665,0.3333333333333333,3.1333333333333333,1.2333333333333332
Marcos Antônio,22,2000.0,16.0,6.0,594.0,1.0,1.0,2.0,2.0,0.0,1.2,0.3
Marcos Llorente,28,1995.0,21.428571428571427,17.0,1478.5714285714287,2.5714285714285716,2.7142857142857144,5.285714285714286,3.4285714285714284,0.0,1.2285714285714284,2.414285714285714
Marcos Mauro López Gutiérrez,30,1991.0,13.5,11.5,980.5,1.0,0.0,1.0,1.5,0.5,0.75,0.0
Marcos Rojo,29,1990.0,3.0,1.0,122.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0
Marcos Senesi,26,1997.0,21.0,18.0,1579.5,1.0,0.5,1.5,4.5,0.0,0.8,0.35
Marcus Forss,22,1999.0,7.0,1.0,209.0,0.0,1.0,1.0,0.0,0.0,0.3,0.2
Marcus Pedersen,23,2000.0,10.0,2.0,314.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2
Marcus Rashford,26,1997.0,28.0,24.2,2139.6,10.2,4.8,15.0,2.4,0.0,10.219999999999999,3.1799999999999997
Marcus Tavernier,24,1999.0,16.5,14.0,1220.5,3.5,2.5,6.0,0.5,0.0,2.55,2.2
Marcus Thuram,26,1997.0,13.0,13.0,992.0,4.0,6.0,10.0,0.0,0.0,5.4,1.4
Marcão,26,1996.0,5.0,4.0,375.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Marek Rodák,25,1996.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariano,30,1993.0,9.333333333333334,2.3333333333333335,278.8333333333333,1.0,0.16666666666666666,1.1666666666666667,1.1666666666666667,0.0,1.3666666666666665,0.38333333333333336
Mariano Barbosa,33,1984.0,13.0,12.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin Pongračić,26,1997.0,11.0,11.0,980.0,0.0,0.0,0.0,2.5,0.0,0.35,0.1
Mario Balotelli,28,1990.0,19.0,16.0,1404.0,5.0,0.0,5.0,6.0,1.0,7.1,0.6
Mario Dominguez,19,2004.0,2.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Mario Gaspar,30,1990.0,24.8,22.2,1968.2,0.6,1.8,2.4,5.8,0.4,1.12,1.7600000000000002
Mario Gila,23,2000.0,2.3333333333333335,0.3333333333333333,68.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario González,21,1996.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Mario Hermoso,28,1995.0,23.857142857142858,22.285714285714285,1947.857142857143,1.4285714285714286,0.7142857142857143,2.142857142857143,5.571428571428571,0.7142857142857143,1.4000000000000001,0.5428571428571428
Mario Hernández,23,1999.0,6.0,3.0,249.0,0.5,0.0,0.5,2.0,0.0,0.15000000000000002,0.0
