,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
220,Guilherme,BRA,Centrocampista,La Coruña,26,1991,31,31,2639,0,0,0,11,0,2.6,1.6,2017-2018
221,Gerard Gumbau,ESP,Centrocampista,Leganés,22,1994,25,16,1434,1,0,1,8,0,0.7,0.5,2017-2018
222,Jon Guridi,ESP,Centrocampista,Real Sociedad,22,1995,4,0,54,0,0,0,0,0,0.0,0.0,2017-2018
223,Alejandro Gutiérrez Mozo,ESP,Centrocampista,Leganés,22,1995,1,0,45,0,0,0,0,0,0.0,0.0,2017-2018
224,Hacen,MTN,Delantero,Levante,19,1997,2,1,81,0,0,0,0,0,0.0,0.0,2017-2018
225,Munir El Haddadi,MAR,Delantero,Alavés,21,1995,33,28,2444,10,6,16,7,1,9.1,3.9,2017-2018
226,Achraf Hakimi,MAR,Defensa,Real Madrid,18,1998,9,8,757,2,0,2,0,0,0.3,0.3,2017-2018
227,Alen Halilović,CRO,Delantero,Las Palmas,21,1996,20,16,1304,2,1,3,1,1,1.6,1.8,2017-2018
228,Mario Hermoso,ESP,Defensa,Espanyol,22,1995,22,22,1928,1,0,1,6,1,1.0,0.2,2017-2018
229,Hernán,ESP,Centrocampista,Las Palmas,26,1990,7,4,351,0,0,0,1,0,1.0,0.0,2017-2018
230,Héctor Hernández,ESP,Defensa,Alavés,26,1991,1,0,16,0,0,0,0,0,0.0,0.0,2017-2018
231,Lucas Hernández,FRA,Defensa,Atlético Madrid,21,1996,27,24,2116,0,1,1,7,1,0.6,0.3,2017-2018
232,Luis Hernández,ESP,Defensa,Málaga,28,1989,36,36,3240,0,1,1,8,0,0.2,0.4,2017-2018
233,Pablo Hernández,CHI,Centrocampista,Celta Vigo,30,1986,30,18,1819,3,2,5,4,0,1.9,1.3,2017-2018
234,Theo Hernández,FRA,Defensa,Real Madrid,19,1997,13,10,963,0,0,0,1,0,0.2,1.1,2017-2018
235,Borja Herrera,ESP,Defensa,Las Palmas,24,1993,3,3,241,0,0,0,0,0,0.0,0.0,2017-2018
236,Iago Herrerín,ESP,PO,Athletic Club,29,1988,8,8,720,0,0,0,0,0,0.0,0.0,2017-2018
237,Andrew Hjulsager,DEN,Defensa,Celta Vigo,22,1995,2,0,14,0,0,0,0,0,0.0,0.0,2017-2018
238,Brown Ideye,NGA,Delantero,Málaga,28,1988,13,8,733,1,0,1,2,0,1.7,0.4,2017-2018
239,Asier Illarramendi,ESP,Centrocampista,Real Sociedad,27,1990,36,35,3163,7,5,12,10,1,2.9,2.3,2017-2018
240,Andrés Iniesta,ESP,Centrocampista,Barcelona,33,1984,30,25,1824,1,2,3,1,0,0.6,1.8,2017-2018
241,Takashi Inui,JPN,Centrocampista,Eibar,29,1988,34,31,2631,5,2,7,4,0,4.6,1.9,2017-2018
242,Gorka Iraizoz,ESP,PO,Girona,36,1981,9,8,765,0,0,0,1,0,0.0,0.0,2017-2018
243,Carlos Isaac,ESP,Defensa,Atlético Madrid,19,1998,1,1,63,0,0,0,1,0,0.0,0.0,2017-2018
244,Isco,ESP,Centrocampista,Real Madrid,25,1992,30,21,1774,7,7,14,1,0,5.4,6.3,2017-2018
245,Manuel Iturra,CHI,Centrocampista,Málaga,33,1984,20,18,1583,0,0,0,6,0,0.4,0.7,2017-2018
246,Ander Iturraspe,ESP,Centrocampista,Athletic Club,28,1989,30,20,1904,0,0,0,7,0,0.2,2.0,2017-2018
247,Ivi,ESP,Centrocampista,Levante,23,1994,29,17,1762,4,3,7,3,0,2.7,2.6,2017-2018
248,Adnan Januzaj,BEL,Delantero,Real Sociedad,22,1995,28,18,1573,3,5,8,4,0,6.3,5.5,2017-2018
249,Jason,ESP,Delantero,Levante,23,1994,27,22,1786,1,2,3,2,0,2.6,2.7,2017-2018
250,Álvaro Jiménez,ESP,Centrocampista,Getafe,22,1995,13,5,529,1,1,2,4,1,0.5,0.7,2017-2018
251,Joaquín,ESP,Centrocampista,Betis,36,1981,35,29,2479,4,7,11,7,0,3.8,6.2,2017-2018
252,Jony,ESP,Delantero,Málaga,26,1991,5,1,217,0,0,0,1,0,0.3,0.3,2017-2018
253,Joan Jordán,ESP,Centrocampista,Eibar,23,1994,35,25,2427,6,4,10,2,1,4.1,3.1,2017-2018
254,Willian José,BRA,Delantero,Real Sociedad,25,1991,34,32,2770,15,4,19,4,0,11.1,4.6,2017-2018
255,Jozabed,ESP,Centrocampista,Celta Vigo,26,1991,24,18,1473,0,4,4,7,0,1.7,2.4,2017-2018
256,Juanfran,ESP,Defensa,La Coruña,28,1988,35,34,3057,0,1,1,3,0,1.3,3.9,2017-2018
257,Juanfran,ESP,Defensa,Atlético Madrid,32,1985,17,15,1307,0,1,1,3,0,0.1,1.8,2017-2018
258,Juankar,ESP,Defensa,Málaga,27,1990,10,9,784,0,0,0,2,0,0.0,0.6,2017-2018
259,Juanmi,ESP,Delantero,Real Sociedad,24,1993,30,18,1489,8,2,10,3,0,5.2,0.8,2017-2018
260,Juanpe,ESP,Defensa,Girona,26,1991,35,34,3065,5,1,6,7,0,2.1,0.9,2017-2018
261,Juanpi,VEN,Centrocampista,Málaga,23,1994,16,5,610,0,2,2,1,0,0.8,1.4,2017-2018
262,David Juncà,ESP,Defensa,Eibar,23,1993,15,10,901,0,2,2,3,0,0.1,1.6,2017-2018
263,Aleksandar Katai,SRB,Centrocampista,Alavés,26,1991,3,0,55,0,0,0,0,0,0.1,0.0,2017-2018
264,Olarenwaju Kayode,NGA,Delantero,Girona,24,1993,12,2,383,0,0,0,2,0,1.0,1.0,2017-2018
265,Keko,ESP,Centrocampista,Málaga,25,1991,21,15,1209,0,2,2,3,0,1.3,1.8,2017-2018
266,Kiké,ESP,Delantero,Eibar,27,1989,35,28,2460,8,1,9,5,0,9.4,0.6,2017-2018
267,Simon Kjær,DEN,Defensa,Sevilla,28,1989,20,18,1571,2,0,2,3,0,1.4,0.1,2017-2018
268,Koke,ESP,Centrocampista,Atlético Madrid,25,1992,35,33,2756,4,4,8,3,0,2.3,6.7,2017-2018
269,Geoffrey Kondogbia,CTA,Centrocampista,Valencia,24,1993,31,30,2614,4,4,8,12,1,2.0,2.7,2017-2018
270,Mateo Kovačić,CRO,Centrocampista,Real Madrid,23,1994,21,10,992,0,1,1,2,0,0.4,0.4,2017-2018
271,Maksym Koval,UKR,PO,La Coruña,24,1992,2,2,120,0,0,0,0,1,0.0,0.0,2017-2018
272,Bojan Krkić,ESP,Delantero,Alavés,26,1990,13,4,441,0,0,0,0,0,1.0,0.1,2017-2018
273,Michael Krohn-Dehli,DEN,Centrocampista,La Coruña,34,1983,11,10,728,0,0,0,2,0,0.3,0.1,2017-2018
274,Michael Krohn-Dehli,DEN,Centrocampista,Sevilla,34,1983,13,5,536,1,1,2,0,0,0.2,0.3,2017-2018
275,Toni Kroos,GER,Centrocampista,Real Madrid,27,1990,27,26,2261,5,7,12,4,0,2.4,5.7,2017-2018
276,Zdravko Kuzmanović,SRB,Centrocampista,Málaga,29,1987,8,6,480,0,1,1,4,2,0.1,0.6,2017-2018
277,Alberto de la Bella,ESP,Defensa,Real Sociedad,31,1985,17,17,1528,0,1,1,4,0,0.2,1.1,2017-2018
278,Mehdi Lacen,ALG,Centrocampista,Málaga,33,1984,15,12,1056,0,0,0,2,0,0.2,0.4,2017-2018
279,Mehdi Lacen,ALG,Centrocampista,Getafe,33,1984,4,0,62,0,0,0,1,0,0.1,0.0,2017-2018
280,Víctor Laguardia,ESP,Defensa,Alavés,27,1989,17,17,1530,2,0,2,3,0,0.5,0.2,2017-2018
281,Aymeric Laporte,ESP,Defensa,Athletic Club,23,1994,19,19,1710,0,1,1,5,0,0.7,0.9,2017-2018
282,Borja Lasso,ESP,Centrocampista,Sevilla,23,1994,1,1,53,0,0,0,0,0,0.0,0.1,2017-2018
283,Toni Lato,ESP,Defensa,Valencia,19,1997,16,9,797,0,1,1,4,0,0.1,1.3,2017-2018
284,Miguel Layún,MEX,Defensa,Sevilla,29,1988,16,11,1184,2,0,2,4,0,0.8,1.3,2017-2018
285,Iñigo Lekue,ESP,Defensa,Athletic Club,24,1993,32,22,2111,0,1,1,3,0,0.5,1.4,2017-2018
286,Mauricio Lemos,URU,Defensa,Las Palmas,21,1995,16,14,1261,0,0,0,6,0,0.8,0.4,2017-2018
287,Clément Lenglet,FRA,Defensa,Sevilla,22,1995,35,33,3001,3,1,4,9,0,2.6,0.7,2017-2018
288,Pedro León,ESP,Delantero,Eibar,30,1986,12,10,929,0,3,3,1,0,1.2,2.1,2017-2018
289,Sergio León,ESP,Delantero,Betis,28,1989,31,23,1978,11,1,12,5,0,11.0,1.2,2017-2018
290,Jefferson Lerma,COL,Centrocampista,Levante,22,1994,26,25,2135,0,1,1,16,0,1.2,1.5,2017-2018
291,Maxime Lestienne,BEL,Centrocampista,Málaga,25,1992,12,8,669,0,1,1,1,0,1.2,1.6,2017-2018
292,Raúl Lizoain,ESP,PO,Las Palmas,26,1991,11,11,990,0,0,0,0,0,0.0,0.0,2017-2018
293,Diego Llorente,ESP,Defensa,Real Sociedad,23,1993,27,26,2326,3,0,3,9,1,2.3,0.0,2017-2018
294,Marcos Llorente,ESP,Centrocampista,Real Madrid,22,1995,13,5,546,0,0,0,1,0,0.2,0.2,2017-2018
295,Stanislav Lobotka,SVK,Centrocampista,Celta Vigo,22,1994,38,34,3061,0,0,0,2,0,0.2,0.6,2017-2018
296,David Lombán,ESP,Defensa,Eibar,30,1987,13,11,994,1,0,1,3,0,0.2,0.0,2017-2018
297,Adrián López,ESP,Delantero,La Coruña,29,1988,30,26,2345,9,6,15,1,0,7.7,5.7,2017-2018
298,Alberto López,ESP,Defensa,Málaga,22,1995,1,0,45,0,0,0,0,0,0.0,0.0,2017-2018
299,Andoni López,ESP,Defensa,Athletic Club,21,1996,1,1,90,0,0,0,0,0,0.0,0.0,2017-2018
300,David López,ESP,Defensa,Espanyol,27,1989,37,37,3330,1,1,2,7,0,1.7,0.5,2017-2018
301,Diego López,ESP,PO,Espanyol,35,1981,10,10,853,0,0,0,1,0,0.0,0.0,2017-2018
302,Iván López,ESP,Defensa,Levante,23,1993,3,3,173,0,1,1,0,0,0.0,0.6,2017-2018
303,Javi López,ESP,Defensa,Espanyol,31,1986,14,12,966,0,0,0,4,0,0.1,0.7,2017-2018
304,Pedro López Muñoz,ESP,Defensa,Levante,33,1983,21,18,1594,0,0,0,4,0,0.1,0.3,2017-2018
305,Pau López,ESP,PO,Espanyol,22,1994,29,28,2567,0,0,0,3,0,0.0,0.1,2017-2018
306,Pedro López,ESP,PO,Betis,22,1995,5,4,412,0,0,0,0,0,0.0,0.0,2017-2018
307,Víctor López,ESP,Centrocampista,Alavés,20,1997,1,1,60,0,1,1,0,0,0.1,0.1,2017-2018
308,Anthony Lozano,HON,Delantero,Girona,24,1993,14,4,471,1,0,1,0,0,1.4,0.3,2017-2018
309,Filipe Luís,BRA,Defensa,Atlético Madrid,31,1985,20,19,1659,1,2,3,4,0,0.3,2.0,2017-2018
310,José Luis Gayà,ESP,Defensa,Valencia,22,1995,34,33,2916,0,3,3,11,0,0.5,4.1,2017-2018
311,José Luis Morales,ESP,Centrocampista,Levante,30,1987,35,35,3058,10,8,18,7,1,10.2,6.9,2017-2018
312,Luisinho,POR,Defensa,La Coruña,32,1985,30,29,2622,1,1,2,12,0,0.5,2.1,2017-2018
313,Douglas Luiz,BRA,Centrocampista,Girona,19,1998,15,1,309,0,0,0,3,0,0.7,0.7,2017-2018
314,Saša Lukić,SRB,Centrocampista,Levante,20,1996,16,12,994,0,1,1,4,0,0.0,1.6,2017-2018
315,Antonio Luna,ESP,Defensa,Levante,26,1991,23,22,2021,0,2,2,5,0,0.2,2.1,2017-2018
316,Pablo Maffeo,ESP,Defensa,Girona,20,1997,33,32,2642,0,1,1,10,0,0.9,3.1,2017-2018
317,Nemanja Maksimović,SRB,Centrocampista,Valencia,22,1995,15,6,557,0,0,0,1,0,0.4,0.4,2017-2018
318,Hugo Mallo,ESP,Defensa,Celta Vigo,26,1991,34,34,2999,0,5,5,12,0,1.6,5.3,2017-2018
319,Aïssa Mandi,ALG,Defensa,Betis,25,1991,34,34,3024,1,0,1,9,1,3.3,0.2,2017-2018
320,Martín Mantovani,ARG,Defensa,Leganés,33,1984,14,10,1022,1,0,1,3,0,0.8,0.1,2017-2018
321,José Manuel Jurado,ESP,Centrocampista,Espanyol,31,1986,29,20,1501,0,3,3,1,0,1.1,1.5,2017-2018
322,Marcelo,BRA,Defensa,Real Madrid,29,1988,28,26,2260,2,6,8,3,1,1.3,6.5,2017-2018
323,Óscar de Marcos,ESP,Defensa,Athletic Club,28,1989,21,20,1658,1,2,3,5,0,2.2,2.4,2017-2018
324,José María Giménez,URU,Defensa,Atlético Madrid,22,1995,23,17,1690,1,1,2,6,0,1.2,0.4,2017-2018
325,Adrián Marín,ESP,Defensa,Villarreal,20,1997,3,2,233,0,0,0,1,0,0.0,0.0,2017-2018
326,Guillermo Maripán,CHI,Defensa,Alavés,23,1994,19,17,1528,0,0,0,4,0,0.5,0.0,2017-2018
327,Roger Martí,ESP,Delantero,Levante,26,1991,17,10,963,3,2,5,4,0,4.5,1.5,2017-2018
328,Aarón Martín,ESP,Defensa,Espanyol,20,1997,32,31,2815,0,0,0,6,0,0.1,2.8,2017-2018
329,Carlos Martínez,ESP,Defensa,Real Sociedad,31,1986,1,0,3,0,0,0,0,0,0.0,0.0,2017-2018
330,Emiliano Martínez,ARG,PO,Getafe,24,1992,5,5,450,0,0,0,0,0,0.0,0.0,2017-2018
331,Iñigo Martínez,ESP,Defensa,Athletic Club,26,1991,16,16,1440,0,0,0,6,0,0.6,0.3,2017-2018
332,Iñigo Martínez,ESP,Defensa,Real Sociedad,26,1991,12,12,1055,1,1,2,0,0,1.0,0.9,2017-2018
333,Roger Martínez,COL,Delantero,Villarreal,23,1994,8,2,230,1,0,1,1,0,0.7,0.0,2017-2018
334,Javier Mascherano,ARG,Defensa,Barcelona,33,1984,7,6,541,0,0,0,0,0,0.0,0.2,2017-2018
335,Borja Mayoral,ESP,Delantero,Real Madrid,20,1997,14,3,345,3,1,4,0,0,3.1,0.1,2017-2018
336,Róbert Mazáň,SVK,Defensa,Celta Vigo,23,1994,2,1,81,0,0,0,0,0,0.1,0.0,2017-2018
337,Álvaro Medrán,ESP,Centrocampista,Alavés,23,1994,17,9,947,2,0,2,2,0,1.1,1.0,2017-2018
338,Álvaro Medrán,ESP,Centrocampista,Valencia,23,1994,1,1,72,0,0,0,0,0,0.0,0.0,2017-2018
339,Óscar Melendo,ESP,Centrocampista,Espanyol,19,1997,18,6,686,0,1,1,1,0,0.5,0.4,2017-2018
340,Brais Méndez,ESP,Centrocampista,Celta Vigo,20,1997,20,12,948,1,1,2,0,0,1.7,1.7,2017-2018
341,Gabriel Mercado,ARG,Defensa,Sevilla,30,1987,26,25,2118,0,1,1,9,0,1.4,1.8,2017-2018
342,Sabin Merino,ESP,Delantero,Athletic Club,25,1992,13,4,374,0,0,0,1,0,1.7,0.1,2017-2018
343,Roque Mesa,ESP,Centrocampista,Sevilla,28,1989,7,4,343,0,0,0,2,0,0.1,0.4,2017-2018
344,Lionel Messi,ARG,Delantero,Barcelona,30,1987,36,32,3000,34,12,46,3,0,27.1,13.9,2017-2018
345,Michel,BRA,Defensa,Las Palmas,27,1990,28,26,2130,0,1,1,5,1,0.2,1.2,2017-2018
346,Santi Mina,ESP,Delantero,Valencia,21,1995,32,17,1554,12,2,14,4,0,8.4,1.6,2017-2018
347,Yerry Mina,COL,Defensa,Barcelona,22,1994,5,4,371,0,1,1,2,0,0.3,0.2,2017-2018
348,Ignasi Miquel,ESP,Defensa,Málaga,24,1992,20,20,1773,0,1,1,5,1,0.7,0.4,2017-2018
349,Luka Modrić,CRO,Centrocampista,Real Madrid,31,1985,26,23,1970,1,6,7,3,0,1.8,4.2,2017-2018
350,Johan Mojica,COL,Defensa,Girona,24,1992,30,22,2135,0,4,4,6,0,0.9,2.8,2017-2018
351,Jorge Molina,ESP,Delantero,Getafe,35,1982,36,31,2786,7,4,11,10,0,14.7,3.1,2017-2018
352,Daniel Molina Orta,ESP,Centrocampista,Celta Vigo,21,1996,1,0,5,0,0,0,0,0,0.0,0.0,2017-2018
353,Francisco Molinero,ESP,Defensa,Getafe,32,1985,10,5,579,0,0,0,5,0,0.1,0.2,2017-2018
354,Momo,ESP,Delantero,Las Palmas,35,1982,13,8,673,0,1,1,3,0,0.9,1.2,2017-2018
355,Jefferson Montero,ECU,Centrocampista,Getafe,27,1989,4,0,58,0,0,0,0,0,0.0,0.0,2017-2018
356,Martín Montoya,ESP,Defensa,Valencia,26,1991,25,24,2152,0,4,4,7,0,0.2,2.0,2017-2018
357,Walter Montoya,ARG,Delantero,Sevilla,24,1993,1,1,76,0,0,0,0,0,0.0,0.3,2017-2018
358,Shaquell Moore,USA,Defensa,Levante,20,1996,6,5,424,0,0,0,0,0,0.4,0.1,2017-2018
359,Emre Mor,TUR,Delantero,Celta Vigo,20,1997,23,4,665,1,2,3,4,0,0.7,2.2,2017-2018
360,Sergio Mora,ESP,Centrocampista,Getafe,37,1979,26,6,813,0,0,0,5,0,0.2,0.2,2017-2018
361,Erik Morán,ESP,Centrocampista,Leganés,26,1991,6,2,228,0,0,0,2,0,0.0,0.0,2017-2018
362,Gerard Moreno,ESP,Delantero,Espanyol,25,1992,38,38,3412,16,1,17,4,0,15.5,4.2,2017-2018
363,Héctor Moreno,MEX,Defensa,Real Sociedad,29,1988,8,8,720,1,0,1,1,0,1.6,0.1,2017-2018
364,Marlos Moreno,COL,Centrocampista,Girona,20,1996,2,0,30,0,0,0,0,0,0.0,0.0,2017-2018
365,Loren Morón,ESP,Delantero,Betis,23,1993,15,12,1060,7,0,7,3,0,4.6,1.3,2017-2018
366,Pedro Mosquera,ESP,Centrocampista,La Coruña,29,1988,23,16,1396,0,2,2,7,0,0.9,1.3,2017-2018
367,Toni Moya,ESP,Centrocampista,Atlético Madrid,19,1998,1,0,3,0,0,0,0,0,0.0,0.0,2017-2018
368,Álex Mula,ESP,Delantero,Málaga,21,1996,11,7,561,0,0,0,1,0,1.6,0.4,2017-2018
369,Iker Muniain,ESP,Centrocampista,Athletic Club,24,1992,14,7,780,4,2,6,1,0,2.7,1.7,2017-2018
370,Marc Muniesa,ESP,Defensa,Girona,25,1992,13,13,1127,0,1,1,3,0,0.1,0.1,2017-2018
371,Ezequiel Muñoz,ARG,Defensa,Leganés,26,1990,19,17,1407,0,1,1,2,0,0.3,0.7,2017-2018
372,Sulley Muntari,GHA,Centrocampista,La Coruña,32,1984,8,6,405,0,0,0,3,0,0.3,0.4,2017-2018
373,Luis Muriel,COL,Delantero,Sevilla,26,1991,29,17,1608,7,1,8,4,0,7.4,2.3,2017-2018
374,Jeison Murillo,COL,Defensa,Valencia,25,1992,17,15,1374,0,0,0,4,0,0.1,0.0,2017-2018
375,Fahad Al Muwallad,KSA,Centrocampista,Levante,22,1994,2,0,27,0,0,0,0,0,0.0,0.0,2017-2018
376,Alfred N'Diaye,SEN,Defensa,Villarreal,27,1990,2,1,101,0,0,0,0,0,0.0,0.0,2017-2018
377,Nacho,ESP,Defensa,Real Madrid,27,1990,27,22,2074,3,0,3,7,0,1.1,0.3,2017-2018
378,Matías Nahuel,ESP,Centrocampista,Betis,20,1996,7,3,251,0,0,0,2,0,0.3,0.1,2017-2018
379,Naldo,BRA,Defensa,Espanyol,28,1988,11,10,921,0,0,0,2,0,0.1,0.0,2017-2018
380,Nano,ESP,Delantero,Levante,22,1995,9,2,279,0,0,0,2,0,1.1,0.0,2017-2018
381,Naranjo,ESP,Centrocampista,Leganés,23,1994,16,6,562,1,0,1,2,0,0.7,0.4,2017-2018
382,Juanjo Narváez,COL,Centrocampista,Betis,22,1995,7,4,304,0,0,0,0,0,0.1,0.1,2017-2018
383,Fernando Navarro,ESP,Defensa,La Coruña,35,1982,15,11,1046,0,0,0,5,0,0.0,0.3,2017-2018
384,Marc Navarro,ESP,Defensa,Espanyol,22,1995,19,10,1109,1,0,1,3,0,0.7,0.8,2017-2018
385,Rafa Navarro,ESP,Defensa,Betis,23,1994,3,1,134,0,0,0,0,0,0.1,0.3,2017-2018
386,Ximo Navarro,ESP,Defensa,Las Palmas,27,1990,31,29,2608,0,1,1,12,0,0.1,0.5,2017-2018
387,Jesús Navas,ESP,Delantero,Sevilla,31,1985,26,20,1763,1,0,1,2,0,1.1,2.9,2017-2018
388,Keylor Navas,CRC,PO,Real Madrid,30,1986,27,27,2430,0,0,0,1,0,0.0,0.0,2017-2018
389,Raúl Navas,ESP,Defensa,Real Sociedad,29,1988,20,20,1791,0,1,1,4,0,0.9,0.5,2017-2018
390,Merveille Ndockyt,CGO,Centrocampista,Getafe,19,1998,6,0,68,0,0,0,1,0,0.0,0.0,2017-2018
391,Neto,BRA,PO,Valencia,28,1989,33,33,2970,0,0,0,2,0,0.1,0.0,2017-2018
392,Saúl Ñíguez,ESP,Centrocampista,Atlético Madrid,22,1994,36,35,3155,2,3,5,9,0,2.7,2.8,2017-2018
393,Nolito,ESP,Delantero,Sevilla,30,1986,30,17,1600,4,5,9,4,0,4.8,4.0,2017-2018
394,Unai Núñez,ESP,Defensa,Athletic Club,20,1997,33,33,2941,1,0,1,11,0,3.2,0.5,2017-2018
395,Steven Nzonzi,FRA,Centrocampista,Sevilla,28,1988,27,26,2214,1,2,3,2,0,2.0,1.0,2017-2018
396,Jan Oblak,SVN,PO,Atlético Madrid,24,1993,37,37,3330,0,0,0,1,0,0.0,0.0,2017-2018
397,Álvaro Odriozola,ESP,Defensa,Real Sociedad,21,1995,35,32,2918,0,4,4,3,1,0.6,3.6,2017-2018
398,Oier Olazábal,ESP,PO,Levante,27,1989,26,26,2340,0,0,0,2,0,0.0,0.0,2017-2018
399,Paulo Oliveira,POR,Defensa,Eibar,25,1992,26,25,2214,0,0,0,3,0,1.1,0.3,2017-2018
400,Mathías Olivera,URU,Centrocampista,Getafe,19,1997,3,1,103,1,0,1,0,0,0.2,0.1,2017-2018
401,Michael Olunga,KEN,Delantero,Girona,23,1994,14,4,433,3,1,4,0,0,2.5,0.5,2017-2018
402,Javier Ontiveros,ESP,Centrocampista,Málaga,19,1997,12,1,391,0,0,0,4,0,0.3,0.6,2017-2018
403,Fabián Orellana,CHI,Centrocampista,Eibar,31,1986,17,13,1180,3,2,5,5,1,2.9,3.8,2017-2018
404,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,20,1997,35,31,2772,12,5,17,3,0,8.1,5.0,2017-2018
405,Daniel Pacheco,ESP,Centrocampista,Getafe,26,1991,11,0,175,0,0,0,0,0,0.1,1.1,2017-2018
406,Fernando Pacheco,ESP,PO,Alavés,25,1992,38,37,3358,0,0,0,2,0,0.0,0.0,2017-2018
407,Costel Pantilimon,ROU,PO,La Coruña,30,1987,6,6,540,0,0,0,0,0,0.0,0.0,2017-2018
408,Rubén Pardo,ESP,Centrocampista,Real Sociedad,24,1992,6,3,221,0,1,1,0,1,0.0,0.6,2017-2018
409,Nicolás Pareja,ARG,Defensa,Sevilla,33,1984,5,5,405,0,0,0,2,0,0.2,0.1,2017-2018
410,Daniel Parejo,ESP,Centrocampista,Valencia,28,1989,34,34,3001,7,7,14,15,1,6.7,5.6,2017-2018
411,Thomas Partey,GHA,Centrocampista,Atlético Madrid,24,1993,33,28,2377,3,0,3,6,0,1.6,0.6,2017-2018
412,Paulinho,BRA,Centrocampista,Barcelona,29,1988,34,21,1945,9,2,11,2,0,10.0,2.7,2017-2018
413,Gabriel Paulista,BRA,Defensa,Valencia,26,1990,30,29,2584,0,0,0,6,1,1.2,0.1,2017-2018
414,Giampaolo Pazzini,ITA,Delantero,Levante,32,1984,9,5,445,1,0,1,1,0,1.7,0.0,2017-2018
415,Alfonso Pedraza,ESP,Centrocampista,Alavés,21,1996,33,27,2440,3,5,8,5,0,2.8,3.9,2017-2018
416,Rubén Peña,ESP,Defensa,Eibar,26,1991,28,18,1732,1,0,1,1,0,0.5,1.0,2017-2018
417,Gabriel Peñalba,ARG,Centrocampista,Las Palmas,32,1984,7,7,570,0,0,0,3,0,0.1,0.0,2017-2018
418,Adalberto Peñaranda,VEN,Delantero,Málaga,20,1997,13,11,802,0,0,0,3,0,0.7,0.4,2017-2018
419,Andreas Pereira,BRA,Centrocampista,Valencia,21,1996,23,12,1078,1,3,4,5,0,0.8,1.9,2017-2018
420,Hernán Pérez,PAR,Centrocampista,Alavés,28,1989,10,4,374,0,0,0,2,0,0.4,0.4,2017-2018
421,Hernán Pérez,PAR,Centrocampista,Espanyol,28,1989,4,1,142,0,0,0,1,0,0.0,0.0,2017-2018
422,Lucas Pérez,ESP,Delantero,La Coruña,28,1988,35,31,2797,8,6,14,3,0,9.8,10.9,2017-2018
423,Rubén Pérez,ESP,Centrocampista,Leganés,28,1989,31,29,2516,0,0,0,13,0,0.3,0.8,2017-2018
424,Pablo Piatti,ARG,Centrocampista,Espanyol,28,1989,30,22,1738,2,3,5,0,0,3.1,4.1,2017-2018
425,Tomás Pina Isla,ESP,Centrocampista,Alavés,29,1987,30,28,2387,1,0,1,7,0,1.0,1.3,2017-2018
426,Gerard Piqué,ESP,Defensa,Barcelona,30,1987,30,29,2632,2,0,2,9,0,2.6,1.0,2017-2018
427,Guido Pizarro,ARG,Centrocampista,Sevilla,27,1990,24,19,1755,1,0,1,9,0,0.9,1.0,2017-2018
428,Carles Planas,ESP,Defensa,Girona,26,1991,5,2,192,0,1,1,0,0,0.1,1.2,2017-2018
429,Pere Pons,ESP,Centrocampista,Girona,24,1993,31,30,2559,0,2,2,8,0,1.2,1.1,2017-2018
430,Francisco Portillo,ESP,Centrocampista,Getafe,27,1990,33,28,2460,2,3,5,6,0,3.1,3.5,2017-2018
431,Portu,ESP,Centrocampista,Girona,25,1992,37,35,2997,11,5,16,4,0,8.9,5.6,2017-2018
432,Sergio Postigo,ESP,Defensa,Levante,28,1988,30,27,2425,1,0,1,6,0,0.3,0.6,2017-2018
433,Darío Poveda,ESP,Centrocampista,Villarreal,20,1997,1,0,2,0,0,0,0,0,0.0,0.0,2017-2018
434,Andrés Prieto,ESP,PO,Málaga,23,1993,4,4,360,0,0,0,0,0,0.0,0.0,2017-2018
435,Xabi Prieto,ESP,Centrocampista,Real Sociedad,33,1983,26,24,1929,3,5,8,1,0,2.5,4.9,2017-2018
436,Dani Raba,ESP,Centrocampista,Villarreal,21,1995,21,14,1110,2,4,6,3,1,2.4,3.9,2017-2018
437,Nemanja Radoja,SRB,Centrocampista,Celta Vigo,24,1993,26,11,1105,0,1,1,3,0,0.9,0.6,2017-2018
438,Ivan Rakitić,CRO,Centrocampista,Barcelona,29,1988,35,31,2835,1,5,6,4,0,2.0,3.9,2017-2018
439,Jonás Ramalho,ESP,Defensa,Girona,24,1993,26,25,2298,0,0,0,3,0,1.5,0.8,2017-2018
440,Benito Ramírez,ESP,Delantero,Las Palmas,22,1995,4,1,166,0,0,0,0,0,0.0,0.1,2017-2018
441,Sandro Ramírez,ESP,Delantero,Sevilla,22,1995,13,7,717,0,1,1,0,0,2.1,1.7,2017-2018
442,Toño Ramírez,ESP,PO,Real Sociedad,30,1986,4,3,316,0,0,0,0,0,0.0,0.0,2017-2018
443,Iván Ramis,ESP,Defensa,Eibar,32,1984,16,15,1302,3,0,3,4,0,0.9,0.0,2017-2018
444,Omar Ramos,ESP,Delantero,Leganés,29,1988,23,18,1448,0,1,1,3,0,0.4,1.8,2017-2018
445,Sergio Ramos,ESP,Defensa,Real Madrid,31,1986,26,26,2289,4,1,5,9,2,5.9,1.7,2017-2018
