,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada
1956,Koba Koindredi,FRA,Centrocampista,Valencia,18,2001,2,0,15,0,0,0,0,0,0.0,0.0,2020-2021
1957,Koke,ESP,Centrocampista,Atlético Madrid,28,1992,37,34,3021,1,2,3,9,0,2.0,3.1,2020-2021
1958,Geoffrey Kondogbia,CTA,Centrocampista,Valencia,27,1993,5,5,440,0,0,0,1,0,0.1,0.0,2020-2021
1959,Geoffrey Kondogbia,CTA,Centrocampista,Atlético Madrid,27,1993,25,4,611,0,0,0,4,0,0.2,0.4,2020-2021
1960,Youssouf Koné,MLI,Defensa,Elche,25,1995,3,1,73,0,0,0,0,0,0.0,0.0,2020-2021
1961,Jules Koundé,FRA,Defensa,Sevilla,21,1998,34,33,2975,2,1,3,4,0,2.0,0.9,2020-2021
1962,Toni Kroos,GER,Centrocampista,Real Madrid,30,1990,28,24,2117,3,10,13,6,0,2.3,6.9,2020-2021
1963,Takefusa Kubo,JPN,Centrocampista,Villarreal,19,2001,13,2,299,0,0,0,2,1,1.5,1.1,2020-2021
1964,Takefusa Kubo,JPN,Centrocampista,Getafe,19,2001,18,8,805,1,1,2,2,0,0.7,1.2,2020-2021
1965,Kuki,ESP,Centrocampista,Valladolid,22,1998,2,0,30,0,1,1,0,0,0.0,0.0,2020-2021
1966,Víctor Laguardia,ESP,Defensa,Alavés,30,1989,32,30,2631,0,1,1,5,1,1.3,0.6,2020-2021
1967,Diego Lainez,MEX,Delantero,Betis,20,2000,21,8,862,0,2,2,5,0,0.7,0.5,2020-2021
1968,Toni Lato,ESP,Defensa,Valencia,22,1997,15,8,728,1,0,1,3,0,0.7,0.2,2020-2021
1969,Lauti,URU,Centrocampista,Celta Vigo,19,2001,1,0,14,0,0,0,0,0,0.0,0.0,2020-2021
1970,Robin Le Normand,ESP,Defensa,Real Sociedad,23,1996,33,30,2747,0,1,1,5,1,2.3,0.4,2020-2021
1971,Jeremías Ledesma,ARG,PO,Cádiz,27,1993,32,32,2880,0,0,0,0,0,0.0,0.0,2020-2021
1972,Florian Lejeune,FRA,Defensa,Alavés,29,1991,34,34,3015,1,1,2,10,0,2.4,0.9,2020-2021
1973,Iñigo Lekue,ESP,Defensa,Athletic Club,27,1993,18,5,644,0,0,0,1,0,0.1,0.4,2020-2021
1974,Thomas Lemar,FRA,Centrocampista,Atlético Madrid,24,1995,27,19,1366,1,3,4,4,0,1.6,2.0,2020-2021
1975,Clément Lenglet,FRA,Defensa,Barcelona,25,1995,33,29,2475,1,0,1,11,2,1.8,0.8,2020-2021
1976,Pedro León,ESP,Centrocampista,Eibar,33,1986,24,10,935,1,2,3,2,0,1.3,2.6,2020-2021
1977,Sergio León,ESP,Delantero,Levante,31,1989,28,6,748,2,0,2,0,0,2.5,0.3,2020-2021
1978,Diego Llorente,ESP,Defensa,Real Sociedad,26,1993,1,1,90,0,0,0,0,0,0.0,0.0,2020-2021
1979,Marcos Llorente,ESP,Centrocampista,Atlético Madrid,25,1995,37,33,2956,12,11,23,6,0,3.4,5.6,2020-2021
1980,Renan Lodi,BRA,Defensa,Atlético Madrid,22,1998,23,11,1129,1,2,3,3,0,0.8,1.8,2020-2021
1981,Adrián López,ESP,Delantero,Osasuna,32,1988,17,5,481,1,1,2,0,0,1.4,0.2,2020-2021
1982,Javi López,ESP,Defensa,Alavés,18,2002,9,1,248,0,0,0,1,1,0.1,0.1,2020-2021
1983,Pedro López Muñoz,ESP,Defensa,Huesca,36,1983,22,10,1067,0,1,1,2,0,0.1,1.6,2020-2021
1984,Roberto López,ESP,Centrocampista,Real Sociedad,20,2000,17,4,505,3,0,3,0,0,0.5,1.0,2020-2021
1985,Unai López,ESP,Centrocampista,Athletic Club,24,1995,26,15,1424,3,0,3,7,0,1.1,1.7,2020-2021
1986,Anthony Lozano,HON,Delantero,Cádiz,27,1993,29,18,1523,3,1,4,5,0,5.7,0.8,2020-2021
1987,Jeison Lucumí,COL,Centrocampista,Elche,25,1995,2,1,49,0,0,0,0,0,0.0,0.0,2020-2021
1988,José Luis Gayà,ESP,Defensa,Valencia,25,1995,33,32,2846,1,7,8,6,0,2.6,3.9,2020-2021
1989,José Luis Morales,ESP,Centrocampista,Levante,33,1987,38,30,2439,13,3,16,3,0,7.2,4.9,2020-2021
1990,Luisinho,POR,Defensa,Huesca,35,1985,5,2,179,0,0,0,1,0,0.0,0.1,2020-2021
1991,Luismi,ESP,Centrocampista,Elche,28,1992,11,2,168,0,0,0,0,0,0.0,0.0,2020-2021
1992,Darwin Machís,VEN,Delantero,Granada,27,1993,32,21,2026,5,5,10,1,0,5.1,5.0,2020-2021
1993,Pablo Maffeo,ESP,Defensa,Huesca,23,1997,25,25,1964,1,4,5,4,0,0.7,2.7,2020-2021
1994,Abdallahi Mahmoud,MTN,Centrocampista,Alavés,20,2000,2,1,66,0,0,0,0,0,0.0,0.0,2020-2021
1995,Nemanja Maksimović,SRB,Centrocampista,Getafe,25,1995,35,34,2728,1,0,1,5,0,2.0,0.9,2020-2021
1996,Filip Malbašić,SRB,Delantero,Cádiz,27,1992,28,8,860,0,1,1,2,0,0.8,0.7,2020-2021
1997,Hugo Mallo,ESP,Defensa,Celta Vigo,29,1991,31,30,2602,3,1,4,8,0,2.6,3.1,2020-2021
1998,Mickael Malsa,MTQ,Centrocampista,Levante,24,1995,35,25,2338,1,0,1,5,0,1.6,0.6,2020-2021
1999,Aïssa Mandi,ALG,Defensa,Betis,28,1991,28,27,2392,3,1,4,6,2,2.1,0.8,2020-2021
2000,Eliaquim Mangala,FRA,Defensa,Valencia,29,1991,7,4,321,0,0,0,1,0,0.2,0.0,2020-2021
2001,Marcelo,BRA,Defensa,Real Madrid,32,1988,16,12,1050,0,2,2,3,0,0.5,1.5,2020-2021
2002,Iván Marcone,ARG,Centrocampista,Elche,30,1990,33,30,2645,0,0,0,10,1,0.1,0.6,2020-2021
2003,Óscar de Marcos,ESP,Defensa,Athletic Club,31,1989,25,17,1520,1,2,3,2,0,1.8,2.0,2020-2021
2004,José Mari,ESP,Centrocampista,Cádiz,32,1987,22,18,1451,1,0,1,5,0,1.2,0.5,2020-2021
2005,José María Giménez,URU,Defensa,Atlético Madrid,25,1995,21,20,1765,0,0,0,5,0,1.1,0.2,2020-2021
2006,Mariano,DOM,Delantero,Real Madrid,26,1993,16,5,513,1,0,1,0,0,1.7,0.1,2020-2021
2007,Adrián Marín,ESP,Defensa,Alavés,23,1997,5,1,93,0,0,0,0,0,0.1,0.0,2020-2021
2008,Adrián Marín,ESP,Defensa,Granada,23,1997,9,3,269,0,1,1,1,0,0.1,0.3,2020-2021
2009,Roger Martí,ESP,Delantero,Levante,29,1991,33,26,2198,12,4,16,4,0,9.7,2.8,2020-2021
2010,Aarón Martín,ESP,Defensa,Celta Vigo,23,1997,19,17,1540,0,3,3,1,0,0.2,0.8,2020-2021
2011,Álex Martín,ESP,Defensa,Cádiz,22,1998,2,1,96,0,0,0,0,0,0.0,0.0,2020-2021
2012,Iñigo Martínez,ESP,Defensa,Athletic Club,29,1991,28,28,2519,1,0,1,9,1,1.1,0.5,2020-2021
2013,Javi Martínez,ESP,Centrocampista,Osasuna,20,1999,13,6,460,1,1,2,1,0,0.7,0.4,2020-2021
2014,Marvin,ESP,Defensa,Real Madrid,20,2000,4,2,133,0,1,1,0,0,0.1,0.1,2020-2021
2015,Jordi Masip,ESP,PO,Valladolid,31,1989,25,25,2250,0,0,0,3,0,0.0,0.0,2020-2021
2016,Jaime Mata,ESP,Delantero,Getafe,31,1988,33,23,2037,5,0,5,9,1,7.0,1.2,2020-2021
2017,Borja Mayoral,ESP,Delantero,Real Madrid,23,1997,2,0,23,0,0,0,0,0,0.0,0.0,2020-2021
2018,Gonzalo Melero,ESP,Centrocampista,Levante,26,1994,29,21,1853,7,1,8,4,0,3.7,1.5,2020-2021
2019,Brais Méndez,ESP,Centrocampista,Celta Vigo,23,1997,34,30,2671,9,0,9,8,0,8.2,2.3,2020-2021
2020,Édgar Méndez,ESP,Centrocampista,Alavés,30,1990,33,26,2090,5,1,6,12,1,5.5,1.6,2020-2021
2021,Eñaut Mendía,ESP,Delantero,Eibar,21,1999,1,1,61,0,0,0,1,0,0.0,0.0,2020-2021
2022,Ferland Mendy,FRA,Defensa,Real Madrid,25,1995,26,24,2208,1,0,1,3,0,0.8,0.9,2020-2021
2023,Mikel Merino,ESP,Centrocampista,Real Sociedad,24,1996,26,25,2154,2,4,6,5,0,3.6,3.4,2020-2021
2024,Martín Merquelanz,ESP,Centrocampista,Real Sociedad,25,1995,13,4,549,0,1,1,0,0,1.2,2.1,2020-2021
2025,Roque Mesa,ESP,Centrocampista,Valladolid,31,1989,25,21,1761,1,0,1,4,1,1.7,0.8,2020-2021
2026,Lionel Messi,ARG,Delantero,Barcelona,33,1987,35,33,3023,30,9,39,4,0,22.1,9.5,2020-2021
2027,Omenuke Mfulu,COD,Centrocampista,Elche,26,1994,20,9,789,0,0,0,4,0,0.1,0.1,2020-2021
2028,Míchel,ESP,Centrocampista,Valladolid,32,1988,22,10,946,2,0,2,3,0,0.5,0.6,2020-2021
2029,Éder Militão,BRA,Defensa,Real Madrid,22,1998,14,13,1133,1,0,1,3,1,1.1,0.0,2020-2021
2030,Luis Milla,ESP,Centrocampista,Granada,25,1994,16,14,1253,1,1,2,1,0,0.6,2.3,2020-2021
2031,Pere Milla,ESP,Delantero,Elche,27,1992,32,22,1981,4,3,7,6,0,5.0,2.1,2020-2021
2032,Álex Millán,ESP,Delantero,Villarreal,20,1999,1,0,2,0,0,0,0,0,0.0,0.0,2020-2021
2033,Santi Mina,ESP,Delantero,Celta Vigo,24,1995,34,29,2412,12,3,15,4,0,9.2,1.9,2020-2021
2034,Óscar Mingueza,ESP,Defensa,Barcelona,21,1999,27,23,1901,2,2,4,4,0,1.0,0.9,2020-2021
2035,Rafa Mir,ESP,Delantero,Huesca,23,1997,38,32,2877,13,1,14,2,0,15.3,1.0,2020-2021
2036,Jorge Miramón,ESP,Defensa,Levante,31,1989,26,19,1732,0,3,3,1,0,0.5,1.7,2020-2021
2037,Juan Miranda,ESP,Defensa,Betis,20,2000,22,18,1652,1,2,3,4,0,0.7,1.5,2020-2021
2038,Luka Modrić,CRO,Centrocampista,Real Madrid,34,1985,35,32,2733,5,3,8,4,0,2.3,4.6,2020-2021
2039,Johan Mojica,COL,Defensa,Elche,27,1992,17,14,1204,0,0,0,3,0,0.2,0.8,2020-2021
2040,Guillem Molina,ESP,Defensa,Valencia,20,2000,2,1,153,0,0,0,1,0,0.0,0.0,2020-2021
2041,Jorge Molina,ESP,Delantero,Granada,38,1982,33,17,1615,8,2,10,3,0,6.0,2.3,2020-2021
2042,Victor Mollejo,ESP,Centrocampista,Getafe,19,2001,4,0,72,0,0,0,0,0,0.0,0.1,2020-2021
2043,Jon Moncayola,ESP,Centrocampista,Osasuna,22,1998,36,28,2660,2,0,2,7,1,1.4,1.4,2020-2021
2044,Nacho Monreal,ESP,Defensa,Real Sociedad,34,1986,26,23,2082,1,1,2,1,0,1.2,1.3,2020-2021
2045,Ángel Montoro,ESP,Centrocampista,Granada,32,1988,22,17,1362,1,1,2,6,0,1.3,2.7,2020-2021
2046,Martín Montoya,ESP,Defensa,Betis,29,1991,5,2,239,0,0,0,0,1,0.1,0.4,2020-2021
2047,Emre Mor,TUR,Delantero,Celta Vigo,23,1997,11,6,500,0,0,0,2,0,0.4,0.3,2020-2021
2048,Jon Morcillo,ESP,Centrocampista,Athletic Club,21,1998,30,16,1363,2,2,4,3,0,1.2,2.6,2020-2021
2049,Alberto Moreno,ESP,Defensa,Villarreal,28,1992,5,2,193,0,0,0,0,0,0.2,0.0,2020-2021
2050,Álex Moreno,ESP,Defensa,Betis,27,1993,23,20,1786,0,2,2,4,0,0.9,2.8,2020-2021
2051,Gerard Moreno,ESP,Delantero,Villarreal,28,1992,33,30,2673,23,7,30,3,0,18.9,7.4,2020-2021
2052,Tete Morente,ESP,Centrocampista,Elche,23,1996,30,23,2019,2,5,7,5,0,1.7,1.9,2020-2021
2053,Ilaix Moriba,GUI,Centrocampista,Barcelona,17,2003,14,4,542,1,2,3,1,0,0.8,0.9,2020-2021
2054,Loren Morón,ESP,Delantero,Betis,26,1993,26,9,991,1,0,1,2,0,2.8,0.4,2020-2021
2055,Pedro Mosquera,ESP,Centrocampista,Huesca,32,1988,27,24,2050,0,0,0,1,0,0.3,0.7,2020-2021
2056,Javi Moyano,ESP,Defensa,Valladolid,34,1986,2,2,103,0,0,0,0,0,0.0,0.0,2020-2021
2057,Iker Muniain,ESP,Centrocampista,Athletic Club,27,1992,28,23,1943,5,3,8,1,0,4.5,3.4,2020-2021
2058,Aihen Muñoz,ESP,Defensa,Real Sociedad,22,1997,16,14,1210,0,1,1,6,0,0.3,0.5,2020-2021
2059,Joaquín Muñoz,ESP,Delantero,Huesca,21,1999,3,0,41,0,0,0,0,0,0.0,0.0,2020-2021
2060,Jeison Murillo,COL,Defensa,Celta Vigo,28,1992,31,31,2699,2,0,2,11,1,0.8,0.2,2020-2021
2061,Yunus Musah,USA,Centrocampista,Valencia,17,2002,32,17,1530,1,0,1,2,0,1.1,1.1,2020-2021
2062,Yoshinori Mutō,JPN,Delantero,Eibar,28,1992,26,13,1122,1,1,2,1,0,2.5,1.3,2020-2021
2063,Nacho,ESP,Defensa,Valladolid,31,1989,23,21,1813,0,1,1,3,1,0.6,1.4,2020-2021
2064,Nacho,ESP,Defensa,Real Madrid,30,1990,24,22,2000,1,0,1,8,0,1.1,0.3,2020-2021
2065,Nano,ESP,Delantero,Cádiz,25,1995,1,0,9,0,0,0,0,0,0.0,0.0,2020-2021
2066,Roberto Navarro,ESP,Centrocampista,Real Sociedad,18,2002,1,0,35,0,0,0,0,0,0.0,0.1,2020-2021
2067,Ximo Navarro,ESP,Defensa,Alavés,30,1990,31,28,2375,1,1,2,6,0,0.4,0.6,2020-2021
2068,Jesús Navas,ESP,Defensa,Sevilla,34,1985,34,34,2827,0,6,6,4,0,1.1,7.6,2020-2021
2069,Raúl Navas,ESP,Defensa,Osasuna,32,1988,2,2,168,0,0,0,0,0,0.0,0.0,2020-2021
2070,Álvaro Negredo,ESP,Delantero,Cádiz,34,1985,35,29,2198,8,4,12,5,1,5.7,3.9,2020-2021
2071,Neto,BRA,PO,Barcelona,31,1989,7,7,630,0,0,0,0,0,0.0,0.0,2020-2021
2072,Carlos Neva,ESP,Defensa,Granada,24,1996,22,21,1797,0,0,0,1,0,0.5,0.3,2020-2021
2073,Mamor Niang,SEN,Centrocampista,Getafe,18,2002,1,0,22,0,0,0,0,0,0.1,0.0,2020-2021
2074,Nieto,ESP,Delantero,Cádiz,22,1998,2,0,14,0,0,0,0,0,0.1,0.2,2020-2021
2075,Saúl Ñíguez,ESP,Centrocampista,Atlético Madrid,25,1994,33,22,2033,2,1,3,10,0,2.8,1.7,2020-2021
2076,Nino,ESP,Delantero,Elche,40,1980,16,0,284,0,0,0,1,0,0.6,0.7,2020-2021
2077,Fernando Niño,ESP,Delantero,Villarreal,19,2000,17,8,593,3,0,3,1,0,4.6,0.2,2020-2021
2078,Nolito,ESP,Centrocampista,Celta Vigo,33,1986,36,35,2597,7,5,12,7,0,5.9,5.1,2020-2021
2079,Unai Núñez,ESP,Defensa,Athletic Club,23,1997,25,23,2109,1,1,2,6,0,1.8,0.3,2020-2021
2080,Kelechi Nwakali,NGA,Centrocampista,Huesca,22,1998,5,1,141,0,0,0,1,0,0.0,0.0,2020-2021
2081,Allan Nyom,CMR,Centrocampista,Getafe,32,1988,31,28,2323,0,2,2,10,1,1.0,2.3,2020-2021
2082,Jan Oblak,SVN,PO,Atlético Madrid,27,1993,38,38,3420,0,0,0,0,0,0.0,0.0,2020-2021
2083,Lucas Ocampos,ARG,Delantero,Sevilla,26,1994,34,30,2631,5,4,9,3,0,11.2,5.6,2020-2021
2084,Álvaro Odriozola,ESP,Defensa,Real Madrid,24,1995,13,9,829,2,0,2,0,0,0.6,0.6,2020-2021
2085,Shinji Okazaki,JPN,Delantero,Huesca,34,1986,25,14,1128,1,1,2,1,0,2.1,0.2,2020-2021
2086,Lucas Olaza,URU,Defensa,Valladolid,26,1994,14,14,1260,1,1,2,4,0,0.5,1.2,2020-2021
2087,Lucas Olaza,URU,Defensa,Celta Vigo,26,1994,18,18,1615,0,2,2,4,0,0.4,2.8,2020-2021
2088,Christian Oliva,URU,Centrocampista,Valencia,24,1996,9,1,198,0,2,2,0,0,0.0,0.1,2020-2021
2089,Kiko Olivas,ESP,Defensa,Valladolid,31,1988,5,1,177,0,0,0,1,0,0.0,0.0,2020-2021
2090,Paulo Oliveira,POR,Defensa,Eibar,28,1992,31,29,2641,0,1,1,4,0,0.9,0.8,2020-2021
2091,Mathías Olivera,URU,Defensa,Getafe,22,1997,31,30,2614,0,0,0,6,0,2.5,2.1,2020-2021
2092,Javier Ontiveros,ESP,Delantero,Huesca,22,1997,20,10,918,2,1,3,5,0,1.9,2.1,2020-2021
2093,Fabián Orellana,CHI,Centrocampista,Valladolid,34,1986,30,27,2138,6,2,8,5,0,6.0,3.5,2020-2021
2094,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,23,1997,33,30,2408,11,8,19,1,0,11.3,7.7,2020-2021
2095,Fernando Pacheco,ESP,PO,Alavés,28,1992,38,37,3349,0,0,0,1,0,0.0,0.0,2020-2021
2096,Jon Pacheco,ESP,Defensa,Real Sociedad,19,2001,1,0,32,0,0,0,0,0,0.1,0.0,2020-2021
2097,Helibelton Palacios,COL,Defensa,Elche,27,1993,11,8,743,0,0,0,0,0,0.0,0.2,2020-2021
2098,Ante Palaversa,CRO,Centrocampista,Getafe,20,2000,2,0,9,0,0,0,0,0,0.0,0.1,2020-2021
2099,Daniel Parejo,ESP,Centrocampista,Villarreal,31,1989,36,36,3112,3,5,8,4,0,1.2,5.2,2020-2021
2100,Thomas Partey,GHA,Centrocampista,Atlético Madrid,27,1993,3,2,200,0,0,0,1,0,0.1,0.0,2020-2021
2101,Gabriel Paulista,BRA,Defensa,Valencia,29,1990,31,31,2716,4,1,5,6,0,1.0,0.5,2020-2021
2102,Alfonso Pedraza,ESP,Defensa,Villarreal,24,1996,29,24,2093,1,2,3,8,0,1.7,4.0,2020-2021
2103,Pedri,ESP,Centrocampista,Barcelona,17,2002,37,28,2415,3,3,6,2,0,4.6,3.5,2020-2021
2104,Facundo Pellistri,URU,Centrocampista,Alavés,18,2001,12,5,542,0,0,0,0,0,0.6,0.1,2020-2021
2105,Rubén Peña,ESP,Defensa,Villarreal,29,1991,19,12,1116,1,1,2,1,0,0.8,0.6,2020-2021
2106,Alberto Perea,ESP,Centrocampista,Cádiz,29,1990,27,16,1549,2,3,5,0,0,1.8,2.5,2020-2021
2107,Iñigo Pérez,ESP,Centrocampista,Osasuna,32,1988,22,16,1347,0,0,0,4,1,0.3,0.9,2020-2021
2108,Juan Pérez,ESP,PO,Osasuna,24,1996,3,3,270,0,0,0,0,0,0.0,0.0,2020-2021
2109,Kike Pérez,ESP,Centrocampista,Valladolid,23,1997,24,12,1159,0,0,0,3,0,0.8,0.9,2020-2021
2110,Lucas Pérez,ESP,Delantero,Alavés,31,1988,28,19,1759,4,4,8,1,0,6.7,4.6,2020-2021
2111,Luis Pérez,ESP,Defensa,Valladolid,25,1995,22,15,1297,0,0,0,1,0,0.1,0.4,2020-2021
2112,Nehuén Pérez,ARG,Defensa,Granada,20,2000,14,9,741,0,0,0,4,0,0.7,0.0,2020-2021
2113,Pablo Piatti,ARG,Centrocampista,Elche,31,1989,9,3,361,0,0,0,1,0,0.5,0.2,2020-2021
2114,Cristiano Piccini,ITA,Defensa,Valencia,27,1992,3,0,67,0,0,0,0,0,0.0,0.0,2020-2021
2115,Tomás Pina Isla,ESP,Centrocampista,Alavés,32,1987,33,31,2575,1,1,2,12,0,0.7,1.0,2020-2021
2116,Yeremi Pino,ESP,Delantero,Villarreal,17,2002,24,6,797,3,1,4,4,0,1.0,1.3,2020-2021
2117,Gerard Piqué,ESP,Defensa,Barcelona,33,1987,18,18,1481,0,0,0,4,0,0.8,0.4,2020-2021
2118,Miralem Pjanić,BIH,Centrocampista,Barcelona,30,1990,19,6,627,0,0,0,1,0,1.0,0.6,2020-2021
2119,Óscar Plano,ESP,Centrocampista,Valladolid,29,1991,36,30,2517,5,5,10,1,1,4.8,2.1,2020-2021
2120,Dani Plomer,ESP,Delantero,Granada,21,1998,1,0,45,0,0,0,0,0,0.0,0.0,2020-2021
2121,Jorge Pombo,ESP,Delantero,Cádiz,26,1994,12,5,523,1,0,1,1,0,1.1,0.6,2020-2021
2122,Pere Pons,ESP,Centrocampista,Alavés,27,1993,22,12,1186,2,0,2,1,0,0.9,1.1,2020-2021
2123,Francisco Portillo,ESP,Centrocampista,Getafe,30,1990,16,3,418,0,1,1,1,0,0.0,0.5,2020-2021
2124,Portu,ESP,Delantero,Real Sociedad,28,1992,37,24,2184,8,3,11,3,0,5.9,3.7,2020-2021
2125,Sergio Postigo,ESP,Defensa,Levante,31,1988,22,19,1623,0,0,0,4,0,0.1,0.2,2020-2021
2126,Darío Poveda,ESP,Delantero,Getafe,23,1997,1,0,5,0,0,0,0,0,0.0,0.0,2020-2021
2127,Alejandro Pozo Pozo,ESP,Defensa,Eibar,21,1999,30,24,2190,0,0,0,4,0,0.4,1.1,2020-2021
2128,Antonio Puertas,ESP,Delantero,Granada,28,1992,35,22,2170,3,5,8,6,0,3.3,2.3,2020-2021
2129,Riqui Puig,ESP,Centrocampista,Barcelona,20,1999,14,2,292,1,0,1,1,0,0.6,0.2,2020-2021
2130,Jorge Pulido,ESP,Defensa,Huesca,29,1991,33,32,2885,1,0,1,6,1,2.6,0.3,2020-2021
2131,Domingos Quina,POR,Centrocampista,Granada,20,1999,8,5,341,2,0,2,1,0,0.3,0.2,2020-2021
2132,Quini,ESP,Defensa,Granada,30,1989,19,12,1191,1,0,1,5,0,0.4,0.2,2020-2021
2133,Quique,ESP,Delantero,Eibar,30,1990,12,0,167,0,0,0,0,0,0.2,0.1,2020-2021
2134,Dani Raba,ESP,Centrocampista,Villarreal,24,1995,5,1,150,0,0,0,0,0,0.3,0.0,2020-2021
2135,Uroš Račić,SRB,Centrocampista,Valencia,22,1998,31,25,2187,1,1,2,6,0,1.6,0.3,2020-2021
2136,Nemanja Radoja,SRB,Centrocampista,Levante,27,1993,21,13,1121,0,2,2,1,0,0.2,0.2,2020-2021
2137,Ivan Rakitić,CRO,Centrocampista,Sevilla,32,1988,37,25,2233,4,2,6,5,0,5.2,1.5,2020-2021
2138,Jonás Ramalho,ESP,Defensa,Osasuna,27,1993,5,3,304,0,0,0,0,0,0.0,0.0,2020-2021
2139,Sandro Ramírez,ESP,Delantero,Huesca,25,1995,20,16,1285,5,1,6,2,0,2.2,0.5,2020-2021
2140,Sergio Ramos,ESP,Defensa,Real Madrid,34,1986,15,15,1275,2,0,2,3,0,4.2,0.4,2020-2021
2141,Recio,ESP,Centrocampista,Eibar,29,1991,17,8,734,1,0,1,5,0,1.3,0.9,2020-2021
2142,Francisco Reis Ferreira,POR,Defensa,Valencia,23,1997,3,2,181,0,0,0,0,0,0.0,0.0,2020-2021
2143,Karim Rekik,NED,Defensa,Sevilla,25,1994,11,6,653,0,0,0,2,0,0.1,0.2,2020-2021
2144,Álex Remiro,ESP,PO,Real Sociedad,25,1995,38,38,3420,0,0,0,0,0,0.0,0.0,2020-2021
2145,Oriol Rey,ESP,Centrocampista,Valladolid,22,1998,1,0,15,0,0,0,0,0,0.0,0.0,2020-2021
2146,Mikel Rico,ESP,Centrocampista,Huesca,35,1984,32,27,2183,1,4,5,2,0,2.4,1.3,2020-2021
2147,Emiliano Rigoni,ARG,Centrocampista,Elche,27,1993,23,12,1139,1,1,2,5,0,2.4,1.7,2020-2021
2148,Luis Rioja,ESP,Centrocampista,Alavés,26,1993,35,25,2090,4,2,6,4,0,3.3,2.7,2020-2021
2149,Rober,ESP,Defensa,Levante,25,1995,19,16,1425,0,1,1,3,1,0.3,0.5,2020-2021
2150,Roberto,ESP,PO,Valladolid,34,1986,13,13,1170,0,0,0,0,1,0.0,0.0,2020-2021
2151,Sergi Roberto,ESP,Defensa,Barcelona,28,1992,15,9,946,1,2,3,1,0,0.3,1.8,2020-2021
2152,Joel Robles,ESP,PO,Betis,30,1990,18,18,1620,0,0,0,2,0,0.0,0.0,2020-2021
2153,Rubén Rochina,ESP,Centrocampista,Levante,29,1991,25,17,1404,0,1,1,5,0,1.4,1.7,2020-2021
2154,Rodri,ESP,Delantero,Betis,20,2000,15,5,537,0,0,0,0,0,0.2,0.6,2020-2021
2155,Kévin Rodrigues,POR,Defensa,Eibar,26,1994,22,11,1095,1,1,2,1,0,0.8,0.5,2020-2021
2156,Ángel Rodríguez,ESP,Delantero,Getafe,33,1987,33,12,1374,5,0,5,4,0,5.7,0.6,2020-2021
2157,Óscar Rodríguez Arnaiz,ESP,Centrocampista,Sevilla,22,1998,20,4,511,0,0,0,1,0,0.5,1.1,2020-2021
2158,Guido Rodríguez,ARG,Centrocampista,Betis,26,1994,35,34,2864,1,0,1,10,0,2.3,0.7,2020-2021
2159,Miguel Rodríguez,ESP,Delantero,Celta Vigo,17,2003,4,0,30,0,0,0,2,0,0.0,0.0,2020-2021
2160,Víctor Rodríguez,ESP,Centrocampista,Elche,31,1989,16,2,426,0,0,0,1,0,0.0,1.0,2020-2021
2161,Rodrygo,BRA,Delantero,Real Madrid,19,2001,22,10,983,1,6,7,0,0,2.0,3.7,2020-2021
2162,Facundo Roncaglia,ARG,Defensa,Osasuna,33,1987,17,14,1232,1,1,2,3,1,0.5,0.5,2020-2021
2163,Rubén,ESP,PO,Osasuna,36,1984,3,3,187,0,0,0,0,1,0.0,0.0,2020-2021
2164,Waldo Rubio,ESP,Delantero,Valladolid,24,1995,10,5,375,1,0,1,1,0,1.1,0.1,2020-2021
2165,Aitor Ruibal,ESP,Delantero,Betis,24,1996,28,21,1593,2,2,4,2,0,2.9,2.1,2020-2021
2166,Isma Ruiz,ESP,Centrocampista,Granada,19,2001,1,1,67,0,0,0,0,0,0.0,0.0,2020-2021
2167,Víctor Ruiz,ESP,Defensa,Betis,31,1989,27,24,2157,2,0,2,9,0,1.5,0.1,2020-2021
2168,Gerónimo Rulli,ARG,PO,Villarreal,28,1992,2,2,180,0,0,0,0,1,0.0,0.0,2020-2021
2169,Modibo Sagnan,FRA,Defensa,Real Sociedad,21,1999,16,7,622,0,0,0,3,0,0.6,0.3,2020-2021
2170,Borja Sainz,ESP,Centrocampista,Alavés,19,2001,21,2,453,1,0,1,1,0,1.3,0.8,2020-2021
2171,Salvi,ESP,Centrocampista,Cádiz,29,1991,28,25,1933,2,0,2,5,0,2.0,1.5,2020-2021
2172,Fede San Emeterio,ESP,Centrocampista,Valladolid,23,1997,24,17,1460,0,0,0,7,0,0.1,0.1,2020-2021
2173,Antonio Sanabria,PAR,Delantero,Betis,24,1996,16,10,932,3,0,3,2,0,5.0,0.1,2020-2021
2174,Oihan Sancet,ESP,Delantero,Athletic Club,20,2000,24,11,1035,2,2,4,2,0,2.8,1.2,2020-2021
2175,Ricard Sánchez,ESP,Defensa,Atlético Madrid,20,2000,1,0,30,0,0,0,0,0,0.0,0.0,2020-2021
2176,Germán Sánchez,ESP,Defensa,Granada,33,1986,34,29,2638,3,1,4,11,1,2.3,0.1,2020-2021
2177,Javi Sánchez,ESP,Defensa,Valladolid,23,1997,16,11,921,0,0,0,3,0,0.2,0.1,2020-2021
