Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Ebrima Darboe,GAM,Centrocampista,Roma,20,2001.0,3.0,2.5,193.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0
Eddie Nketiah,ENG,Delantero,Arsenal,23,1999.0,14.833333333333334,4.666666666666667,511.1666666666667,2.3333333333333335,0.6666666666666666,3.0,1.0,0.16666666666666666,2.966666666666667,0.7666666666666666
Eddie Salcedo,ITA,Delantero,Genoa,19,2001.0,13.0,4.75,474.5,0.75,0.0,0.75,1.0,0.0,1.8,0.525
Eden Hazard,BEL,Delantero,Chelsea,31,1991.0,20.833333333333332,15.0,1311.1666666666667,5.333333333333333,4.333333333333333,9.666666666666666,1.1666666666666667,0.0,3.9166666666666665,3.783333333333333
Ederson,BRA,PO,Manchester City,28,1993.0,36.166666666666664,36.166666666666664,3234.1666666666665,0.0,0.5,0.5,2.5,0.16666666666666666,0.0,0.13333333333333333
Edgar Sevikyan,ARM,Centrocampista,Levante,18,2001.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edgaras Dubickas,LTU,Defensa,Lecce,21,1998.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson Fernandes,SUI,Centrocampista,West Ham,22,1996.0,21.5,16.0,1407.5,1.0,0.5,1.5,5.0,0.5,0.75,0.8
Edin Džeko,BIH,Delantero,Roma,36,1986.0,33.333333333333336,26.166666666666668,2412.6666666666665,11.666666666666666,4.666666666666667,16.333333333333332,4.333333333333333,0.0,14.766666666666666,3.8499999999999996
Edinson Cavani,URU,Delantero,Manchester Utd,35,1987.0,22.0,13.333333333333334,1196.6666666666667,5.666666666666667,2.0,7.666666666666667,3.3333333333333335,0.0,5.8,1.7000000000000002
Edo Kayembe,COD,Centrocampista,Watford,23,1998.0,13.0,9.0,799.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Edoardo Bove,ITA,Centrocampista,Roma,20,2002.0,11.333333333333334,3.3333333333333335,357.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.26666666666666666,0.3
Edoardo Goldaniga,ITA,Defensa,Sassuolo,27,1993.0,15.333333333333334,13.333333333333334,1223.1666666666667,0.5,0.3333333333333333,0.8333333333333334,4.333333333333333,0.6666666666666666,0.7000000000000001,0.38333333333333336
Edoardo Vergani,ITA,Delantero,Bologna,20,2001.0,3.5,0.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edouard Mendy,SEN,PO,Chelsea,30,1992.0,25.0,24.666666666666668,2220.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Edu Expósito,ESP,Centrocampista,La Coruña,25,1996.0,24.25,16.0,1506.75,1.5,1.5,3.0,2.75,0.25,1.725,1.725
Eduardo Camavinga,FRA,Centrocampista,Real Madrid,19,2002.0,31.5,17.0,1623.0,1.0,1.0,2.0,7.0,0.0,1.0,1.25
Eduardo Henrique,BRA,Centrocampista,Crotone,25,1995.0,18.0,8.0,924.0,1.0,0.0,1.0,4.0,0.0,0.9,0.2
El Bilal Touré,MLI,Delantero,Almería,20,2001.0,21.0,15.0,1264.0,7.0,2.0,9.0,0.0,0.0,6.3,1.3
Eldin Jakupović,SUI,PO,Leicester City,32,1984.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eldor Shomurodov,UZB,Delantero,Genoa,27,1995.0,20.0,7.75,847.25,3.0,1.5,4.5,1.25,0.0,3.35,1.65
Eliaquim Mangala,FRA,Defensa,Everton,29,1991.0,6.5,4.5,404.0,0.0,0.0,0.0,1.0,0.25,0.125,0.0
Elias Kachunga,COD,Delantero,Huddersfield,26,1992.0,19.5,15.0,1255.5,0.5,0.5,1.0,1.5,0.0,1.4,0.4
Elif Elmas,MKD,Centrocampista,Napoli,22,1999.0,33.0,10.25,1280.25,3.0,2.25,5.25,4.5,0.0,2.425,1.35
Elio Capradossi,ITA,Defensa,Roma,24,1996.0,1.5,1.0,86.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0
Eliseo Falcon,ESP,Defensa,Levante,22,1997.0,1.0,1.0,73.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Elliot Anderson,SCO,Centrocampista,Newcastle Utd,19,2002.0,11.5,1.5,207.0,0.0,0.5,0.5,0.0,0.0,0.5,0.65
Ellis Simms,ENG,Delantero,Everton,21,2001.0,6.0,1.5,144.5,0.5,0.0,0.5,0.0,0.0,0.45,0.05
Eloi Amagat,ESP,Centrocampista,Girona,32,1985.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Elseid Hysaj,ALB,Defensa,Napoli,28,1994.0,28.166666666666668,23.666666666666668,2084.3333333333335,0.5,1.3333333333333333,1.8333333333333333,3.0,0.16666666666666666,0.4166666666666667,1.1166666666666665
Emanuel Aiwum,AUT,Defensa,Cremonese,21,2000.0,23.0,17.0,1653.0,0.0,0.0,0.0,3.0,0.0,0.2,0.4
Emanuel Cecchini,ARG,Centrocampista,Málaga,20,1996.0,2.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Emanuel Vignato,ITA,Centrocampista,Chievo,21,2000.0,15.6,4.8,550.2,0.6,1.4,2.0,1.4,0.0,0.52,1.3599999999999999
Emanuele Giaccherini,ITA,Centrocampista,Chievo,33,1985.0,14.333333333333334,11.0,992.0,2.0,1.0,3.0,4.666666666666667,0.0,1.0999999999999999,1.5333333333333332
Emanuele Ndoj,ALB,Centrocampista,Brescia,22,1996.0,18.0,6.0,555.0,0.0,0.0,0.0,2.0,0.0,1.5,0.2
Emanuele Valeri,ITA,Defensa,Cremonese,23,1998.0,37.0,31.0,2785.0,2.0,3.0,5.0,3.0,0.0,2.2,4.6
Emerson,BRA,Defensa,Tottenham,23,1999.0,22.166666666666668,19.5,1709.8333333333333,1.1666666666666667,2.0,3.1666666666666665,4.666666666666667,0.3333333333333333,1.1166666666666667,1.8
Emerson Hyndman,USA,Centrocampista,Bournemouth,22,1996.0,1.0,0.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson Palmieri,ITA,Defensa,Chelsea,27,1994.0,8.0,5.571428571428571,485.42857142857144,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.32857142857142857,0.35714285714285715
Emi Buendía,ARG,Delantero,Norwich City,25,1996.0,36.333333333333336,25.666666666666668,2258.3333333333335,3.3333333333333335,5.0,8.333333333333334,2.3333333333333335,0.3333333333333333,3.9666666666666663,6.1000000000000005
Emil Audero,ITA,PO,Sampdoria,25,1997.0,32.6,32.6,2924.0,0.0,0.2,0.2,1.6,0.0,0.0,0.16
Emil Bohinen,NOR,Centrocampista,Salernitana,23,1999.0,17.5,8.5,765.5,0.0,0.5,0.5,2.5,0.0,0.1,0.55
Emil Ceide,NOR,Delantero,Sassuolo,20,2001.0,12.5,2.5,284.0,0.0,0.5,0.5,0.0,0.0,0.4,0.65
Emil Hallfreðsson,ISL,Centrocampista,Udinese,34,1984.0,9.333333333333334,4.666666666666667,431.0,0.3333333333333333,0.0,0.3333333333333333,2.3333333333333335,0.0,0.0,0.19999999999999998
Emil Holm,SWE,Defensa,Spezia,22,2000.0,20.0,17.0,1393.0,1.0,1.0,2.0,4.0,0.0,1.2,1.3
Emil Krafth,SWE,Defensa,Newcastle Utd,27,1994.0,13.2,10.6,977.8,0.2,0.4,0.6,2.2,0.0,0.24,0.42000000000000004
Emile Smith Rowe,ENG,Centrocampista,Arsenal,22,2000.0,16.75,10.0,907.5,3.0,2.0,5.0,0.25,0.0,2.025,1.5250000000000001
Emiliano Marcondes,DEN,Centrocampista,Bournemouth,27,1995.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Martínez,ARG,PO,Arsenal,29,1992.0,24.8,24.6,2204.0,0.0,0.0,0.0,2.8,0.0,0.0,0.08
Emiliano Moretti,ITA,Defensa,Torino,37,1981.0,23.0,20.5,1896.0,0.0,0.0,0.0,5.5,0.0,0.2,0.3
Emiliano Rigoni,ARG,Centrocampista,Elche,27,1993.0,14.333333333333334,7.333333333333333,697.3333333333334,1.3333333333333333,0.6666666666666666,2.0,2.6666666666666665,0.0,1.9000000000000001,1.0
Emiliano Velázquez,URU,Defensa,Rayo Vallecano,24,1994.0,18.0,14.0,1277.0,0.0,2.0,2.0,8.0,0.0,1.0,0.8
Emiliano Viviano,ITA,PO,Sampdoria,32,1985.0,22.0,22.0,1977.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Emirhan İlkhan,TUR,Centrocampista,Torino,18,2004.0,6.0,0.5,100.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1
Emmanuel Agyemang-Badu,GHA,Centrocampista,Udinese,28,1990.0,7.0,2.0,195.5,0.0,0.0,0.0,1.0,0.0,0.05,0.0
Emmanuel Amankwaa Akurugu,GHA,Defensa,Getafe,19,2001.0,2.0,0.5,62.0,0.0,0.5,0.5,0.0,0.0,0.0,0.05
Emmanuel Apeh,NGA,Delantero,Celta Vigo,21,1996.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Boateng,GHA,Delantero,Levante,22,1996.0,20.5,8.5,987.5,3.5,0.0,3.5,3.5,0.0,4.1499999999999995,0.7000000000000001
Emmanuel Dennis,NGA,Delantero,Watford,24,1997.0,26.0,18.0,1650.5,6.0,4.0,10.0,6.0,0.5,4.6,2.3499999999999996
Emmanuel Ekong,SWE,Delantero,Empoli,20,2002.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Gyasi,GHA,Delantero,Spezia,28,1994.0,36.0,34.0,2898.6666666666665,4.0,2.0,6.0,8.0,0.0,4.8999999999999995,2.466666666666667
Emmanuel Rivière,FRA,Delantero,Crotone,30,1990.0,21.0,7.0,640.0,1.0,1.0,2.0,2.0,0.0,1.1,0.5
Emre Can,GER,Centrocampista,Liverpool,25,1994.0,21.0,15.333333333333334,1395.3333333333333,2.3333333333333335,1.6666666666666667,4.0,5.666666666666667,0.0,1.9000000000000001,1.8333333333333333
Emre Mor,TUR,Delantero,Celta Vigo,23,1997.0,14.666666666666666,4.666666666666667,511.3333333333333,0.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,0.0,0.6,0.8666666666666667
Emre Çolak,TUR,Centrocampista,La Coruña,26,1991.0,26.0,17.0,1449.0,1.0,1.0,2.0,4.0,0.0,1.2,4.0
Enda Stevens,IRL,Defensa,Sheffield Utd,30,1990.0,34.0,34.0,3022.5,1.0,2.5,3.5,6.5,0.0,1.3,3.45
Eneko Bóveda,ESP,Defensa,La Coruña,28,1988.0,7.0,6.5,594.5,0.0,0.5,0.5,1.5,0.0,0.0,0.1
Enes Ünal,TUR,Delantero,Villarreal,25,1997.0,28.285714285714285,21.142857142857142,1900.142857142857,7.428571428571429,2.0,9.428571428571429,4.285714285714286,0.0,7.285714285714286,1.8285714285714287
Enis Bardhi,MKD,Centrocampista,Levante,26,1995.0,29.6,21.2,1982.6,4.6,2.4,7.0,5.2,0.0,3.6799999999999997,2.54
Enock Mwepu,ZAM,Centrocampista,Brighton,24,1998.0,12.0,7.0,604.5,1.0,2.5,3.5,1.0,0.0,1.1500000000000001,1.05
Enric Franquesa,ESP,Defensa,Levante,24,1997.0,16.0,6.0,625.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1
Enric Gallego,ESP,Delantero,Huesca,33,1986.0,15.0,9.0,847.25,2.0,0.75,2.75,2.75,0.25,2.4,0.9
Enric Saborit,ESP,Defensa,Athletic Club,25,1992.0,19.0,16.0,1428.0,0.0,1.0,1.0,5.0,0.0,0.2,0.5
Enrico Alfonso,ITA,PO,Brescia,31,1988.0,4.0,4.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enrico Bearzotti,ITA,Defensa,Hellas Verona,20,1996.0,6.0,4.0,410.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Enrico Brignola,ITA,Centrocampista,Benevento,19,1999.0,12.5,9.0,761.0,2.0,1.0,3.0,3.5,0.0,1.6500000000000001,0.7000000000000001
Enzo Barrenechea,ARG,Centrocampista,Juventus,21,2001.0,3.0,3.0,158.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Enzo Ebosse,CMR,Defensa,Udinese,23,1999.0,20.0,9.0,930.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
Enzo Fernández,ARG,Centrocampista,Chelsea,21,2001.0,18.0,18.0,1547.0,0.0,2.0,2.0,3.0,0.0,0.8,2.4
Enzo Roco,CHI,Defensa,Elche,29,1992.0,26.0,24.0,2102.0,0.5,0.0,0.5,8.5,0.5,0.95,0.05
Enzo Zidane,ESP,Centrocampista,Alavés,22,1995.0,2.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eray Cömert,SUI,Defensa,Valencia,24,1998.0,15.5,12.0,1040.0,0.5,0.0,0.5,3.5,0.5,0.45,0.05
Eric Bailly,CIV,Defensa,Manchester Utd,27,1994.0,9.0,6.6,584.4,0.2,0.0,0.2,1.2,0.2,0.28,0.04
Eric Dier,ENG,Centrocampista,Tottenham,28,1994.0,28.166666666666668,26.5,2347.1666666666665,0.8333333333333334,0.8333333333333334,1.6666666666666667,3.3333333333333335,0.0,1.3166666666666667,0.9500000000000001
Eric García,ESP,Defensa,Manchester City,21,2001.0,17.25,12.25,1158.0,0.25,0.0,0.25,2.25,0.25,0.6000000000000001,0.125
Eric Maxim Choupo-Moting,CMR,Delantero,Stoke City,28,1989.0,30.0,26.0,2314.0,5.0,5.0,10.0,3.0,0.0,5.9,3.1
Erick Cabaco,URU,Defensa,Levante,26,1995.0,13.333333333333334,10.666666666666666,912.8333333333334,0.3333333333333333,0.16666666666666666,0.5,5.5,0.5,0.5499999999999999,0.10000000000000002
Erick Pulgar,CHI,Centrocampista,Bologna,27,1994.0,26.8,23.0,2084.0,3.4,2.4,5.8,6.8,0.2,3.14,3.2800000000000002
Erik Botheim,NOR,Centrocampista,Salernitana,22,2000.0,28.0,9.0,866.0,1.0,3.0,4.0,2.0,0.0,0.6,1.8
Erik Durm,GER,Defensa,Huddersfield,26,1992.0,28.0,21.0,2055.0,0.0,1.0,1.0,0.0,0.0,0.4,0.6
Erik Expósito,ESP,Delantero,Las Palmas,21,1996.0,10.0,4.0,467.0,1.0,0.0,1.0,0.0,0.0,0.8,0.2
Erik Morán,ESP,Centrocampista,Leganés,26,1991.0,6.0,2.0,228.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Erik Pieters,NED,Defensa,Stoke City,32,1988.0,21.75,18.0,1648.0,0.0,1.75,1.75,2.25,0.0,0.25,1.35
Erling Haaland,NOR,Delantero,Manchester City,22,2000.0,35.0,33.0,2769.0,36.0,8.0,44.0,5.0,0.0,28.4,5.3
Ermedin Demirović,BIH,Delantero,Alavés,19,1998.0,3.0,2.0,182.0,1.0,1.0,2.0,0.0,0.0,1.7,0.0
Ernesto Torregrossa,VEN,Delantero,Brescia,29,1992.0,13.666666666666666,7.666666666666667,710.0,2.6666666666666665,1.0,3.6666666666666665,3.0,0.0,2.8333333333333335,1.0666666666666667
Eros Schiavon,ITA,Centrocampista,SPAL,34,1983.0,12.0,3.0,390.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Ervin Zukanović,BIH,Defensa,Genoa,32,1987.0,19.666666666666668,18.333333333333332,1679.0,0.0,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.3333333333333333,1.0666666666666667,0.6666666666666666
Estanis,ESP,Delantero,Barcelona,17,2003.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Esteban Burgos,ARG,Defensa,Eibar,28,1992.0,14.5,11.5,1115.0,2.0,0.5,2.5,4.0,0.0,1.95,0.45
Esteban Granero,ESP,Centrocampista,Espanyol,32,1987.0,21.333333333333332,13.333333333333334,1238.6666666666667,1.6666666666666667,1.0,2.6666666666666665,6.666666666666667,0.0,1.3666666666666665,1.3333333333333333
Esteban Rolón,ARG,Centrocampista,Málaga,23,1995.0,13.5,8.0,732.0,0.0,0.0,0.0,5.0,0.0,0.45,0.2
Esteban Saveljich,MNE,Defensa,Rayo Vallecano,31,1991.0,11.0,10.5,850.5,0.0,0.0,0.0,2.5,0.0,0.3,0.0
Ethan Ampadu,WAL,Defensa,Chelsea,21,2000.0,21.5,20.0,1755.25,0.0,1.0,1.0,6.5,0.75,0.42500000000000004,0.975
Ethan Nwaneri,ENG,Delantero,Arsenal,15,2007.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Pinnock,JAM,Defensa,Brentford,29,1993.0,31.0,31.0,2697.0,2.0,0.5,2.5,0.5,0.0,2.1,1.1
Etrit Berisha,ALB,PO,Atalanta,32,1989.0,21.25,21.25,1912.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Eugeni Valderrama,ESP,Centrocampista,Huesca,26,1994.0,3.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Eugenio Lamanna,ITA,PO,Genoa,27,1989.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Ferguson,IRL,Centrocampista,Brighton,17,2004.0,10.0,5.0,486.5,3.0,1.0,4.0,0.5,0.0,2.65,0.35
Everton Luiz,BRA,Centrocampista,SPAL,30,1988.0,10.5,4.5,479.5,0.0,0.0,0.0,5.0,0.0,0.05,0.1
Ezequiel Garay,ARG,Defensa,Valencia,32,1986.0,21.666666666666668,21.333333333333332,1867.0,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,0.0,0.8666666666666667,0.3333333333333333
Ezequiel Muñoz,ARG,Defensa,Leganés,27,1990.0,11.0,9.5,809.0,0.0,0.5,0.5,1.0,0.0,0.25,0.35
Ezequiel Ponce,ARG,Delantero,Elche,25,1997.0,23.0,6.5,894.5,2.5,0.0,2.5,1.5,1.0,3.05,0.5
Ezequiel Schelotto,ITA,Defensa,Brighton,30,1989.0,10.666666666666666,7.0,607.3333333333334,0.0,0.0,0.0,1.6666666666666667,0.0,0.16666666666666666,0.2333333333333333
Ezequiel Ávila,ARG,Delantero,Huesca,28,1994.0,25.4,17.0,1473.8,6.6,1.4,8.0,6.8,0.6,5.18,2.1
Ezgjan Alioski,MKD,Defensa,Leeds United,28,1992.0,36.0,29.0,2461.0,2.0,3.0,5.0,7.0,0.0,1.6,3.3
Ezri Konsa,ENG,Defensa,Aston Villa,24,1997.0,32.0,31.25,2758.5,1.25,0.5,1.75,4.5,0.5,1.65,0.675
Eñaut Mendía,ESP,Delantero,Eibar,21,1999.0,1.0,1.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fabian Delph,ENG,Defensa,Manchester City,31,1989.0,13.6,10.4,916.8,0.2,0.6,0.8,2.2,0.4,0.1,0.42000000000000004
Fabian Schär,SUI,Defensa,Newcastle Utd,30,1991.0,25.0,23.166666666666668,2083.3333333333335,2.0,1.3333333333333333,3.3333333333333335,7.0,0.16666666666666666,2.283333333333333,0.9666666666666665
Fabiano Parisi,ITA,Defensa,Empoli,21,2000.0,29.0,24.5,2153.5,1.0,0.5,1.5,7.5,0.5,1.25,1.15
Fabinho,BRA,Centrocampista,Liverpool,28,1993.0,30.2,25.6,2329.6,1.6,1.6,3.2,7.2,0.0,1.26,1.42
Fabio Borini,ITA,Defensa,Milan,28,1991.0,16.25,9.75,885.5,1.75,1.25,3.0,2.5,0.25,1.95,0.6
Fabio Carvalho,POR,Centrocampista,Fulham,19,2002.0,8.5,3.5,301.0,1.5,0.0,1.5,0.0,0.0,1.15,0.25
Fabio Ceravolo,ITA,Delantero,Benevento,31,1987.0,13.0,6.5,621.0,1.0,0.0,1.0,0.5,0.0,1.8,0.25
Fabio Depaoli,ITA,Defensa,Chievo,25,1997.0,16.1,11.2,1002.6,0.3,0.8,1.1,3.7,0.2,0.5900000000000001,1.01
Fabio González,ESP,Centrocampista,Las Palmas,20,1997.0,1.0,1.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fabio Lucioni,ITA,Defensa,Benevento,31,1987.0,22.0,22.0,1926.0,1.5,0.0,1.5,4.5,0.5,1.1,0.05
Fabio Miretti,ITA,Centrocampista,Juventus,18,2003.0,16.5,9.0,777.5,0.0,1.0,1.0,1.0,0.0,1.25,0.8500000000000001
Fabio Pisacane,ITA,Defensa,Cagliari,34,1986.0,21.5,19.0,1715.75,0.5,0.25,0.75,4.5,1.0,0.4,0.35
Fabio Quagliarella,ITA,Delantero,Sampdoria,39,1983.0,31.5,24.5,2143.5,12.333333333333334,3.3333333333333335,15.666666666666666,2.0,0.0,12.0,2.933333333333333
Fabio Vieira,POR,Centrocampista,Arsenal,22,2000.0,22.0,3.0,514.0,1.0,2.0,3.0,0.0,0.0,0.8,2.5
Fabián Balbuena,PAR,Defensa,West Ham,28,1991.0,18.0,16.333333333333332,1462.6666666666667,1.0,0.0,1.0,1.6666666666666667,0.3333333333333333,1.4333333333333333,0.2333333333333333
Fabián Orellana,CHI,Centrocampista,Eibar,34,1986.0,27.25,24.75,2110.25,5.0,4.0,9.0,5.75,0.5,6.025,4.6
Fabián Ruiz Peña,ESP,Centrocampista,Betis,25,1996.0,31.8,27.6,2457.6,4.2,4.2,8.4,2.2,0.2,2.3,3.14
Fabricio,ESP,PO,Fulham,31,1987.0,1.5,1.5,135.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Fabrizio Angileri,ARG,Defensa,Getafe,28,1994.0,15.0,7.0,585.0,0.0,0.0,0.0,2.0,1.0,0.1,0.0
Fabrizio Cacciatore,ITA,Defensa,Chievo,32,1986.0,15.75,14.5,1275.25,0.5,1.0,1.5,2.25,0.5,0.425,1.1749999999999998
Fabrizio Caligara,ITA,Centrocampista,Cagliari,20,2000.0,5.5,1.0,100.5,0.0,0.0,0.0,1.5,0.0,0.0,0.15
Facundo Buonanotte,ARG,Delantero,Brighton,17,2004.0,13.0,6.0,565.0,1.0,1.0,2.0,2.0,0.0,1.4,0.5
Facundo Ferreyra,ARG,Delantero,Espanyol,29,1991.0,12.666666666666666,2.6666666666666665,361.6666666666667,1.0,0.0,1.0,3.0,0.3333333333333333,1.0999999999999999,0.13333333333333333
Facundo Pellistri,URU,Delantero,Manchester Utd,20,2001.0,12.333333333333334,3.6666666666666665,426.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.19999999999999998
Facundo Roncaglia,ARG,Defensa,Celta Vigo,33,1987.0,14.6,13.0,1134.4,0.4,0.2,0.6,3.4,0.8,0.25999999999999995,0.22000000000000003
Fahad Al Muwallad,KSA,Centrocampista,Levante,22,1994.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fali,ESP,Defensa,Cádiz,28,1993.0,29.0,24.666666666666668,2051.3333333333335,0.0,0.6666666666666666,0.6666666666666666,7.666666666666667,0.0,0.6666666666666666,0.7333333333333334
Faouzi Ghoulam,ALG,Defensa,Napoli,30,1991.0,12.2,6.4,627.2,0.6,1.2,1.8,1.4,0.0,0.42000000000000004,1.5
Faustino Anjorin,ENG,Delantero,Chelsea,17,2001.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayçal Fajr,MAR,Centrocampista,Getafe,30,1988.0,20.5,15.5,1394.0,0.5,2.0,2.5,4.5,0.0,0.95,1.75
Fede San Emeterio,ESP,Centrocampista,Valladolid,25,1997.0,23.5,17.75,1471.25,0.0,0.25,0.25,7.0,0.0,0.125,0.4
Fede Vico,ESP,Centrocampista,Granada,26,1994.0,19.0,10.0,821.5,1.0,0.5,1.5,1.0,0.0,1.2,1.35
Federico Barba,ITA,Defensa,Valladolid,26,1993.0,22.333333333333332,21.666666666666668,1864.0,0.0,0.6666666666666666,0.6666666666666666,5.666666666666667,0.6666666666666666,0.5333333333333333,1.0
Federico Baschirotto,ITA,Defensa,Lecce,25,1996.0,37.0,37.0,3330.0,3.0,0.0,3.0,6.0,0.0,1.9,0.7
Federico Bernardeschi,ITA,Delantero,Juventus,27,1994.0,26.8,12.8,1267.6,1.6,2.4,4.0,4.6,0.2,2.7600000000000002,2.7
Federico Bonazzoli,ITA,Delantero,SPAL,25,1997.0,15.571428571428571,6.571428571428571,661.1428571428571,2.857142857142857,0.5714285714285714,3.4285714285714284,1.4285714285714286,0.0,2.242857142857143,0.6
Federico Bonini,ITA,Defensa,Bologna,17,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Brancolini,ITA,PO,Fiorentina,18,2001.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Cartabia,ARG,Delantero,La Coruña,24,1993.0,20.0,16.0,1324.0,2.0,1.0,3.0,6.0,0.0,1.7,1.6
Federico Ceccherini,ITA,Defensa,Crotone,30,1992.0,21.571428571428573,18.428571428571427,1548.7142857142858,0.5714285714285714,0.0,0.5714285714285714,5.714285714285714,0.42857142857142855,0.8142857142857143,0.31428571428571433
Federico Chiesa,ITA,Delantero,Fiorentina,24,1997.0,25.0,21.142857142857142,1835.4285714285713,5.0,4.142857142857143,9.142857142857142,3.2857142857142856,0.14285714285714285,5.514285714285714,4.228571428571429
Federico Di Francesco,ITA,Delantero,Bologna,28,1994.0,25.0,17.4,1429.0,2.4,1.0,3.4,3.4,0.0,2.5200000000000005,1.44
Federico Dimarco,ITA,Defensa,Parma,24,1997.0,21.5,13.833333333333334,1258.6666666666667,2.0,2.0,4.0,2.0,0.0,1.7666666666666666,3.8333333333333335
Federico Dionisi,ITA,Delantero,Frosinone,31,1987.0,9.0,1.0,204.0,1.0,0.0,1.0,2.0,0.0,1.0,0.7
Federico Fazio,ARG,Defensa,Roma,35,1987.0,20.0,18.333333333333332,1642.5,1.8333333333333333,0.16666666666666666,2.0,3.5,0.5,1.3,0.18333333333333335
Federico Fernández,ARG,Defensa,Swansea City,33,1989.0,18.833333333333332,17.666666666666668,1578.6666666666667,0.5,0.6666666666666666,1.1666666666666667,3.1666666666666665,0.0,0.49999999999999994,0.5499999999999999
Federico Gatti,ITA,Defensa,Juventus,24,1998.0,18.0,16.0,1448.0,0.0,0.0,0.0,4.0,0.0,0.6,1.5
Federico Marchetti,ITA,PO,Genoa,39,1983.0,3.0,2.6666666666666665,253.33333333333334,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
Federico Marigosu,ITA,Centrocampista,Cagliari,18,2001.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Mattiello,ITA,Defensa,SPAL,25,1995.0,16.25,12.25,1125.75,0.25,0.5,0.75,3.0,0.75,0.37499999999999994,0.925
Federico Peluso,ITA,Defensa,Sassuolo,37,1984.0,15.8,12.2,1136.2,0.4,0.6,1.0,4.2,0.2,0.45999999999999996,0.3
Federico Ravaglia,ITA,PO,Bologna,20,1999.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Ricca,URU,Defensa,Málaga,22,1994.0,14.0,13.0,1109.0,0.0,1.0,1.0,4.0,0.0,0.3,0.8
Federico Ricci,ITA,Delantero,Crotone,26,1994.0,7.0,4.0,380.6666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,0.7333333333333334,0.43333333333333335
Federico Santander,PAR,Delantero,Bologna,30,1991.0,16.75,7.0,734.75,2.5,1.0,3.5,3.0,0.0,3.2249999999999996,1.0999999999999999
