Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
Federico Valverde,URU,Centrocampista,La Coruña,24,1998.0,27.0,17.0,1576.8333333333333,2.0,1.8333333333333333,3.8333333333333335,1.5,0.0,1.7666666666666668,2.5999999999999996
Federico Viviani,ITA,Centrocampista,SPAL,26,1992.0,17.0,17.0,1408.5,1.5,1.5,3.0,5.0,0.0,1.75,1.75
Felice D'Amico,ITA,Centrocampista,Sampdoria,18,2000.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe,BRA,Defensa,Nott'ham Forest,33,1989.0,20.2,15.6,1455.0,0.6,0.4,1.0,4.8,0.2,1.06,0.36000000000000004
Felipe Anderson,BRA,Centrocampista,West Ham,29,1993.0,26.666666666666668,22.166666666666668,1925.1666666666667,4.833333333333333,4.0,8.833333333333334,1.5,0.0,3.8333333333333335,4.133333333333334
Felipe Avenatti,URU,Delantero,Bologna,24,1993.0,11.0,4.0,468.0,0.0,0.0,0.0,1.0,0.0,0.3,0.1
Felipe Caicedo,ECU,Delantero,Lazio,32,1988.0,19.5,8.166666666666666,788.3333333333334,4.833333333333333,1.3333333333333333,6.166666666666667,3.0,0.0,4.083333333333333,1.1666666666666667
Felipe Curcio,BRA,Defensa,Brescia,25,1993.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Vizeu,BRA,Delantero,Udinese,21,1997.0,5.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Felipe dal Belo,BRA,Defensa,SPAL,35,1984.0,25.0,22.666666666666668,1977.0,1.3333333333333333,1.0,2.3333333333333335,8.0,0.3333333333333333,1.9000000000000001,0.46666666666666673
Felix Afena-Gyan,GHA,Delantero,Roma,19,2003.0,20.0,6.5,742.5,1.0,0.0,1.0,4.5,0.5,1.7999999999999998,0.35
Felix Garreta,ESP,Defensa,Betis,18,2004.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Femi Seriki,ENG,Centrocampista,Sheffield Utd,18,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferland Mendy,FRA,Defensa,Real Madrid,27,1995.0,22.75,20.0,1775.5,1.0,1.25,2.25,4.25,0.25,0.6749999999999999,1.3249999999999997
Fernandinho,BRA,Centrocampista,Manchester City,36,1985.0,26.6,21.6,1961.4,1.6,2.0,3.6,5.6,0.4,1.4,1.7
Fernando,BRA,Centrocampista,Sevilla,35,1987.6,29.6,27.0,2383.4,1.2,1.8,3.0,6.2,0.2,1.06,0.9
Fernando Calero,ESP,Defensa,Valladolid,26,1995.0,23.5,20.0,1718.5,0.25,0.25,0.5,5.0,0.25,0.425,0.25
Fernando Forestieri,ITA,Delantero,Udinese,31,1990.0,11.5,1.5,305.0,1.5,1.0,2.5,1.0,0.0,1.3,0.65
Fernando Llorente,ESP,Delantero,Tottenham,35,1985.0,14.0,3.6,439.6,1.2,1.0,2.2,1.2,0.0,2.2399999999999998,0.64
Fernando Marçal,BRA,Defensa,Wolves,32,1989.0,15.5,12.0,1036.0,0.0,0.0,0.0,2.5,0.0,0.25,0.35
Fernando Medrano,ESP,Defensa,Celta Vigo,22,2000.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Navarro,ESP,Defensa,La Coruña,35,1982.0,15.0,11.0,1046.0,0.0,0.0,0.0,5.0,0.0,0.0,0.3
Fernando Niño,ESP,Delantero,Villarreal,21,2000.0,12.0,4.5,395.5,1.5,0.0,1.5,1.0,0.0,2.15,0.15000000000000002
Fernando Pacheco,ESP,PO,Alavés,30,1992.0,27.0,26.714285714285715,2399.714285714286,0.0,0.0,0.0,1.0,0.14285714285714285,0.0,0.09999999999999999
Fernando Torres,ESP,Delantero,Atlético Madrid,33,1984.0,27.0,7.0,982.0,5.0,0.0,5.0,2.0,0.0,5.5,0.4
Ferrán Torres,ESP,Delantero,Manchester City,22,2000.0,21.428571428571427,12.285714285714286,1117.857142857143,3.2857142857142856,2.2857142857142856,5.571428571428571,2.4285714285714284,0.14285714285714285,3.642857142857143,2.4
Festy Ebosele,IRL,Defensa,Udinese,19,2002.0,17.0,4.0,411.0,0.0,1.0,1.0,4.0,0.0,0.2,0.9
Fidel,ESP,Centrocampista,Elche,32,1989.0,30.0,26.0,2123.6666666666665,4.666666666666667,3.6666666666666665,8.333333333333334,7.333333333333333,0.0,3.133333333333333,3.9
Fikayo Tomori,ENG,Defensa,Chelsea,24,1997.0,19.4,18.6,1656.0,0.6,0.2,0.8,2.4,0.0,0.7200000000000001,0.2
Filip Benković,CRO,Defensa,Udinese,24,1997.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Filip Bradarić,CRO,Centrocampista,Celta Vigo,27,1992.0,20.5,12.0,1100.0,0.0,1.0,1.0,3.5,0.5,0.4,0.3
Filip Helander,SWE,Defensa,Bologna,25,1993.0,24.5,23.0,2106.0,0.0,0.0,0.0,6.0,0.0,0.5,0.1
Filip Jagiełło,POL,Centrocampista,Genoa,21,1997.0,11.0,6.0,553.0,0.0,2.0,2.0,0.0,0.0,0.3,0.8
Filip Jørgensen,DEN,PO,Villarreal,20,2002.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Kostić,SRB,Defensa,Juventus,29,1992.0,37.0,33.0,2564.0,3.0,8.0,11.0,3.0,0.0,2.4,7.1
Filip Krovinović,CRO,Centrocampista,West Brom,24,1995.0,11.0,5.0,546.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2
Filip Malbašić,SRB,Delantero,Cádiz,27,1992.0,28.0,8.0,860.0,0.0,1.0,1.0,2.0,0.0,0.8,0.7
Filip Đorđević,SRB,Delantero,Chievo,30,1987.0,13.0,6.0,634.0,1.0,1.0,2.0,1.0,0.0,3.0,0.6
Filip Đuričić,SRB,Centrocampista,Benevento,30,1992.0,20.571428571428573,15.857142857142858,1254.857142857143,2.4285714285714284,1.7142857142857142,4.142857142857143,3.4285714285714284,0.14285714285714285,2.3000000000000003,2.371428571428571
Filipe Luís,BRA,Defensa,Atlético Madrid,32,1985.0,23.5,21.5,1844.5,1.5,2.0,3.5,4.0,0.0,0.55,1.55
Filippo Bandinelli,ITA,Centrocampista,Empoli,27,1995.0,35.0,26.0,2109.0,2.0,1.5,3.5,10.0,0.0,1.9500000000000002,3.0
Filippo Costa,ITA,Defensa,SPAL,23,1995.0,16.0,10.0,1018.5,0.0,0.5,0.5,2.0,0.0,0.3,0.7
Filippo Delli Carri,ITA,Defensa,Salernitana,22,1999.0,5.0,3.0,334.0,0.0,0.0,0.0,1.0,0.0,0.2,0.1
Filippo Distefano,ITA,Delantero,Fiorentina,17,2003.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filippo Falco,ITA,Delantero,Lecce,27,1992.0,30.0,24.0,2014.0,4.0,6.0,10.0,0.0,0.0,2.8,4.5
Filippo Melegoni,ITA,Centrocampista,Genoa,22,1999.0,19.5,6.5,684.5,0.5,0.0,0.5,1.0,0.0,0.5,0.8
Filippo Missori,ITA,Defensa,Roma,18,2004.0,3.0,2.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Filippo Ranocchia,ITA,Centrocampista,Monza,21,2001.0,14.0,5.0,530.0,1.0,0.0,1.0,1.0,0.0,1.2,0.4
Filippo Romagna,ITA,Defensa,Cagliari,25,1997.0,15.25,13.25,1221.25,0.0,0.0,0.0,1.25,0.0,0.175,0.1
Filippo Terracciano,ITA,Defensa,Hellas Verona,19,2003.0,10.5,3.5,414.0,0.0,0.5,0.5,1.0,0.0,0.1,0.6
Finley Stevens,WAL,Defensa,Brentford,18,2003.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Flavio Junior Bianchi,ITA,Delantero,Genoa,21,2000.0,7.0,4.0,314.0,1.0,0.0,1.0,0.0,0.0,0.8,0.1
Flavio Paoletti,ITA,Centrocampista,Sampdoria,19,2003.0,12.0,1.0,284.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Flavius Daniliuc,AUT,Defensa,Salernitana,21,2001.0,27.0,23.0,2195.0,0.0,2.0,2.0,9.0,0.0,0.6,0.5
Florent Hadergjonaj,KVX,Defensa,Huddersfield,24,1994.0,23.5,19.0,1758.0,0.0,0.5,0.5,2.0,0.0,0.25,1.5
Florent Poulolo,MTQ,Defensa,Getafe,22,1997.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florentino Luís,POR,Centrocampista,Getafe,21,1999.0,22.0,9.0,992.0,0.0,1.0,1.0,2.0,0.0,0.1,0.3
Florian Ayé,FRA,Delantero,Brescia,22,1997.0,22.0,15.0,1380.0,0.0,0.0,0.0,4.0,1.0,2.4,1.1
Florian Lejeune,FRA,Defensa,Newcastle Utd,31,1991.0,22.833333333333332,22.5,1979.6666666666667,1.1666666666666667,0.5,1.6666666666666667,4.666666666666667,0.6666666666666666,1.4833333333333332,0.5499999999999999
Florian Thauvin,FRA,Delantero,Udinese,29,1993.0,16.0,5.0,546.0,0.0,0.0,0.0,1.0,0.0,0.7,1.1
Florin Andone,ROU,Delantero,Brighton,28,1993.0,15.0,6.5,691.5,2.75,0.75,3.5,3.0,0.25,3.625,0.30000000000000004
Floyd Ayité,TOG,Delantero,Fulham,29,1988.0,16.0,3.0,476.0,1.0,0.0,1.0,0.0,0.0,0.4,0.5
Flynn Downes,ENG,Centrocampista,West Ham,23,1999.0,21.0,7.0,762.0,0.0,0.0,0.0,2.0,0.0,0.4,0.1
Fodé Ballo-Touré,SEN,Defensa,Milan,25,1997.0,10.0,5.0,484.5,0.5,0.0,0.5,1.0,0.0,0.44999999999999996,0.15000000000000002
Folarin Balogun,USA,Delantero,Arsenal,20,2001.0,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Fousseni Diabaté,MLI,Centrocampista,Leicester City,22,1995.0,7.5,3.0,320.5,0.0,0.5,0.5,0.5,0.0,0.25,0.2
Fran Beltrán,ESP,Centrocampista,Celta Vigo,23,1999.0,32.6,23.0,2039.6,1.2,0.4,1.6,3.2,0.2,1.0400000000000003,0.74
Fran Delgado,ESP,Defensa,Betis,21,2001.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fran Garcia,ESP,Defensa,Rayo Vallecano,22,1999.0,36.0,36.0,3216.0,1.5,1.5,3.0,2.5,0.0,1.05,1.65
Fran Gámez,ESP,Defensa,Mallorca,28,1991.0,23.0,18.0,1768.0,0.0,1.0,1.0,5.0,0.0,0.6,1.1
Fran Manzanara,ESP,Defensa,Levante,21,1996.0,4.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
Fran Mérida,ESP,Centrocampista,Osasuna,31,1990.0,16.5,7.5,713.5,0.0,0.5,0.5,5.5,1.0,0.25,0.44999999999999996
Francesco Acerbi,ITA,Defensa,Sassuolo,34,1988.0,34.0,32.833333333333336,2944.1666666666665,1.5,1.0,2.5,4.5,0.5,1.8833333333333335,1.0
Francesco Bardi,ITA,PO,Frosinone,30,1992.0,2.0,2.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Caputo,ITA,Delantero,Empoli,34,1987.0,24.714285714285715,22.285714285714285,1970.857142857143,9.285714285714286,3.2857142857142856,12.571428571428571,1.2857142857142858,0.0,8.857142857142858,2.7571428571428567
Francesco Cassata,ITA,Centrocampista,Sassuolo,24,1997.0,12.4,7.8,654.8,1.0,0.4,1.4,5.0,0.8,0.4,0.27999999999999997
Francesco Di Mariano,ITA,Delantero,Venezia,25,1996.0,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Francesco Di Tacchio,ITA,Centrocampista,Salernitana,31,1990.0,18.0,14.0,1255.0,0.0,0.0,0.0,3.0,0.0,0.4,0.2
Francesco Forte,ITA,Delantero,Venezia,28,1993.0,12.0,4.0,422.0,1.0,0.0,1.0,3.0,0.0,1.0,0.6
Francesco Magnanelli,ITA,Centrocampista,Sassuolo,36,1984.0,20.4,15.0,1292.2,0.0,0.0,0.0,4.6,1.0,0.22000000000000003,0.52
Francesco Migliore,ITA,Defensa,Genoa,29,1988.0,6.0,4.0,329.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4
Francesco Rossi,ITA,PO,Atalanta,31,1991.0,1.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Verde,ITA,Delantero,Cagliari,19,1999.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Vicari,ITA,Defensa,SPAL,24,1994.0,32.0,31.0,2694.3333333333335,0.6666666666666666,0.3333333333333333,1.0,6.666666666666667,0.3333333333333333,0.5333333333333333,0.3
Francesco Zampano,ITA,Defensa,Udinese,24,1993.0,16.5,14.0,1257.0,0.0,1.0,1.0,0.5,0.0,0.45,0.65
Francis Coquelin,FRA,Centrocampista,Arsenal,31,1991.0,18.0,10.428571428571429,972.2857142857143,0.5714285714285714,0.2857142857142857,0.8571428571428571,3.4285714285714284,0.14285714285714285,0.38571428571428573,0.6571428571428573
Francis Guerrero,ESP,Defensa,Betis,22,1996.0,18.0,16.0,1385.5,0.5,0.5,1.0,2.0,0.0,0.35,0.95
Francis Uzoho,NGA,PO,La Coruña,18,1998.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Molinero,ESP,Defensa,Getafe,32,1985.0,10.0,5.0,579.0,0.0,0.0,0.0,5.0,0.0,0.1,0.2
Francisco Montero,ESP,Defensa,Atlético Madrid,19,1999.0,9.0,4.0,404.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Francisco Mwepu,ZAM,Delantero,Cádiz,22,2000.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Perez,ESP,Delantero,Valencia,19,2002.0,7.0,0.0,141.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Francisco Portillo,ESP,Centrocampista,Getafe,32,1990.0,24.8,11.4,1194.0,1.0,2.2,3.2,2.8,0.2,1.1800000000000002,1.72
Francisco Reis Ferreira,POR,Defensa,Valencia,23,1997.0,3.0,2.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Sierralta,CHI,Defensa,Watford,24,1997.0,5.5,3.5,348.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2
Francisco Trincão,POR,Delantero,Wolves,21,1999.0,28.0,9.5,1021.0,2.5,1.5,4.0,0.5,0.0,3.1500000000000004,1.0
Franck Kessié,CIV,Centrocampista,Barcelona,25,1996.0,33.666666666666664,28.666666666666668,2618.3333333333335,6.0,1.5,7.5,5.666666666666667,0.0,6.633333333333333,2.3333333333333335
Franck Ribéry,FRA,Delantero,Fiorentina,39,1983.0,18.5,15.75,1254.0,1.25,2.75,4.0,3.0,0.5,1.5250000000000001,2.825
Franco Carboni,ITA,Defensa,Monza,19,2003.0,3.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Franco Cervi,ARG,Centrocampista,Celta Vigo,28,1994.0,34.5,21.0,1847.5,2.0,3.5,5.5,3.5,0.5,2.7,1.9000000000000001
Franco Di Santo,ARG,Delantero,Rayo Vallecano,29,1989.0,6.0,1.0,172.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Franco Russo,ARG,Defensa,Mallorca,27,1994.0,11.0,9.5,804.5,0.5,0.0,0.5,3.5,1.0,0.1,0.1
Franco Vázquez,ARG,Centrocampista,Sevilla,31,1989.0,27.5,15.0,1345.0,2.75,2.5,5.25,4.75,0.25,3.025,2.4
Franco Zuculini,ARG,Centrocampista,Hellas Verona,26,1990.0,11.0,3.0,329.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2
Frank Onyeka,NGA,Centrocampista,Brentford,24,1998.0,20.5,10.0,946.5,0.0,1.0,1.0,2.0,0.0,0.9,0.4
Frank Tsadjout,ITA,Delantero,Cremonese,23,1999.0,20.0,14.0,1051.0,3.0,1.0,4.0,1.0,0.0,2.0,0.5
Fraser Forster,ENG,PO,Southampton,34,1988.0,12.4,12.2,1107.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
Fred,BRA,Centrocampista,Manchester Utd,29,1993.0,27.8,19.8,1774.2,1.6,1.4,3.0,5.2,0.0,1.52,2.02
Freddie Ladapo,ENG,Delantero,Crystal Palace,24,1993.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Veseli,ALB,Defensa,Empoli,28,1992.0,20.0,18.0,1567.5,0.0,0.0,0.0,3.5,0.5,0.25,0.2
Freddie Woodman,ENG,PO,Newcastle Utd,24,1997.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederic Guilbert,FRA,Defensa,Aston Villa,24,1994.0,25.0,22.0,2041.0,0.0,2.0,2.0,7.0,0.0,0.3,1.5
Frenkie de Jong,NED,Centrocampista,Barcelona,25,1997.0,32.75,29.5,2569.75,2.5,3.25,5.75,4.5,0.5,3.3249999999999997,3.9749999999999996
Fyodor Smolov,RUS,Delantero,Celta Vigo,29,1990.0,14.0,10.0,743.0,2.0,0.0,2.0,4.0,0.0,2.0,0.1
Fábio Silva,POR,Delantero,Wolves,19,2002.0,27.0,8.5,970.5,2.0,1.5,3.5,1.0,0.0,3.55,0.6
Félix Correia,POR,Centrocampista,Juventus,19,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabi,ESP,Centrocampista,Atlético Madrid,34,1983.0,34.0,25.0,2349.0,0.0,1.0,1.0,8.0,0.0,0.3,1.6
Gabriel,BRA,Centrocampista,Leganés,26,1992.5,31.5,31.0,2687.0,2.5,1.0,3.5,5.0,0.5,2.75,1.0
Gabriel Dos Santos,BRA,Defensa,Arsenal,24,1997.0,32.0,31.666666666666668,2822.6666666666665,3.3333333333333335,0.0,3.3333333333333335,5.666666666666667,0.6666666666666666,3.1999999999999997,0.36666666666666664
Gabriel Fernández,URU,Delantero,Celta Vigo,25,1994.0,20.0,5.0,561.0,1.0,1.0,2.0,5.0,1.0,0.7,0.2
Gabriel Jesus,BRA,Delantero,Manchester City,25,1997.0,29.166666666666668,19.166666666666668,1789.6666666666667,10.333333333333334,5.166666666666667,15.5,3.1666666666666665,0.0,12.616666666666667,3.3166666666666664
Gabriel Martinelli,BRA,Delantero,Arsenal,21,2001.0,23.25,17.0,1475.25,6.5,3.0,9.5,1.75,0.25,5.525,3.825
Gabriel Mercado,ARG,Defensa,Sevilla,31,1987.0,24.5,22.0,1928.0,1.0,1.0,2.0,9.5,0.0,1.6,1.1
Gabriel Paulista,BRA,Defensa,Valencia,31,1990.0,27.333333333333332,26.333333333333332,2303.3333333333335,1.3333333333333333,0.6666666666666666,2.0,4.833333333333333,0.5,0.9499999999999998,0.21666666666666667
Gabriel Peñalba,ARG,Centrocampista,Las Palmas,32,1984.0,7.0,7.0,570.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0
Gabriel Strefezza,BRA,Defensa,SPAL,25,1997.0,33.5,27.0,2276.0,4.5,3.0,7.5,7.0,0.5,4.4,3.0
Gabriel Veiga,ESP,Centrocampista,Celta Vigo,20,2002.0,16.333333333333332,9.666666666666666,840.0,3.6666666666666665,1.3333333333333333,5.0,2.0,0.3333333333333333,2.033333333333333,0.8666666666666667
Gabriele Angella,ITA,Defensa,Udinese,28,1989.0,12.0,9.0,893.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0
Gabriele Corbo,ITA,Defensa,Bologna,19,2000.0,1.5,0.5,63.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Gabriele Marchegiani,ITA,PO,SPAL,21,1996.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriele Moncini,ITA,Centrocampista,SPAL,24,1996.0,5.0,2.0,173.0,0.0,0.0,0.0,0.0,0.0,0.4333333333333333,0.06666666666666667
Gabriele Zappa,ITA,Defensa,Cagliari,21,1999.0,29.5,19.0,1769.5,0.0,2.0,2.0,3.5,0.5,0.6,2.5
Gaetano Berardi,SUI,Defensa,Leeds United,31,1988.0,2.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Gaetano Castrovilli,ITA,Centrocampista,Fiorentina,25,1997.0,26.25,20.75,1778.5,2.75,1.75,4.5,6.25,0.25,2.175,1.7000000000000002
Gaetano Letizia,ITA,Defensa,Benevento,30,1990.0,26.5,21.5,1855.5,2.0,0.5,2.5,4.0,1.0,0.6000000000000001,1.1
Gaku Shibasaki,JPN,Centrocampista,Getafe,26,1992.0,14.5,8.5,695.5,0.5,0.0,0.5,1.0,0.0,0.55,0.55
Ganso,BRA,Centrocampista,Sevilla,27,1989.0,8.0,7.0,519.0,2.0,0.0,2.0,0.0,0.0,1.4,0.4
Gareth Bale,WAL,Delantero,Tottenham,32,1989.0,19.2,13.4,1174.8,7.6,1.8,9.4,3.2,0.2,6.380000000000001,2.3
Gareth Barry,ENG,Centrocampista,West Brom,36,1981.0,25.0,22.0,1923.0,1.0,1.0,2.0,4.0,0.0,1.6,1.4
Gareth McAuley,NIR,Defensa,West Brom,37,1979.0,9.0,5.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Cahill,ENG,Defensa,Chelsea,34,1985.0,18.5,17.25,1519.25,0.25,0.5,0.75,1.25,0.25,0.7,0.225
Gary Madine,ENG,Delantero,Cardiff City,27,1990.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Medel,CHI,Centrocampista,Bologna,34,1987.0,24.0,19.25,1649.0,0.0,0.75,0.75,6.5,0.5,0.15,0.275
Gastón Brugman,URU,Centrocampista,Parma,27,1992.0,24.5,19.0,1537.0,0.5,1.5,2.0,6.0,0.0,0.75,1.9
Gastón Pereiro,URU,Centrocampista,Cagliari,26,1995.0,18.0,5.0,531.6666666666666,2.3333333333333335,1.3333333333333333,3.6666666666666665,1.3333333333333333,0.0,1.4000000000000001,1.0666666666666667
Gastón Ramírez,URU,Centrocampista,Sampdoria,29,1990.0,28.75,19.0,1538.25,3.5,4.0,7.5,6.5,0.25,3.1000000000000005,3.575
Gastón Silva,URU,Defensa,Huesca,26,1994.0,12.0,6.0,600.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Gastón Álvarez,URU,Defensa,Getafe,22,2000.0,22.0,16.0,1501.0,2.0,0.0,2.0,7.0,1.0,0.5,0.2
Gavi,ESP,Centrocampista,Barcelona,17,2004.0,35.0,29.0,2423.5,2.0,4.5,6.5,10.5,0.5,3.4000000000000004,3.45
Gavin Bazunu,IRL,PO,Southampton,20,2002.0,32.0,32.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Gaël Kakuta,COD,Centrocampista,Rayo Vallecano,27,1991.0,12.0,9.0,717.0,1.0,0.0,1.0,1.0,0.0,1.1,0.2
Gaëtan Bong,CMR,Defensa,Brighton,31,1988.0,17.0,14.666666666666666,1367.6666666666667,0.0,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.39999999999999997
Gedson Fernandes,POR,Centrocampista,Tottenham,20,1999.0,7.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Gelson Martins,POR,Delantero,Atlético Madrid,23,1995.0,8.0,1.0,229.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Gennaro Acampora,ITA,Centrocampista,Spezia,26,1994.0,14.0,2.0,441.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0
Gennaro Tutino,ITA,Delantero,Hellas Verona,22,1996.0,6.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Geoff Cameron,USA,Defensa,Stoke City,32,1985.0,20.0,17.0,1525.0,0.0,0.0,0.0,2.0,0.0,0.3,0.1
Geoffrey Kondogbia,CTA,Centrocampista,Valencia,29,1993.0,22.142857142857142,15.0,1372.142857142857,1.0,1.4285714285714286,2.4285714285714284,5.857142857142857,0.42857142857142855,0.9571428571428573,0.8571428571428573
George Abbott,ENG,Centrocampista,Tottenham,16,2005.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Baldock,GRE,Defensa,Sheffield Utd,27,1993.0,35.0,35.0,3103.5,1.0,2.5,3.5,7.0,0.0,0.8999999999999999,2.3
George Hirst,ENG,Centrocampista,Leicester City,20,1999.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
George Pușcaș,ROU,Delantero,Benevento,21,1996.0,11.0,7.0,702.0,1.0,0.0,1.0,0.0,0.0,1.8,0.3
Georges-Kévin N'Koudou,CMR,Centrocampista,Tottenham,24,1995.0,2.75,0.5,59.25,0.0,0.25,0.25,0.25,0.0,0.025,0.125
Georgi Tunjov,EST,Centrocampista,SPAL,18,2001.0,10.0,3.0,284.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Georginio Rutter,FRA,Delantero,Leeds United,20,2002.0,11.0,1.0,273.0,0.0,1.0,1.0,0.0,0.0,0.4,0.3
Georginio Wijnaldum,NED,Centrocampista,Liverpool,31,1990.0,31.4,27.6,2351.4,2.4,0.4,2.8,1.0,0.0,2.6399999999999997,1.18
Gerard Deulofeu,ESP,Delantero,Watford,28,1994.0,19.714285714285715,16.285714285714285,1361.0,4.571428571428571,3.2857142857142856,7.857142857142857,2.4285714285714284,0.0,4.2,3.2857142857142856
Gerard Gumbau,ESP,Centrocampista,Leganés,27,1994.0,26.75,20.0,1815.0,0.75,2.75,3.5,8.25,0.5,1.425,2.475
Gerard Moreno,ESP,Delantero,Espanyol,30,1992.0,29.833333333333332,25.666666666666668,2260.8333333333335,13.5,3.3333333333333335,16.833333333333332,3.5,0.0,13.016666666666666,4.9833333333333325
Gerard Piqué,ESP,Defensa,Barcelona,35,1987.0,25.166666666666668,24.333333333333332,2138.5,1.3333333333333333,0.3333333333333333,1.6666666666666667,7.666666666666667,0.3333333333333333,1.8500000000000003,0.6
Gerard Valentín,ESP,Defensa,La Coruña,24,1993.0,3.0,2.0,158.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Gerard Yepes,ESP,Centrocampista,Sampdoria,19,2002.0,4.5,1.0,109.5,0.0,0.0,0.0,1.0,0.0,0.05,0.0
Germán Pezzella,ARG,Defensa,Betis,31,1991.0,30.833333333333332,30.333333333333332,2650.1666666666665,1.3333333333333333,0.3333333333333333,1.6666666666666667,7.166666666666667,0.6666666666666666,2.0,0.4833333333333334
Germán Sánchez,ESP,Defensa,Granada,34,1986.0,31.333333333333332,26.666666666666668,2410.0,2.3333333333333335,0.6666666666666666,3.0,11.333333333333334,1.0,1.8333333333333333,0.26666666666666666
Germán Valera,ESP,Delantero,Atlético Madrid,19,2002.0,2.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Gerson,BRA,Centrocampista,Roma,21,1997.0,30.0,17.5,1667.5,2.5,2.0,4.5,5.0,0.0,2.05,1.75
Gervinho,CIV,Delantero,Parma,33,1987.0,29.333333333333332,26.333333333333332,2198.3333333333335,7.666666666666667,2.3333333333333335,10.0,2.0,0.0,6.766666666666667,2.866666666666667
Gerónimo Rulli,ARG,PO,Real Sociedad,30,1992.0,20.2,20.2,1818.0,0.0,0.0,0.0,1.8,0.2,0.0,0.0
