,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
605,Ronald Araújo,URU,Defensa,Barcelona,22,1999,30,25,2272,4,0,4,6,0,1.5,1.2
606,Jesús Areso,ESP,Defensa,Osasuna,22,1999,3,2,188,0,0,0,1,0,0.0,0.0
607,Matias Arezo,URU,Delantero,Granada,18,2002,8,1,162,0,0,0,1,0,1.0,0.3
608,Santiago Arias,COL,Defensa,Granada,29,1992,12,4,440,1,0,1,1,0,0.7,0.4
609,Santiago Arzamendia,PAR,Centrocampista,Cádiz,23,1998,14,5,469,1,0,1,2,0,0.2,0.0
610,Sergio Asenjo,ESP,PO,Villarreal,32,1989,6,6,540,0,0,0,1,0,0.0,0.0
611,Alejandro Asensio,ESP,Delantero,Rayo Vallecano,20,2000,2,0,12,0,0,0,0,0,0.0,0.0
612,Marco Asensio,ESP,Delantero,Real Madrid,25,1996,31,19,1731,10,0,10,2,0,7.5,2.4
613,Iago Aspas,ESP,Delantero,Celta Vigo,33,1987,37,36,3087,18,5,23,9,0,14.1,5.9
614,Pierre-Emerick Aubameyang,GAB,Delantero,Barcelona,32,1989,17,13,1082,11,1,12,0,0,7.8,1.1
615,Ludwig Augustinsson,SWE,Defensa,Sevilla,27,1994,19,9,793,0,1,1,3,0,0.4,0.8
616,Serge Aurier,CIV,Defensa,Villarreal,28,1992,19,10,1010,0,1,1,4,0,0.8,1.4
617,Ezequiel Ávila,ARG,Delantero,Osasuna,27,1994,36,22,1870,6,1,7,9,1,4.3,1.6
618,Iddrisu Baba,GHA,Centrocampista,Mallorca,25,1996,26,23,1934,1,0,1,9,0,1.4,0.6
619,Carlos Bacca,COL,Delantero,Granada,34,1986,17,4,513,0,1,1,3,0,0.9,1.3
620,Édgar Badía,ESP,PO,Elche,29,1992,24,24,2160,0,0,0,2,0,0.0,0.0
621,Miguel Baeza,ESP,Defensa,Celta Vigo,21,2000,1,0,2,0,0,0,0,0,0.0,0.0
622,Alejandro Balde,ESP,Defensa,Barcelona,17,2003,5,2,188,0,0,0,0,0,0.0,0.0
623,Gareth Bale,WAL,Delantero,Real Madrid,32,1989,5,4,280,1,0,1,2,0,1.2,0.1
624,Mikel Balenziaga,ESP,Defensa,Athletic Club,33,1988,26,23,2027,0,0,0,2,0,0.1,0.4
625,Iván Balliu,ALB,Defensa,Rayo Vallecano,29,1992,35,35,3147,1,2,3,10,1,0.9,3.5
626,Barbero,ESP,Delantero,Osasuna,22,1998,6,0,21,0,0,0,0,0,0.0,0.0
627,Barcia,ESP,Defensa,Granada,20,2000,1,1,75,0,0,0,0,0,0.0,0.0
628,Enis Bardhi,MKD,Centrocampista,Levante,26,1995,30,17,1701,3,3,6,3,0,3.9,3.0
629,Keidi Bare,ALB,Centrocampista,Espanyol,23,1997,25,18,1481,1,1,2,9,0,0.3,0.5
630,Kike Barja,ESP,Centrocampista,Osasuna,24,1997,21,9,865,2,0,2,2,0,1.5,0.5
631,Antonio Barragán,ESP,Defensa,Elche,34,1987,16,12,1020,0,0,0,5,0,0.0,0.1
632,Ander Barrenetxea,ESP,Delantero,Real Sociedad,19,2001,11,6,547,1,1,2,0,0,0.5,0.8
633,Marc Bartra,ESP,Defensa,Betis,30,1991,23,23,1993,1,0,1,5,0,1.6,0.1
634,Álvaro Bastida,ESP,Centrocampista,Cádiz,17,2004,6,2,197,0,0,0,1,0,0.0,0.0
635,Rodrigo Battaglia,ARG,Centrocampista,Mallorca,30,1991,26,12,1179,0,0,0,4,0,0.4,0.1
636,Jon Bautista,ESP,Centrocampista,Real Sociedad,26,1995,1,0,45,0,0,0,0,0,0.1,0.0
637,Bebé,CPV,Delantero,Rayo Vallecano,31,1990,29,6,867,1,2,3,2,0,1.7,1.8
638,Héctor Bellerín,ESP,Defensa,Betis,26,1995,23,22,1979,0,2,2,2,1,0.5,2.1
639,Fran Beltrán,ESP,Centrocampista,Celta Vigo,22,1999,37,31,2597,1,0,1,4,0,0.4,0.3
640,Darío Benedetto,ARG,Delantero,Elche,31,1990,14,6,590,2,1,3,1,0,2.0,0.9
641,Iker Benito,ESP,Delantero,Osasuna,18,2002,4,1,118,0,0,0,1,0,0.1,0.1
642,Pedro Benito,ESP,Delantero,Cádiz,21,2000,1,0,31,0,0,0,0,0,0.0,0.0
643,Karim Benzema,FRA,Delantero,Real Madrid,33,1987,32,31,2593,27,12,39,0,0,23.7,7.9
644,Yuri Berchiche,ESP,Defensa,Athletic Club,31,1990,14,11,1015,1,2,3,3,0,0.4,1.2
645,Álex Berenguer,ESP,Centrocampista,Athletic Club,26,1995,34,24,2168,3,6,9,8,0,5.2,5.4
646,Pedro Bigas,ESP,Defensa,Elche,30,1990,19,19,1551,1,0,1,6,0,0.6,0.3
647,Yassine Bounou,MAR,PO,Sevilla,30,1991,31,31,2790,0,2,2,2,0,0.0,0.6
648,Lucas Boyé,ARG,Delantero,Elche,25,1996,24,22,1713,7,3,10,3,0,4.6,2.0
649,Martin Braithwaite,DEN,Delantero,Barcelona,30,1991,4,3,235,2,1,3,0,0,0.9,1.2
650,Darko Brašanac,SRB,Centrocampista,Osasuna,29,1992,35,27,2405,1,2,3,8,0,1.5,1.7
651,Claudio Bravo,CHI,PO,Betis,38,1983,17,17,1456,0,0,0,2,0,0.0,0.1
652,Yan Brice Eteki,CMR,Centrocampista,Granada,23,1997,12,2,343,0,0,0,3,0,0.0,0.0
653,Ante Budimir,CRO,Delantero,Osasuna,30,1991,28,20,1738,8,2,10,3,0,8.3,0.7
654,Sergio Busquets,ESP,Centrocampista,Barcelona,33,1988,36,36,3198,2,0,2,12,0,0.6,1.7
655,Adrián Butzke,ESP,Delantero,Granada,22,1999,1,0,1,0,0,0,0,0,0.0,0.0
656,Erick Cabaco,URU,Defensa,Getafe,26,1995,10,5,403,0,1,1,4,1,0.1,0.4
657,Leandro Cabrera,URU,Defensa,Espanyol,30,1991,37,37,3330,2,0,2,7,0,1.1,0.7
658,Martín Cáceres,URU,Defensa,Levante,34,1987,10,9,663,0,0,0,2,0,0.0,0.1
659,Cala,ESP,Defensa,Cádiz,31,1989,14,10,947,0,0,0,8,1,0.7,0.5
660,Calderón,ESP,Defensa,Betis,21,2000,1,0,65,0,0,0,0,0,0.0,0.1
661,Fernando Calero,ESP,Defensa,Espanyol,25,1995,16,13,1090,0,0,0,3,0,0.2,0.1
662,Víctor Camarasa,ESP,Centrocampista,Betis,27,1994,7,0,108,0,0,0,0,0,0.0,0.0
663,Eduardo Camavinga,FRA,Centrocampista,Real Madrid,18,2002,26,13,1236,2,1,3,8,0,1.2,1.0
664,José Campaña,ESP,Centrocampista,Levante,28,1993,20,16,1422,2,2,4,6,1,1.5,1.1
665,Sergio Canales,ESP,Delantero,Betis,30,1991,34,33,2791,5,8,13,6,0,4.1,5.6
666,Ander Capa,ESP,Defensa,Athletic Club,29,1992,1,0,4,0,0,0,0,0,0.0,0.0
667,Étienne Capoue,FRA,Centrocampista,Villarreal,33,1988,30,26,2290,1,1,2,9,0,0.5,0.5
668,Isaac Carcelen,ESP,Defensa,Cádiz,28,1993,25,17,1544,0,1,1,2,0,0.4,0.5
669,Cárdenas,ESP,PO,Levante,24,1997,24,24,2160,0,0,0,3,0,0.0,0.0
670,Carlo,ESP,Centrocampista,Villarreal,20,2001,1,0,7,0,0,0,0,0,0.0,0.0
671,Diego Carlos,BRA,Defensa,Sevilla,28,1993,34,34,2957,3,0,3,4,1,2.1,0.2
672,Carmona,ESP,Defensa,Sevilla,19,2002,1,0,24,0,0,0,0,0,0.0,0.0
673,Yannick Carrasco,BEL,Delantero,Atlético Madrid,27,1993,34,28,2583,6,6,12,5,0,5.3,7.0
674,Guido Carrillo,ARG,Delantero,Elche,30,1991,29,11,1168,2,0,2,3,0,2.6,0.3
675,William Carvalho,POR,Centrocampista,Betis,29,1992,33,20,1805,2,3,5,6,0,3.1,1.5
676,Casemiro,BRA,Centrocampista,Real Madrid,29,1992,32,31,2569,1,3,4,11,0,2.5,2.8
677,Kiko Casilla,ESP,PO,Elche,34,1986,14,14,1260,0,0,0,3,0,0.0,0.1
678,Catena,ESP,Defensa,Rayo Vallecano,26,1994,36,36,3240,2,2,4,8,0,1.4,0.8
679,Dani Ceballos,ESP,Centrocampista,Real Madrid,24,1996,11,2,276,0,0,0,1,0,0.7,0.2
680,Franco Cervi,ARG,Centrocampista,Celta Vigo,27,1994,33,21,1801,4,3,7,5,0,3.1,1.1
681,Chapela,ESP,Centrocampista,Cádiz,22,1999,9,4,398,0,0,0,0,0,0.1,0.1
682,Chema,ESP,Centrocampista,Getafe,29,1992,1,1,45,0,0,0,1,1,0.0,0.0
683,Denis Cheryshev,RUS,Centrocampista,Valencia,30,1990,17,5,563,0,1,1,1,0,0.9,0.4
684,Samuel Chukwueze,NGA,Centrocampista,Villarreal,22,1999,27,12,1333,3,3,6,4,0,4.6,4.6
685,Víctor Chust,ESP,Defensa,Cádiz,21,2000,25,20,1830,0,0,0,2,0,0.7,0.0
686,Jasper Cillessen,NED,PO,Valencia,32,1989,17,17,1457,0,1,1,1,0,0.0,0.0
687,Pathé Ciss,SEN,Centrocampista,Rayo Vallecano,27,1994,31,11,1097,2,1,3,5,0,1.7,0.5
688,Carlos Clerc,ESP,Defensa,Levante,29,1992,19,18,1514,0,0,0,6,0,0.1,0.8
689,Coke,ESP,Defensa,Levante,34,1987,6,1,118,1,0,1,1,0,0.6,0.1
690,Álex Collado,ESP,Centrocampista,Granada,22,1999,17,13,1020,2,1,3,1,0,0.8,1.0
691,Eray Cömert,SUI,Defensa,Valencia,23,1998,8,5,408,0,0,0,2,0,0.4,0.0
692,Santi Comesaña,ESP,Centrocampista,Rayo Vallecano,24,1996,35,32,2682,1,2,3,12,1,3.7,2.0
693,Diego Conde,ESP,PO,Getafe,22,1998,1,0,6,0,0,0,0,0,0.0,0.0
694,Francis Coquelin,FRA,Centrocampista,Villarreal,30,1991,20,8,830,2,1,3,3,0,0.3,0.8
695,Jesús Corona,MEX,Delantero,Sevilla,28,1993,18,12,1157,2,4,6,2,0,1.6,3.1
696,Ángel Correa,ARG,Delantero,Atlético Madrid,26,1995,36,21,1856,12,5,17,3,1,7.3,3.7
697,Thierry Correia,POR,Defensa,Valencia,22,1999,19,18,1414,0,1,1,5,0,0.3,1.1
698,Hélder Costa,ANG,Centrocampista,Valencia,27,1994,22,13,1118,0,1,1,3,0,0.3,1.8
699,Jaume Costa,ESP,Defensa,Mallorca,33,1988,25,21,1828,0,4,4,5,1,0.8,2.4
700,Thibaut Courtois,BEL,PO,Real Madrid,29,1992,36,36,3240,0,0,0,1,0,0.0,0.0
701,Philippe Coutinho,BRA,Centrocampista,Barcelona,29,1992,12,5,503,2,0,2,1,0,3.1,0.3
702,Cristo,ESP,Defensa,Real Sociedad,21,2000,1,0,17,0,0,0,0,0,0.0,0.1
703,Marc Cucurella,ESP,Centrocampista,Getafe,23,1998,1,0,23,0,0,0,0,0,0.2,0.1
704,Jorge Cuenca,ESP,Defensa,Getafe,21,1999,32,31,2683,1,0,1,6,2,0.9,0.1
705,Matheus Cunha,BRA,Delantero,Atlético Madrid,22,1999,29,8,1063,6,4,10,3,0,5.8,2.2
706,Arnaut Danjuma,NED,Delantero,Villarreal,24,1997,23,17,1472,10,3,13,1,0,11.9,2.2
707,Sergi Darder,ESP,Centrocampista,Espanyol,27,1993,36,36,3125,3,9,12,4,0,2.6,3.9
708,Rodrigo De Paul,ARG,Centrocampista,Atlético Madrid,27,1994,36,24,2151,3,1,4,7,0,1.6,4.6
709,Thomas Delaney,DEN,Centrocampista,Sevilla,29,1991,26,15,1549,2,1,3,4,1,1.2,0.8
710,Ousmane Dembélé,FRA,Delantero,Barcelona,24,1997,21,15,1409,1,13,14,3,0,2.6,8.3
711,Yusuf Demir,AUT,Delantero,Barcelona,18,2003,6,2,192,0,0,0,0,0,0.1,0.0
712,Sergiño Dest,USA,Defensa,Barcelona,20,2000,21,17,1512,0,3,3,2,0,1.1,2.5
713,Boulaye Dia,SEN,Delantero,Villarreal,24,1996,25,13,1269,5,5,10,3,0,5.4,2.4
714,Mouctar Diakhaby,GUI,Defensa,Valencia,24,1996,29,21,1948,0,1,1,11,0,0.6,0.2
715,Javier Díaz,ESP,PO,Sevilla,24,1997,1,1,90,0,0,0,0,0,0.0,0.0
716,Víctor Díaz,ESP,Defensa,Granada,33,1988,22,18,1500,1,0,1,5,0,0.8,0.1
717,Landry Dimata,BEL,Delantero,Espanyol,23,1997,17,4,541,0,0,0,0,0,1.6,0.3
718,Stole Dimitrievski,MKD,PO,Rayo Vallecano,27,1993,31,30,2772,0,0,0,0,0,0.0,0.0
719,Matías Dituro,ARG,PO,Celta Vigo,34,1987,38,38,3420,0,0,0,1,0,0.0,0.1
720,Naïs Djouahra,FRA,Delantero,Real Sociedad,21,1999,7,1,219,0,0,0,0,0,0.3,0.5
721,Marko Dmitrović,SRB,PO,Sevilla,29,1992,6,6,540,0,0,0,0,0,0.0,0.0
722,Jaume Doménech,ESP,PO,Valencia,30,1990,4,3,343,0,0,0,1,0,0.0,0.0
723,Carlos Dominguez,ESP,Defensa,Celta Vigo,20,2001,8,3,344,0,0,0,1,0,0.1,0.0
724,Mario Dominguez,ESP,Delantero,Valencia,17,2004,2,0,25,0,0,0,0,0,0.0,0.0
725,John Donald,ESP,Defensa,Elche,20,2000,2,2,180,0,0,0,0,0,0.5,0.1
726,Domingos Duarte,POR,Defensa,Granada,26,1995,21,19,1687,1,0,1,7,1,0.9,0.5
727,Óscar Duarte,CRC,Defensa,Levante,32,1989,23,20,1773,2,0,2,5,0,1.2,0.4
728,Rubén Duarte,ESP,Defensa,Alavés,25,1995,34,31,2621,0,4,4,12,1,0.4,2.5
729,Unai Dufur,ESP,Defensa,Osasuna,22,1999,1,1,90,0,0,0,0,0,0.0,0.0
730,Hugo Duro,ESP,Defensa,Getafe,21,1999,1,0,12,0,0,0,0,0,0.1,0.0
731,Hugo Duro,ESP,Delantero,Valencia,21,1999,30,22,1834,7,1,8,3,1,3.5,0.7
732,Aritz Elustondo,ESP,Defensa,Real Sociedad,27,1994,30,22,2105,4,1,5,3,1,1.6,0.1
733,Emerson,BRA,Defensa,Barcelona,22,1999,3,1,91,0,0,0,0,0,0.0,0.0
734,Youssef En-Nesyri,MAR,Delantero,Sevilla,24,1997,23,15,1277,5,1,6,1,0,6.4,1.2
735,Gonzalo Escalante,ARG,Centrocampista,Alavés,28,1993,17,15,1300,5,0,5,8,1,3.2,0.2
736,Aarón Escandell,ESP,PO,Granada,25,1995,4,3,284,0,0,0,1,1,0.0,0.0
737,Sergio Escudero,ESP,Defensa,Granada,31,1989,27,15,1434,2,1,3,6,0,1.1,1.6
738,Alfonso Espino,URU,Defensa,Cádiz,29,1992,37,37,3329,2,2,4,6,0,1.7,2.5
739,Estanis,ESP,Delantero,Barcelona,17,2003,1,0,11,0,0,0,0,0,0.0,0.0
740,Pervis Estupiñán,ECU,Defensa,Villarreal,23,1998,28,17,1575,0,1,1,3,0,0.8,2.5
741,Abdessamad Ezzalzouli,MAR,Delantero,Barcelona,19,2001,10,6,580,1,0,1,4,0,1.3,0.9
742,Radamel Falcao,COL,Delantero,Rayo Vallecano,35,1986,22,8,838,6,0,6,1,0,4.9,0.3
743,Fali,ESP,Defensa,Cádiz,27,1993,28,23,1803,0,2,2,6,0,0.7,1.4
744,Omar Faraj,SWE,Delantero,Levante,19,2002,1,0,4,0,0,0,0,0,0.0,0.0
745,Ansu Fati,ESP,Delantero,Barcelona,18,2002,10,3,336,4,0,4,0,0,1.3,0.4
746,Aleix Febas,ESP,Centrocampista,Mallorca,25,1996,4,1,117,0,0,0,1,0,0.0,0.2
747,Nabil Fekir,FRA,Centrocampista,Betis,28,1993,34,33,2794,6,8,14,7,1,4.7,7.0
748,Felipe,BRA,Defensa,Atlético Madrid,32,1989,26,15,1504,2,1,3,5,1,0.7,0.4
749,João Félix,POR,Delantero,Atlético Madrid,21,1999,24,13,1263,8,4,12,3,1,5.7,4.7
750,Aitor Fernández,ESP,PO,Levante,30,1991,13,13,1166,0,0,0,1,1,0.0,0.0
751,Álex Fernández,ESP,Centrocampista,Cádiz,28,1992,32,22,2051,3,2,5,2,0,3.0,1.3
752,Fernando,BRA,Centrocampista,Sevilla,34,1987,24,21,1850,1,1,2,6,0,1.0,0.4
753,Fidel,ESP,Centrocampista,Elche,31,1989,33,29,2261,5,6,11,9,0,2.8,4.4
754,José Fontán,ESP,Defensa,Celta Vigo,21,2000,9,3,276,0,0,0,3,0,0.2,0.1
755,Dimitri Foulquier,FRA,Defensa,Granada,28,1993,2,2,180,0,0,0,0,0,0.0,0.0
756,Dimitri Foulquier,FRA,Defensa,Valencia,28,1993,29,25,2342,0,1,1,11,0,0.6,0.6
757,Juan Foyth,ARG,Defensa,Villarreal,23,1998,25,22,1924,1,1,2,6,1,0.7,1.1
758,Enric Franquesa,ESP,Defensa,Levante,24,1997,16,6,625,0,0,0,1,0,0.1,0.1
759,Jorge de Frutos,ESP,Centrocampista,Levante,24,1997,25,20,1760,4,7,11,4,0,4.9,3.3
760,Javi Galán,ESP,Defensa,Celta Vigo,26,1994,37,37,3298,0,3,3,8,0,0.5,2.4
761,Iñigo Ruiz de Galarreta,ESP,Centrocampista,Mallorca,27,1993,22,17,1378,0,0,0,4,0,0.4,0.6
762,Thiago Galhardo,BRA,Delantero,Celta Vigo,32,1989,31,9,1148,2,2,4,5,0,3.4,1.9
763,Álvaro García,ESP,Delantero,Rayo Vallecano,28,1992,36,34,2998,7,4,11,6,0,5.3,4.7
764,Dani García,ESP,Centrocampista,Athletic Club,31,1990,32,27,2177,0,0,0,9,0,0.6,0.6
765,David García,ESP,Defensa,Osasuna,27,1994,35,35,3105,4,0,4,8,0,1.2,0.5
766,Eric García,ESP,Defensa,Barcelona,20,2001,26,23,2039,0,0,0,5,1,0.2,0.1
767,Fran Garcia,ESP,Defensa,Rayo Vallecano,21,1999,34,34,3025,1,0,1,4,0,0.9,1.7
768,Joan García,ESP,PO,Espanyol,20,2001,2,1,108,0,0,0,0,0,0.0,0.0
769,Manu García,ESP,Centrocampista,Alavés,23,1998,24,10,1077,0,1,1,3,0,0.3,1.1
770,Raúl García,ESP,Delantero,Athletic Club,35,1986,35,24,1802,6,2,8,3,0,6.1,2.7
771,Rubén García,ESP,Centrocampista,Osasuna,28,1993,37,30,2375,1,6,7,1,0,3.1,3.4
772,Saúl García,ESP,Centrocampista,Alavés,26,1994,1,0,4,0,0,0,0,0,0.0,0.0
773,Unai García,ESP,Defensa,Osasuna,29,1992,18,15,1408,0,0,0,5,0,0.3,0.1
774,Mario Gaspar,ESP,Defensa,Villarreal,30,1990,12,7,623,0,0,0,1,0,0.3,0.6
775,Gavi,ESP,Centrocampista,Barcelona,16,2004,34,28,2316,2,5,7,11,1,3.6,3.2
776,Bryan Gil,ESP,Centrocampista,Valencia,20,2001,13,9,753,0,1,1,3,0,1.4,1.5
777,Óscar Gil,ESP,Defensa,Espanyol,24,1997,22,20,1688,0,2,2,7,0,0.2,2.0
778,Mario Gila,ESP,Defensa,Real Madrid,20,2000,2,0,25,0,0,0,0,0,0.0,0.0
779,Dani Gómez,ESP,Delantero,Levante,23,1998,28,11,1063,4,2,6,1,0,4.7,2.2
780,Maxi Gómez,URU,Delantero,Valencia,24,1996,29,21,1956,5,1,6,7,1,4.8,1.9
781,Moi Gómez,ESP,Centrocampista,Villarreal,27,1994,29,13,1286,2,2,4,2,0,2.6,2.7
782,Papu Gómez,ARG,Delantero,Sevilla,33,1988,29,19,1784,5,1,6,4,0,2.0,1.9
783,Sergi Gómez,ESP,Defensa,Espanyol,29,1992,31,31,2720,1,2,3,1,1,0.4,1.2
784,Victor Gomez,ESP,Defensa,Espanyol,21,2000,1,0,4,0,0,0,0,0,0.0,0.0
785,Maxime Gonalons,FRA,Centrocampista,Granada,32,1989,25,20,1550,0,2,2,6,0,0.3,0.7
786,Diego González,ESP,Defensa,Elche,26,1995,28,19,1793,0,0,0,3,1,0.3,0.0
787,Édgar González,ESP,Defensa,Betis,24,1997,21,14,1464,1,1,2,6,0,1.1,0.8
788,Giovanni González,URU,Defensa,Mallorca,26,1994,9,3,365,1,0,1,1,0,0.3,0.9
789,Nicolás González,ESP,Centrocampista,Barcelona,19,2002,27,12,1114,2,1,3,6,0,1.4,0.8
790,Peter González,DOM,Centrocampista,Real Madrid,19,2002,3,0,27,0,0,0,0,0,0.1,0.2
791,Roberto González,ESP,Delantero,Betis,20,2001,4,1,135,0,0,0,0,0,0.1,0.0
792,Gori,ESP,Centrocampista,Espanyol,19,2002,1,0,9,0,0,0,1,0,0.0,0.1
793,Andoni Gorosabel,ESP,Defensa,Real Sociedad,24,1996,32,25,2289,0,4,4,4,0,0.5,2.7
794,Jaume Grau,ESP,Centrocampista,Osasuna,24,1997,1,0,3,0,0,0,0,0,0.0,0.0
795,Dominik Greif,SVK,PO,Mallorca,24,1997,1,1,90,0,0,0,0,0,0.0,0.0
796,Clément Grenier,FRA,Centrocampista,Mallorca,30,1991,5,0,60,1,0,1,1,0,0.6,0.0
797,Antoine Griezmann,FRA,Delantero,Barcelona,30,1991,3,3,263,0,0,0,0,0,0.3,0.0
798,Antoine Griezmann,FRA,Delantero,Atlético Madrid,30,1991,26,21,1695,3,4,7,3,0,5.1,3.1
799,Andrés Guardado,MEX,Centrocampista,Betis,34,1986,28,17,1393,0,1,1,4,0,0.9,0.4
800,Sergi Guardiola,ESP,Delantero,Rayo Vallecano,30,1991,32,20,1710,8,2,10,3,0,7.1,2.0
801,Nemanja Gudelj,SRB,Defensa,Sevilla,29,1991,21,9,1046,0,0,0,5,0,0.1,0.1
802,Gonçalo Guedes,POR,Delantero,Valencia,24,1996,36,30,2606,11,6,17,3,0,6.4,4.0
803,Ander Guevara,ESP,Centrocampista,Real Sociedad,24,1997,17,11,867,0,0,0,2,0,0.1,0.3
804,John Guidetti,SWE,Delantero,Alavés,29,1992,10,2,279,0,0,0,2,0,1.0,0.2
805,Gerard Gumbau,ESP,Centrocampista,Elche,26,1994,31,20,1890,0,4,4,8,1,0.7,2.8
806,Jon Guridi,ESP,Centrocampista,Real Sociedad,26,1995,8,1,206,1,0,1,0,0,0.9,0.1
807,Raúl Guti,ESP,Centrocampista,Elche,24,1996,31,17,1627,0,0,0,4,1,1.2,0.3
808,Marcos Mauro López Gutiérrez,ARG,Defensa,Cádiz,30,1991,3,1,136,0,0,0,1,0,0.0,0.0
809,Miguel Gutiérrez,ESP,Defensa,Real Madrid,20,2001,3,3,260,0,1,1,1,0,0.0,0.4
810,Munir El Haddadi,MAR,Delantero,Sevilla,25,1995,16,4,474,2,0,2,3,0,1.4,0.6
811,Varazdat Haroyan,ARM,Defensa,Cádiz,28,1992,17,16,1437,1,0,1,9,0,0.7,0.1
812,Eden Hazard,BEL,Delantero,Real Madrid,30,1991,18,7,717,0,1,1,3,0,1.0,2.0
813,Kike Hermoso,ESP,Defensa,Betis,21,1999,1,1,90,1,0,1,0,0,0.2,0.0
814,Mario Hermoso,ESP,Defensa,Atlético Madrid,26,1995,26,21,1865,2,1,3,6,1,2.2,0.8
815,Aridane Hernández,ESP,Defensa,Osasuna,32,1989,15,12,1159,0,0,0,1,0,0.1,0.1
816,Luis Hernández,ESP,Defensa,Cádiz,32,1989,16,15,1366,0,0,0,5,0,0.5,0.2
817,Mario Hernández,ESP,Defensa,Rayo Vallecano,22,1999,9,5,395,1,0,1,3,0,0.2,0.0
818,Héctor Herrera,MEX,Centrocampista,Atlético Madrid,31,1990,21,8,859,0,0,0,4,0,0.4,0.5
819,Sergio Herrera,ESP,PO,Osasuna,28,1993,36,36,3240,0,0,0,3,0,0.0,0.0
820,Yangel Herrera,VEN,Centrocampista,Espanyol,23,1998,23,19,1645,1,1,2,7,1,1.1,0.7
821,Matthew Hoppe,USA,Delantero,Mallorca,20,2001,5,1,131,0,1,1,0,0,0.2,0.1
822,Vicente Iborra,ESP,Centrocampista,Villarreal,33,1988,20,12,1034,0,1,1,4,0,0.7,0.4
823,Oussama Idrissi,MAR,Centrocampista,Sevilla,25,1996,5,2,127,0,0,0,1,0,0.1,0.1
824,Oussama Idrissi,MAR,Centrocampista,Cádiz,25,1996,12,11,902,1,1,2,2,0,2.0,1.8
825,Iglesias,ESP,Defensa,Getafe,23,1998,20,7,719,0,1,1,1,0,0.1,0.9
826,Borja Iglesias,ESP,Delantero,Betis,28,1993,33,18,1573,10,0,10,4,0,7.7,2.7
827,Asier Illarramendi,ESP,Centrocampista,Real Sociedad,31,1990,8,6,374,0,0,0,1,0,0.0,0.3
828,Nikita Iosifov,RUS,Centrocampista,Villarreal,20,2001,1,0,1,0,0,0,0,0,0.0,0.0
829,Alexander Isak,SWE,Delantero,Real Sociedad,21,1999,32,26,2140,6,2,8,6,0,9.8,3.2
830,Isco,ESP,Centrocampista,Real Madrid,29,1992,14,3,331,1,0,1,1,0,0.7,1.4
831,Nicolas Jackson,SEN,Delantero,Villarreal,20,2001,9,0,165,0,0,0,1,0,1.0,0.5
832,Jakub Jankto,CZE,Defensa,Getafe,25,1996,14,6,587,0,2,2,1,1,0.2,1.4
833,Adnan Januzaj,BEL,Delantero,Real Sociedad,26,1995,33,17,1625,3,0,3,5,0,4.1,2.9
834,Jason,ESP,Centrocampista,Alavés,27,1994,14,10,678,0,1,1,1,0,0.9,1.7
835,Jason,ESP,Centrocampista,Valencia,27,1994,5,1,75,0,0,0,2,0,0.1,0.2
836,Luis Javier Suárez,COL,Delantero,Granada,23,1997,37,34,2844,8,4,12,6,0,9.8,3.1
837,Álvaro Jiménez,ESP,Centrocampista,Cádiz,26,1995,9,1,234,0,0,0,0,0,0.1,0.1
838,Joaquín,ESP,Delantero,Betis,40,1981,21,2,471,0,1,1,0,0,2.0,1.4
839,Jofre,ESP,Centrocampista,Espanyol,20,2001,3,0,20,0,1,1,0,0,0.0,0.4
840,Frenkie de Jong,NED,Centrocampista,Barcelona,24,1997,32,30,2476,3,3,6,7,1,4.8,3.4
841,Luuk de Jong,NED,Delantero,Barcelona,30,1990,21,6,654,6,0,6,1,0,4.6,0.2
842,Joan Jordán,ESP,Centrocampista,Sevilla,27,1994,36,31,2514,0,1,1,9,0,0.8,1.6
843,Josan,ESP,Defensa,Elche,31,1989,31,10,1211,2,3,5,2,0,1.0,3.2
844,Willian José,BRA,Delantero,Betis,29,1991,32,19,1604,8,4,12,2,0,6.1,3.0
845,Joselu,ESP,Delantero,Alavés,31,1990,37,35,3122,14,4,18,0,0,12.9,4.5
846,Josema,ESP,Defensa,Elche,25,1996,6,1,183,0,0,0,0,0,0.0,0.1
847,Luka Jović,SRB,Delantero,Real Madrid,23,1997,15,1,369,1,3,4,1,0,2.3,0.8
848,Miguel Juan Llambrich,ESP,Defensa,Espanyol,25,1996,2,1,70,0,0,0,0,0,0.0,0.0
849,José Juan Macías,MEX,Delantero,Getafe,21,1999,7,2,201,0,0,0,1,0,0.1,0.0
850,Juanmi,ESP,Delantero,Betis,28,1993,33,26,2131,16,4,20,5,0,11.1,2.9
851,Lago Junior,CIV,Delantero,Mallorca,30,1990,6,1,177,0,0,0,0,0,0.6,0.0
852,Vinicius Júnior,BRA,Delantero,Real Madrid,21,2000,35,30,2690,17,10,27,6,0,12.3,8.0
853,Jutglà,ESP,Delantero,Barcelona,22,1999,6,4,301,1,0,1,1,0,1.6,0.2
854,Jens Jønsson,DEN,Centrocampista,Cádiz,28,1993,22,17,1303,0,1,1,3,0,0.4,0.9
855,Kiké,ESP,Delantero,Osasuna,31,1989,33,18,1862,5,1,6,2,0,6.7,2.0
