Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada,Valor de mercado
Marc Muniesa,ESP,Defensa,Girona,26,1992.0,16.0,14.0,1266.5,0.0,0.5,0.5,4.5,0.0,0.3,0.3,2017-2018,800000.0
Marc Navarro,ESP,Defensa,Leganés,24,1995.0,8.333333333333334,4.666666666666667,470.6666666666667,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.0,0.3,0.2666666666666666,2018-2019,250000.0
Marc Roca,ESP,Centrocampista,Espanyol,25,1996.0,27.5,25.25,2174.75,1.0,1.25,2.25,6.0,0.0,1.625,2.4,2022-2023,10000000.0
Marc Tenas,ESP,Delantero,Alavés,20,2001.0,3.0,0.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,2021-2022,300000.0
Marc-André ter Stegen,GER,PO,Barcelona,30,1992.0,35.333333333333336,35.333333333333336,3167.833333333333,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.0,0.0166666666666666,0.1833333333333333,2017-2018,35000000.0
Marcel Büchel,LIE,Centrocampista,Hellas Verona,26,1991.0,23.0,20.0,1696.0,0.0,0.0,0.0,9.0,0.0,0.2,0.4,2017-2018,300000.0
Marcel Sabitzer,AUT,Centrocampista,Manchester Utd,28,1994.0,11.0,7.0,627.0,0.0,1.0,1.0,1.0,0.0,0.7,0.9,2022-2023,20000000.0
Marcello Trotta,ITA,Delantero,Sassuolo,25,1992.0,15.666666666666666,10.333333333333334,887.3333333333334,2.333333333333333,0.6666666666666666,3.0,0.6666666666666666,0.0,2.5333333333333337,0.6333333333333334,2017-2018,300000.0
Marcelo,BRA,Defensa,Real Madrid,33,1988.0,18.8,15.8,1396.8,1.0,2.8,3.8,2.8,0.2,0.8800000000000001,2.74,2017-2018,1800000.0
Marcelo Brozović,CRO,Centrocampista,Inter,29,1992.0,31.83333333333333,27.5,2427.5,2.6666666666666665,4.5,7.166666666666667,8.833333333333334,0.3333333333333333,1.866666666666667,3.366666666666667,2017-2018,20000000.0
Marcelo Saracchi,URU,Defensa,Levante,23,1998.0,4.0,2.0,186.0,0.0,1.0,1.0,2.0,0.0,0.0,0.2,2021-2022,1500000.0
Marcin Listkowski,POL,Centrocampista,Lecce,24,1998.0,5.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2022-2023,300000.0
Marco Asensio,ESP,Delantero,Real Madrid,26,1996.0,28.0,16.0,1500.1666666666667,5.666666666666667,3.1666666666666665,8.833333333333334,1.5,0.0,4.55,3.9,2017-2018,25000000.0
Marco Ballarini,ITA,Centrocampista,Udinese,18,2001.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,125000.0
Marco Benassi,ITA,Centrocampista,Cremonese,27,1994.0,17.142857142857142,12.857142857142858,1096.428571428571,1.8571428571428568,0.7142857142857143,2.571428571428572,2.2857142857142856,0.1428571428571428,1.842857142857143,1.0714285714285714,2017-2018,1200000.0
Marco Bertini,ITA,Centrocampista,Lazio,19,2002.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,100000.0
Marco Brescianini,ITA,Centrocampista,Milan,19,2000.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,900000.0
Marco Calderoni,ITA,Defensa,Lecce,30,1989.0,26.0,24.0,2064.0,3.0,2.0,5.0,7.0,0.0,0.7,2.4,2019-2020,100000.0
Marco Capuano,ITA,Defensa,Frosinone,26,1991.0,17.333333333333332,16.666666666666668,1468.0,0.0,0.0,0.0,3.6666666666666665,1.0,0.2333333333333333,0.1666666666666666,2017-2018,250000.0
Marco Carnesecchi,ITA,PO,Cremonese,22,2000.0,27.0,27.0,2430.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2,2022-2023,13000000.0
Marco D'Alessandro,ITA,Centrocampista,Monza,31,1991.0,15.75,10.25,902.25,0.75,0.75,1.5,1.5,0.25,0.925,1.05,2017-2018,700000.0
Marco Festa,ITA,PO,Crotone,28,1992.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,400000.0
Marco Fossati,ITA,Centrocampista,Hellas Verona,24,1992.0,17.0,11.0,1101.0,0.0,0.0,0.0,5.0,0.0,0.3,0.6,2017-2018,800000.0
Marco Mancosu,ITA,Centrocampista,Lecce,30,1988.0,33.0,28.0,2440.0,14.0,2.0,16.0,3.0,0.0,15.5,2.9,2019-2020,900000.0
Marco Modolo,ITA,Defensa,Venezia,32,1989.0,6.0,4.0,392.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,2021-2022,350000.0
Marco Olivieri,ITA,Delantero,Juventus,20,1999.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,700000.0
