Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Temporada,Valor de mercado
Ben Woodburn,WAL,Delantero,Liverpool,17,1999.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,1000000.0
Beni Baningime,COD,Centrocampista,Everton,18,1998.0,8.0,1.0,198.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2017-2018,850000.0
Benik Afobe,COD,Delantero,Bournemouth,24,1993.0,17.0,5.0,611.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,2017-2018,1200000.0
Benito Ramírez,ESP,Delantero,Las Palmas,22,1995.0,4.0,1.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2017-2018,500000.0
Benjamin Lecomte,FRA,PO,Espanyol,31,1991.0,10.0,10.0,899.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1,2022-2023,4000000.0
Benjamin Mendy,FRA,Defensa,Manchester City,27,1994.0,10.0,8.8,757.2,0.4,1.8,2.2,1.6,0.0,0.2,0.82,2017-2018,3000000.0
Benjamin Tahirovic,BIH,Centrocampista,Roma,19,2003.0,11.0,4.0,355.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,2022-2023,5000000.0
Benoît Badiashile,FRA,Defensa,Chelsea,21,2001.0,11.0,10.0,905.0,1.0,0.0,1.0,2.0,0.0,1.2,0.5,2022-2023,40000000.0
Beram Kayal,ISR,Centrocampista,Brighton,30,1988.0,18.5,8.5,842.5,0.5,0.5,1.0,3.0,0.0,0.3,0.8,2017-2018,300000.0
Berat Djimsiti,ALB,Defensa,Atalanta,29,1993.0,29.33333333333333,25.83333333333333,2328.0,0.6666666666666666,1.5,2.1666666666666665,4.5,0.0,1.3666666666666665,1.3,2017-2018,10000000.0
Bernard,BRA,Delantero,Everton,27,1992.0,24.33333333333333,14.333333333333334,1283.6666666666667,1.6666666666666667,1.6666666666666667,3.333333333333333,3.0,0.0,1.5666666666666669,1.7666666666666664,2018-2019,80000000.0
Bernardo,BRA,Defensa,Brighton,25,1995.0,13.0,9.333333333333334,879.0,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,0.4333333333333333,0.6000000000000001,2018-2019,80000000.0
Bernardo Espinosa,COL,Defensa,Girona,33,1989.0,27.75,25.75,2269.75,1.25,1.25,2.5,5.75,0.75,2.075,0.7,2017-2018,1500000.0
Bernardo Silva,POR,Delantero,Manchester City,27,1994.0,33.333333333333336,25.0,2257.333333333333,5.5,5.5,11.0,4.0,0.0,4.816666666666666,4.866666666666666,2017-2018,80000000.0
Bernd Leno,GER,PO,Fulham,30,1992.0,27.4,27.2,2443.2,0.0,0.0,0.0,1.0,0.2,0.0,0.0,2018-2019,12000000.0
Bertrand Traoré,BFA,Delantero,Aston Villa,26,1995.0,17.666666666666668,10.333333333333334,923.3333333333334,3.0,2.0,5.0,0.6666666666666666,0.0,2.533333333333333,1.4666666666666666,2020-2021,12000000.0
Beñat Turrientes,ESP,Centrocampista,Real Sociedad,20,2002.0,7.0,1.0,156.5,0.0,0.0,0.0,0.5,0.0,0.2,0.2,2021-2022,5000000.0
Biagio Meccariello,ITA,Defensa,Lecce,28,1991.0,14.0,8.0,768.0,1.0,0.0,1.0,2.0,0.0,0.4,0.2,2019-2020,250000.0
Billy Gilmour,SCO,Centrocampista,Brighton,21,2001.0,12.25,8.25,704.25,0.0,0.5,0.5,0.75,0.0,0.375,0.475,2019-2020,18000000.0
Billy Sharp,ENG,Delantero,Sheffield Utd,34,1986.0,20.5,8.5,893.0,3.0,1.0,4.0,1.0,0.5,3.4,1.4,2019-2020,200000.0
Birkir Bjarnason,ISL,Centrocampista,Brescia,31,1988.0,13.0,9.0,798.0,0.0,1.0,1.0,1.0,0.0,0.4,1.5,2019-2020,350000.0
Bjarki Bjarkason,ISL,Centrocampista,Venezia,21,2000.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,450000.0
Björn Engels,BEL,Defensa,Aston Villa,24,1994.0,17.0,15.0,1447.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3,2019-2020,800000.0
Bobby Adekanye,NED,Delantero,Lazio,21,1999.0,7.0,0.0,112.0,0.5,0.0,0.5,0.5,0.0,0.85,0.1,2020-2021,800000.0
Bobby Clark,ENG,Centrocampista,Liverpool,17,2005.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,350000.0
Bobby Reid,JAM,Delantero,Fulham,29,1993.0,32.0,24.33333333333333,2090.333333333333,4.666666666666667,1.6666666666666667,6.333333333333333,5.0,0.0,3.8333333333333335,1.3333333333333333,2018-2019,7000000.0
Boris Radunović,SRB,PO,Cagliari,25,1996.0,3.0,3.0,270.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2019-2020,1500000.0
Borja Bastón,ESP,Centrocampista,Alavés,26,1992.0,16.333333333333332,8.666666666666666,814.0,2.333333333333333,0.3333333333333333,2.6666666666666665,2.0,0.0,3.766666666666667,0.4666666666666667,2019-2020,3500000.0
Borja Garcés,ESP,Delantero,Atlético Madrid,18,1999.0,1.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,2018-2019,2000000.0
Borja García,ESP,Centrocampista,Girona,31,1990.0,25.5,21.75,1805.75,1.25,2.0,3.25,0.75,0.25,1.625,2.725,2017-2018,1000000.0
Borja Herrera,ESP,Defensa,Las Palmas,24,1993.0,3.0,3.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,300000.0
Borja Iglesias,ESP,Delantero,Betis,29,1993.0,33.6,23.6,2069.2,11.2,1.6,12.8,3.2,0.4,10.16,2.5200000000000005,2018-2019,10000000.0
Borja Mayoral,ESP,Delantero,Roma,25,1997.0,21.0,13.25,1197.375,4.75,1.375,6.125,1.375,0.0,4.4375,1.4125,2017-2018,9000000.0
Borja Sainz,ESP,Centrocampista,Alavés,19,2001.0,20.0,3.5,513.0,1.0,0.0,1.0,1.0,0.0,1.35,0.55,2019-2020,2200000.0
Borja Valle,ESP,Delantero,La Coruña,25,1992.0,17.0,3.0,486.0,3.0,2.0,5.0,1.0,0.0,3.0,1.2,2017-2018,500000.0
Bosko Sutalo,CRO,Defensa,Hellas Verona,21,2000.0,12.666666666666666,4.0,477.6666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.1,0.0666666666666666,2019-2020,2500000.0
Botond Balogh,HUN,Defensa,Parma,18,2002.0,3.0,1.0,165.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-2021,750000.0
Boubacar Kamara,FRA,Centrocampista,Aston Villa,22,1999.0,24.0,21.0,1777.0,0.0,1.0,1.0,4.0,0.0,0.2,0.8,2022-2023,30000000.0
Boubacar Traoré,MLI,Centrocampista,Wolves,20,2001.0,10.0,4.0,411.0,0.0,1.0,1.0,2.0,0.0,0.1,0.2,2022-2023,5000000.0
Boubakary Soumaré,FRA,Centrocampista,Leicester City,23,1999.0,22.5,16.0,1365.5,0.0,0.5,0.5,4.5,0.0,0.2,0.4,2021-2022,15000000.0
Boulaye Dia,SEN,Delantero,Salernitana,25,1996.0,29.0,20.0,1893.5,10.5,5.5,16.0,3.5,0.0,7.1000000000000005,2.75,2021-2022,22000000.0
Brahim Díaz,ESP,Delantero,Milan,22,1999.0,18.5,12.0,917.3333333333334,2.333333333333333,2.333333333333333,4.666666666666667,1.6666666666666667,0.0,2.5666666666666664,1.8166666666666664,2017-2018,20000000.0
Braian Cufré,ARG,Defensa,Mallorca,25,1996.0,5.0,2.0,220.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2022-2023,1500000.0
Brais Méndez,ESP,Centrocampista,Real Sociedad,25,1997.0,31.166666666666668,24.666666666666668,2145.5,4.666666666666667,3.1666666666666665,7.833333333333333,5.166666666666667,0.0,4.616666666666667,2.7,2017-2018,30000000.0
Bram Nuytinck,NED,Defensa,Sampdoria,32,1990.0,21.714285714285715,20.0,1753.0,0.4285714285714285,0.2857142857142857,0.7142857142857143,2.2857142857142856,0.1428571428571428,0.5142857142857142,0.3714285714285714,2017-2018,800000.0
Brandon,ESP,Delantero,Osasuna,24,1995.0,8.0,5.0,406.0,0.0,1.0,1.0,4.0,0.0,1.3,0.5,2019-2020,5000000.0
Brandon Soppy,FRA,Defensa,Atalanta,20,2002.0,14.666666666666666,5.333333333333333,503.3333333333333,0.0,1.0,1.0,2.333333333333333,0.0,0.2666666666666666,0.6666666666666666,2021-2022,7000000.0
Brandon Williams,ENG,Defensa,Norwich City,20,2000.0,15.666666666666666,12.0,1104.6666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,4.666666666666667,0.0,0.4666666666666666,0.8333333333333334,2019-2020,5000000.0
Brayan Vera,COL,Defensa,Lecce,20,1999.0,8.0,1.0,155.0,0.0,1.0,1.0,0.0,0.0,0.1,0.2,2019-2020,1000000.0
Brenden Aaronson,USA,Centrocampista,Leeds United,21,2000.0,36.0,28.0,2372.0,1.0,3.0,4.0,2.0,0.0,3.9,4.2,2022-2023,18000000.0
Brennan Johnson,WAL,Delantero,Nott'ham Forest,21,2001.0,38.0,33.0,2934.0,8.0,3.0,11.0,6.0,0.0,8.6,3.2,2022-2023,48000000.0
Brian Ocampo,URU,Centrocampista,Cádiz,23,1999.0,18.0,15.0,1119.0,1.0,1.0,2.0,2.0,0.0,0.5,1.7,2022-2023,1500000.0
Brian Oddei,ITA,Delantero,Sassuolo,18,2002.0,3.5,0.0,26.5,0.0,1.0,1.0,0.0,0.0,0.1,0.45,2020-2021,600000.0
Brian Oliván,ESP,Defensa,Espanyol,28,1994.0,29.0,26.5,2296.0,1.0,3.5,4.5,7.0,0.0,1.2,3.25,2021-2022,6000000.0
Bright Gyamfi,GHA,Defensa,Benevento,21,1996.0,9.0,2.0,326.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,2017-2018,150000.0
Bruno,ESP,Defensa,Brighton,37,1980.0,19.5,18.5,1573.5,0.0,0.5,0.5,2.5,0.0,0.1,0.6,2017-2018,30000000.0
Bruno Amione,ARG,Defensa,Sampdoria,20,2002.0,13.5,13.0,1072.0,0.5,0.5,1.0,5.5,0.5,0.45,0.3,2022-2023,2700000.0
Bruno Ecuele Manga,GAB,Defensa,Cardiff City,30,1988.0,38.0,37.0,3376.0,0.0,1.0,1.0,0.0,0.0,1.1,0.4,2018-2019,250000.0
Bruno Fernandes,POR,Centrocampista,Manchester Utd,27,1994.0,31.0,30.25,2678.0,11.0,8.25,19.25,6.0,0.0,10.325,9.9,2019-2020,75000000.0
Bruno Gama,POR,Delantero,La Coruña,29,1987.0,6.0,1.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,2017-2018,200000.0
Bruno Gaspar,ANG,Defensa,Fiorentina,24,1993.0,15.0,6.0,781.0,0.0,2.0,2.0,2.0,0.0,0.0,0.8,2017-2018,500000.0
Bruno González,ESP,Defensa,Valladolid,30,1990.0,15.6,13.4,1228.0,0.2,0.2,0.4,4.2,0.2,0.28,0.22,2017-2018,300000.0
Bruno Guimarães,BRA,Centrocampista,Newcastle Utd,24,1997.0,24.5,21.5,1880.0,4.5,3.0,7.5,5.5,0.0,2.95,2.55,2021-2022,85000000.0
Bruno Jordão,POR,Delantero,Lazio,20,1998.0,2.0,0.5,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2019-2020,1300000.0
Bruno Martella,ITA,Defensa,Brescia,26,1992.0,27.0,21.5,1943.0,0.5,1.5,2.0,3.0,0.0,0.7000000000000001,1.8,2017-2018,500000.0
Bruno Martins Indi,NED,Defensa,Stoke City,25,1992.0,17.0,14.0,1243.0,0.0,0.0,0.0,3.0,0.0,1.0,0.1,2017-2018,2000000.0
Bruno Peres,BRA,Defensa,Roma,30,1990.0,21.33333333333333,13.0,1212.6666666666667,1.0,1.3333333333333333,2.333333333333333,3.333333333333333,0.0,0.7999999999999999,2.2,2017-2018,1000000.0
Bruno Petković,CRO,Delantero,Bologna,22,1994.0,12.5,6.5,625.5,0.0,1.5,1.5,2.0,0.0,0.45,1.2,2017-2018,5000000.0
Bruno Zuculini,ARG,Centrocampista,Hellas Verona,24,1993.0,16.0,15.0,1216.0,2.0,0.0,2.0,6.0,5.0,1.1,0.0,2017-2018,1000000.0
Bryan Cristante,ITA,Centrocampista,Roma,27,1995.0,33.5,27.0,2439.333333333333,3.0,2.0,5.0,7.666666666666667,0.3333333333333333,3.466666666666667,2.333333333333333,2017-2018,20000000.0
Bryan Dabo,BFA,Centrocampista,Benevento,28,1992.0,18.5,9.25,915.25,0.75,1.25,2.0,3.75,0.5,0.7250000000000001,0.3999999999999999,2017-2018,500000.0
Bryan Gil,ESP,Delantero,Sevilla,21,2001.0,10.77777777777778,5.666666666666667,553.4444444444445,0.8888888888888888,0.8888888888888888,1.7777777777777777,2.0,0.0,1.1,0.9555555555555556,2021-2022,15000000.0
Bryan Mbeumo,CMR,Delantero,Brentford,22,1999.0,36.5,35.0,2905.5,6.5,7.5,14.0,4.5,0.0,9.55,5.65,2021-2022,35000000.0
Bryan Reynolds,USA,Defensa,Roma,20,2001.0,3.0,1.5,142.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,4000000.0
Bukayo Saka,ENG,Delantero,Arsenal,20,2001.0,27.0,24.4,2094.6,6.2,5.2,11.4,3.8,0.0,5.880000000000001,4.74,2018-2019,120000000.0
Burgui,ESP,Centrocampista,Alavés,26,1993.0,10.5,4.25,408.0,0.5,0.0,0.5,0.5,0.0,0.375,0.525,2017-2018,50000.0
CJ Egan-Riley,ENG,Defensa,Manchester City,18,2003.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,2500000.0
Caleb Ekuban,GHA,Delantero,Genoa,27,1994.0,30.0,18.0,1716.0,1.0,2.0,3.0,2.0,0.0,3.5,2.4,2021-2022,1300000.0
Caleb Okoli,ITA,Defensa,Atalanta,21,2001.0,17.0,9.0,960.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,2022-2023,8000000.0
Caleb Watts,AUS,Centrocampista,Southampton,18,2002.0,3.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-2021,250000.0
Callum Hudson-Odoi,ENG,Delantero,Chelsea,20,2000.0,14.4,6.4,661.2,0.8,2.2,3.0,0.4,0.0,1.3,1.6599999999999997,2017-2018,12000000.0
Callum Paterson,SCO,Delantero,Cardiff City,23,1994.0,27.0,21.0,1998.0,4.0,1.0,5.0,4.0,0.0,5.5,2.8,2018-2019,900000.0
Callum Robinson,IRL,Delantero,West Brom,25,1995.0,22.0,14.5,1118.0,3.0,0.5,3.5,0.5,0.0,2.35,0.7,2019-2020,3000000.0
Callum Slattery,ENG,Centrocampista,Southampton,19,1999.0,3.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2018-2019,475000.0
Callum Wilson,ENG,Delantero,Newcastle Utd,30,1992.0,28.0,24.0,2127.333333333333,11.333333333333334,3.6666666666666665,15.0,3.8333333333333335,0.0,11.166666666666666,2.6166666666666667,2017-2018,16000000.0
Calum Chambers,ENG,Defensa,Aston Villa,27,1995.0,13.428571428571429,10.428571428571429,951.8571428571428,0.5714285714285714,0.4285714285714285,1.0,2.571428571428572,0.0,0.7571428571428571,0.6,2017-2018,8000000.0
Cameron Archer,ENG,Delantero,Aston Villa,21,2001.0,4.5,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,18000000.0
Cameron Peupion,AUS,Centrocampista,Brighton,19,2002.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2022-2023,150000.0
Camillo Ciano,ITA,Delantero,Frosinone,28,1990.0,33.0,28.0,2454.0,7.0,4.0,11.0,12.0,0.0,6.9,7.0,2018-2019,350000.0
Caoimhín Kelleher,IRL,PO,Liverpool,23,1998.0,1.6666666666666667,1.6666666666666667,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021,15000000.0
Carl Jenkinson,ENG,Defensa,Arsenal,26,1992.0,3.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019,450000.0
Carles Aleñá,ESP,Centrocampista,Getafe,24,1998.0,18.571428571428573,12.285714285714286,1056.7142857142858,1.1428571428571428,0.8571428571428571,2.0,3.2857142857142856,0.2857142857142857,1.2428571428571429,0.9142857142857144,2018-2019,6000000.0
Carles Gil,ESP,Delantero,La Coruña,24,1992.0,10.0,6.0,476.0,0.0,1.0,1.0,0.0,0.0,0.3,1.4,2017-2018,5000000.0
Carles Pérez,ESP,Delantero,Roma,24,1998.0,16.666666666666668,7.0,755.1666666666666,1.3333333333333333,2.0,3.333333333333333,1.5,0.0,1.55,0.9833333333333332,2018-2019,5000000.0
Carlo,ESP,Centrocampista,Villarreal,20,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022,40000000.0
Carlo Pinsoglio,ITA,PO,Juventus,31,1990.0,1.0,0.2,41.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2017-2018,200000.0
Carlos,BRA,Defensa,Monza,23,1999.0,35.0,35.0,3083.0,6.0,5.0,11.0,4.0,0.0,4.4,3.7,2022-2023,40000000.0
Carlos Akapo,EQG,Defensa,Cádiz,28,1993.0,17.0,14.333333333333334,1244.0,0.3333333333333333,0.0,0.3333333333333333,3.0,0.3333333333333333,0.3333333333333333,0.2333333333333333,2018-2019,1000000.0
Carlos Alcaraz,ARG,Centrocampista,Southampton,19,2002.0,18.0,13.0,1029.0,4.0,2.0,6.0,3.0,0.0,1.9,0.7,2022-2023,15000000.0
Carlos Bacca,COL,Delantero,Granada,34,1986.0,25.4,12.4,1150.8,5.6,1.8,7.4,3.4,0.0,5.22,1.9000000000000004,2017-2018,450000.0
Carlos Calderón,ESP,Centrocampista,Getafe,22,1995.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,250000.0
Carlos Clerc,ESP,Defensa,Elche,30,1992.0,27.25,24.75,2195.5,0.0,1.5,1.5,5.0,0.0,0.35,2.025,2019-2020,1500000.0
Carlos Dominguez,ESP,Defensa,Celta Vigo,21,2001.0,5.0,2.6666666666666665,270.6666666666667,0.0,0.0,0.0,1.0,0.0,0.0666666666666666,0.0666666666666666,2020-2021,800000.0
Carlos Fernández,ESP,Delantero,Real Sociedad,26,1996.0,15.2,7.4,700.4,2.6,1.0,3.6,3.8,0.0,2.82,1.02,2017-2018,3000000.0
Carlos Isaac,ESP,Defensa,Atlético Madrid,20,1998.0,1.0,1.0,76.5,0.0,0.0,0.0,0.5,0.0,0.05,0.0,2017-2018,400000.0
Carlos Neva,ESP,Defensa,Granada,25,1996.0,24.666666666666668,23.33333333333333,2036.6666666666667,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.7999999999999999,0.8333333333333334,2019-2020,2000000.0
Carlos Soler,ESP,Centrocampista,Valencia,25,1997.0,26.5,23.33333333333333,2057.0,4.666666666666667,3.8333333333333335,8.5,4.666666666666667,0.0,4.916666666666667,3.016666666666666,2017-2018,20000000.0
Carlos Vela,MEX,Delantero,Real Sociedad,28,1989.0,13.0,2.0,382.0,1.0,0.0,1.0,0.0,0.0,1.7,0.5,2017-2018,2500000.0
Carlos Vigaray,ESP,Defensa,Alavés,23,1994.0,10.0,8.0,771.0,0.0,0.0,0.0,3.5,0.0,0.15,0.15,2017-2018,200000.0
Carlos Vinícius,BRA,Delantero,Fulham,27,1995.0,18.5,7.0,708.5,3.0,1.0,4.0,2.5,0.0,2.25,0.45,2020-2021,6000000.0
Carlos Álvarez,ESP,Centrocampista,Sevilla,18,2003.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2022-2023,400000.0
Carmona,ESP,Defensa,Sevilla,20,2002.0,6.666666666666667,4.333333333333333,380.0,1.0,0.3333333333333333,1.3333333333333333,3.6666666666666665,0.6666666666666666,0.4000000000000001,0.1666666666666666,2021-2022,450000.0
Carney Chukwuemeka,ENG,Centrocampista,Chelsea,18,2003.0,9.333333333333334,1.3333333333333333,225.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5333333333333333,2020-2021,15000000.0
Casemiro,BRA,Centrocampista,Real Madrid,30,1992.0,27.0,25.571428571428573,2228.1428571428573,3.2857142857142856,2.2857142857142856,5.571428571428571,8.0,0.5714285714285714,3.171428571428572,1.9571428571428573,2022-2023,40000000.0
Catena,ESP,Defensa,Rayo Vallecano,27,1994.0,24.33333333333333,24.33333333333333,2173.0,1.0,1.0,2.0,7.666666666666667,0.3333333333333333,1.0,0.7333333333333334,2018-2019,6000000.0
Cedric Gondo,CIV,Delantero,Salernitana,24,1996.0,14.0,10.0,699.0,1.0,0.0,1.0,1.0,0.0,1.7,0.5,2021-2022,800000.0
Celso Borges,CRC,Centrocampista,La Coruña,29,1988.0,32.0,26.0,2300.0,3.0,3.0,6.0,4.0,1.0,3.4,2.4,2017-2018,175000.0
Cengiz Ünder,TUR,Delantero,Roma,23,1997.0,19.75,10.75,944.5,3.25,2.75,6.0,0.75,0.0,2.325,2.525,2020-2021,20000000.0
Cenk Tosun,TUR,Delantero,Everton,30,1991.0,9.166666666666666,4.333333333333333,428.0,1.6666666666666667,0.5,2.1666666666666665,0.6666666666666666,0.0,1.55,0.5333333333333333,2017-2018,3000000.0
Cenk Özkacar,TUR,Defensa,Valencia,21,2000.0,17.0,14.0,1365.0,0.0,0.0,0.0,1.0,0.0,0.8,0.2,2022-2023,5000000.0
Cesar Falletti,URU,Centrocampista,Bologna,24,1992.0,13.0,1.0,321.0,1.0,0.0,1.0,1.0,0.0,1.2,0.1,2017-2018,1100000.0
Chadi Riad,MAR,Centrocampista,Barcelona,19,2003.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,1000000.0
Chaka Traorè,CIV,Delantero,Parma,15,2004.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2020-2021,500000.0
Chancel Mbemba,COD,Defensa,Newcastle Utd,22,1994.0,9.0,7.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2017-2018,15000000.0
Charles,BRA,Delantero,Eibar,35,1984.0,31.33333333333333,16.0,1540.6666666666667,9.333333333333334,0.6666666666666666,10.0,5.666666666666667,0.3333333333333333,8.299999999999999,1.3333333333333333,2017-2018,20000000.0
Charles De Ketelaere,BEL,Centrocampista,Milan,21,2001.0,32.0,9.0,1116.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2022-2023,25000000.0
Charles Pickel,COD,Centrocampista,Cremonese,25,1997.0,33.0,30.0,2483.0,1.0,0.0,1.0,8.0,1.0,1.6,1.2,2022-2023,3200000.0
Charlie Austin,ENG,Delantero,West Brom,31,1989.0,18.0,7.0,719.3333333333334,3.0,0.6666666666666666,3.6666666666666665,1.0,0.0,3.7,0.5666666666666668,2017-2018,275000.0
Charlie Cresswell,ENG,Defensa,Leeds United,18,2002.0,5.0,1.0,141.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,2021-2022,4000000.0
Charlie Goode,ENG,Defensa,Brentford,25,1995.0,6.0,4.0,450.0,0.0,0.0,0.0,3.0,0.0,0.1,1.0,2021-2022,600000.0
Charlie Taylor,ENG,Defensa,Burnley,27,1993.0,26.6,25.0,2259.0,0.0,1.2,1.2,2.4,0.0,0.1,1.56,2017-2018,3500000.0
Charly Musonda Jr.,BEL,Delantero,Chelsea,20,1996.0,3.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,2017-2018,500000.0
Che Adams,SCO,Delantero,Southampton,26,1996.0,31.0,22.0,1952.25,6.25,3.25,9.5,0.5,0.0,7.200000000000001,3.125,2019-2020,18000000.0
Cheick Diabaté,MLI,Delantero,Benevento,29,1988.0,11.0,7.0,664.0,8.0,0.0,8.0,1.0,2.0,5.0,0.1,2017-2018,300000.0
Cheick Doucouré,MLI,Centrocampista,Crystal Palace,22,2000.0,34.0,34.0,2769.0,0.0,3.0,3.0,10.0,1.0,1.4,1.9,2022-2023,35000000.0
Cheick Doukouré,CIV,Centrocampista,Levante,27,1992.0,11.666666666666666,5.0,480.3333333333333,0.3333333333333333,0.0,0.3333333333333333,2.0,0.0,0.4000000000000001,0.1333333333333333,2017-2018,600000.0
Cheick Keita,MLI,Defensa,Bologna,21,1996.0,3.0,1.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018,1500000.0
Cheikhou Kouyaté,SEN,Centrocampista,Nott'ham Forest,32,1989.0,30.5,25.0,2200.5,0.8333333333333334,1.1666666666666667,2.0,3.6666666666666665,0.0,1.35,0.9333333333333332,2017-2018,2000000.0
Chem Campbell,WAL,Centrocampista,Wolves,19,2002.0,3.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2021-2022,1000000.0
Chema,ESP,Defensa,Getafe,29,1992.0,11.8,9.4,836.4,0.6,0.2,0.8,4.4,0.6,0.28,0.36,2017-2018,500000.0
Chidozie Awaziem,NGA,Defensa,Leganés,22,1997.0,26.0,21.0,1997.0,0.0,0.0,0.0,10.0,0.0,0.8,0.3,2019-2020,3500000.0
Chiquinho,POR,Defensa,Wolves,21,2000.0,8.0,1.0,208.0,0.0,3.0,3.0,0.0,0.0,0.6,0.7,2021-2022,6000000.0
Chory Castro,URU,Centrocampista,Málaga,32,1984.0,26.0,26.0,2061.0,4.0,2.0,6.0,5.0,1.0,3.4,2.5,2017-2018,25000.0
Chris Basham,ENG,Defensa,Sheffield Utd,32,1988.0,34.5,34.5,2909.0,0.0,1.0,1.0,4.5,0.0,0.5,1.1,2019-2020,300000.0
Chris Löwe,GER,Defensa,Huddersfield,29,1989.0,26.0,21.0,1822.5,0.0,1.0,1.0,1.5,0.0,0.5,1.05,2017-2018,150000.0
Chris Mepham,WAL,Defensa,Bournemouth,24,1997.0,17.0,14.666666666666666,1320.3333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,0.0,0.5666666666666667,0.2666666666666666,2018-2019,8000000.0
Chris Ramos,ESP,Delantero,Cádiz,25,1997.0,8.0,4.0,386.5,0.5,0.0,0.5,1.0,0.0,1.5,0.1,2018-2019,2500000.0
Chris Richards,USA,Defensa,Crystal Palace,22,2000.0,9.0,4.0,447.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,2022-2023,10000000.0
Chris Smalling,ENG,Defensa,Roma,32,1989.0,26.33333333333333,24.666666666666668,2206.5,2.333333333333333,0.6666666666666666,3.0,3.0,0.0,1.5666666666666664,0.4333333333333333,2017-2018,8000000.0
Chris Wood,NZL,Delantero,Nott'ham Forest,30,1991.0,23.25,18.875,1612.75,6.75,0.875,7.625,0.625,0.0,6.825,1.275,2017-2018,8000000.0
Christian Acella,ITA,Centrocampista,Cremonese,20,2002.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023,150000.0
Christian Benteke,BEL,Delantero,Crystal Palace,30,1990.0,25.2,15.6,1455.2,4.0,1.8,5.8,3.4,0.4,6.38,1.7000000000000004,2017-2018,2500000.0
Christian Celesia,ITA,Defensa,Torino,17,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2019-2020,125000.0
Christian Dalle Mura,ITA,Delantero,Fiorentina,17,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020,1000000.0
