RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
417,Gabriel Paulista,br BRA,DF,Valencia,29,1990,31,31,2716,30.2,4,1,5,4,0,0,6,0,1.0,1.0,0.5,1.5,9,81,4,0.13,0.03,0.17,0.13,0.17,0.03,0.02,0.05,0.03,0.05,Partidos
418,Alfonso Pedraza,es ESP,DF,Villarreal,24,1996,29,24,2093,23.3,1,2,3,1,0,0,8,0,1.7,1.7,4.0,5.7,88,47,237,0.04,0.09,0.13,0.04,0.13,0.07,0.17,0.24,0.07,0.24,Partidos
419,Pedri,es ESP,CC,Barcelona,17,2002,37,28,2415,26.8,3,3,6,3,0,0,2,0,4.6,4.4,3.5,7.9,65,152,128,0.11,0.11,0.22,0.11,0.22,0.17,0.13,0.30,0.16,0.30,Partidos
420,Facundo Pellistri,uy URU,"CC,DL",Alavés,18,2001,12,5,542,6.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,21,8,32,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Partidos
421,Rubén Peña,es ESP,DF,Villarreal,29,1991,19,12,1116,12.4,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,40,34,88,0.08,0.08,0.16,0.08,0.16,0.06,0.05,0.11,0.06,0.11,Partidos
422,Alberto Perea,es ESP,CC,Cádiz,29,1990,27,16,1549,17.2,2,3,5,2,0,0,0,0,1.8,1.8,2.5,4.3,61,51,74,0.12,0.17,0.29,0.12,0.29,0.10,0.15,0.25,0.10,0.25,Partidos
423,Iñigo Pérez,es ESP,"CC,DF",Osasuna,32,1988,22,16,1347,15.0,0,0,0,0,0,0,4,1,0.3,0.3,0.9,1.1,6,76,34,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Partidos
424,Juan Pérez,es ESP,PO,Osasuna,24,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
425,Kike Pérez,es ESP,CC,Valladolid,23,1997,24,12,1159,12.9,0,0,0,0,0,0,3,0,0.8,0.8,0.9,1.8,18,63,27,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.14,0.06,0.14,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
426,Lucas Pérez,es ESP,DL,Alavés,31,1988,28,19,1759,19.5,4,4,8,1,3,4,1,0,6.7,3.5,4.6,8.1,44,72,136,0.20,0.20,0.41,0.05,0.26,0.34,0.23,0.58,0.18,0.41,Partidos
427,Luis Pérez,es ESP,DF,Valladolid,25,1995,22,15,1297,14.4,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,27,39,42,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidos
428,Nehuén Pérez,ar ARG,DF,Granada,20,2000,14,9,741,8.2,0,0,0,0,0,0,4,0,0.7,0.7,0.0,0.7,2,6,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Partidos
429,Pablo Piatti,ar ARG,"CC,DL",Elche,31,1989,9,3,361,4.0,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.8,8,10,31,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.20,0.13,0.20,Partidos
430,Cristiano Piccini,it ITA,DF,Valencia,27,1992,3,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,7,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
431,Tomás Pina Isla,es ESP,CC,Alavés,32,1987,33,31,2575,28.6,1,1,2,1,0,0,12,0,0.7,0.7,1.0,1.7,11,94,9,0.03,0.03,0.07,0.03,0.07,0.03,0.04,0.06,0.03,0.06,Partidos
432,Yeremi Pino,es ESP,"DL,CC",Villarreal,17,2002,24,6,797,8.9,3,1,4,3,0,0,4,0,1.0,1.0,1.3,2.4,35,30,106,0.34,0.11,0.45,0.34,0.45,0.12,0.15,0.27,0.12,0.27,Partidos
433,Gerard Piqué,es ESP,DF,Barcelona,33,1987,18,18,1481,16.5,0,0,0,0,0,0,4,0,0.8,0.8,0.4,1.2,9,67,3,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Partidos
434,Miralem Pjanić,ba BIH,CC,Barcelona,30,1990,19,6,627,7.0,0,0,0,0,0,0,1,0,1.0,1.0,0.6,1.6,18,61,11,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.22,0.14,0.22,Partidos
435,Óscar Plano,es ESP,"CC,DL",Valladolid,29,1991,36,30,2517,28.0,5,5,10,5,0,0,1,1,4.8,4.8,2.1,6.9,29,77,109,0.18,0.18,0.36,0.18,0.36,0.17,0.07,0.25,0.17,0.25,Partidos
436,Dani Plomer,es ESP,DL,Granada,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
437,Jorge Pombo,es ESP,"DL,CC",Cádiz,26,1994,12,5,523,5.8,1,0,1,1,0,0,1,0,1.1,1.1,0.6,1.7,18,27,28,0.17,0.00,0.17,0.17,0.17,0.19,0.10,0.29,0.19,0.29,Partidos
438,Pere Pons,es ESP,CC,Alavés,27,1993,22,12,1186,13.2,2,0,2,2,0,0,1,0,0.9,0.9,1.1,1.9,17,36,33,0.15,0.00,0.15,0.15,0.15,0.07,0.08,0.15,0.07,0.15,Partidos
439,Francisco Portillo,es ESP,"CC,DL",Getafe,30,1990,16,3,418,4.6,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,8,35,29,0.00,0.22,0.22,0.00,0.22,0.00,0.10,0.10,0.00,0.10,Partidos
440,Portu,es ESP,"DL,CC",Real Sociedad,28,1992,37,24,2184,24.3,8,3,11,8,0,0,3,0,5.9,5.9,3.7,9.6,56,38,201,0.33,0.12,0.45,0.33,0.45,0.24,0.15,0.39,0.24,0.39,Partidos
441,Sergio Postigo,es ESP,DF,Levante,31,1988,22,19,1623,18.0,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,9,58,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Partidos
442,Darío Poveda,es ESP,DL,Getafe,23,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
443,Alejandro Pozo Pozo,es ESP,"DF,CC",Eibar,21,1999,30,24,2190,24.3,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,37,75,80,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.06,0.02,0.06,Partidos
444,Antonio Puertas,es ESP,"DL,CC",Granada,28,1992,35,22,2170,24.1,3,5,8,3,0,0,6,0,3.3,3.3,2.3,5.6,49,47,140,0.12,0.21,0.33,0.12,0.33,0.14,0.10,0.23,0.14,0.23,Partidos
445,Riqui Puig,es ESP,"CC,DL",Barcelona,20,1999,14,2,292,3.2,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,11,34,15,0.31,0.00,0.31,0.31,0.31,0.20,0.05,0.25,0.20,0.25,Partidos
446,Jorge Pulido,es ESP,DF,Huesca,29,1991,33,32,2885,32.1,1,0,1,1,0,0,6,1,2.6,2.6,0.3,2.9,39,99,19,0.03,0.00,0.03,0.03,0.03,0.08,0.01,0.09,0.08,0.09,Partidos
447,Domingos Quina,pt POR,CC,Granada,20,1999,8,5,341,3.8,2,0,2,2,0,0,1,0,0.3,0.3,0.2,0.5,5,10,14,0.53,0.00,0.53,0.53,0.53,0.08,0.05,0.13,0.08,0.13,Partidos
448,Quini,es ESP,DF,Granada,30,1989,19,12,1191,13.2,1,0,1,1,0,0,5,0,0.4,0.4,0.2,0.7,18,30,48,0.08,0.00,0.08,0.08,0.08,0.03,0.02,0.05,0.03,0.05,Partidos
449,Quique,es ESP,"DL,CC",Eibar,30,1990,12,0,167,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,2,7,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18,Partidos
450,Dani Raba,es ESP,"CC,DL",Villarreal,24,1995,5,1,150,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.4,8,10,9,0.00,0.00,0.00,0.00,0.00,0.20,0.03,0.23,0.20,0.23,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
451,Uroš Račić,rs SRB,CC,Valencia,22,1998,31,25,2187,24.3,1,1,2,1,0,0,6,0,1.6,1.6,0.3,1.8,22,104,16,0.04,0.04,0.08,0.04,0.08,0.06,0.01,0.08,0.06,0.08,Partidos
452,Nemanja Radoja,rs SRB,CC,Levante,27,1993,21,13,1121,12.5,0,2,2,0,0,0,1,0,0.2,0.2,0.2,0.4,16,63,19,0.00,0.16,0.16,0.00,0.16,0.02,0.02,0.04,0.02,0.04,Partidos
453,Ivan Rakitić,hr CRO,CC,Sevilla,32,1988,37,25,2233,24.8,4,2,6,2,2,2,5,0,5.2,3.6,1.5,5.1,34,167,55,0.16,0.08,0.24,0.08,0.16,0.21,0.06,0.27,0.15,0.21,Partidos
454,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,5,3,304,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
455,Sandro Ramírez,es ESP,DL,Huesca,25,1995,20,16,1285,14.3,5,1,6,5,0,0,2,0,2.2,2.2,0.5,2.7,31,24,74,0.35,0.07,0.42,0.35,0.42,0.16,0.03,0.19,0.16,0.19,Partidos
456,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,15,15,1275,14.2,2,0,2,0,2,2,3,0,4.2,2.6,0.4,3.0,21,98,2,0.14,0.00,0.14,0.00,0.00,0.30,0.03,0.33,0.19,0.21,Partidos
457,Recio,es ESP,CC,Eibar,29,1991,17,8,734,8.2,1,0,1,0,1,1,5,0,1.3,0.6,0.9,1.5,14,40,25,0.12,0.00,0.12,0.00,0.00,0.17,0.11,0.28,0.07,0.18,Partidos
458,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
459,Karim Rekik,nl NED,DF,Sevilla,25,1994,11,6,653,7.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,16,19,16,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidos
460,Álex Remiro,es ESP,PO,Real Sociedad,25,1995,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
461,Oriol Rey,es ESP,CC,Valladolid,22,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
462,Mikel Rico,es ESP,CC,Huesca,35,1984,32,27,2183,24.3,1,4,5,1,0,0,2,0,2.4,2.4,1.3,3.7,21,88,72,0.04,0.16,0.21,0.04,0.21,0.10,0.06,0.15,0.10,0.15,Partidos
463,Emiliano Rigoni,ar ARG,CC,Elche,27,1993,23,12,1139,12.7,1,1,2,1,0,0,5,0,2.4,2.4,1.7,4.1,25,22,64,0.08,0.08,0.16,0.08,0.16,0.19,0.14,0.32,0.19,0.32,Partidos
464,Luis Rioja,es ESP,"CC,DL",Alavés,26,1993,35,25,2090,23.2,4,2,6,4,0,0,4,0,3.3,3.3,2.7,6.0,71,42,130,0.17,0.09,0.26,0.17,0.26,0.14,0.12,0.26,0.14,0.26,Partidos
465,Rober,es ESP,"DF,CC",Levante,25,1995,19,16,1425,15.8,0,1,1,0,0,0,3,1,0.3,0.3,0.5,0.8,12,79,1,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.05,0.02,0.05,Partidos
466,Roberto,es ESP,PO,Valladolid,34,1986,13,13,1170,13.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
467,Sergi Roberto,es ESP,"DF,DL",Barcelona,28,1992,15,9,946,10.5,1,2,3,1,0,0,1,0,0.3,0.3,1.8,2.1,23,51,91,0.10,0.19,0.29,0.10,0.29,0.03,0.17,0.20,0.03,0.20,Partidos
468,Joel Robles,es ESP,PO,Betis,30,1990,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
469,Rubén Rochina,es ESP,CC,Levante,29,1991,25,17,1404,15.6,0,1,1,0,0,0,5,0,1.4,1.4,1.7,3.1,26,113,59,0.00,0.06,0.06,0.00,0.06,0.09,0.11,0.20,0.09,0.20,Partidos
470,Rodri,es ESP,"DL,CC",Betis,20,2000,15,5,537,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.9,13,35,31,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Partidos
471,Kévin Rodrigues,pt POR,"DF,CC",Eibar,26,1994,22,11,1095,12.2,1,1,2,1,0,0,1,0,0.8,0.8,0.5,1.3,14,40,56,0.08,0.08,0.16,0.08,0.16,0.06,0.04,0.11,0.06,0.11,Partidos
472,Ángel Rodríguez,es ESP,"DL,CC",Getafe,33,1987,33,12,1374,15.3,5,0,5,4,1,2,4,0,5.7,4.1,0.6,4.7,23,15,94,0.33,0.00,0.33,0.26,0.26,0.37,0.04,0.41,0.27,0.31,Partidos
473,Óscar Rodríguez Arnaiz,es ESP,"CC,DL",Sevilla,22,1998,20,4,511,5.7,0,0,0,0,0,0,1,0,0.5,0.5,1.1,1.6,16,35,48,0.00,0.00,0.00,0.00,0.00,0.09,0.19,0.28,0.09,0.28,Partidos
474,Guido Rodríguez,ar ARG,CC,Betis,26,1994,35,34,2864,31.8,1,0,1,1,0,0,10,0,2.3,2.3,0.7,3.0,14,127,12,0.03,0.00,0.03,0.03,0.03,0.07,0.02,0.10,0.07,0.10,Partidos
475,Miguel Rodríguez,es ESP,"DL,DF",Celta Vigo,17,2003,4,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
476,Víctor Rodríguez,es ESP,CC,Elche,31,1989,16,2,426,4.7,0,0,0,0,0,0,1,0,0.0,0.0,1.0,1.0,9,25,7,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Partidos
477,Rodrygo,br BRA,DL,Real Madrid,19,2001,22,10,983,10.9,1,6,7,1,0,0,0,0,2.0,2.0,3.7,5.6,45,28,99,0.09,0.55,0.64,0.09,0.64,0.18,0.34,0.52,0.18,0.52,Partidos
478,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,17,14,1232,13.7,1,1,2,1,0,0,3,1,0.5,0.5,0.5,1.0,12,33,24,0.07,0.07,0.15,0.07,0.15,0.04,0.04,0.07,0.04,0.07,Partidos
479,Rubén,es ESP,PO,Osasuna,36,1984,3,3,187,2.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
480,Waldo Rubio,es ESP,"DL,CC",Valladolid,24,1995,10,5,375,4.2,1,0,1,0,1,1,1,0,1.1,0.3,0.1,0.4,12,12,17,0.24,0.00,0.24,0.00,0.00,0.26,0.02,0.29,0.08,0.10,Partidos
481,Aitor Ruibal,es ESP,"DL,CC",Betis,24,1996,28,21,1593,17.7,2,2,4,2,0,0,2,0,2.9,2.9,2.1,5.0,40,54,148,0.11,0.11,0.23,0.11,0.23,0.16,0.12,0.28,0.16,0.28,Partidos
482,Isma Ruiz,es ESP,CC,Granada,19,2001,1,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
483,Víctor Ruiz,es ESP,DF,Betis,31,1989,27,24,2157,24.0,2,0,2,2,0,0,9,0,1.5,1.5,0.1,1.6,13,76,3,0.08,0.00,0.08,0.08,0.08,0.06,0.00,0.07,0.06,0.07,Partidos
484,Gerónimo Rulli,ar ARG,PO,Villarreal,28,1992,2,2,180,2.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
485,Modibo Sagnan,fr FRA,DF,Real Sociedad,21,1999,16,7,622,6.9,0,0,0,0,0,0,3,0,0.6,0.6,0.3,0.9,10,22,2,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,Partidos
486,Borja Sainz,es ESP,"CC,DL",Alavés,19,2001,21,2,453,5.0,1,0,1,1,0,0,1,0,1.3,1.3,0.8,2.2,14,4,36,0.20,0.00,0.20,0.20,0.20,0.26,0.17,0.43,0.26,0.43,Partidos
487,Salvi,es ESP,"CC,DL",Cádiz,29,1991,28,25,1933,21.5,2,0,2,2,0,0,5,0,2.0,2.0,1.5,3.5,51,29,131,0.09,0.00,0.09,0.09,0.09,0.09,0.07,0.16,0.09,0.16,Partidos
488,Fede San Emeterio,es ESP,CC,Valladolid,23,1997,24,17,1460,16.2,0,0,0,0,0,0,7,0,0.1,0.1,0.1,0.2,0,34,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Partidos
489,Antonio Sanabria,py PAR,DL,Betis,24,1996,16,10,932,10.4,3,0,3,3,0,0,2,0,5.0,5.0,0.1,5.2,14,14,37,0.29,0.00,0.29,0.29,0.29,0.48,0.01,0.50,0.48,0.50,Partidos
490,Oihan Sancet,es ESP,"DL,CC",Athletic Club,20,2000,24,11,1035,11.5,2,2,4,2,0,0,2,0,2.8,2.8,1.2,4.0,26,41,76,0.17,0.17,0.35,0.17,0.35,0.25,0.10,0.35,0.25,0.35,Partidos
491,Ricard Sánchez,es ESP,DF,Atlético Madrid,20,2000,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Partidos
492,Germán Sánchez,es ESP,DF,Granada,33,1986,34,29,2638,29.3,3,1,4,3,0,0,11,1,2.3,2.3,0.1,2.4,5,45,5,0.10,0.03,0.14,0.10,0.14,0.08,0.00,0.08,0.08,0.08,Partidos
493,Javi Sánchez,es ESP,DF,Valladolid,23,1997,16,11,921,10.2,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,9,16,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidos
494,Manu Sánchez,es ESP,DF,Osasuna,19,2000,16,10,976,10.8,0,4,4,0,0,0,4,0,0.1,0.1,1.2,1.4,20,51,54,0.00,0.37,0.37,0.00,0.37,0.01,0.11,0.13,0.01,0.13,Partidos
495,Manu Sánchez,es ESP,DF,Atlético Madrid,19,2000,1,1,49,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1,1,2,0.00,1.84,1.84,0.00,1.84,0.00,0.73,0.73,0.00,0.73,Partidos
496,Juan Sánchez Miño,ar ARG,"DF,CC",Elche,30,1990,9,5,495,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8,9,18,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
497,Pepe Sánchez,es ESP,DF,Granada,20,2000,3,3,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidos
498,Oier Sanjurjo,es ESP,CC,Osasuna,34,1986,32,24,2084,23.2,0,2,2,0,0,0,10,0,1.1,1.1,2.2,3.4,8,80,35,0.00,0.09,0.09,0.00,0.09,0.05,0.10,0.15,0.05,0.15,Partidos
499,Ivan Šaponjić,rs SRB,DL,Cádiz,22,1997,9,3,388,4.3,1,0,1,0,1,1,2,0,2.2,1.4,0.0,1.4,3,6,12,0.23,0.00,0.23,0.00,0.00,0.50,0.00,0.50,0.32,0.32,Partidos
500,Stefan Savić,me MNE,DF,Atlético Madrid,29,1991,33,33,2953,32.8,1,0,1,1,0,0,14,0,0.8,0.8,0.1,0.9,30,103,2,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
501,Jaime Seoane,es ESP,CC,Huesca,23,1997,29,23,2064,22.9,1,1,2,1,0,0,5,0,1.5,1.5,1.1,2.5,42,87,47,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11,Partidos
502,Edgar Sevikyan,am ARM,CC,Levante,18,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
503,Sidnei,br BRA,DF,Betis,30,1989,11,7,697,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
504,David Silva,es ESP,CC,Real Sociedad,34,1986,21,17,1399,15.5,2,5,7,2,0,0,4,0,2.4,2.4,3.3,5.7,52,141,76,0.13,0.32,0.45,0.13,0.45,0.16,0.21,0.37,0.16,0.37,Partidos
505,Gastón Silva,uy URU,DF,Huesca,26,1994,12,6,600,6.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,13,29,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
506,Rui Silva,pt POR,PO,Granada,26,1994,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
507,Unai Simón,es ESP,PO,Athletic Club,23,1997,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
508,Dimitris Siovas,gr GRE,DF,Huesca,31,1988,36,34,3071,34.1,2,0,2,2,0,0,5,0,3.1,3.1,0.7,3.8,22,69,7,0.06,0.00,0.06,0.06,0.06,0.09,0.02,0.11,0.09,0.11,Partidos
509,Antonio Sivera,es ESP,PO,Alavés,23,1996,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
510,Rafa Soares,pt POR,DF,Eibar,25,1995,19,12,1134,12.6,0,1,1,0,0,0,2,0,0.1,0.1,1.8,1.9,17,58,41,0.00,0.08,0.08,0.00,0.08,0.01,0.15,0.15,0.01,0.15,Partidos
511,Rubén Sobrino,es ESP,"CC,DL",Valencia,28,1992,5,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
512,Rubén Sobrino,es ESP,"DL,CC",Cádiz,28,1992,16,11,1113,12.4,1,0,1,1,0,0,3,0,2.0,2.0,1.0,3.0,21,30,39,0.08,0.00,0.08,0.08,0.08,0.16,0.08,0.24,0.16,0.24,Partidos
513,Augusto Solari,ar ARG,CC,Celta Vigo,28,1992,16,3,486,5.4,2,2,4,2,0,0,2,0,1.1,1.1,1.8,2.9,6,15,29,0.37,0.37,0.74,0.37,0.74,0.20,0.34,0.54,0.20,0.54,Partidos
514,Roberto Soldado,es ESP,DL,Granada,35,1985,29,16,1438,16.0,9,0,9,7,2,2,8,1,5.6,4.1,0.6,4.7,12,19,82,0.56,0.00,0.56,0.44,0.44,0.35,0.04,0.39,0.26,0.29,Partidos
515,Carlos Soler,es ESP,CC,Valencia,23,1997,32,31,2735,30.4,11,8,19,4,7,9,7,0,9.5,2.4,4.7,7.1,46,153,30,0.36,0.26,0.63,0.13,0.39,0.31,0.15,0.47,0.08,0.23,Partidos
516,Son,es ESP,"DF,CC",Levante,26,1994,28,10,1106,12.3,0,0,0,0,0,0,3,0,0.6,0.6,1.2,1.8,23,62,104,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15,Partidos
517,David Soria,es ESP,PO,Getafe,27,1993,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
518,Alberto Soro,es ESP,"DL,CC",Granada,21,1999,15,3,393,4.4,1,2,3,1,0,0,1,0,0.7,0.7,0.3,1.1,6,15,24,0.23,0.46,0.69,0.23,0.69,0.17,0.08,0.25,0.17,0.25,Partidos
519,Hugo Sotelo,es ESP,CC,Celta Vigo,16,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
520,Damián Suárez,uy URU,DF,Getafe,32,1988,31,28,2434,27.0,1,0,1,1,0,0,13,1,0.3,0.3,1.0,1.3,28,135,53,0.04,0.00,0.04,0.04,0.04,0.01,0.04,0.05,0.01,0.05,Partidos
521,Denis Suárez,es ESP,CC,Celta Vigo,26,1994,35,34,2852,31.7,0,9,9,0,0,0,10,0,1.1,1.1,5.9,7.0,82,204,87,0.00,0.28,0.28,0.00,0.28,0.03,0.19,0.22,0.03,0.22,Partidos
522,Luis Suárez,uy URU,DL,Atlético Madrid,33,1987,32,30,2508,27.9,21,3,24,18,3,3,6,0,16.2,13.9,3.0,16.8,30,46,171,0.75,0.11,0.86,0.65,0.75,0.58,0.11,0.69,0.50,0.60,Partidos
