RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
206,Sergi Gómez,es ESP,DF,Sevilla,28,1992,9,9,719,8.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,14,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
207,Sergio Gómez,es ESP,"CC,DL",Huesca,19,2000,29,4,792,8.8,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,22,34,57,0.00,0.11,0.11,0.00,0.11,0.09,0.17,0.27,0.09,0.27,Partidos
208,Maxime Gonalons,fr FRA,CC,Granada,31,1989,25,18,1480,16.4,0,1,1,0,0,0,7,1,0.2,0.2,1.0,1.2,18,68,8,0.00,0.06,0.06,0.00,0.06,0.01,0.06,0.07,0.01,0.07,Partidos
209,Bruno González,es ESP,DF,Valladolid,30,1990,27,25,2263,25.1,1,0,1,1,0,0,8,0,0.3,0.3,0.0,0.4,5,31,2,0.04,0.00,0.04,0.04,0.04,0.01,0.00,0.01,0.01,0.01,Partidos
210,Diego González,es ESP,DF,Elche,25,1995,19,15,1280,14.2,1,0,1,1,0,0,5,0,0.4,0.4,0.1,0.5,7,36,1,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.03,0.03,0.03,Partidos
211,Sergio González,es ESP,"CC,DF",Cádiz,23,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Partidos
212,Urko González,es ESP,CC,Real Sociedad,19,2001,2,1,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Partidos
213,Andoni Gorosabel,es ESP,DF,Real Sociedad,23,1996,32,28,2382,26.5,0,1,1,0,0,0,3,0,0.7,0.7,2.6,3.3,55,107,127,0.00,0.04,0.04,0.00,0.04,0.03,0.10,0.12,0.03,0.12,Partidos
214,Antoine Griezmann,fr FRA,"DL,CC",Barcelona,29,1991,36,32,2604,28.9,13,7,20,12,1,2,4,0,12.1,10.5,5.6,16.1,41,104,224,0.45,0.24,0.69,0.41,0.66,0.42,0.19,0.61,0.36,0.56,Partidos
215,Andrés Guardado,mx MEX,CC,Betis,33,1986,24,17,1318,14.6,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.7,26,88,27,0.07,0.00,0.07,0.07,0.07,0.02,0.02,0.05,0.02,0.05,Partidos
216,Sergi Guardiola,es ESP,DL,Valladolid,29,1991,29,19,1795,19.9,1,2,3,0,1,2,5,0,4.6,3.1,2.0,5.1,37,34,126,0.05,0.10,0.15,0.00,0.10,0.23,0.10,0.33,0.15,0.25,Partidos
217,Nemanja Gudelj,rs SRB,"CC,DF",Sevilla,28,1991,30,10,1041,11.6,0,0,0,0,0,0,8,0,0.3,0.3,0.0,0.3,4,26,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Partidos
218,Gonçalo Guedes,pt POR,"CC,DL",Valencia,23,1996,31,27,2287,25.4,5,5,10,5,0,0,3,1,3.7,3.7,4.0,7.7,111,115,154,0.20,0.20,0.39,0.20,0.39,0.15,0.16,0.30,0.15,0.30,Partidos
219,Ander Guevara,es ESP,CC,Real Sociedad,23,1997,31,25,2081,23.1,1,1,2,1,0,0,5,0,0.4,0.4,0.7,1.1,31,140,21,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05,Partidos
220,John Guidetti,se SWE,DL,Alavés,28,1992,10,1,208,2.3,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,1,5,9,0.43,0.00,0.43,0.43,0.43,0.36,0.01,0.37,0.36,0.37,Partidos
221,Jon Guridi,es ESP,CC,Real Sociedad,25,1995,17,8,831,9.2,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.4,20,31,35,0.00,0.11,0.11,0.00,0.11,0.07,0.08,0.15,0.07,0.15,Partidos
222,Raúl Guti,es ESP,CC,Elche,23,1996,36,33,2862,31.8,3,1,4,3,0,0,4,1,1.8,1.8,0.6,2.4,25,95,22,0.09,0.03,0.13,0.09,0.13,0.06,0.02,0.07,0.06,0.07,Partidos
223,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,29,1991,24,22,1825,20.3,2,0,2,2,0,0,2,1,1.5,1.5,0.0,1.5,2,13,0,0.10,0.00,0.10,0.10,0.10,0.07,0.00,0.08,0.07,0.08,Partidos
224,Miguel Gutiérrez,es ESP,DF,Real Madrid,19,2001,6,3,316,3.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,13,21,27,0.00,0.28,0.28,0.00,0.28,0.00,0.08,0.08,0.00,0.08,Partidos
225,Munir El Haddadi,ma MAR,DL,Sevilla,24,1995,24,9,845,9.4,4,2,6,4,0,0,2,0,4.1,4.1,1.5,5.6,22,28,66,0.43,0.21,0.64,0.43,0.64,0.44,0.15,0.60,0.44,0.60,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
226,Eden Hazard,be BEL,"DL,CC",Real Madrid,29,1991,14,7,532,5.9,3,2,5,3,0,0,0,0,1.2,1.2,0.8,2.0,25,20,71,0.51,0.34,0.85,0.51,0.85,0.21,0.14,0.34,0.21,0.34,Partidos
227,Mario Hermoso,es ESP,DF,Atlético Madrid,25,1995,31,30,2578,28.6,1,1,2,1,0,0,6,0,1.1,1.1,0.6,1.6,30,172,23,0.03,0.03,0.07,0.03,0.07,0.04,0.02,0.06,0.04,0.06,Partidos
228,Aridane Hernández,es ESP,DF,Osasuna,31,1989,24,24,2026,22.5,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.6,3,43,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Partidos
229,Héctor Herrera,mx MEX,CC,Atlético Madrid,30,1990,16,8,682,7.6,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.0,4,48,7,0.00,0.13,0.13,0.00,0.13,0.04,0.09,0.13,0.04,0.13,Partidos
230,Sergio Herrera,es ESP,PO,Osasuna,27,1993,33,32,2958,32.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
231,Yangel Herrera,ve VEN,CC,Granada,22,1998,32,25,2310,25.7,3,1,4,3,0,0,7,0,2.6,2.6,1.0,3.5,13,117,36,0.12,0.04,0.16,0.12,0.16,0.10,0.04,0.14,0.10,0.14,Partidos
232,Pablo Hervías,es ESP,"DF,CC",Valladolid,27,1993,27,10,1204,13.4,0,5,5,0,0,0,1,0,0.5,0.5,4.0,4.5,73,53,66,0.00,0.37,0.37,0.00,0.37,0.04,0.30,0.34,0.04,0.34,Partidos
233,Jordan Holsgrove,sct SCO,CC,Celta Vigo,20,1999,5,0,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,4,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Partidos
234,Vicente Iborra,es ESP,CC,Villarreal,32,1988,13,10,928,10.3,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.2,3,34,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Partidos
235,Oussama Idrissi,ma MAR,"DL,CC",Sevilla,24,1996,3,0,27,0.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,4,1,4,0.00,0.00,0.00,0.00,0.00,1.41,0.00,1.41,1.41,1.41,Partidos
236,Iglesias,es ESP,"DF,CC",Getafe,22,1998,10,7,605,6.7,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,5,13,14,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Partidos
237,Borja Iglesias,es ESP,DL,Betis,27,1993,28,15,1411,15.7,11,0,11,6,5,5,2,0,8.4,4.4,0.7,5.1,7,12,72,0.70,0.00,0.70,0.38,0.38,0.53,0.04,0.58,0.28,0.33,Partidos
238,Asier Illarramendi,es ESP,CC,Real Sociedad,30,1990,6,6,337,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,29,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
239,Pablo Insua,es ESP,DF,Huesca,26,1993,20,17,1587,17.6,0,0,0,0,0,0,9,0,0.2,0.2,0.0,0.2,3,20,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
240,Takashi Inui,jp JPN,"CC,DL",Eibar,32,1988,28,22,1819,20.2,1,0,1,1,0,0,0,0,2.4,2.4,1.7,4.2,59,55,119,0.05,0.00,0.05,0.05,0.05,0.12,0.09,0.21,0.12,0.21,Partidos
241,Alexander Isak,se SWE,DL,Real Sociedad,20,1999,34,30,2340,26.0,17,2,19,17,0,1,4,0,16.8,16.0,1.8,17.8,44,44,153,0.65,0.08,0.73,0.65,0.73,0.64,0.07,0.71,0.61,0.68,Partidos
242,Isco,es ESP,CC,Real Madrid,28,1992,25,8,908,10.1,0,2,2,0,0,0,1,0,1.5,1.5,1.4,3.0,36,109,52,0.00,0.20,0.20,0.00,0.20,0.15,0.14,0.29,0.15,0.29,Partidos
243,Jairo Izquierdo,es ESP,"CC,DF",Cádiz,26,1993,30,11,1277,14.2,1,0,1,1,0,0,4,0,0.8,0.8,0.8,1.6,33,28,57,0.07,0.00,0.07,0.07,0.07,0.05,0.06,0.11,0.05,0.11,Partidos
244,Saidy Janko,gm GAM,DF,Valladolid,24,1995,19,14,1220,13.6,0,1,1,0,0,0,4,0,0.5,0.5,0.5,1.0,30,33,64,0.00,0.07,0.07,0.00,0.07,0.03,0.04,0.07,0.03,0.07,Partidos
245,Adnan Januzaj,be BEL,"DL,CC",Real Sociedad,25,1995,27,12,1014,11.3,4,5,9,1,3,3,2,0,5.0,2.6,4.0,6.6,45,67,116,0.36,0.44,0.80,0.09,0.53,0.44,0.35,0.79,0.23,0.58,Partidos
246,Jason,es ESP,"CC,DF",Valencia,26,1994,17,4,441,4.9,0,0,0,0,0,0,4,1,0.2,0.2,0.5,0.7,17,13,23,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.14,0.04,0.14,Partidos
247,Luis Javier Suárez,co COL,"DL,CC",Granada,22,1997,27,18,1666,18.5,5,1,6,5,0,0,6,0,6.4,6.4,2.0,8.4,33,33,90,0.27,0.05,0.32,0.27,0.32,0.34,0.11,0.45,0.34,0.45,Partidos
248,Joaquín,es ESP,"DL,CC",Betis,39,1981,27,16,1291,14.3,2,6,8,2,0,0,2,0,0.6,0.6,3.0,3.5,46,77,121,0.14,0.42,0.56,0.14,0.56,0.04,0.21,0.25,0.04,0.25,Partidos
249,John Joe,ie IRL,"CC,DL",Getafe,16,2003,6,0,65,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,10,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Partidos
250,Frenkie de Jong,nl NED,"CC,DF",Barcelona,23,1997,37,35,3154,35.0,3,4,7,3,0,0,5,0,4.8,4.8,5.8,10.6,95,238,129,0.09,0.11,0.20,0.09,0.20,0.14,0.17,0.30,0.14,0.30,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
251,Luuk de Jong,nl NED,DL,Sevilla,29,1990,34,14,1268,14.1,4,0,4,4,0,0,3,0,4.7,4.7,1.0,5.7,6,18,66,0.28,0.00,0.28,0.28,0.28,0.33,0.07,0.40,0.33,0.40,Partidos
252,Jony,es ESP,"CC,DL",Osasuna,29,1991,22,9,871,9.7,0,2,2,0,0,0,0,0,0.7,0.7,2.7,3.3,24,48,84,0.00,0.21,0.21,0.00,0.21,0.07,0.28,0.34,0.07,0.34,Partidos
253,Joan Jordán,es ESP,CC,Sevilla,26,1994,35,28,2406,26.7,1,6,7,1,0,0,8,1,1.7,1.7,3.3,4.9,40,178,59,0.04,0.22,0.26,0.04,0.26,0.06,0.12,0.19,0.06,0.18,Partidos
254,Josan,es ESP,"CC,DF",Elche,30,1989,33,24,1926,21.4,4,2,6,4,0,0,3,0,1.2,1.2,1.5,2.8,65,40,92,0.19,0.09,0.28,0.19,0.28,0.06,0.07,0.13,0.06,0.13,Partidos
255,Willian José,br BRA,DL,Real Sociedad,28,1991,13,8,689,7.7,3,1,4,3,0,1,0,0,3.1,2.3,1.2,3.6,3,19,29,0.39,0.13,0.52,0.39,0.52,0.41,0.16,0.57,0.30,0.47,Partidos
256,Joselu,es ESP,DL,Alavés,30,1990,37,34,3026,33.6,11,3,14,9,2,4,1,0,12.8,9.6,3.8,13.4,25,99,137,0.33,0.09,0.42,0.27,0.36,0.38,0.11,0.49,0.28,0.40,Partidos
257,Josema,es ESP,DF,Elche,24,1996,29,21,1966,21.8,0,1,1,0,0,0,3,0,0.3,0.3,0.5,0.8,29,48,30,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.04,0.02,0.04,Partidos
258,Jota,pt POR,"CC,DL",Valladolid,21,1999,17,7,668,7.4,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.8,20,14,50,0.13,0.00,0.13,0.13,0.13,0.20,0.05,0.25,0.20,0.25,Partidos
259,Jota,es ESP,CC,Alavés,29,1991,23,18,1398,15.5,0,2,2,0,0,0,5,1,0.8,0.8,2.8,3.6,28,55,39,0.00,0.13,0.13,0.00,0.13,0.05,0.18,0.23,0.05,0.23,Partidos
260,Luka Jović,rs SRB,DL,Real Madrid,22,1997,4,2,149,1.7,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.55,0.06,0.62,0.55,0.62,Partidos
261,Juanmi,es ESP,"DL,CC",Betis,27,1993,16,5,604,6.7,2,0,2,2,0,0,1,0,2.4,2.4,0.1,2.5,6,6,34,0.30,0.00,0.30,0.30,0.30,0.36,0.01,0.38,0.36,0.38,Partidos
262,Vinicius Júnior,br BRA,DL,Real Madrid,20,2000,35,22,1969,21.9,3,3,6,3,0,0,3,0,6.5,6.5,4.8,11.3,127,54,283,0.14,0.14,0.27,0.14,0.27,0.30,0.22,0.52,0.30,0.52,Partidos
263,Jens Jønsson,dk DEN,CC,Cádiz,27,1993,35,33,2615,29.1,0,0,0,0,0,0,6,0,0.9,0.9,1.7,2.6,12,58,13,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Partidos
264,Damian Kądzior,pl POL,"DL,CC",Eibar,28,1992,6,2,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,16,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Partidos
265,Lee Kang-in,kr KOR,"DL,CC",Valencia,19,2001,24,15,1262,14.0,0,4,4,0,0,0,1,0,1.1,1.1,2.5,3.6,36,80,41,0.00,0.29,0.29,0.00,0.29,0.08,0.18,0.26,0.08,0.26,Partidos
266,Stephane Keller,cm CMR,DF,Alavés,18,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
267,Kenedy,br BRA,"DL,CC",Granada,24,1996,28,18,1471,16.3,4,3,7,4,0,0,3,0,2.0,2.0,2.7,4.7,30,23,59,0.24,0.18,0.43,0.24,0.43,0.12,0.16,0.29,0.12,0.29,Partidos
268,Kiké,es ESP,DL,Eibar,30,1989,37,36,3087,34.3,12,2,14,12,0,0,4,1,10.8,10.8,2.1,12.9,36,53,247,0.35,0.06,0.41,0.35,0.41,0.31,0.06,0.38,0.31,0.38,Partidos
269,Giorgi Kochorashvili,ge GEO,CC,Levante,21,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23,Partidos
270,Kenan Kodro,ba BIH,"DL,CC",Valladolid,26,1993,14,4,459,5.1,0,0,0,0,0,0,1,0,1.3,1.3,0.2,1.4,4,4,15,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.28,0.25,0.28,Partidos
271,Kenan Kodro,ba BIH,"DL,CC",Athletic Club,26,1993,3,0,44,0.5,1,0,1,0,1,1,1,0,0.8,0.0,0.0,0.0,1,1,2,2.05,0.00,2.05,0.00,0.00,1.66,0.00,1.66,0.05,0.05,Partidos
272,Koba Koindredi,fr FRA,CC,Valencia,18,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
273,Koke,es ESP,CC,Atlético Madrid,28,1992,37,34,3021,33.6,1,2,3,1,0,0,9,0,2.0,2.0,3.1,5.1,39,250,42,0.03,0.06,0.09,0.03,0.09,0.06,0.09,0.15,0.06,0.15,Partidos
274,Geoffrey Kondogbia,cf CTA,CC,Valencia,27,1993,5,5,440,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,18,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
275,Geoffrey Kondogbia,cf CTA,CC,Atlético Madrid,27,1993,25,4,611,6.8,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,14,37,4,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
276,Youssouf Koné,ml MLI,"DF,CC",Elche,25,1995,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
277,Jules Koundé,fr FRA,DF,Sevilla,21,1998,34,33,2975,33.1,2,1,3,2,0,0,4,0,2.0,2.0,0.9,2.9,45,167,26,0.06,0.03,0.09,0.06,0.09,0.06,0.03,0.09,0.06,0.09,Partidos
278,Toni Kroos,de GER,CC,Real Madrid,30,1990,28,24,2117,23.5,3,10,13,3,0,0,6,0,2.3,2.3,6.9,9.1,43,269,47,0.13,0.43,0.55,0.13,0.55,0.10,0.29,0.39,0.10,0.39,Partidos
279,Takefusa Kubo,jp JPN,"CC,DL",Villarreal,19,2001,13,2,299,3.3,0,0,0,0,0,0,2,1,1.5,1.5,1.1,2.5,18,15,31,0.00,0.00,0.00,0.00,0.00,0.45,0.32,0.76,0.45,0.76,Partidos
280,Takefusa Kubo,jp JPN,"CC,DL",Getafe,19,2001,18,8,805,8.9,1,1,2,1,0,0,2,0,0.7,0.7,1.2,1.9,21,25,57,0.11,0.11,0.22,0.11,0.22,0.08,0.13,0.21,0.08,0.21,Partidos
281,Kuki,es ESP,CC,Valladolid,22,1998,2,0,30,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,3.00,3.00,0.00,3.00,0.00,0.07,0.07,0.00,0.07,Partidos
282,Víctor Laguardia,es ESP,DF,Alavés,30,1989,32,30,2631,29.2,0,1,1,0,0,0,5,1,1.3,1.3,0.6,1.9,10,50,3,0.00,0.03,0.03,0.00,0.03,0.04,0.02,0.06,0.04,0.06,Partidos
283,Diego Lainez,mx MEX,"DL,CC",Betis,20,2000,21,8,862,9.6,0,2,2,0,0,0,5,0,0.7,0.7,0.5,1.3,49,36,80,0.00,0.21,0.21,0.00,0.21,0.07,0.06,0.13,0.07,0.13,Partidos
284,Toni Lato,es ESP,DF,Valencia,22,1997,15,8,728,8.1,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.8,6,19,30,0.12,0.00,0.12,0.12,0.12,0.08,0.02,0.10,0.08,0.10,Partidos
285,Lauti,uy URU,CC,Celta Vigo,19,2001,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
286,Robin Le Normand,es ESP,DF,Real Sociedad,23,1996,33,30,2747,30.5,0,1,1,0,0,0,5,1,2.3,2.3,0.4,2.7,22,101,4,0.00,0.03,0.03,0.00,0.03,0.07,0.01,0.09,0.07,0.09,Partidos
287,Jeremías Ledesma,ar ARG,PO,Cádiz,27,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
288,Florian Lejeune,fr FRA,DF,Alavés,29,1991,34,34,3015,33.5,1,1,2,1,0,0,10,0,2.4,2.4,0.9,3.3,5,66,5,0.03,0.03,0.06,0.03,0.06,0.07,0.03,0.10,0.07,0.10,Partidos
289,Iñigo Lekue,es ESP,DF,Athletic Club,27,1993,18,5,644,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.4,23,27,33,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Partidos
290,Thomas Lemar,fr FRA,CC,Atlético Madrid,24,1995,27,19,1366,15.2,1,3,4,1,0,0,4,0,1.6,1.6,2.0,3.6,37,78,102,0.07,0.20,0.26,0.07,0.26,0.10,0.13,0.24,0.10,0.24,Partidos
291,Clément Lenglet,fr FRA,DF,Barcelona,25,1995,33,29,2475,27.5,1,0,1,1,0,0,11,2,1.8,1.8,0.8,2.7,33,181,9,0.04,0.00,0.04,0.04,0.04,0.07,0.03,0.10,0.07,0.10,Partidos
292,Pedro León,es ESP,"CC,DL",Eibar,33,1986,24,10,935,10.4,1,2,3,1,0,0,2,0,1.3,1.3,2.6,3.9,16,19,72,0.10,0.19,0.29,0.10,0.29,0.12,0.25,0.37,0.12,0.37,Partidos
293,Sergio León,es ESP,DL,Levante,31,1989,28,6,748,8.3,2,0,2,2,0,0,0,0,2.5,2.5,0.3,2.8,6,11,42,0.24,0.00,0.24,0.24,0.24,0.30,0.03,0.34,0.30,0.34,Partidos
294,Diego Llorente,es ESP,DF,Real Sociedad,26,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
295,Marcos Llorente,es ESP,"CC,DL",Atlético Madrid,25,1995,37,33,2956,32.8,12,11,23,12,0,0,6,0,3.4,3.4,5.6,9.0,90,140,215,0.37,0.33,0.70,0.37,0.70,0.10,0.17,0.28,0.10,0.28,Partidos
296,Renan Lodi,br BRA,"DF,DL",Atlético Madrid,22,1998,23,11,1129,12.5,1,2,3,1,0,0,3,0,0.8,0.8,1.8,2.6,44,36,126,0.08,0.16,0.24,0.08,0.24,0.06,0.14,0.21,0.06,0.21,Partidos
297,Adrián López,es ESP,"DL,CC",Osasuna,32,1988,17,5,481,5.3,1,1,2,1,0,0,0,0,1.4,1.4,0.2,1.6,12,23,43,0.19,0.19,0.37,0.19,0.37,0.27,0.03,0.30,0.27,0.30,Partidos
298,Javi López,es ESP,"DF,CC",Alavés,18,2002,9,1,248,2.8,0,0,0,0,0,0,1,1,0.1,0.1,0.1,0.2,6,7,8,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Partidos
299,Pedro López Muñoz,es ESP,DF,Huesca,36,1983,22,10,1067,11.9,0,1,1,0,0,0,2,0,0.1,0.1,1.6,1.7,16,48,48,0.00,0.08,0.08,0.00,0.08,0.01,0.14,0.15,0.01,0.15,Partidos
300,Roberto López,es ESP,"CC,DL",Real Sociedad,20,2000,17,4,505,5.6,3,0,3,3,0,0,0,0,0.5,0.5,1.0,1.5,7,30,29,0.53,0.00,0.53,0.53,0.53,0.10,0.18,0.27,0.10,0.27,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
301,Unai López,es ESP,CC,Athletic Club,24,1995,26,15,1424,15.8,3,0,3,3,0,0,7,0,1.1,1.1,1.7,2.8,25,97,14,0.19,0.00,0.19,0.19,0.19,0.07,0.11,0.18,0.07,0.18,Partidos
302,Anthony Lozano,hn HON,DL,Cádiz,27,1993,29,18,1523,16.9,3,1,4,3,0,0,5,0,5.7,5.7,0.8,6.4,33,39,72,0.18,0.06,0.24,0.18,0.24,0.33,0.05,0.38,0.33,0.38,Partidos
303,Jeison Lucumí,co COL,CC,Elche,25,1995,2,1,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
304,José Luis Gayà,es ESP,DF,Valencia,25,1995,33,32,2846,31.6,1,7,8,1,0,0,6,0,2.6,2.6,3.9,6.5,62,119,201,0.03,0.22,0.25,0.03,0.25,0.08,0.12,0.21,0.08,0.21,Partidos
305,José Luis Morales,es ESP,"CC,DL",Levante,33,1987,38,30,2439,27.1,13,3,16,13,0,1,3,0,7.2,6.5,4.9,11.4,78,75,190,0.48,0.11,0.59,0.48,0.59,0.27,0.18,0.45,0.24,0.42,Partidos
306,Luisinho,pt POR,DF,Huesca,35,1985,5,2,179,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,8,6,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidos
307,Luismi,es ESP,"CC,DF",Elche,28,1992,11,2,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
308,Darwin Machís,ve VEN,"DL,CC",Granada,27,1993,32,21,2026,22.5,5,5,10,5,0,1,1,0,5.1,4.3,5.0,9.3,68,37,119,0.22,0.22,0.44,0.22,0.44,0.22,0.22,0.45,0.19,0.41,Partidos
309,Pablo Maffeo,es ESP,DF,Huesca,23,1997,25,25,1964,21.8,1,4,5,1,0,0,4,0,0.7,0.7,2.7,3.4,47,60,112,0.05,0.18,0.23,0.05,0.23,0.03,0.12,0.15,0.03,0.15,Partidos
310,Abdallahi Mahmoud,mr MTN,CC,Alavés,20,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidos
