RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
105,Kiko Casilla,es ESP,PO,Elche,34,1986,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
106,Catena,es ESP,DF,Rayo Vallecano,26,1994,36,36,3240,36.0,2,2,4,2,0,0,8,0,1.4,1.4,0.8,2.2,13,84,6,0.06,0.06,0.11,0.06,0.11,0.04,0.02,0.06,0.04,0.06,Partidos
107,Dani Ceballos,es ESP,CC,Real Madrid,24,1996,11,2,276,3.1,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,6,20,8,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.28,0.22,0.28,Partidos
108,Franco Cervi,ar ARG,CC,Celta Vigo,27,1994,33,21,1801,20.0,4,3,7,4,0,0,5,0,3.1,3.1,1.1,4.1,35,61,86,0.20,0.15,0.35,0.20,0.35,0.15,0.05,0.21,0.15,0.21,Partidos
109,Chapela,es ESP,"CC,DL",Cádiz,22,1999,9,4,398,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,12,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidos
110,Chema,es ESP,CC,Getafe,29,1992,1,1,45,0.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,Partidos
111,Denis Cheryshev,ru RUS,"CC,DL",Valencia,30,1990,17,5,563,6.3,0,1,1,0,0,0,1,0,0.9,0.9,0.4,1.3,14,19,36,0.00,0.16,0.16,0.00,0.16,0.14,0.06,0.20,0.14,0.20,Partidos
112,Samuel Chukwueze,ng NGA,"CC,DL",Villarreal,22,1999,27,12,1333,14.8,3,3,6,3,0,0,4,0,4.6,4.6,4.6,9.3,89,41,164,0.20,0.20,0.41,0.20,0.41,0.31,0.31,0.63,0.31,0.63,Partidos
113,Víctor Chust,es ESP,DF,Cádiz,21,2000,25,20,1830,20.3,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,17,47,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
114,Jasper Cillessen,nl NED,PO,Valencia,32,1989,17,17,1457,16.2,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,Partidos
115,Pathé Ciss,sn SEN,CC,Rayo Vallecano,27,1994,31,11,1097,12.2,2,1,3,2,0,0,5,0,1.7,1.7,0.5,2.2,8,55,6,0.16,0.08,0.25,0.16,0.25,0.14,0.04,0.18,0.14,0.18,Partidos
116,Carlos Clerc,es ESP,DF,Levante,29,1992,19,18,1514,16.8,0,0,0,0,0,0,6,0,0.1,0.1,0.8,1.0,45,66,56,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Partidos
117,Coke,es ESP,DF,Levante,34,1987,6,1,118,1.3,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.7,1,8,5,0.76,0.00,0.76,0.76,0.76,0.48,0.04,0.52,0.48,0.52,Partidos
118,Álex Collado,es ESP,"CC,DL",Granada,22,1999,17,13,1020,11.3,2,1,3,2,0,0,1,0,0.8,0.8,1.0,1.8,20,38,32,0.18,0.09,0.26,0.18,0.26,0.07,0.09,0.16,0.07,0.16,Partidos
119,Eray Cömert,ch SUI,DF,Valencia,23,1998,8,5,408,4.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,1,15,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Partidos
120,Santi Comesaña,es ESP,CC,Rayo Vallecano,24,1996,35,32,2682,29.8,1,2,3,1,0,0,12,1,3.7,3.7,2.0,5.7,46,165,50,0.03,0.07,0.10,0.03,0.10,0.12,0.07,0.19,0.12,0.19,Partidos
121,Diego Conde,es ESP,PO,Getafe,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
122,Francis Coquelin,fr FRA,CC,Villarreal,30,1991,20,8,830,9.2,2,1,3,2,0,0,3,0,0.3,0.3,0.8,1.1,14,56,39,0.22,0.11,0.33,0.22,0.33,0.03,0.08,0.12,0.03,0.12,Partidos
123,Jesús Corona,mx MEX,"DL,DF",Sevilla,28,1993,18,12,1157,12.9,2,4,6,2,0,0,2,0,1.6,1.6,3.1,4.6,37,54,130,0.16,0.31,0.47,0.16,0.47,0.12,0.24,0.36,0.12,0.36,Partidos
124,Ángel Correa,ar ARG,"DL,CC",Atlético Madrid,26,1995,36,21,1856,20.6,12,5,17,12,0,0,3,1,7.3,7.3,3.7,11.0,38,65,149,0.58,0.24,0.82,0.58,0.82,0.35,0.18,0.53,0.35,0.53,Partidos
125,Thierry Correia,pt POR,DF,Valencia,22,1999,19,18,1414,15.7,0,1,1,0,0,0,5,0,0.3,0.3,1.1,1.4,27,53,66,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
126,Hélder Costa,ao ANG,"CC,DL",Valencia,27,1994,22,13,1118,12.4,0,1,1,0,0,0,3,0,0.3,0.3,1.8,2.1,39,34,80,0.00,0.08,0.08,0.00,0.08,0.03,0.14,0.17,0.03,0.17,Partidos
127,Jaume Costa,es ESP,DF,Mallorca,33,1988,25,21,1828,20.3,0,4,4,0,0,0,5,1,0.8,0.8,2.4,3.2,39,68,108,0.00,0.20,0.20,0.00,0.20,0.04,0.12,0.16,0.04,0.16,Partidos
128,Thibaut Courtois,be BEL,PO,Real Madrid,29,1992,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
129,Philippe Coutinho,br BRA,"CC,DL",Barcelona,29,1992,12,5,503,5.6,2,0,2,1,1,1,1,0,3.1,2.3,0.3,2.5,22,35,49,0.36,0.00,0.36,0.18,0.18,0.55,0.04,0.60,0.41,0.46,Partidos
130,Cristo,es ESP,DF,Real Sociedad,21,2000,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.03,0.39,0.41,0.03,0.41,Partidos
131,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,23,22,1934,21.5,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,16,80,12,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
132,Marc Cucurella,es ESP,"CC,DF",Getafe,23,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.62,0.31,0.93,0.62,0.93,Partidos
133,Jorge Cuenca,es ESP,DF,Getafe,21,1999,32,31,2683,29.8,1,0,1,1,0,0,6,2,0.9,0.9,0.1,1.0,4,61,6,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.04,0.03,0.04,Partidos
134,Matheus Cunha,br BRA,DL,Atlético Madrid,22,1999,29,8,1063,11.8,6,4,10,6,0,0,3,0,5.8,5.8,2.2,8.0,16,20,61,0.51,0.34,0.85,0.51,0.85,0.49,0.19,0.68,0.49,0.68,Partidos
135,Arnaut Danjuma,nl NED,DL,Villarreal,24,1997,23,17,1472,16.4,10,3,13,7,3,3,1,0,11.9,9.5,2.2,11.7,71,27,172,0.61,0.18,0.79,0.43,0.61,0.73,0.14,0.86,0.58,0.72,Partidos
136,Sergi Darder,es ESP,CC,Espanyol,27,1993,36,36,3125,34.7,3,9,12,3,0,0,4,0,2.6,2.6,3.9,6.5,94,221,65,0.09,0.26,0.35,0.09,0.35,0.07,0.11,0.19,0.07,0.19,Partidos
137,Rodrigo De Paul,ar ARG,CC,Atlético Madrid,27,1994,36,24,2151,23.9,3,1,4,3,0,0,7,0,1.6,1.6,4.6,6.2,65,162,53,0.13,0.04,0.17,0.13,0.17,0.07,0.19,0.26,0.07,0.26,Partidos
138,Thomas Delaney,dk DEN,CC,Sevilla,29,1991,26,15,1549,17.2,2,1,3,2,0,0,4,1,1.2,1.2,0.8,2.0,14,64,17,0.12,0.06,0.17,0.12,0.17,0.07,0.04,0.11,0.07,0.11,Partidos
139,Ousmane Dembélé,fr FRA,DL,Barcelona,24,1997,21,15,1409,15.7,1,13,14,1,0,0,3,0,2.6,2.6,8.3,10.9,128,70,201,0.06,0.83,0.89,0.06,0.89,0.17,0.53,0.70,0.17,0.70,Partidos
140,Yusuf Demir,at AUT,DL,Barcelona,18,2003,6,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,17,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
141,Sergiño Dest,us USA,"DF,DL",Barcelona,20,2000,21,17,1512,16.8,0,3,3,0,0,0,2,0,1.1,1.1,2.5,3.7,75,81,158,0.00,0.18,0.18,0.00,0.18,0.07,0.15,0.22,0.07,0.22,Partidos
142,Boulaye Dia,sn SEN,DL,Villarreal,24,1996,25,13,1269,14.1,5,5,10,5,0,0,3,0,5.4,5.4,2.4,7.8,22,16,93,0.35,0.35,0.71,0.35,0.71,0.39,0.17,0.56,0.39,0.56,Partidos
143,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,29,21,1948,21.6,0,1,1,0,0,0,11,0,0.6,0.6,0.2,0.8,18,51,7,0.00,0.05,0.05,0.00,0.05,0.03,0.01,0.04,0.03,0.04,Partidos
144,Javier Díaz,es ESP,PO,Sevilla,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
145,Víctor Díaz,es ESP,DF,Granada,33,1988,22,18,1500,16.7,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,5,37,6,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Partidos
146,Landry Dimata,be BEL,"DL,CC",Espanyol,23,1997,17,4,541,6.0,0,0,0,0,0,0,0,0,1.6,1.6,0.3,2.0,6,7,34,0.00,0.00,0.00,0.00,0.00,0.27,0.05,0.33,0.27,0.33,Partidos
147,Stole Dimitrievski,mk MKD,PO,Rayo Vallecano,27,1993,31,30,2772,30.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
148,Matías Dituro,ar ARG,PO,Celta Vigo,34,1987,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
149,Djené,tg TOG,DF,Getafe,29,1991,35,35,3115,34.6,0,1,1,0,0,0,11,1,0.1,0.1,0.4,0.6,24,89,9,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.02,0.00,0.02,Partidos
150,Naïs Djouahra,fr FRA,"DL,CC",Real Sociedad,21,1999,7,1,219,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,14,5,18,0.00,0.00,0.00,0.00,0.00,0.11,0.21,0.32,0.11,0.32,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
151,Marko Dmitrović,rs SRB,PO,Sevilla,29,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
152,Jaume Doménech,es ESP,PO,Valencia,30,1990,4,3,343,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
153,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,8,3,344,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,9,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
154,Mario Dominguez,es ESP,DL,Valencia,17,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
155,John Donald,es ESP,DF,Elche,20,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,2,9,1,0.00,0.00,0.00,0.00,0.00,0.26,0.03,0.29,0.26,0.29,Partidos
156,Domingos Duarte,pt POR,DF,Granada,26,1995,21,19,1687,18.7,1,0,1,1,0,0,7,1,0.9,0.9,0.5,1.4,4,44,3,0.05,0.00,0.05,0.05,0.05,0.05,0.03,0.08,0.05,0.08,Partidos
157,Óscar Duarte,cr CRC,DF,Levante,32,1989,23,20,1773,19.7,2,0,2,2,0,0,5,0,1.2,1.2,0.4,1.6,1,44,1,0.10,0.00,0.10,0.10,0.10,0.06,0.02,0.08,0.06,0.08,Partidos
158,Rubén Duarte,es ESP,DF,Alavés,25,1995,34,31,2621,29.1,0,4,4,0,0,0,12,1,0.4,0.4,2.5,2.8,35,85,46,0.00,0.14,0.14,0.00,0.14,0.01,0.09,0.10,0.01,0.10,Partidos
159,Unai Dufur,es ESP,DF,Osasuna,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
160,Hugo Duro,es ESP,"DF,CC",Getafe,21,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61,Partidos
161,Hugo Duro,es ESP,"DL,CC",Valencia,21,1999,30,22,1834,20.4,7,1,8,7,0,0,3,1,3.5,3.5,0.7,4.2,12,21,87,0.34,0.05,0.39,0.34,0.39,0.17,0.03,0.20,0.17,0.20,Partidos
162,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,30,22,2105,23.4,4,1,5,4,0,0,3,1,1.6,1.6,0.1,1.7,20,85,12,0.17,0.04,0.21,0.17,0.21,0.07,0.00,0.07,0.07,0.07,Partidos
163,Adri Embarba,es ESP,"DL,CC",Espanyol,29,1992,32,24,1986,22.1,0,2,2,0,0,0,4,0,2.8,2.8,2.5,5.3,75,54,134,0.00,0.09,0.09,0.00,0.09,0.13,0.12,0.24,0.13,0.24,Partidos
164,Emerson,br BRA,DF,Barcelona,22,1999,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
165,Youssef En-Nesyri,ma MAR,DL,Sevilla,24,1997,23,15,1277,14.2,5,1,6,4,1,1,1,0,6.4,5.6,1.2,6.7,7,14,57,0.35,0.07,0.42,0.28,0.35,0.45,0.08,0.53,0.39,0.47,Partidos
166,Gonzalo Escalante,ar ARG,CC,Alavés,28,1993,17,15,1300,14.4,5,0,5,5,0,0,8,1,3.2,3.2,0.2,3.4,7,41,15,0.35,0.00,0.35,0.35,0.35,0.22,0.01,0.23,0.22,0.23,Partidos
167,Aarón Escandell,es ESP,PO,Granada,25,1995,4,3,284,3.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
168,Sergio Escudero,es ESP,"DF,CC",Granada,31,1989,27,15,1434,15.9,2,1,3,2,0,0,6,0,1.1,1.1,1.6,2.7,17,51,37,0.13,0.06,0.19,0.13,0.19,0.07,0.10,0.17,0.07,0.17,Partidos
169,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37,37,3329,37.0,2,2,4,2,0,0,6,0,1.7,1.5,2.5,4.0,62,124,123,0.05,0.05,0.11,0.05,0.11,0.05,0.07,0.11,0.04,0.11,Partidos
170,Estanis,es ESP,DL,Barcelona,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
171,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,28,17,1575,17.5,0,1,1,0,0,0,3,0,0.8,0.8,2.5,3.3,50,70,148,0.00,0.06,0.06,0.00,0.06,0.04,0.14,0.19,0.04,0.19,Partidos
172,Abdessamad Ezzalzouli,ma MAR,DL,Barcelona,19,2001,10,6,580,6.4,1,0,1,1,0,0,4,0,1.3,1.3,0.9,2.2,47,8,76,0.16,0.00,0.16,0.16,0.16,0.20,0.14,0.33,0.20,0.33,Partidos
173,Radamel Falcao,co COL,DL,Rayo Vallecano,35,1986,22,8,838,9.3,6,0,6,6,0,0,1,0,4.9,4.9,0.3,5.2,8,15,38,0.64,0.00,0.64,0.64,0.64,0.53,0.03,0.56,0.53,0.56,Partidos
174,Fali,es ESP,"DF,CC",Cádiz,27,1993,28,23,1803,20.0,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.0,9,49,6,0.00,0.10,0.10,0.00,0.10,0.03,0.07,0.10,0.03,0.10,Partidos
175,Omar Faraj,se SWE,DL,Levante,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
176,Ansu Fati,es ESP,DL,Barcelona,18,2002,10,3,336,3.7,4,0,4,4,0,0,0,0,1.3,1.3,0.4,1.8,20,9,49,1.07,0.00,1.07,1.07,1.07,0.36,0.12,0.47,0.36,0.47,Partidos
177,Aleix Febas,es ESP,CC,Mallorca,25,1996,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Partidos
178,Nabil Fekir,fr FRA,CC,Betis,28,1993,34,33,2794,31.0,6,8,14,6,0,0,7,1,4.7,4.7,7.0,11.6,117,171,231,0.19,0.26,0.45,0.19,0.45,0.15,0.22,0.37,0.15,0.37,Partidos
179,Felipe,br BRA,DF,Atlético Madrid,32,1989,26,15,1504,16.7,2,1,3,2,0,0,5,1,0.7,0.7,0.4,1.1,5,32,2,0.12,0.06,0.18,0.12,0.18,0.04,0.02,0.07,0.04,0.07,Partidos
180,João Félix,pt POR,"DL,CC",Atlético Madrid,21,1999,24,13,1263,14.0,8,4,12,8,0,0,3,1,5.7,5.7,4.7,10.4,42,49,82,0.57,0.29,0.86,0.57,0.86,0.41,0.33,0.74,0.41,0.74,Partidos
181,Aitor Fernández,es ESP,PO,Levante,30,1991,13,13,1166,13.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
182,Álex Fernández,es ESP,CC,Cádiz,28,1992,32,22,2051,22.8,3,2,5,2,1,2,2,0,3.0,1.5,1.3,2.7,48,122,44,0.13,0.09,0.22,0.09,0.18,0.13,0.06,0.19,0.06,0.12,Partidos
183,Fernando,br BRA,"CC,DF",Sevilla,34,1987,24,21,1850,20.6,1,1,2,1,0,0,6,0,1.0,1.0,0.4,1.4,15,86,11,0.05,0.05,0.10,0.05,0.10,0.05,0.02,0.07,0.05,0.07,Partidos
184,Fidel,es ESP,CC,Elche,31,1989,33,29,2261,25.1,5,6,11,4,1,1,9,0,2.8,2.0,4.4,6.4,64,135,136,0.20,0.24,0.44,0.16,0.40,0.11,0.17,0.28,0.08,0.25,Partidos
185,José Fontán,es ESP,DF,Celta Vigo,21,2000,9,3,276,3.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,7,4,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.08,0.06,0.08,Partidos
186,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Partidos
187,Dimitri Foulquier,fr FRA,DF,Valencia,28,1993,29,25,2342,26.0,0,1,1,0,0,0,11,0,0.6,0.6,0.6,1.2,39,80,31,0.00,0.04,0.04,0.00,0.04,0.02,0.02,0.05,0.02,0.05,Partidos
188,Juan Foyth,ar ARG,DF,Villarreal,23,1998,25,22,1924,21.4,1,1,2,1,0,0,6,1,0.7,0.7,1.1,1.8,48,91,35,0.05,0.05,0.09,0.05,0.09,0.03,0.05,0.08,0.03,0.08,Partidos
189,Enric Franquesa,es ESP,"DF,DL",Levante,24,1997,16,6,625,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,17,15,36,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Partidos
190,Jorge de Frutos,es ESP,"CC,DL",Levante,24,1997,25,20,1760,19.6,4,7,11,4,0,0,4,0,4.9,4.9,3.3,8.2,60,49,153,0.20,0.36,0.56,0.20,0.56,0.25,0.17,0.42,0.25,0.42,Partidos
191,Javi Galán,es ESP,DF,Celta Vigo,26,1994,37,37,3298,36.6,0,3,3,0,0,0,8,0,0.5,0.4,2.4,2.8,123,104,233,0.00,0.08,0.08,0.00,0.08,0.01,0.06,0.08,0.01,0.08,Partidos
192,Iñigo Ruiz de Galarreta,es ESP,CC,Mallorca,27,1993,22,17,1378,15.3,0,0,0,0,0,0,4,0,0.4,0.4,0.6,1.0,14,105,16,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.06,0.03,0.06,Partidos
193,Thiago Galhardo,br BRA,"DL,CC",Celta Vigo,32,1989,31,9,1148,12.8,2,2,4,2,0,0,5,0,3.4,3.4,1.9,5.3,14,23,61,0.16,0.16,0.31,0.16,0.31,0.27,0.15,0.41,0.27,0.41,Partidos
194,Álvaro García,es ESP,"DL,CC",Rayo Vallecano,28,1992,36,34,2998,33.3,7,4,11,7,0,0,6,0,5.3,5.3,4.7,9.9,124,86,293,0.21,0.12,0.33,0.21,0.33,0.16,0.14,0.30,0.16,0.30,Partidos
195,Dani García,es ESP,CC,Athletic Club,31,1990,32,27,2177,24.2,0,0,0,0,0,0,9,0,0.6,0.6,0.6,1.1,10,115,7,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Partidos
196,David García,es ESP,DF,Osasuna,27,1994,35,35,3105,34.5,4,0,4,4,0,0,8,0,1.2,1.2,0.5,1.6,7,117,2,0.12,0.00,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05,Partidos
197,Eric García,es ESP,DF,Barcelona,20,2001,26,23,2039,22.7,0,0,0,0,0,0,5,1,0.2,0.2,0.1,0.3,36,137,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
198,Fran Garcia,es ESP,DF,Rayo Vallecano,21,1999,34,34,3025,33.6,1,0,1,1,0,0,4,0,0.9,0.9,1.7,2.6,140,133,141,0.03,0.00,0.03,0.03,0.03,0.03,0.05,0.08,0.03,0.08,Partidos
199,Joan García,es ESP,PO,Espanyol,20,2001,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
200,Manu García,es ESP,CC,Alavés,23,1998,24,10,1077,12.0,0,1,1,0,0,0,3,0,0.3,0.3,1.1,1.4,23,79,30,0.00,0.08,0.08,0.00,0.08,0.03,0.09,0.12,0.03,0.12,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
201,Raúl García,es ESP,DL,Athletic Club,35,1986,35,24,1802,20.0,6,2,8,6,0,1,3,0,6.1,5.3,2.7,8.0,12,87,113,0.30,0.10,0.40,0.30,0.40,0.30,0.13,0.44,0.26,0.40,Partidos
202,Rubén García,es ESP,"CC,DL",Osasuna,28,1993,37,30,2375,26.4,1,6,7,1,0,2,1,0,3.1,1.6,3.4,4.9,39,96,199,0.04,0.23,0.27,0.04,0.27,0.12,0.13,0.25,0.06,0.19,Partidos
203,Saúl García,es ESP,CC,Alavés,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
204,Unai García,es ESP,DF,Osasuna,29,1992,18,15,1408,15.6,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,12,37,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidos
205,Mario Gaspar,es ESP,DF,Villarreal,30,1990,12,7,623,6.9,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,6,22,22,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Partidos
206,Gavi,es ESP,"CC,DL",Barcelona,16,2004,34,28,2316,25.7,2,5,7,2,0,0,11,1,3.6,3.6,3.2,6.8,72,115,160,0.08,0.19,0.27,0.08,0.27,0.14,0.12,0.26,0.14,0.26,Partidos
207,Bryan Gil,es ESP,"CC,DL",Valencia,20,2001,13,9,753,8.4,0,1,1,0,0,0,3,0,1.4,1.4,1.5,2.8,22,26,64,0.00,0.12,0.12,0.00,0.12,0.16,0.18,0.34,0.16,0.34,Partidos
208,Óscar Gil,es ESP,DF,Espanyol,24,1997,22,20,1688,18.8,0,2,2,0,0,0,7,0,0.2,0.2,2.0,2.2,23,30,75,0.00,0.11,0.11,0.00,0.11,0.01,0.11,0.12,0.01,0.12,Partidos
209,Mario Gila,es ESP,DF,Real Madrid,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
210,Dani Gómez,es ESP,DL,Levante,23,1998,28,11,1063,11.8,4,2,6,4,0,0,1,0,4.7,4.7,2.2,6.9,22,15,87,0.34,0.17,0.51,0.34,0.51,0.40,0.19,0.58,0.40,0.58,Partidos
